"id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","is_dominant_lineage"
4732620,"[4729836]",249999,Inf,1,1,0,0,1555,"[66]fHcSxocJofcGocNcqQHwfqKCebdhbFRKrnvDIrrLdkItHDpahsFjaCtDzzFMizOfLH",FALSE
4732619,"[4729836]",249999,Inf,2,2,0,0,1555,"[66]fHcSxocJofcGHcNcqQHwfqKCebdhbeRKrnvDIrrLdkItHDpahsujaCtDzzFMizOfLH",FALSE
4732618,"[4729436]",249999,Inf,1,1,0,0,1553,"[70]fHcSuNcJofcGHcocqQHwfqKCbEKGGyhopjCwapHOtGuwbrQIsJulFpttzEAsSwzxsfifLH",FALSE
4732617,"[4731788]",249999,Inf,1,1,0,0,1551,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGjdCjjlAitzIgbRANrbaAFMwvlOPNoxHJggrxNoxfLH",FALSE
4732616,"[4728979]",249999,Inf,1,1,0,0,1521,"[70]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlyMyFkANKADorQkSikAOpgeINMJtLJoyjOfLH",FALSE
4732610,"[4732512]",249999,Inf,2,2,0,0,1505,"[72]fHcSuNcJofcGHcocqQHwfqKCebRxBaGBdaObIIQNnbjjBgbnwqxwSexrBMDAjbcAFdSmIfLH",FALSE
4732609,"[4727432]",249999,Inf,1,1,0,0,1548,"[67]fHcSxocJofcGHcNccQHwfqKCebJGhmKFBoyJrxeNusdhstOnvhGGKRhrzaCgEsQlfLH",FALSE
4732607,"[4720182]",249999,Inf,1,1,0,0,1554,"[67]fHcSxocJofcGHcNcqQHwfqKCebphbeRvrFDiIrpLMkItqDlahsFjHxMtDbzFMOeOfLH",FALSE
4732604,"[4729008]",249998,Inf,1,2,1,1,1521,"[70]fHcSuNcJofcGHcocqQHwfqKCebBLFJDgudnnGuSunberrnNaNPDgRvoNbaqoOIgdMmRfLH",FALSE
4732601,"[4730675]",249998,Inf,1,1,0,0,1550,"[67]fHcShNcJofcGHcNcqQHwfqKCebBQAMRHEjHenIPJrBLdNHJpaALaLpeCxDBdQsavfLH",FALSE
4732598,"[4732597]",249998,Inf,1,1,0,0,1522,"[71]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlyMyIxkANKADoMQkSikAOpgeINMJtLJoyjOfLH",FALSE
4732597,"[4728979]",249998,Inf,1,1,1,1,1521,"[71]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlyMyIFkANKADoMQkSikAOpgeINMJtLJoyjOfLH",FALSE
4732596,"[4732276]",249998,Inf,1,1,0,0,1553,"[66]fHcSxocJfcGHcNcqQHwfqKCebvGhmKDBoyJrxeNEsdiStOMvhGMKRhrnaCgEaBlfLH",FALSE
4732595,"[4732168]",249998,Inf,1,1,0,0,1553,"[71]fHcSuNcJofcGHRocqQHwfqKCebkJGkdljjlAitzIybRANrbaAHMwvlOPNomHJggECEpifLH",FALSE
4732594,"[4715506]",249998,Inf,1,1,0,0,1545,"[70]fHcSuNcJofcGHcNcqQHwfqKCecCQJsJylRiOBjCOEGlMEypspxcdreqBwGvBhGqaBRgfLH",FALSE
4732593,"[4730749]",249998,Inf,1,1,0,0,1504,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBaGBdaObeIQNnbjBgbnwqxwSexrBMDAjbcAFuSmRfLH",FALSE
4732589,"[4726979]",249998,Inf,1,2,0,0,1511,"[71]fHcSvNcJofcGHczcqQHwfqKCebNzDgDBddnPFdKMDbRpwbnaglwMxvoNDKgbFakIdbkRfLH",FALSE
4732588,"[4732586]",249997,Inf,1,1,0,0,1512,"[71]fHcSvNcJofcGHcocqQHwfqKNCbNzDgDBddnPFdKMDbRpwbnaglwMxvoNDKqbFakIdbkRfLH",FALSE
4732583,"[4731988]",249997,Inf,1,1,0,0,1548,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbrnOAlIocRaIoxswxHnFgIedrGCuBdgNthQzPufLH",FALSE
4732614,"[4732370]",249999,Inf,1,1,0,0,1502,"[71]fHcSuRcJofcGHcocqQHKfqKCebRxBaSBdFLneIRDnbPBgbntHxwDexkBMDNsbcdFdSmRfLH",FALSE
4732582,"[4731482]",249997,Inf,1,1,0,0,1554,"[68]fHcSxNcJofcGHcNcqjQHwfqKCebcpFhxsyOhzEbOkNOrgxHyrgJEdzrNbgGyHhBNufLH",FALSE
4732580,"[4724216]",249997,Inf,1,1,0,0,1548,"[67]fHcSxNcJofcGHcNcqQHwfqKCebBQAMRHEjHenIPJEBLdjHJpaALILpeCxDBdQsavfLH",FALSE
4732578,"[4721653]",249997,Inf,1,1,0,0,1520,"[69]fHcvNcJofcGHcocqHwfqKCebuzDbDBxdnEFdKMDbRpnbnaglwEMvoNDKqbgabIdrmRfLH",FALSE
4732576,"[4720182]",249997,Inf,1,1,0,0,1554,"[67]fHcSxocJofcGHcNcqQHwfqKCeblhbeRvrnDiIrpLMkItqDlahsFjHxMtDbzFMOeOfLH",FALSE
4732575,"[4720182]",249997,Inf,1,1,0,0,1554,"[67]fHcSxocJofcGHcNcqQHwtqKCebphbeRvrnDiIrpLMkItqDlahsFjHxMtDbzFMOeOfLH",FALSE
4732570,"[4730711]",249997,Inf,1,1,0,0,1543,"[67]fHcSxNcJofcGHcecqQHwfqKCebRgrGNDgbtFrFwwFPwytrFgkMpGBLAvqDsKDJtOfLH",FALSE
4732569,"[4730711]",249996,Inf,3,4,1,1,1543,"[67]fHcSxNcJofcGHcNcqQHwfqKCebRgrGNDgbCFrFwwFPwytrFgkMpGBLAvqDsKDJtOfLH",FALSE
4732568,"[4728285]",249996,Inf,1,1,0,0,1554,"[70]fHcSuNcJofcGHcocqQHwfqKCebEInuRRAuGxKvlEhJzFNdQtqyushptOzGbRbjQzbwHfLA",FALSE
4732565,"[4731217]",249996,Inf,1,1,0,0,1549,"[68]fHcSxocJofcGHcNcqQHwfqKCebJGhmKFOoyJrxeNusdhstOnvhGGKRhrzaCgEJsQlfLH",FALSE
4732564,"[4732560]",249996,Inf,1,1,0,0,1544,"[69]fHcSxNcJofcGHcNcqQQwfqKCmbBQAMROaEjvenIicEBLINdJpSaMLIKpeibDBAQsahfLH",FALSE
4732563,"[4728031]",249996,Inf,1,1,0,0,1543,"[71]fHcSuNcJofcGHcocqQHwfqKCebEIGERmpGkwapoOvAGuwGrQQsNxlppttaGwsjwzxsoifLH",FALSE
4732562,"[4724176]",249996,Inf,1,2,1,1,1550,"[67]fHcSxocJofcGHcNcqQHwfqKCebJGhmKDBoyJrxeNEsdhstOMvhGQKRhrnaCgEaBlfLH",FALSE
4732561,"[4727780]",249996,Inf,1,1,0,0,1542,"[66]fHcSxNcJofcGHccqQHwfqKCebBQAMROEjvenIicEBLINdJpaMLIKpeCbDBAQsahfvH",FALSE
4732560,"[4732558]",249996,Inf,1,1,1,1,1543,"[68]fHcSxNcJofcGHcNcqQGwfqKCebBQAMROAEjvenIicEBLINdJpaMLIKpeibDBAQsahfLH",FALSE
4732558,"[4727780]",249996,Inf,2,2,1,2,1542,"[68]fHcSxNcJofcGHcNcqQHwfqKCebBQAMROAEjvenIicEBLINdJpaMLIKpeCbDBAQsahfLH",FALSE
4732557,"[4718432]",249996,Inf,1,1,0,0,1535,"[67]fHcSxNcJofcGHcNcqQHwfqKCebnscqNzgNtFrFCmFkwysrFgkkazBvSvgDsKSJAOfLH",FALSE
4732555,"[4732263]",249996,Inf,1,1,0,0,1502,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBaSBdFLneIQDnbPBgbnwHxwmexOBMRAsbcdFdSdRfLH",FALSE
4732553,"[4732239]",249995,Inf,1,1,0,0,1555,"[71]fHcSuNcJofcGHcocqQHwfqKlebEInuRaApGxkJlBEhJzuBodQtlyusHBtozGbbjQzbwHGLH",FALSE
4732549,"[4730822]",249995,Inf,2,2,0,0,1547,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbrnOAlIocRqaGoxswFHpFgIecrGuBOgsthpzmufLH",FALSE
4732548,"[4730822]",249995,Inf,2,2,0,0,1547,"[66]fHcSxNcJofcGHcNcqQHwfqKCebbrnOAlIocRqaGoxswFHnGIecrGuBOgsthpzmufLH",FALSE
4732547,"[4715506]",249995,Inf,2,3,0,0,1545,"[71]fHcSuNcJofcGHcNcqQHwfqKCecCQJsxylRiOeBjCOEQlMEypspxcdreqBwGvBBGqaBRgfLH",FALSE
4732545,"[4729971]",249995,Inf,1,1,0,0,1555,"[66]fHcSxNcJofcGHcNcqQHwfqKCebbxmeRKnDltgDibpSdxrhpMFMPIxCtDrHFusQhfLH",FALSE
4732544,"[4732543]",249995,Inf,1,1,0,0,1556,"[67]fHcSxNcJofcGHcSccQHwfqKCebbxmeRKInDltgDibpSdxrhpMFMPIxCtDrHFupQhfLH",FALSE
4732537,"[4729793]",249995,Inf,1,1,0,0,1522,"[71]iHcSuNcJofcGHcocqQHwfqKCebiLFsDGudnnGuSunbezrnNaNPDggvoNbaqoyOIgdMKRfLH",FALSE
4732535,"[4732199]",249994,Inf,1,1,0,0,1554,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbxjiisDOnzPaOCDOrrGHNiFgtGczrNuqlOlMBufLH",FALSE
4732534,"[4732137]",249994,Inf,1,1,0,0,1552,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGjdljjlAitzIybtANrbaAHMwvlOPNomHJggECEpifLH",FALSE
4732533,"[4732371]",249994,Inf,1,1,0,0,1554,"[66]fHjSxNcJofcGcNcqQHwfqKCebBxrMRCxujvenIipvapkxrpSFsItQwCbDFvGwanfLH",FALSE
4732529,"[4731662]",249994,Inf,1,1,0,0,1550,"[67]fHcSxocJofcGHcNcqQHwfqKCebiGhmKDgoyHrxesusOhmsOGHhGGKRhrQaCgEkNlfLH",FALSE
4732526,"[4730565]",249994,Inf,1,1,0,0,1546,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbrnOAlIocRqaGoxswxAnFgIecrGuBOgsthpzmufLH",FALSE
4732524,"[4732498]",249994,Inf,1,1,0,0,1554,"[71]fHcSxNcJofcGHcNcqQHwfqKCebdbmlPjsOHDPzvpaQCJcOSDBxlyAbOELwBLtqiouBxufLH",FALSE
4732519,"[4732192]",249993,Inf,1,1,0,0,1556,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzKKPcuOlGatGNEIQCGEqNolfLH",FALSE
4732517,"[4718209]",249993,Inf,1,1,0,0,1566,"[67]fHcSxocJofcGHcNcqQHwfqKCebxJpARErnDDErpLMswtHMvarvFASAbkDbmFMSldfLH",FALSE
4732515,"[4729793]",249993,Inf,2,2,0,0,1522,"[71]fHcSuNcJofcGHcocqQHwfqKCebiLFsDGudnnGuSunbezrnNaNPDggvoNbaqayOIgdMKRfLH",FALSE
4732513,"[4730892]",249993,Inf,1,1,0,0,1552,"[67]fHcSxNcJofcGHcNcqQHwfqKCebazMuihtOcrpavAGQrGxoyFdgElGrBdqxiomBsifLH",FALSE
4732511,"[4732510]",249993,Inf,1,1,0,0,1505,"[72]fHcSuNcJofcGHcocqQHwfqKCebRaBaGBdaObeIQNnbjBgbnwqxwSexrBMDAjbcAFdLSmRfLH",FALSE
4732509,"[4732449]",249993,Inf,1,1,0,0,1565,"[70]fHGSuNcJofcGHcocqQHwfqKCabjqhMttzbaimBogyiNtzaxhFudIawPdmeuQtzqcNolfLH",FALSE
4732506,"[4728961]",249993,Inf,1,1,0,0,1567,"[71]fHcSuNcJofcGHcocqQHwfqKCabjqhMttlzbajmbogySNdzaxhFudItaGdmIsQtzzcNMlfLH",FALSE
4732503,"[4731905]",249993,Inf,1,1,0,0,1553,"[71]fHcSxNcJofcGHcNcqQHwfqKKebdbmlPjsOHDczvpaQCJcOSDrxlyAbmELwBLtqiouBxufLH",FALSE
4732501,"[4732375]",249993,Inf,1,1,0,0,1568,"[71]fHcSuNcJofcGHcocqQHwfqKCabjqhMttlzbajmboryGNdzaxhFudItaGdmIuQtzzcNMlfLH",FALSE
4732498,"[4731905]",249993,Inf,6,6,2,2,1553,"[71]fHcSxNcJofcGHcNcqQHwfqKCebdbmlPjsOHDPzvpaQCJcOSDrxlyAbmELwBLtqiouBxufLH",FALSE
4732497,"[4732232]",249993,Inf,1,1,0,0,1554,"[66]fHcSxNcJofcGHcNcqQHGfqKCebbomChKIscRoCpqbiImChphMHMnMaBLbzFypQhfLH",FALSE
4732489,"[4729451]",249992,Inf,1,1,0,0,1537,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbpcqJzgNaGrSCwbuwyFrCgkHEbBvSugjsxntAOfLH",FALSE
4732487,"[4730876]",249992,Inf,1,1,2,2,1558,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbxpybOIOcRzaOydDoKHnFgIecjqvBdgaohLpEzfLH",FALSE
4732486,"[4731905]",249992,Inf,1,1,1,1,1553,"[71]fHcSxNcJofcGHcNcqQHwfqKCebdbmlPjsOHDczvpaQCJcOSDrxLyAbmELwBLtqiiuBxufLH",FALSE
4732481,"[4730749]",249992,Inf,1,1,0,0,1504,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBaGBdaObeIQNnbjBgbgwqxwSexrBMDAjbcAFdSmRfLH",FALSE
4732479,"[4730749]",249992,Inf,1,1,0,0,1504,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBBGBdaObeIQNnbjBgbnwqxwSexrBMDAjbcAFdSmRfLH",FALSE
4732474,"[4731715]",249991,Inf,1,2,1,1,1566,"[70]fHcuNcJofcGHcocqQHwfqKCabtQJGeHtvMKCmqloHMRNtzaxqzudIcajGmuSdbhHNovfLH",FALSE
4732471,"[4731540]",249991,Inf,1,1,0,0,1549,"[71]fHcSuNcJofcGHcocqQHwfqKCebdwGEaiapGkwapoOvENulbFDQSCueFptvzGwJjzxzoifLH",FALSE
4732478,"[4731921]",249991,Inf,1,1,0,0,1523,"[70]fHcSuNcJofcGHcNcqQHwfqKCabRzsMwmQskuAAIkOmDEPMFABHPBmmFnwSjcJjvaCQgfLH",FALSE
4732470,"[4730749]",249991,Inf,1,2,1,1,1504,"[70]fHcSuNcJofcGHcocqQHwfqKCebRxBaGBdaObeINnbjBgbnwqxwSexrBMDAjbcAFdSmRfLH",FALSE
4732468,"[4730749]",249991,Inf,1,1,0,0,1504,"[71]fHcCuNcJofcGHcocqQHwfqKCebRxBaGBdaObeIQNnbjBgbnwqxwSexrBMDAjbcAFdSmRfLH",FALSE
4732466,"[4727065]",249991,Inf,1,1,0,0,1526,"[72]fHcSuNcJofcGHcNcqQHwfqKCabRzsMwdCHkuAAIkymDEPMoAuMtqMmFjwiIjcJjvaCQjgfLH",FALSE
4732465,"[4729134]",249991,Inf,1,1,0,0,1540,"[67]fHcSxNcJofcGHcNcqQHwfqKCebAcgqNCgPdcScuqMwnGrgoLkdwCBqQMopsIohpufLH",FALSE
4732463,"[4726920]",249991,Inf,1,1,0,0,1521,"[72]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlROyIFkANKADoiQPoSikAOpgeFNMJtLJOyjOfLH",FALSE
4732462,"[4732450]",249991,Inf,1,1,0,0,1538,"[66]fHcSxNcJofcGHcNcqQHwfqKebbpcqJzgNSGrSCwFMwyFrCgkHEbBvSugjsxntAOfPH",FALSE
4732461,"[4731081]",249991,Inf,1,1,0,0,1545,"[71]fHcSuNcJofcGHcocqQHwfqKCebEIGERmpGkwapoOwAcuwbrQQsNxlppttoGwsHwzxzoifLH",FALSE
4732459,"[4726924]",249990,Inf,1,1,0,0,1557,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbxpOwOjOORzaOydDQKHkFgIecjqvBdgaohEpEzfLH",FALSE
4732456,"[4729977]",249990,Inf,1,1,0,0,1523,"[71]fHcSuNcJofcGHcNcqQHwfqKCabRzsMwpQHkuAAIkOmDJPMBEpHdBmmFnzSjcJjvaCQjgfLH",FALSE
4732449,"[4732440]",249990,Inf,1,1,2,2,1564,"[71]fHcSuNcJofcGHcocqQHwfqKCabjqhMttlzbaimBogyiNtzaxhFudIawPdmIuQtzqcNolfLH",FALSE
4732448,"[4729115]",249990,Inf,1,1,0,0,1538,"[67]fHcSxNcJofcGHcNcqQHwfqKCebRscqNDgNtFriGwFMwysrFgkMrDBiSgDsNKKNnOfLH",FALSE
4732447,"[4726920]",249990,Inf,1,1,0,0,1521,"[71]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlROyIFkANKMDorQoSikAOpgeFNoJtLJOyjOfLH",FALSE
4732446,"[4729115]",249990,Inf,2,2,0,0,1538,"[68]fHcSxNcJofocGHcNcqQHwfqKCebRscqNDgNtFriGwFMwysrFgkMrDBiSgDsNKKJnOfLH",FALSE
4732445,"[4718209]",249990,Inf,1,1,0,0,1566,"[67]fHcSxocJofcGHcNbqQHwfqKCebxBpARErnDDErpLMswtHMvarvFASAbkDbmFMSldfLH",FALSE
4732443,"[4732341]",249989,Inf,1,1,0,0,1548,"[68]fHcSxNcJjofcGHcNcqQHwfqKCebbxEissyOczEaOCNOrrxHyFgnEcNrNcqJyHBINufLH",FALSE
4732442,"[4732341]",249989,Inf,1,1,0,0,1548,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbxECssyOczEaOCNOrrxHyFgnEcNrNcqJyHBINufLw",FALSE
4732439,"[4732438]",249989,Inf,1,1,0,0,1552,"[67]fHcSxoFJofcGHcNcqQHwfqKCebJGimKDBoOirxeNEsdhstOMvhGMKRhrnaCgEaBlfLH",FALSE
4732438,"[4731651]",249989,Inf,3,3,1,1,1551,"[67]fHcSxocJofcGHcNcqQHwfqKCebJGhmKDBoOJrxeNEsdhstOMvhGMKRhrnaCgEaBlfLH",FALSE
4732437,"[4722616]",249989,Inf,1,1,0,0,1518,"[71]fHcSvNcJofcGHcocqQHwfqKCebuzDbDBddnEFdKMDbRpMbnPglwExvoNDKqbsaBIdbmIfLH",FALSE
4732436,"[4729977]",249989,Inf,1,2,0,0,1523,"[72]fHcSuNcJofcGHcNcqQHwfqoKCabRzsMwpQHkuAAIkOmDJPMBApHdBmmFnzSjcJjvaCQjgfLH",FALSE
4732435,"[4732346]",249989,Inf,1,1,0,0,1552,"[68]ufHcSxNcJofcGHcNcqQHwfqKCebbamChKIscRoCpqSiImHAhplMHPnpaBDbzFypQhfLH",FALSE
4732432,"[4732341]",249989,Inf,1,1,0,0,1548,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbxEissyOczgaOCNOrrxHyFgnEcNrNcqJyHBINufLH",FALSE
4732429,"[4732337]",249989,Inf,1,1,0,0,1524,"[72]fHcSuNcJofcGHcNcqQHwfqyCabRzsMwpQHkuAAIkOmDJPMBApHdBmmFnzSjDcJjvaCQjgfLH",FALSE
4732505,"[4732200]",249993,Inf,1,1,0,0,1555,"[67]fHcSxNcJofxGHcNcqQHwfqKCebbxjiisDonzPaOCDOrrGHNiFgteczrNuqlylqBufLH",FALSE
4732426,"[4723957]",249988,Inf,1,1,0,0,1550,"[67]fHcSxocJofcGHcNcqQHwfqKCgbJGhmKDBoyJrxeNuskhstOevhGGKRhrnaCgEaBlfLH",FALSE
4732424,"[4727882]",249988,Inf,1,1,0,0,1555,"[67]fHcSxNcJofcGHcNaqQHwfqKCebbmeRKMIsDlthNiGpIsHqsLMEMPynxCtDbHFwQvfLH",FALSE
4732422,"[4732396]",249988,Inf,1,1,0,0,1553,"[68]fHcSxNcJiofcGHcNcqQHwfqKCebbamChKIscRoCpqSiImHAhplMHPnpaBDbzFcpQhfLH",FALSE
4732420,"[4732416]",249988,Inf,1,1,0,0,1539,"[68]fHcSxNcJofcGBcNcqQHwfqKCebAcgqNCgPdcScuqMwnGrgonLkdEjBqQMoDsIokpufLH",FALSE
4732416,"[4724293]",249988,Inf,1,1,1,1,1538,"[68]fHcSxNcJofcGHcNcqQHwfqKCebAcgqNCgPdcScuqMwnGrgonLkdEjBqQMoDsIokpufLH",FALSE
4732415,"[4730489]",249988,Inf,1,1,0,0,1542,"[67]fHcSxNcJofcGHcNcqQHwfqKCebdcgqNLgPdzScuqMwMGrgotBdEjBqQMopcIokpufLH",FALSE
4732414,"[4729977]",249988,Inf,1,1,0,0,1523,"[71]fHcSuNcJofcGHcNcqQHwfqbCabRzsMwpQHkuAAIkOmDJPMBApHdBmmFnzSjcJIvaCQjgfLH",FALSE
4732413,"[4725404]",249988,Inf,1,1,0,0,1554,"[71]fHcSuNcJowcGHcocqQHwfqKCebEInuRaApGxkJlgEhJzuBodQtsyusHBtozGbbjQzbwHfLH",FALSE
4732412,"[4732164]",249988,Inf,1,1,0,0,1552,"[71]fHlSuNcJofcGHcocqQHwfqKCebkJGjdljjlABtzIybRANrbaAHMwvlOPNomHJggECwpifLH",FALSE
4732411,"[4732266]",249988,Inf,1,1,0,0,1551,"[67]fHcSxNcJofcGHcNcqQHwfqKCebnbDmPOPyOHzaaCcOIrdlyebnEIwBdtqipoSBBnfLH",FALSE
4732406,"[4728979]",249987,Inf,1,1,0,0,1521,"[71]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhliMyIFkANKADorQkSikAOpgeINMJtLJoyjOfLH",FALSE
4732405,"[4728979]",249987,Inf,1,2,0,0,1521,"[71]fHcSuNcJofcGHcocqQHwfqKCecqNnwlrhlyMyIFkANKADorQkSikAOpgeINMJtLJoyjjfLH",FALSE
4732403,"[4732371]",249987,Inf,1,1,0,0,1554,"[68]fHcSxNcJofcGHcNcqQHwfqKCebBxrMRCxujvenIipvapkxrpSFsItQwCbDFvGwHnfLRH",FALSE
4732402,"[4731276]",249987,Inf,1,1,0,0,1557,"[67]fHcSxocJofcGHcNcqQHwfqKCebJimmKBiyJrjeNusdhvtOnQhxGKRhEnahSgESBlfLH",FALSE
4732400,"[4718432]",249987,Inf,1,1,0,0,1535,"[67]fHcSxNcJofcGHcNcqQHwfqKCebnscqNzgNtFrFCmFkwysrFgNMazBvSvgDsKSJAOfLH",FALSE
4732398,"[4732384]",249987,Inf,1,1,0,0,1568,"[70]fHcSuNcJjfcGrcocqQHwfqCabtQJGeHtvMKCmqloHMRNtzaHqzudIcajGmrSdqqHNovfLH",FALSE
4732397,"[4731651]",249987,Inf,1,1,0,0,1551,"[67]fHcSxocJofcGHcNcqQHwfqKCebJGhmKOBoyJrxeNEsdhstOMvhGMKRhrnaCgEaBlfLH",FALSE
4732396,"[4732346]",249987,Inf,1,1,1,1,1552,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbamChKIscRoCpqSiImHAhplMHPnpaBDbzFcpQhfLH",FALSE
4732393,"[4721959]",249987,Inf,1,1,0,0,1557,"[71]fHcSuNcJofcGHcocqQHwfqKCabtkJiIHtlolCgSBokMRNtnaxqgudIcaGGmuQtbqqNoIfLH",FALSE
4732390,"[4732389]",249986,Inf,1,1,0,0,1539,"[67]fHcSxNcJoIcGHcNcqQHwfqKCebRscqNDgNtFriGwFMwysrFgkMrDBiSgDsyKKJnOfLH",FALSE
4732388,"[4729617]",249986,Inf,2,2,0,0,1501,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBaSBdFLqeIRDnbPBgbntHxwDexkBMDAsbcdFdSmRfLH",FALSE
4732387,"[4729617]",249986,Inf,1,1,0,0,1501,"[71]fHcSuNcJofcGHcocqQHwfqKCebRxBaSBdFLneIRDnbPBgbntHxwDexkBMDAsbcdOdSmRfLH",FALSE
4732386,"[4732322]",249986,Inf,1,1,0,0,1505,"[72]fHcSuNcJofcGHcocqQHwfSqKCebRxBaGBdaObeIQNnbjBgbnwqowSexrBMDAjbcAFdSmRfLH",FALSE
4732384,"[4732345]",249986,Inf,1,1,1,1,1567,"[70]fHcSuNcJjfcGHcocqQHwfqCabtQJGeHtvMKCmqloHMRNtzaHqzudIcajGmrSdbqHNovfLH",FALSE
4732383,"[4730841]",249986,Inf,1,1,0,0,1551,"[67]fHcSxNcJofcGHcNcqQHwfqKCebbamChKQscRoCpqbiImHAhplMHPnpaBDbzFypQhfLH",FALSE
4732381,"[4732380]",249986,Inf,1,1,0,0,1503,"[72]fHcSuNcJofcGHcocqQHwfqKCebRxBaRBdILneIRDnbPBgbntHxwDexkBMDAsbcdFdSasRfLH",FALSE
