"depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"426","4",100,1,1,1,5.24964446305873e+25,5.20312e+27,2.98334e+16,8.47915e+17,189.93,285,169,0,0,0,189.93,285,169,0,0,0,0,0,0,0,0,0,65,"Learning","Learning"
"427","4",100,1,1,1,1.18307988489075e+27,1.18305e+29,3.72917e+16,8.47915e+17,190.37,300,170,0,0,0,190.37,300,170,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"428","4",100,1,1,1,1.09520940601657e+25,1.09117e+27,5.82683e+16,1.05989e+18,190.84,278,172,0,0,0,190.84,278,172,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"429","4",100,1,1,1,3.57653835294398e+24,3.57556e+26,1.90934e+16,6.78332e+17,188.25,273,167,0,0,0,188.25,273,167,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"430","4",100,1,1,1,1.115236731773e+21,4.75273e+22,3.72917e+16,8.47915e+17,188.39,233,170,0,0,0,188.39,233,170,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"431","4",100,1,1,1,4.5746425322e+21,4.42632e+23,4.66146e+16,6.78332e+17,186.76,243,171,0,0,0,186.76,243,171,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"432","4",100,1,1,1,8.0926530333417e+22,8.05144e+24,3.72917e+16,6.78332e+17,186.03,256,170,0,0,0,186.03,256,170,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"433","4",100,1,1,1,2.231947610534e+21,1.81302e+23,4.66146e+16,1.05989e+18,190.24,239,171,0,0,0,190.24,239,171,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"434","4",100,1,1,1,9.24291251010712e+23,5.99879e+25,5.82683e+16,9.539025e+17,189.32,265,172,0,0,0,189.32,265,172,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"435","4",100,1,1,1,4.3527810893797e+22,2.63829e+24,3.72917e+16,1.32487e+18,190.62,251,170,0,0,0,190.62,251,170,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"436","4",100,1,1,1,9.57699831122e+20,4.75273e+22,3.72917e+16,6.78332e+17,185.65,233,170,0,0,0,185.65,233,170,0,0,0,0,0,0,0,0,0,65,"Learning","Learning"
"437","4",100,1,1,1,6.28012228925e+20,5.94091e+22,4.66146e+16,7.631235e+17,186.03,234,171,0,0,0,186.03,234,171,0,0,0,0,0,0,0,0,0,65,"Learning","Learning"
"438","4",100,1,1,1,3.0063796462611e+22,1.35081e+24,2.98334e+16,8.47915e+17,188.46,248,169,0,0,0,188.46,248,169,0,0,0,0,0,0,0,0,0,65,"Learning","Learning"
"439","4",100,1,1,1,1.18324442759695e+27,1.18305e+29,5.82683e+16,6.78332e+17,190.67,342,172,0,0,0,190.67,342,172,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"440","4",100,1,1,1,3.5112408729769e+22,2.63829e+24,4.66146e+16,8.47915e+17,187.68,251,171,0,0,0,187.68,251,171,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"441","4",100,1,1,1,1.29120271394547e+23,1.25804e+25,2.38667e+16,8.47915e+17,188.59,258,168,0,0,0,188.59,258,168,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"442","4",100,1,1,1,5.052011366286e+21,2.83285e+23,7.28354e+16,2.07011e+18,193.47,241,173,0,0,0,193.47,241,173,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"443","4",100,1,1,1,1.10247193038235e+25,1.09117e+27,1.13805e+17,3.23454e+18,194.5,278,175,0,0,0,194.5,278,175,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"444","4",100,1,1,1,5.1943099960351e+23,3.83922e+25,1.42257e+17,2.58763e+18,193.1,263,176,0,0,0,193.1,263,176,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"445","4",100,1,1,1,5.186010440272e+21,2.83285e+23,9.10442e+16,2.07011e+18,192.59,241,174,0,0,0,192.59,241,174,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"446","4",100,1,1,1,5.2031247501896e+25,5.20312e+27,1.13805e+17,1.490475e+18,190.21,285,175,0,0,0,190.21,285,175,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"447","4",100,1,1,1,7.70543005662858e+25,3.33e+27,7.28354e+16,2.07011e+18,194.35,283,173,0,0,0,194.35,283,173,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"448","4",100,1,1,1,1.266062907382e+21,9.28267e+22,9.10442e+16,1.65608e+18,190.62,236,174,0,0,0,190.62,236,174,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"449","4",100,1,1,1,3.862798662231e+22,2.11064e+24,1.13805e+17,1.32487e+18,189.59,250,175,0,0,0,189.59,250,175,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"450","4",100,1,1,1,6.99468204481262e+24,6.98351e+26,1.13805e+17,2.07011e+18,194.99,276,175,0,0,0,194.99,276,175,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"451","4",100,1,1,1,1.487540285822e+22,1.35081e+24,1.42257e+17,1.863095e+18,191.8,248,176,0,0,0,191.8,248,176,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"452","4",100,1,1,1,3.4753398602881e+23,2.4571e+25,1.77821e+17,3.23454e+18,194.38,261,177,0,0,0,194.38,261,177,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"453","4",100,1,1,1,1.38855417392536e+27,1.18305e+29,7.28354e+16,2.07011e+18,195.13,301,173,0,0,0,195.13,301,173,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"454","4",100,1,1,1,1.47390000538721e+24,1.46455e+26,4.66146e+16,1.863095e+18,192.39,269,171,0,0,0,192.39,269,171,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"455","4",100,1,1,1,2.06389855472295e+25,1.36397e+27,1.42257e+17,2.32887e+18,194.61,279,176,0,0,0,194.61,279,176,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"456","4",100,1,1,1,1.09124462846888e+25,1.09117e+27,9.10442e+16,1.863095e+18,192.07,278,174,0,0,0,192.07,278,174,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"457","4",100,1,1,1,1.39926203337178e+24,1.17164e+26,5.82683e+16,3.23454e+18,194.86,268,172,0,0,0,194.86,268,172,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"458","4",100,1,1,1,1.71788271405128e+25,1.70496e+27,1.77821e+17,4.04317e+18,196.89,280,177,0,0,0,196.89,280,177,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"459","4",100,1,1,1,4.63876829650105e+24,4.46944e+26,2.22276e+17,3.23454e+18,196.39,274,178,0,0,0,196.39,274,178,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"460","4",100,1,1,1,1.18305375645418e+27,1.18305e+29,2.77845e+17,4.04317e+18,195.79,317,179,0,0,0,195.79,317,179,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"461","4",100,1,1,1,1.0424382801157e+23,1.00643e+25,1.42257e+17,5.05397e+18,194,257,176,0,0,0,194,257,176,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"462","4",100,1,1,1,1.10236702159594e+25,1.09117e+27,9.10442e+16,4.54857e+18,197.52,278,174,0,0,0,197.52,278,174,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"463","4",100,1,1,1,2.66413648787179e+25,2.664e+27,1.77821e+17,5.685715e+18,194.56,282,177,0,0,0,194.56,282,177,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"464","4",100,1,1,1,4.381479806626e+22,3.29787e+24,2.77845e+17,7.89683e+18,197.35,252,179,0,0,0,197.35,252,179,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"465","4",100,1,1,1,4.311637347041e+22,4.12234e+24,2.22276e+17,3.638855e+18,195.15,253,178,0,0,0,195.15,253,178,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"466","4",100,1,1,1,2.35497102488881e+25,2.1312e+27,2.77845e+17,5.05397e+18,198.34,281,179,0,0,0,198.34,281,179,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"467","4",100,1,1,1,2.30247493990082e+24,2.28836e+26,3.47306e+17,6.31746e+18,197.09,271,180,0,0,0,197.09,271,180,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"468","4",100,1,1,1,6.39677758829e+22,5.15292e+24,2.77845e+17,7.89683e+18,199.8,254,179,0,0,0,199.8,254,179,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"469","4",100,1,1,1,4.5648451881197e+23,2.4571e+25,3.47306e+17,7.89683e+18,198.33,261,180,0,0,0,198.33,261,180,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"470","4",100,1,1,1,8.7492718979e+22,6.44115e+24,2.22276e+17,5.05397e+18,195.73,255,178,0,0,0,195.73,255,178,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"471","4",100,1,1,1,1.09159616019015e+25,1.09117e+27,9.10442e+16,5.05397e+18,196.27,278,174,0,0,0,196.27,278,174,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"472","4",100,1,1,1,1.237260618892e+21,9.28267e+22,9.10442e+16,7.89683e+18,196.23,236,174,0,0,0,196.23,236,174,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"473","4",100,1,1,1,4.9808262449e+21,3.54106e+23,2.22276e+17,5.05397e+18,195.09,242,178,0,0,0,195.09,242,178,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"474","4",100,1,1,1,2.94747214757781e+24,2.86044e+26,3.47306e+17,6.31746e+18,197.55,272,180,0,0,0,197.55,272,180,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"475","4",100,1,1,1,2.36809173671271e+27,1.18305e+29,1.77821e+17,4.54857e+18,200.66,325,177,0,0,0,200.66,325,177,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"476","4",100,1,1,1,3.9845744957e+21,1.45042e+23,2.77845e+17,4.04317e+18,196.01,238,179,0,0,0,196.01,238,179,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"477","4",100,1,1,1,3.567427082895e+22,3.29787e+24,2.77845e+17,3.23454e+18,194.42,252,179,0,0,0,194.42,252,179,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"478","4",100,1,1,1,4.9279155557839e+23,4.79903e+25,1.13805e+17,5.05397e+18,196.39,264,175,0,0,0,196.39,264,175,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"479","4",100,1,1,1,6.98770898740593e+24,6.98351e+26,2.77845e+17,4.04317e+18,195.39,276,179,0,0,0,195.39,276,179,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"480","4",100,1,1,1,1.01623960145e+21,5.94091e+22,1.13805e+17,6.31746e+18,195.47,234,175,0,0,0,195.47,234,175,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"481","4",100,1,1,1,4.890737255382e+22,2.63829e+24,3.47306e+17,6.31746e+18,197.6,251,180,0,0,0,197.6,251,180,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"482","4",100,1,1,1,7.03478946534e+21,4.42632e+23,2.77845e+17,7.89683e+18,196.82,243,179,0,0,0,196.82,243,179,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"483","4",100,1,1,1,3.9701340977707e+23,3.83922e+25,2.22276e+17,5.05397e+18,197.1,263,178,0,0,0,197.1,263,178,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"484","4",100,1,1,1,3.32851749995e+22,2.11064e+24,1.65608e+18,4.70687e+19,206.39,250,187,0,0,0,206.39,250,187,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"485","4",100,1,1,1,1.18504933318879e+27,1.18305e+29,1.65608e+18,4.70687e+19,207.84,327,187,0,0,0,207.84,327,187,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"486","4",100,1,1,1,2.67692086752243e+25,2.664e+27,1.05989e+18,4.70687e+19,207.15,282,185,0,0,0,207.15,282,185,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"487","4",100,1,1,1,5.70958048429546e+24,5.58681e+26,5.42666e+17,3.0124e+19,205.33,275,182,0,0,0,205.33,275,182,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"488","4",100,1,1,1,1.58795429628393e+26,1.58787e+28,2.07011e+18,7.35449e+19,206.22,290,188,0,0,0,206.22,290,188,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"489","4",100,1,1,1,1.18358335325924e+27,1.18305e+29,2.07011e+18,3.0124e+19,203.65,302,188,0,0,0,203.65,302,188,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"490","4",100,1,1,1,3.607307777292e+24,3.57556e+26,1.65608e+18,4.70687e+19,205.67,273,187,0,0,0,205.67,273,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"491","4",100,1,1,1,6.53741048862947e+25,6.5039e+27,8.47915e+17,3.38895e+19,206.64,286,184,0,0,0,206.64,286,184,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"492","4",100,1,1,1,2.9718327112956e+27,1.18305e+29,1.32487e+18,2.71116e+19,206.87,303,186,0,0,0,206.87,303,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"493","4",100,1,1,1,2.9248076366058e+24,2.86044e+26,3.23454e+18,3.7655e+19,207.13,272,190,0,0,0,207.13,272,190,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"494","4",100,1,1,1,3.10137232129059e+26,3.1013e+28,3.23454e+18,3.7655e+19,204.76,293,190,0,0,0,204.76,293,190,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"495","4",100,1,1,1,2.61231432119e+23,1.25804e+25,2.58763e+18,3.7655e+19,204.27,258,189,0,0,0,204.27,258,189,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"496","4",100,1,1,1,1.09478835027925e+25,1.09117e+27,6.78332e+17,3.0124e+19,205.13,278,183,0,0,0,205.13,278,183,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"497","4",100,1,1,1,5.3258610436496e+24,2.86044e+26,1.32487e+18,3.7655e+19,206.19,272,186,0,0,0,206.19,272,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"498","4",100,1,1,1,3.87893945812902e+26,3.87663e+28,2.58763e+18,3.7655e+19,206.48,294,189,0,0,0,206.48,294,189,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"499","4",100,1,1,1,1.504544804059e+25,8.72938e+26,4.34133e+17,5.29523e+19,211.62,277,181,0,0,0,211.62,277,181,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"500","4",100,1,1,1,1.53824709912149e+25,1.09117e+27,1.65608e+18,4.70687e+19,204.99,278,187,0,0,0,204.99,278,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"501","4",100,1,1,1,1.18457799631819e+27,1.18305e+29,2.58763e+18,3.7655e+19,205.47,302,189,0,0,0,205.47,302,189,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"502","4",100,1,1,1,7.413702693287e+24,4.46944e+26,1.65608e+18,3.7655e+19,206.36,274,187,0,0,0,206.36,274,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"503","4",100,1,1,1,1.2712596002422e+23,1.25804e+25,6.78332e+17,3.0124e+19,202.97,258,183,0,0,0,202.97,258,183,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"504","4",100,1,1,1,6.12979432048481e+26,4.84578e+28,1.65608e+18,5.88359e+19,209.64,295,187,0,0,0,209.64,295,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"505","4",100,1,1,1,1.4234798878322e+24,9.37311e+25,1.05989e+18,2.40992e+19,204.93,267,185,0,0,0,204.93,267,185,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"506","4",100,1,1,1,2.17786393943e+23,1.57255e+25,1.65608e+18,4.70687e+19,205.8,259,187,0,0,0,205.8,259,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"507","4",100,1,1,1,2.40588387983e+23,1.57255e+25,1.65608e+18,3.38895e+19,204.35,259,187,0,0,0,204.35,259,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"508","4",100,1,1,1,2.43701714024665e+25,1.70496e+27,1.65608e+18,3.0124e+19,205.35,280,187,0,0,0,205.35,280,187,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"509","4",100,1,1,1,1.5701763467519e+24,1.46455e+26,1.05989e+18,3.0124e+19,203.61,269,185,0,0,0,203.61,269,185,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"510","4",100,1,1,1,2.38354285847835e+27,1.18305e+29,1.32487e+18,3.7655e+19,206.95,315,186,0,0,0,206.95,315,186,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"511","4",100,1,1,1,1.4728864728003e+24,1.46455e+26,2.07011e+18,4.236185e+19,205.45,269,188,0,0,0,205.45,269,188,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"512","4",100,1,1,1,1.0727191937729e+26,6.5039e+27,1.65608e+18,4.70687e+19,207.56,286,187,0,0,0,207.56,286,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"513","4",100,1,1,1,4.1174520539e+21,1.45042e+23,2.07011e+18,3.38895e+19,204.02,238,188,0,0,0,204.02,238,188,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"514","4",100,1,1,1,3.92523394917412e+25,1.70496e+27,1.32487e+18,7.35449e+19,209.53,280,186,0,0,0,209.53,280,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"515","4",100,1,1,1,1.0798379425811e+24,9.37311e+25,2.58763e+18,5.29523e+19,207.63,267,189,0,0,0,207.63,267,189,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"516","4",100,1,1,1,1.5609889007139e+24,9.37311e+25,1.65608e+18,2.40992e+19,204.26,267,187,0,0,0,204.26,267,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"517","4",100,1,1,1,2.320549502518e+24,2.28836e+26,1.65608e+18,4.70687e+19,206.2,271,187,0,0,0,206.2,271,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"518","4",100,1,1,1,6.722755677875e+23,5.99879e+25,1.65608e+18,3.0124e+19,205.13,265,187,0,0,0,205.13,265,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"519","4",100,1,1,1,1.0168122782415e+24,7.49848e+25,2.07011e+18,4.70687e+19,205.99,266,188,0,0,0,205.99,266,188,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"520","4",100,1,1,1,7.846802229899e+23,3.83922e+25,1.65608e+18,2.71116e+19,204.98,263,187,0,0,0,204.98,263,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"521","4",100,1,1,1,1.0076871927265e+24,5.99879e+25,1.65608e+18,5.88359e+19,209.33,265,187,0,0,0,209.33,265,187,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"522","4",100,1,1,1,1.187049095535e+23,4.12234e+24,2.58763e+18,9.19311e+19,208.56,253,189,0,0,0,208.56,253,189,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"523","4",100,1,1,1,2.78659140692928e+25,2.664e+27,8.47915e+17,4.236185e+19,206.72,282,184,0,0,0,206.72,282,184,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"524","4",100,1,1,1,1.70586596938797e+25,1.70496e+27,2.58763e+18,3.7655e+19,204.55,280,189,0,0,0,204.55,280,189,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"525","4",100,1,1,1,3.6320610271246e+24,3.57556e+26,1.65608e+18,3.7655e+19,204.61,273,187,0,0,0,204.61,273,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"526","4",100,1,1,1,1.384949950276e+23,1.00643e+25,1.05989e+18,3.7655e+19,205.23,257,185,0,0,0,205.23,257,185,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"527","4",100,1,1,1,9.447597446397e+23,9.37311e+25,1.32487e+18,2.71116e+19,203.2,267,186,0,0,0,203.2,267,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"528","4",100,1,1,1,3.474351876214e+23,1.96568e+25,1.65608e+18,1.92794e+19,203.47,260,187,0,0,0,203.47,260,187,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"529","4",100,1,1,1,1.18334555006013e+27,1.18305e+29,1.32487e+18,3.0124e+19,205.68,300,186,0,0,0,205.68,300,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"530","4",100,1,1,1,1.2340731954975e+24,1.17164e+26,1.32487e+18,1.92794e+19,204.49,268,186,0,0,0,204.49,268,186,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"531","4",100,1,1,1,2.521099177149e+23,2.4571e+25,3.23454e+18,3.7655e+19,204.48,261,190,0,0,0,204.48,261,190,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"532","4",100,1,1,1,1.0937649195583e+24,9.37311e+25,1.05989e+18,7.35449e+19,206.87,267,185,0,0,0,206.87,267,185,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"533","4",100,1,1,1,1.48048165772e+22,5.5329e+23,2.58763e+18,2.40992e+19,203.86,244,189,0,0,0,203.86,244,189,0,0,0,0,0,0,0,0,0,64,"Learning","Learning"
"534","4",100,1,1,1,8.9473438267726e+24,8.72938e+26,5.05397e+18,1.14914e+20,209.74,277,192,0,0,0,209.74,277,192,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"535","4",100,1,1,1,1.248612016143e+23,1.00643e+25,4.04317e+18,1.43642e+20,210.51,257,191,0,0,0,210.51,257,191,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"536","4",100,1,1,1,1.18498342993577e+27,1.18305e+29,7.89683e+18,1.43642e+20,211.51,306,194,0,0,0,211.51,306,194,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"537","4",100,1,1,1,9.99294389772105e+26,9.46442e+28,6.31746e+18,1.14914e+20,211.26,298,193,0,0,0,211.26,298,193,0,0,0,0,0,0,0,0,0,63,"Learning","Learning"
"538","4",100,1,1,1,1.36687282365099e+25,1.36397e+27,9.87103e+18,1.79553e+20,211.42,279,195,0,0,0,211.42,279,195,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"539","4",100,1,1,1,2.14420969351118e+25,2.1312e+27,6.31746e+18,9.19311e+19,209.98,281,193,0,0,0,209.98,281,193,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"540","4",100,1,1,1,6.50718751838306e+25,6.5039e+27,2.07011e+18,1.43642e+20,210.5,286,188,0,0,0,210.5,286,188,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"541","4",100,1,1,1,1.45395458763103e+25,1.36397e+27,4.04317e+18,1.14914e+20,210.82,279,191,0,0,0,210.82,279,191,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"542","4",100,1,1,1,9.81523157344694e+26,9.46442e+28,4.04317e+18,6.61904e+19,211.42,298,191,0,0,0,211.42,298,191,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"543","4",100,1,1,1,6.704474313231e+23,5.99879e+25,3.23454e+18,1.0342255e+20,209.49,265,190,0,0,0,209.49,265,190,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"544","4",100,1,1,1,4.8046706593092e+24,4.46944e+26,7.89683e+18,7.35449e+19,210,274,194,0,0,0,210,274,194,0,0,0,0,0,0,0,0,0,62,"Learning","Learning"
"545","4",100,1,1,1,5.098101001097e+23,3.07138e+25,2.07011e+18,1.43642e+20,211.39,262,188,0,0,0,211.39,262,188,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"546","4",100,1,1,1,1.20030584194754e+27,1.18305e+29,9.87103e+18,1.43642e+20,213,312,195,0,0,0,213,312,195,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"547","4",100,1,1,1,6.139544224628e+23,5.99879e+25,6.31746e+18,1.14914e+20,209.28,265,193,0,0,0,209.28,265,193,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"548","4",100,1,1,1,1.702318391725e+23,1.25804e+25,7.89683e+18,1.14914e+20,208.42,258,194,0,0,0,208.42,258,194,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"549","4",100,1,1,1,5.21136393064e+22,4.12234e+24,6.31746e+18,9.19311e+19,208.67,253,193,0,0,0,208.67,253,193,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"550","4",100,1,1,1,6.91036944958529e+25,5.20312e+27,2.58763e+18,1.43642e+20,211.35,285,189,0,0,0,211.35,285,189,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"551","4",100,1,1,1,9.52464263505598e+26,9.46442e+28,4.04317e+18,1.29278e+20,212.41,298,191,0,0,0,212.41,298,191,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"552","4",100,1,1,1,3.567316455903e+23,2.4571e+25,9.87103e+18,9.19311e+19,208.85,261,195,0,0,0,208.85,261,195,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"553","4",100,1,1,1,1.225583815465e+24,1.17164e+26,4.04317e+18,1.29278e+20,210.86,268,191,0,0,0,210.86,268,191,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"554","4",100,1,1,1,4.0568853965652e+24,2.86044e+26,6.31746e+18,2.01997e+20,211.81,272,193,0,0,0,211.81,272,193,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"555","4",100,1,1,1,7.6653758318935e+24,6.98351e+26,4.04317e+18,1.29278e+20,210.98,276,191,0,0,0,210.98,276,191,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"556","4",100,1,1,1,4.718087516262e+23,1.96568e+25,7.89683e+18,2.24441e+20,212.33,260,194,0,0,0,212.33,260,194,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"557","4",100,1,1,1,1.18415283647403e+27,1.18305e+29,2.58763e+18,1.79553e+20,213.53,306,189,0,0,0,213.53,306,189,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"558","4",100,1,1,1,1.21705264920771e+27,1.18305e+29,2.07011e+18,1.29278e+20,213.12,324,188,0,0,0,213.12,324,188,0,0,0,0,0,0,0,0,0,61,"Learning","Learning"
"559","4",100,1,1,1,1.49324196769357e+27,1.18305e+29,7.89683e+18,1.29278e+20,211.06,300,194,0,0,0,211.06,300,194,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"560","4",100,1,1,1,9.46453168123639e+26,9.46442e+28,4.04317e+18,1.43642e+20,210.49,298,191,0,0,0,210.49,298,191,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"561","4",100,1,1,1,3.64785269375e+22,2.63829e+24,2.58763e+18,9.19311e+19,207.7,251,189,0,0,0,207.7,251,189,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"562","4",100,1,1,1,7.49439890796039e+25,6.5039e+27,5.05397e+18,1.29278e+20,212.84,286,192,0,0,0,212.84,286,192,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
"563","4",100,1,1,1,2.78556451943686e+25,2.664e+27,5.05397e+18,2.524965e+20,213.86,282,192,0,0,0,213.86,282,192,0,0,0,0,0,0,0,0,0,60,"Learning","Learning"
