"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"4523",4622919,"4622820",243747,243748,0,1,1,293,1512,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdHCKiDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdHCKiDBxoifLH","71"
"3902",4622820,"4622695",243741,243904,0,11,1,293,1511,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdHCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdHCKpDBxoifLH","71"
"3224",4622695,"4612325",243735,243803,0,5,1,293,1510,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGkitBogbGutbaHMjuulcntOmdwCKpDBxoifLH","71"
"5200",4612325,"4612322",243153,243900,0,9,1,293,1509,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHCjoGkitBogbGutbaHMjuulcntOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHCjoGkitBogbGutbaHMjuulcntOmdwCKpDBxoifLH","71"
"3209",4612322,"4611017",243153,243154,0,2,1,293,1508,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHCjoGkitBogbGltbaHMjuulcntOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHCjoGkitBogbGltbaHMjuulcntOmdwCKpDBxoifLH","71"
"6729",4611017,"4608473",243081,244261,0,16,1,293,1507,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkitBogbGltbaHMjuulcntOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkitBogbGltbaHMjuulcntOmdwCKpDBxoifLH","71"
"3183",4608473,"4606873",242939,243519,0,33,2,318,1506,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkitBogbGltbaHMjuulcptOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkitBogbGltbaHMjuulcptOmdwCKpDBxoifLH","71"
"3210",4606873,"4605695",242849,243147,0,11,1,318,1505,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogbGltbaHMjuulcptOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogbGltbaHMjuulcptOmdwCKpDBxoifLH","71"
"3186",4605695,"4605583",242782,243484,0,27,1,318,1504,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogbGltbrHMjuulcptOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogbGltbrHMjuulcptOmdwCKpDBxoifLH","71"
"3229",4605583,"4605581",242776,242867,0,5,1,318,1503,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogQGltbrHMjuulcptOmdwCKpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHzjoGkinBogQGltbrHMjuulcptOmdwCKpDBxoifLH","71"
"4905",4605581,"4590041",242776,243030,0,7,1,318,1502,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHpjoGkinBogQGltbrHMjuulcptOmdwCbpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHpjoGkinBogQGltbrHMjuulcptOmdwCbpDBxoifLH","71"
"3230",4590041,"4590038",241888,242809,0,49,2,469,1501,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHRjoGkinBogQGltbrHMjuulcptOmdwCbpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHRjoGkinBogQGltbrHMjuulcptOmdwCbpDBxoifLH","71"
"3291",4590038,"4588687",241888,241923,0,4,1,469,1500,"[71]fHcSuNcJofcGHcocqQHwfqKCebkhGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDBxoifLH","fHcSuNcJofcGHcocqQHwfqKCebkhGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDBxoifLH","71"
"3292",4588687,"4581625",241812,241920,0,4,1,469,1499,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDByoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDByoifLH","71"
"3277",4581625,"4576393",241412,242268,0,62,1,469,1498,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDBLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptOmdwCbpDBLoifLH","71"
"3981",4576393,"4575677",241116,241875,0,45,1,469,1497,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHRjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","71"
"3332",4575677,"4575389",241077,241130,0,5,1,469,1496,"[72]fHcSuNcJofcGHcocqQHwfqKCebkuwGNHRjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuwGNHRjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","72"
"3327",4575389,"4575386",241061,241216,0,6,1,469,1495,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuulcptgmdwCbpDwLoifLH","71"
"3333",4575386,"4573235",241061,241130,0,2,1,469,1494,"[72]fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuulcptgmHdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuulcptgmHdwCbpDwLoifLH","72"
"3454",4573235,"4564204",240939,241061,0,1,1,469,1493,"[72]fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuqlcptgmHdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuwGNHjoGkinBQgQGltbrHMjuqlcptgmHdwCbpDwLoifLH","72"
"6235",4564204,"4563910",240435,241384,0,55,1,469,1492,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQgQGltbrHMjuqlcptgmHdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQgQGltbrHMjuqlcptgmHdwCbpDwLoifLH","71"
"6462",4563910,"4563061",240417,240812,0,12,1,469,1491,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQgQGltbrHMjuqlcptgPHdwCbpDwLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQgQGltbrHMjuqlcptgPHdwCbpDwLoifLH","71"
"3770",4563061,"4561197",240370,240485,0,9,1,469,1490,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdwCbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdwCbpDFLoifLH","71"
"3956",4561197,"4557645",240267,240489,0,10,1,469,1489,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdICbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdICbpDFLoifLH","71"
"3377",4557645,"4556296",240071,240374,0,8,1,469,1488,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdMCbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMjuqlcptgPHdMCbpDFLoifLH","71"
"3379",4556296,"4554481",239997,240284,0,31,1,469,1487,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHuqlcptgPHdMMbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHuqlcptgPHdMMbpDFLoifLH","71"
"4168",4554481,"4553061",239893,240151,0,16,1,469,1486,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHuqecptgPHdgMbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHuqecptgPHdgMbpDFLoifLH","71"
"3728",4553061,"4552309",239811,240066,0,17,1,469,1485,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHwqecptgPHdgMbpDFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHwqecptgPHdgMbpDFLoifLH","71"
"5426",4552309,"4552308",239768,239906,0,12,1,469,1484,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHwqecptgPHdgMbpKFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkinBQdQGltbrHMHwqecptgPHdgMbpKFLoifLH","71"
"5882",4552308,"4552297",239768,239770,0,1,1,469,1483,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrHMHwqecptgPHdgMbpKFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrHMHwqecptgPHdgMbpKFLoifLH","71"
"3393",4552297,"4552268",239767,239979,0,34,1,469,1482,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqecptgPHdgMbpKFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqecptgPHdgMbpKFLoifLH","71"
"4077",4552268,"4551368",239766,239994,0,6,1,469,1481,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqeMptgPHdgMbpKFLoifLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqeMptgPHdgMbpKFLoifLH","71"
"4650",4551368,"4551186",239715,239801,0,9,1,469,1480,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqeMptgPHdgMbpKFLohfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGltbrNMHwqeMptgPHdgMbpKFLohfLH","71"
"3394",4551186,"4547714",239705,239906,0,5,1,469,1479,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGJtbrNMHwqeMptgPHdgMbpKFLohfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQdQGJtbrNMHwqeMptgPHdgMbpKFLohfLH","71"
"3404",4547714,"4546142",239506,239751,0,8,1,469,1478,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMptgPHdgMbpKFLohfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMptgPHdgMbpKFLohfLH","71"
"4602",4546142,"4545640",239417,239694,0,22,1,469,1477,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpkgPHdgMbpKFLohfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpkgPHdgMbpKFLohfLH","71"
"3898",4545640,"4539706",239388,239434,0,5,1,469,1476,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpMgPHdgMbpKFLohfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpMgPHdgMbpKFLohfLH","71"
"6527",4539706,"4531488",239045,239433,0,21,1,469,1475,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpMgPHdgMbkKFLKhfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrNMHwqeMpMgPHdgMbkKFLKhfLH","71"
"3446",4531488,"4526451",238586,239078,0,27,1,469,1474,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQDQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","71"
"4977",4526451,"4526446",238300,238586,0,9,1,469,1473,"[71]fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQIQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","fHcSuNcJofcGHcocqQHwfqKCebkuGNHjoGkijBQIQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","71"
"3495",4526446,"4526067",238300,238448,0,4,1,469,1472,"[71]fHcSuNcJofcGHcocqQHwfqKCebkLGNHjoGkijBQIQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","fHcSuNcJofcGHcocqQHwfqKCebkLGNHjoGkijBQIQGJtbrtMHwqeMpMgPHdgMbkKFLKhfLH","71"
