"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"1532",4721992,"4717877",249399,Inf,17,87,6,22,1554,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzKKMcuOlGatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzKKMcuOlGatGNEuQCGEqNolfLH","71"
"5209",4717877,"4717753",249166,249545,0,65,3,27,1553,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzaKMcuOlGatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzaKMcuOlGatGNEuQCGEqNolfLH","71"
"6574",4717753,"4717707",249159,249645,0,19,1,27,1552,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzaKhcuOlGatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtDoBCjzBNgJRNqzaKhcuOlGatGNEuQCGEqNolfLH","71"
"2466",4717707,"4711668",249156,249160,0,1,1,27,1551,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhcuOlGatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhcuOlGatGNEuQCGEqNolfLH","71"
"4250",4711668,"4698640",248811,249210,0,7,1,27,1550,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhcuOlcatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhcuOlcatGNEuQCGEqNolfLH","71"
"2501",4698640,"4697651",248072,249017,0,32,1,27,1549,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhIuOlcatGNEuQCGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoBCjzBNgJRNqzaKhIuOlcatGNEuQCGEqNolfLH","71"
"2608",4697651,"4697387",248016,248568,0,55,1,27,1548,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBNgJRNqzaKhIuOlcatGNEuQtGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBNgJRNqzaKhIuOlcatGNEuQtGEqNolfLH","71"
"2516",4697387,"4697268",248000,248976,0,30,2,28,1547,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBNgJRNqzaxhIuOlcatGNEuQtGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBNgJRNqzaxhIuOlcatGNEuQtGEqNolfLH","71"
"2450",4697268,"4697259",247993,249214,0,36,3,46,1546,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhIuOlcatGNEuQtGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhIuOlcatGNEuQtGEqNolfLH","71"
"3163",4697259,"4697250",247993,248233,0,6,1,46,1545,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhguOlcatGNEuQtGEqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhguOlcatGNEuQtGEqNolfLH","71"
"5756",4697250,"4693506",247993,248050,0,6,1,46,1544,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhguOlcatGNEuQtGrqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoNCjmBogJRNqzaxhguOlcatGNEuQtGrqNolfLH","71"
"2664",4693506,"4692963",247779,248237,0,14,1,46,1543,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNqzaxhguOlcatGNEuQtGrqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNqzaxhguOlcatGNEuQtGrqNolfLH","71"
"2656",4692963,"4688025",247746,248278,0,37,1,46,1542,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNtzaxhguOlcatGNEuQtGrqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNtzaxhguOlcatGNEuQtGrqNolfLH","71"
"2751",4688025,"4688019",247462,247787,0,21,1,46,1541,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmomCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","71"
"2790",4688019,"4687713",247462,247493,0,1,1,46,1540,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoPCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtmoPCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","71"
"6337",4687713,"4683367",247444,247822,0,29,1,46,1539,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGNEuQtirqNolfLH","71"
"2796",4683367,"4682614",247207,247461,0,5,1,46,1538,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGNIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGNIuQtirqNolfLH","71"
"4273",4682614,"4681329",247164,247721,0,38,2,212,1537,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjoPCjmBogJRNtzaxhguOlcatGmIuQtirqNolfLH","71"
"4162",4681329,"4681320",247087,247318,0,22,1,212,1536,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjmBogJRNtzaxhguOlcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjmBogJRNtzaxhguOlcatGmIuQtirqNolfLH","71"
"2832",4681320,"4681319",247087,247105,0,5,1,212,1535,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjmBogJRNtzaxhguulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjmBogJRNtzaxhguulcatGmIuQtirqNolfLH","71"
"2831",4681319,"4681318",247087,247120,0,2,1,212,1534,"[71]fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjdBogJRNtzaxhguulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCabkJGbHtjowCjdBogJRNtzaxhguulcatGmIuQtirqNolfLH","71"
"2836",4681318,"4680981",247086,247087,0,2,1,212,1533,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowCjdBogJRNtzaxhjuulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowCjdBogJRNtzaxhjuulcatGmIuQtirqNolfLH","71"
"2835",4680981,"4674251",247066,247089,0,3,1,212,1532,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowCidBogJRNtzaxMjuulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowCidBogJRNtzaxMjuulcatGmIuQtirqNolfLH","71"
"2826",4674251,"4672633",246681,247163,0,33,1,212,1531,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogJRNtzaxMjuulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogJRNtzaxMjuulcatGmIuQtirqNolfLH","71"
"2864",4672633,"4672629",246591,246860,0,15,1,212,1530,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogJRNtbaxMjuulcatGmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogJRNtbaxMjuulcatGmIuQtirqNolfLH","71"
"2849",4672629,"4672221",246590,246963,0,8,1,212,1529,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogbRNtbaxMjuulcatOmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjowAidBogbRNtbaxMjuulcatOmIuQtirqNolfLH","71"
"2913",4672221,"4671789",246567,246596,0,3,1,212,1528,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjolAidBogbRNtbaHMjuulcatOmIuQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjolAidBogbRNtbaHMjuulcatOmIuQtirqNolfLH","71"
"2853",4671789,"4671788",246542,246939,0,18,1,212,1527,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjolAidBogbRNtbaHMjuulcatOmIHQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHtjolAidBogbRNtbaHMjuulcatOmIHQtirqNolfLH","71"
"2922",4671788,"4665431",246542,246546,0,1,1,212,1526,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAidBogbRNtbaHMjuulcatOmIHQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAidBogbRNtbaHMjuulcatOmIHQtirqNolfLH","71"
"2838",4665431,"4662758",246176,247080,0,22,1,212,1525,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirqNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirqNolfLH","71"
"2915",4662758,"4661952",246023,246567,0,33,1,212,1524,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNolfLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNolfLH","71"
"2966",4661952,"4658378",245977,246173,0,5,2,219,1523,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGbHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNoifLH","71"
"3497",4658378,"4645607",245772,246590,0,64,2,293,1522,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRNtbaHMjuulcatOmIHQtirBNoifLH","71"
"3009",4645607,"4642401",245044,245813,0,6,1,293,1521,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmIHQtirBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmIHQtirBNoifLH","71"
"6629",4642401,"4641922",244863,245116,0,19,1,293,1520,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmkHQtirBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmkHQtirBNoifLH","71"
"3596",4641922,"4638035",244834,245107,0,13,1,293,1519,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmkHQtiyBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjolAitBogbRktbaHMjuulcatOmkHQtiyBNoifLH","71"
"4347",4638035,"4637924",244610,245346,0,42,1,293,1518,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbRktbaHMjuulcatOmkHQtiyBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbRktbaHMjuulcatOmkHQtiyBNoifLH","71"
"3112",4637924,"4635356",244603,244619,0,2,1,293,1517,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbRktbaHMjuulcatOmkHQKiyBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbRktbaHMjuulcatOmkHQKiyBNoifLH","71"
"4111",4635356,"4633159",244457,244823,0,8,1,293,1516,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcatOmkHCKiyBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcatOmkHCKiyBNoifLH","71"
"3582",4633159,"4622932",244333,245246,0,30,1,293,1515,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcntOmdHCKiyBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcntOmdHCKiyBNoifLH","71"
"3141",4622932,"4622927",243748,244548,0,13,1,293,1514,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcntOmdHCKiDBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGktbaHMjuulcntOmdHCKiDBNoifLH","71"
"3167",4622927,"4622919",243748,243750,0,1,1,293,1513,"[71]fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGutbaHMjuulcntOmdHCKiDBNoifLH","fHcSuNcJofcGHcocqQHwfqKCebkJGNHCjoGAitBogbGutbaHMjuulcntOmdHCKiDBNoifLH","71"
