"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[22]BoIoHcotHnJHGqKCrjnrtI",275,0.996377,22,276,1,275,1,1,0,1,1,132,131,144,144,1
"2",1,"[22]BoIoHcotHnJHGqKCrjnrtI",279,0.996429,22,280,1,279,1,1,0,1,1,142,141,138,138,1
"3",2,"[22]BoIoHcotHnJHGqKCrjnrtI",276,0.99639,22,277,1,276,1,1,0,1,1,128,127,149,149,1
"4",3,"[22]BoIoHcotHnJHGqKCrjnrtI",276,0.99639,22,277,1,276,1,1,0,1,1,135,134,142,142,1
"5",4,"[22]BoIoHcotHnJHGqKCrjnrtI",279,0.996429,22,280,1,279,1,1,0,1,1,138,137,142,142,1
"6",5,"[22]BoIoHcotHnJHGqKCrjnrtI",277,0.996403,22,278,1,277,1,1,0,1,1,153,152,125,125,1
"7",6,"[22]BoIoHcotHnJHGqKCrjnrtI",284,0.996491,22,285,1,284,1,1,0,1,1,149,148,136,136,1
"8",7,"[22]BoIoHcotHnJHGqKCrjnrtI",284,0.996491,22,285,1,284,1,1,0,1,1,147,146,138,138,1
"9",8,"[22]BoIoHcotHnJHGqKCrjnrtI",279,0.996429,22,280,1,279,1,1,0,1,1,143,142,137,137,1
"10",9,"[22]BoIoHcotHnJHGqKCrjnrtI",278,0.996416,22,279,1,278,1,1,0,1,1,149,148,130,130,1
"11",10,"[22]BoIoHcotHnJHGqKCrjnrtI",285,0.996503,22,286,1,285,1,1,0,1,1,161,160,125,125,1
"12",11,"[22]BoIoHcotHnJHGqKCrjnrtI",285,0.996503,22,286,1,285,1,1,0,1,1,139,138,147,147,1
"13",12,"[22]BoIoHcotHnJHGqKCrjnrtI",279,0.996429,22,280,1,279,1,1,0,1,1,141,140,139,139,1
"14",13,"[22]BoIoHcotHnJHGqKCrjnrtI",287,0.996528,22,288,1,287,1,1,0,1,1,144,143,144,144,1
