"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"325","Learning",40,0.992786527,1.0205265358968e+87,"Learning",1340,0.8,"Error correction",TRUE,-1650,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"326","Mixed bet hedging",6,0.895215271666667,1.84140790968307e+68,"Mixed bet hedging",1340,0.12,"Error correction",FALSE,-1650,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"327","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1340,0,"Error correction",FALSE,-1650,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"328","Other",0,NA,NA,"Other",1340,0,"Error correction",FALSE,-1650,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"329","Low activity",0,NA,NA,"Low activity",1340,0,"Error correction",FALSE,-1650,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"330","Bet-hedged learning",1,0.95678042,2.3000364539443e+61,"Bet-hedged learning",1390,0.02,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"331","Learning",41,0.993747637073171,7.8223290881348e+87,"Learning",1390,0.82,"Error correction",TRUE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"332","Mixed bet hedging",8,0.90408227875,3.9785750018817e+85,"Mixed bet hedging",1390,0.16,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"333","Error correction",0,NA,NA,"Error correction",1390,0,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"334","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1390,0,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"335","Other",0,NA,NA,"Other",1390,0,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"336","Low activity",0,NA,NA,"Low activity",1390,0,"Error correction",FALSE,-1600,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"337","Bet-hedged learning",2,0.9505054,2.62588205287256e+89,"Bet-hedged learning",1440,0.04,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"338","Error correction",1,0.85278132,7.1613032816685e+64,"Error correction",1440,0.02,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"339","Learning",41,0.994327268536585,5.04617563669279e+86,"Learning",1440,0.82,"Error correction",TRUE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"340","Mixed bet hedging",6,0.916743366666667,3.39506666666667e+87,"Mixed bet hedging",1440,0.12,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"341","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1440,0,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"342","Other",0,NA,NA,"Other",1440,0,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"343","Low activity",0,NA,NA,"Low activity",1440,0,"Error correction",FALSE,-1550,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"344","Error correction",4,0.8528685575,1.76684760531306e+70,"Error correction",1490,0.08,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"345","Learning",36,0.992310281666667,7.92581130028815e+87,"Learning",1490,0.72,"Error correction",TRUE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"346","Mixed bet hedging",10,0.899957187,2.4300504844583e+74,"Mixed bet hedging",1490,0.2,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"347","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1490,0,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"348","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1490,0,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"349","Other",0,NA,NA,"Other",1490,0,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"350","Low activity",0,NA,NA,"Low activity",1490,0,"Error correction",FALSE,-1500,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"351","Bet-hedged learning",1,0.97629122,5.749203864534e+60,"Bet-hedged learning",1540,0.02,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"352","Error correction",2,0.848098645,9.70777064270707e+88,"Error correction",1540,0.04,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"353","Learning",42,0.994475911190476,1.5765189816847e+87,"Learning",1540,0.84,"Error correction",TRUE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"354","Mixed bet hedging",5,0.920719646,6.36574000303377e+85,"Mixed bet hedging",1540,0.1,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"355","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1540,0,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"356","Other",0,NA,NA,"Other",1540,0,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"357","Low activity",0,NA,NA,"Low activity",1540,0,"Error correction",FALSE,-1450,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"358","Bet-hedged learning",3,0.939204766666667,3.3440180180898e+61,"Bet-hedged learning",1590,0.06,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"359","Learning",40,0.99414261025,2.63536844447207e+87,"Learning",1590,0.8,"Error correction",TRUE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"360","Mixed bet hedging",7,0.894710088571429,4.52561910972465e+65,"Mixed bet hedging",1590,0.14,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"361","Error correction",0,NA,NA,"Error correction",1590,0,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"362","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1590,0,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"363","Other",0,NA,NA,"Other",1590,0,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"364","Low activity",0,NA,NA,"Low activity",1590,0,"Error correction",FALSE,-1400,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"365","Bet-hedged learning",1,0.97198378,2.44653939441188e+61,"Bet-hedged learning",1640,0.02,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"366","Error correction",2,0.852316835,2.3158401380687e+75,"Error correction",1640,0.04,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"367","Learning",39,0.995050232820513,9.94399686330173e+79,"Learning",1640,0.78,"Error correction",TRUE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"368","Mixed bet hedging",8,0.900488435,1.81035784274564e+73,"Mixed bet hedging",1640,0.16,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"369","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1640,0,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"370","Other",0,NA,NA,"Other",1640,0,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"371","Low activity",0,NA,NA,"Low activity",1640,0,"Error correction",FALSE,-1350,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"372","Error correction",4,0.8534201225,1.10427850000005e+70,"Error correction",1690,0.08,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"373","Learning",37,0.993496346486486,2.77076793714628e+87,"Learning",1690,0.74,"Error correction",TRUE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"374","Mixed bet hedging",9,0.906868328888889,3.37268888978737e+79,"Mixed bet hedging",1690,0.18,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"375","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1690,0,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"376","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1690,0,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"377","Other",0,NA,NA,"Other",1690,0,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"378","Low activity",0,NA,NA,"Low activity",1690,0,"Error correction",FALSE,-1300,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"379","Bet-hedged learning",1,0.96058984,6.98419577998e+58,"Bet-hedged learning",1740,0.02,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"380","Error correction",1,0.85409781,1.85267e+76,"Error correction",1740,0.02,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"381","Learning",43,0.992732475581395,4.7373759770627e+86,"Learning",1740,0.86,"Error correction",TRUE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"382","Mixed bet hedging",5,0.905053244,2.03704000000012e+87,"Mixed bet hedging",1740,0.1,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"383","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1740,0,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"384","Other",0,NA,NA,"Other",1740,0,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"385","Low activity",0,NA,NA,"Low activity",1740,0,"Error correction",FALSE,-1250,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"386","Bet-hedged learning",2,0.9462223,1.59143500005791e+86,"Bet-hedged learning",1790,0.04,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"387","Error correction",1,0.8524385,5.26561012264758e+62,"Error correction",1790,0.02,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"388","Learning",42,0.993271815,1.52327272037006e+87,"Learning",1790,0.84,"Error correction",TRUE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"389","Mixed bet hedging",5,0.89661415,1.18578238766903e+77,"Mixed bet hedging",1790,0.1,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"390","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1790,0,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"391","Other",0,NA,NA,"Other",1790,0,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"392","Low activity",0,NA,NA,"Low activity",1790,0,"Error correction",FALSE,-1200,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"393","Bet-hedged learning",1,0.97125975,1.5402849502934e+61,"Bet-hedged learning",1840,0.02,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"394","Learning",45,0.992716326222222,3.38034753421575e+78,"Learning",1840,0.9,"Error correction",TRUE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"395","Mixed bet hedging",4,0.90773005,1.18571000001726e+78,"Mixed bet hedging",1840,0.08,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"396","Error correction",0,NA,NA,"Error correction",1840,0,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"397","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1840,0,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"398","Other",0,NA,NA,"Other",1840,0,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"399","Low activity",0,NA,NA,"Low activity",1840,0,"Error correction",FALSE,-1150,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"400","Bet-hedged learning",1,0.97741199,2.676735236138e+60,"Bet-hedged learning",1890,0.02,"Error correction",FALSE,-1100,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
