"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"4219","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",980,0,"Error correction",FALSE,-800,TRUE,156,"../../2023_05_26_02__seeds_3000_3499",3656
"4220","Other",0,NA,NA,"Other",980,0,"Error correction",FALSE,-800,TRUE,156,"../../2023_05_26_02__seeds_3000_3499",3656
"4221","Low activity",0,NA,NA,"Low activity",980,0,"Error correction",FALSE,-800,TRUE,156,"../../2023_05_26_02__seeds_3000_3499",3656
"4222","Learning",50,0.9949163698,2.7412150550232e+88,"Learning",1011,1,"Error correction",TRUE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4223","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4224","Error correction",0,NA,NA,"Error correction",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4225","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4226","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4227","Other",0,NA,NA,"Other",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4228","Low activity",0,NA,NA,"Low activity",1011,0,"Error correction",FALSE,-750,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4229","Bet-hedged learning",2,0.961992175,3.86729274046849e+89,"Bet-hedged learning",1061,0.04,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4230","Learning",47,0.994376853617021,4.82433174761688e+88,"Learning",1061,0.94,"Error correction",TRUE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4231","Mixed bet hedging",1,0.93701757,4.26949045362573e+79,"Mixed bet hedging",1061,0.02,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4232","Error correction",0,NA,NA,"Error correction",1061,0,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4233","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1061,0,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4234","Other",0,NA,NA,"Other",1061,0,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4235","Low activity",0,NA,NA,"Low activity",1061,0,"Error correction",FALSE,-700,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4236","Bet-hedged learning",2,0.970534025,1.3795479041604e+69,"Bet-hedged learning",1111,0.04,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4237","Learning",47,0.994461448085106,2.82260396885173e+88,"Learning",1111,0.94,"Error correction",TRUE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4238","Mixed bet hedging",1,0.93653696,2.03704000000749e+88,"Mixed bet hedging",1111,0.02,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4239","Error correction",0,NA,NA,"Error correction",1111,0,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4240","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1111,0,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4241","Other",0,NA,NA,"Other",1111,0,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4242","Low activity",0,NA,NA,"Low activity",1111,0,"Error correction",FALSE,-650,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4243","Bet-hedged learning",1,0.99217516,1.01046885112099e+85,"Bet-hedged learning",1161,0.02,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4244","Learning",49,0.99497945244898,6.51521643571581e+87,"Learning",1161,0.98,"Mixed bet hedging",TRUE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4245","Error correction",0,NA,NA,"Error correction",1161,0,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4246","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1161,0,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4247","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1161,0,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4248","Other",0,NA,NA,"Other",1161,0,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4249","Low activity",0,NA,NA,"Low activity",1161,0,"Mixed bet hedging",FALSE,-600,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4250","Bet-hedged learning",4,0.87489034,1.13091935459421e+72,"Bet-hedged learning",1211,0.08,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4251","Learning",46,0.994177651521739,1.38386234856606e+85,"Learning",1211,0.92,"Mixed bet hedging",TRUE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4252","Error correction",0,NA,NA,"Error correction",1211,0,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4253","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1211,0,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4254","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1211,0,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4255","Other",0,NA,NA,"Other",1211,0,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4256","Low activity",0,NA,NA,"Low activity",1211,0,"Mixed bet hedging",FALSE,-550,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4257","Bet-hedged learning",2,0.96773628,1.85787789402028e+76,"Bet-hedged learning",1261,0.04,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4258","Learning",48,0.994492783541667,2.75365329257936e+82,"Learning",1261,0.96,"Mixed bet hedging",TRUE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4259","Error correction",0,NA,NA,"Error correction",1261,0,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4260","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1261,0,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4261","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1261,0,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4262","Other",0,NA,NA,"Other",1261,0,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4263","Low activity",0,NA,NA,"Low activity",1261,0,"Mixed bet hedging",FALSE,-500,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4264","Bet-hedged learning",2,0.969088595,9.17376934820426e+69,"Bet-hedged learning",1311,0.04,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4265","Learning",48,0.995041928958333,3.37572668901054e+75,"Learning",1311,0.96,"Mixed bet hedging",TRUE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4266","Error correction",0,NA,NA,"Error correction",1311,0,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4267","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1311,0,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4268","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1311,0,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4269","Other",0,NA,NA,"Other",1311,0,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4270","Low activity",0,NA,NA,"Low activity",1311,0,"Mixed bet hedging",FALSE,-450,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4271","Bet-hedged learning",1,0.84949538,1.38664216593637e+68,"Bet-hedged learning",1361,0.02,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4272","Learning",49,0.995044643877551,2.53746773713763e+82,"Learning",1361,0.98,"Mixed bet hedging",TRUE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4273","Error correction",0,NA,NA,"Error correction",1361,0,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4274","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1361,0,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4275","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1361,0,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4276","Other",0,NA,NA,"Other",1361,0,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4277","Low activity",0,NA,NA,"Low activity",1361,0,"Mixed bet hedging",FALSE,-400,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4278","Learning",50,0.9951290898,4.13228355697045e+86,"Learning",1411,1,"Mixed bet hedging",TRUE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4279","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4280","Error correction",0,NA,NA,"Error correction",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4281","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4282","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4283","Other",0,NA,NA,"Other",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4284","Low activity",0,NA,NA,"Low activity",1411,0,"Mixed bet hedging",FALSE,-350,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4285","Bet-hedged learning",2,0.845698315,3.33111191575894e+68,"Bet-hedged learning",1461,0.04,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4286","Learning",48,0.995087053541667,5.76096714413772e+76,"Learning",1461,0.96,"Mixed bet hedging",TRUE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4287","Error correction",0,NA,NA,"Error correction",1461,0,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4288","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1461,0,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4289","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1461,0,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4290","Other",0,NA,NA,"Other",1461,0,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4291","Low activity",0,NA,NA,"Low activity",1461,0,"Mixed bet hedging",FALSE,-300,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4292","Bet-hedged learning",2,0.94055382,2.60401927775283e+76,"Bet-hedged learning",1511,0.04,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4293","Learning",48,0.994913811666667,2.02131233276065e+88,"Learning",1511,0.96,"Mixed bet hedging",TRUE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4294","Error correction",0,NA,NA,"Error correction",1511,0,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4295","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1511,0,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4296","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1511,0,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4297","Other",0,NA,NA,"Other",1511,0,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4298","Low activity",0,NA,NA,"Low activity",1511,0,"Mixed bet hedging",FALSE,-250,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4299","Bet-hedged learning",6,0.95918312,3.82423865123312e+72,"Bet-hedged learning",1561,0.12,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4300","Learning",44,0.994965809318182,5.97263811451987e+73,"Learning",1561,0.88,"Mixed bet hedging",TRUE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4301","Error correction",0,NA,NA,"Error correction",1561,0,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4302","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1561,0,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4303","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1561,0,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4304","Other",0,NA,NA,"Other",1561,0,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4305","Low activity",0,NA,NA,"Low activity",1561,0,"Mixed bet hedging",FALSE,-200,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4306","Bet-hedged learning",3,0.962395903333333,1.98581571621976e+77,"Bet-hedged learning",1611,0.06,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4307","Learning",47,0.994903673404255,5.04613685921095e+76,"Learning",1611,0.94,"Mixed bet hedging",TRUE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4308","Error correction",0,NA,NA,"Error correction",1611,0,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4309","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1611,0,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4310","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1611,0,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4311","Other",0,NA,NA,"Other",1611,0,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4312","Low activity",0,NA,NA,"Low activity",1611,0,"Mixed bet hedging",FALSE,-150,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4313","Bet-hedged learning",5,0.952386654,3.03583755392811e+69,"Bet-hedged learning",1661,0.1,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4314","Learning",44,0.994873634545455,1.33231999324739e+73,"Learning",1661,0.88,"Mixed bet hedging",TRUE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4315","Mixed bet hedging",1,0.8939103,2.8324835285489e+71,"Mixed bet hedging",1661,0.02,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4316","Error correction",0,NA,NA,"Error correction",1661,0,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4317","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1661,0,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4318","Other",0,NA,NA,"Other",1661,0,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4319","Low activity",0,NA,NA,"Low activity",1661,0,"Mixed bet hedging",FALSE,-100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4320","Bet-hedged learning",4,0.9635998125,2.33988172299835e+74,"Bet-hedged learning",1711,0.08,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4321","Learning",46,0.995012628043478,5.16710836490604e+76,"Learning",1711,0.92,"Mixed bet hedging",TRUE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4322","Error correction",0,NA,NA,"Error correction",1711,0,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4323","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1711,0,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4324","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1711,0,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4325","Other",0,NA,NA,"Other",1711,0,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4326","Low activity",0,NA,NA,"Low activity",1711,0,"Mixed bet hedging",FALSE,-50,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4327","Bet-hedged learning",4,0.966473715,1.29570132088501e+72,"Bet-hedged learning",1761,0.08,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4328","Learning",46,0.995050946521739,2.83864199921867e+76,"Learning",1761,0.92,"Learning",TRUE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4329","Error correction",0,NA,NA,"Error correction",1761,0,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4330","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1761,0,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4331","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1761,0,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4332","Other",0,NA,NA,"Other",1761,0,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4333","Low activity",0,NA,NA,"Low activity",1761,0,"Learning",FALSE,0,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4334","Bet-hedged learning",5,0.65,2.85432280646942e+60,"Bet-hedged learning",661,0.1,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4335","Error correction",15,0.7580107,1.36337289051369e+87,"Error correction",661,0.3,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4336","Learning",10,0.992707707,6.45918193682496e+88,"Learning",661,0.2,"Low activity",TRUE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4337","Low activity",18,0.671663583333333,647.986111111111,"Low activity",661,0.36,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4338","Mixed bet hedging",2,0.866293785,1.22223959316259e+89,"Mixed bet hedging",661,0.04,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4339","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",661,0,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4340","Other",0,NA,NA,"Other",661,0,"Low activity",FALSE,-1100,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4341","Bet-hedged learning",3,0.74863986,4.60109766839178e+73,"Bet-hedged learning",711,0.06,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4342","Error correction",12,0.786292275,2.03716433138271e+88,"Error correction",711,0.24,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4343","Learning",9,0.991384381111111,1.06415918863256e+89,"Learning",711,0.18,"Low activity",TRUE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4344","Low activity",26,0.660333157307692,612.689615384615,"Low activity",711,0.52,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4345","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",711,0,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4346","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",711,0,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4347","Other",0,NA,NA,"Other",711,0,"Low activity",FALSE,-1050,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4348","Bet-hedged learning",2,0.721654325,1.48742167000001e+60,"Bet-hedged learning",761,0.04,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4349","Error correction",17,0.774086058235294,1.32335151100057e+89,"Error correction",761,0.34,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4350","Learning",11,0.992445282727273,6.38813289366216e+88,"Learning",761,0.22,"Low activity",TRUE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4351","Low activity",17,0.646219194117647,460.56,"Low activity",761,0.34,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4352","Mixed bet hedging",3,0.88810388,7.47976671630091e+88,"Mixed bet hedging",761,0.06,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4353","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",761,0,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4354","Other",0,NA,NA,"Other",761,0,"Low activity",FALSE,-1000,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4355","Bet-hedged learning",1,0.92821939,1.7881404285e+54,"Bet-hedged learning",811,0.02,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4356","Error correction",10,0.761933188,1.47685390303542e+88,"Error correction",811,0.2,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4357","Learning",7,0.994621237142857,1.3391934743247e+89,"Learning",811,0.14,"Low activity",TRUE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4358","Low activity",32,0.6567037428125,273.92375,"Low activity",811,0.64,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4359","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",811,0,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4360","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",811,0,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4361","Other",0,NA,NA,"Other",811,0,"Low activity",FALSE,-950,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4362","Bet-hedged learning",1,0.90456864,8.379293216039e+51,"Bet-hedged learning",861,0.02,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4363","Error correction",10,0.76959206,1.38035032918198e+67,"Error correction",861,0.2,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4364","Learning",8,0.98666934625,8.06070244816613e+88,"Learning",861,0.16,"Low activity",TRUE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4365","Low activity",29,0.665247120344828,448.081379310345,"Low activity",861,0.58,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4366","Mixed bet hedging",2,0.8560273155,7.13361858500072e+88,"Mixed bet hedging",861,0.04,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4367","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",861,0,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4368","Other",0,NA,NA,"Other",861,0,"Low activity",FALSE,-900,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4369","Error correction",29,0.761082210344828,3.57157723042989e+88,"Error correction",911,0.58,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4370","Learning",17,0.994906431176471,1.08330703601911e+88,"Learning",911,0.34,"Low activity",TRUE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4371","Mixed bet hedging",4,0.9128619175,5.21994045201117e+89,"Mixed bet hedging",911,0.08,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4372","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",911,0,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4373","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",911,0,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4374","Other",0,NA,NA,"Other",911,0,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4375","Low activity",0,NA,NA,"Low activity",911,0,"Low activity",FALSE,-850,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4376","Error correction",11,0.761928157272727,1.31582573085278e+73,"Error correction",961,0.22,"Low activity",FALSE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4377","Learning",38,0.993660869210526,3.51944363490958e+88,"Learning",961,0.76,"Low activity",TRUE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4378","Mixed bet hedging",1,0.92013864,2.03704002505122e+89,"Mixed bet hedging",961,0.02,"Low activity",FALSE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4379","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",961,0,"Low activity",FALSE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4380","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",961,0,"Low activity",FALSE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
"4381","Other",0,NA,NA,"Other",961,0,"Low activity",FALSE,-800,TRUE,184,"../../2023_05_26_02__seeds_3000_3499",3684
