"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"1096",1096,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",988,0,"Error correction",FALSE,-200,TRUE,477,"../../2023_05_22_01__seeds_0_500",477,TRUE,1188,0.831649831649832
"1097",1097,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",988,0,"Error correction",FALSE,-200,TRUE,477,"../../2023_05_22_01__seeds_0_500",477,TRUE,1188,0.831649831649832
"1098",1098,"Other",0,NA,NA,"Other",988,0,"Error correction",FALSE,-200,TRUE,477,"../../2023_05_22_01__seeds_0_500",477,TRUE,1188,0.831649831649832
"1099",1099,"Low activity",0,NA,NA,"Low activity",988,0,"Error correction",FALSE,-200,TRUE,477,"../../2023_05_22_01__seeds_0_500",477,TRUE,1188,0.831649831649832
"1100",1100,"Bet-hedged error correction",1,0.67925245,755997440503690112,"Bet-hedged error correction",1016,0.02,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1101",1101,"Bet-hedged learning",12,0.769861152708333,3.20445690642965e+72,"Bet-hedged learning",1016,0.24,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1102",1102,"Error correction",6,0.748819048333333,7.98223747531252e+49,"Error correction",1016,0.12,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1103",1103,"Learning",26,0.995028765769231,1.49436154006295e+81,"Learning",1016,0.52,"Bet-hedged learning",TRUE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1104",1104,"Mixed bet hedging",5,0.932870976,2.5869158412414e+68,"Mixed bet hedging",1016,0.1,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1105",1105,"Other",0,NA,NA,"Other",1016,0,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1106",1106,"Low activity",0,NA,NA,"Low activity",1016,0,"Bet-hedged learning",FALSE,-900,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.53027139874739
"1107",1107,"Bet-hedged learning",15,0.788922186,9.65195673898198e+73,"Bet-hedged learning",1066,0.3,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1108",1108,"Error correction",15,0.745181918666667,6.38540000725762e+49,"Error correction",1066,0.3,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1109",1109,"Learning",11,0.995198859090909,3.76160168664432e+87,"Learning",1066,0.22,"Bet-hedged learning",TRUE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1110",1110,"Mixed bet hedging",9,0.927989186666667,1.65345694272644e+76,"Mixed bet hedging",1066,0.18,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1111",1111,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1066,0,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1112",1112,"Other",0,NA,NA,"Other",1066,0,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1113",1113,"Low activity",0,NA,NA,"Low activity",1066,0,"Bet-hedged learning",FALSE,-850,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.556367432150313
"1114",1114,"Bet-hedged error correction",1,0.644106278,5.57519000000524e+40,"Bet-hedged error correction",1116,0.02,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1115",1115,"Bet-hedged learning",10,0.771241368,4.41929714178791e+68,"Bet-hedged learning",1116,0.2,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1116",1116,"Error correction",16,0.7532776825,1.27633287482093e+89,"Error correction",1116,0.32,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1117",1117,"Learning",14,0.994817121428571,2.71112052553595e+78,"Learning",1116,0.28,"Bet-hedged learning",TRUE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1118",1118,"Mixed bet hedging",9,0.918014861111111,2.69815563599716e+80,"Mixed bet hedging",1116,0.18,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1119",1119,"Other",0,NA,NA,"Other",1116,0,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1120",1120,"Low activity",0,NA,NA,"Low activity",1116,0,"Bet-hedged learning",FALSE,-800,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.582463465553236
"1121",1121,"Bet-hedged error correction",1,0.615316074,20413864610063.2,"Bet-hedged error correction",1166,0.02,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1122",1122,"Bet-hedged learning",6,0.838749292333333,2.52952179318984e+79,"Bet-hedged learning",1166,0.12,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1123",1123,"Error correction",12,0.717625099166667,1.25535244545416e+89,"Error correction",1166,0.24,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1124",1124,"Learning",19,0.995161222105263,2.0449240783368e+81,"Learning",1166,0.38,"Bet-hedged learning",TRUE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1125",1125,"Mixed bet hedging",12,0.929105138333333,3.23677246889704e+75,"Mixed bet hedging",1166,0.24,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1126",1126,"Other",0,NA,NA,"Other",1166,0,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1127",1127,"Low activity",0,NA,NA,"Low activity",1166,0,"Bet-hedged learning",FALSE,-750,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.608559498956159
"1128",1128,"Bet-hedged error correction",1,0.68472354,1.59388420019885e+45,"Bet-hedged error correction",1216,0.02,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1129",1129,"Bet-hedged learning",6,0.853635425833333,7.71946679849543e+74,"Bet-hedged learning",1216,0.12,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1130",1130,"Error correction",10,0.718848738,1.25205006182238e+84,"Error correction",1216,0.2,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1131",1131,"Learning",22,0.994919139090909,5.8042120511258e+85,"Learning",1216,0.44,"Bet-hedged learning",TRUE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1132",1132,"Mixed bet hedging",11,0.960721452727273,2.10668400760879e+71,"Mixed bet hedging",1216,0.22,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1133",1133,"Other",0,NA,NA,"Other",1216,0,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1134",1134,"Low activity",0,NA,NA,"Low activity",1216,0,"Bet-hedged learning",FALSE,-700,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.634655532359081
"1135",1135,"Bet-hedged learning",7,0.921296078571429,4.26474989301519e+73,"Bet-hedged learning",1266,0.14,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1136",1136,"Error correction",5,0.729485954,4.07408000002964e+87,"Error correction",1266,0.1,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1137",1137,"Learning",19,0.99502857368421,6.54187053361407e+83,"Learning",1266,0.38,"Bet-hedged learning",TRUE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1138",1138,"Mixed bet hedging",19,0.96032772368421,5.00002481425914e+75,"Mixed bet hedging",1266,0.38,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1139",1139,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1266,0,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1140",1140,"Other",0,NA,NA,"Other",1266,0,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1141",1141,"Low activity",0,NA,NA,"Low activity",1266,0,"Bet-hedged learning",FALSE,-650,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.660751565762004
"1142",1142,"Bet-hedged learning",7,0.886346826214286,1.06541417867525e+76,"Bet-hedged learning",1316,0.14,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1143",1143,"Error correction",6,0.734053435,8.63781232617876e+58,"Error correction",1316,0.12,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1144",1144,"Learning",27,0.99517886,1.47427702664975e+84,"Learning",1316,0.54,"Bet-hedged learning",TRUE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1145",1145,"Mixed bet hedging",10,0.963807825,3.1341455808797e+73,"Mixed bet hedging",1316,0.2,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1146",1146,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1316,0,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1147",1147,"Other",0,NA,NA,"Other",1316,0,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1148",1148,"Low activity",0,NA,NA,"Low activity",1316,0,"Bet-hedged learning",FALSE,-600,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.686847599164927
"1149",1149,"Bet-hedged learning",7,0.899338288571429,2.02566441558764e+72,"Bet-hedged learning",1366,0.14,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1150",1150,"Error correction",8,0.6857339475,1.42725140555399e+43,"Error correction",1366,0.16,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1151",1151,"Learning",24,0.99491038375,2.33120692777563e+83,"Learning",1366,0.48,"Bet-hedged learning",TRUE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1152",1152,"Mixed bet hedging",11,0.949737263636364,2.60132495538464e+88,"Mixed bet hedging",1366,0.22,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1153",1153,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1366,0,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1154",1154,"Other",0,NA,NA,"Other",1366,0,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1155",1155,"Low activity",0,NA,NA,"Low activity",1366,0,"Bet-hedged learning",FALSE,-550,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.71294363256785
"1156",1156,"Bet-hedged learning",8,0.92861709125,2.29564864821628e+88,"Bet-hedged learning",1416,0.16,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1157",1157,"Error correction",3,0.685577406666667,1.33804500238854e+42,"Error correction",1416,0.06,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1158",1158,"Learning",20,0.995296483,2.48665305113973e+83,"Learning",1416,0.4,"Bet-hedged learning",TRUE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1159",1159,"Mixed bet hedging",19,0.987507852105263,2.18615794546556e+78,"Mixed bet hedging",1416,0.38,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1160",1160,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1416,0,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1161",1161,"Other",0,NA,NA,"Other",1416,0,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1162",1162,"Low activity",0,NA,NA,"Low activity",1416,0,"Bet-hedged learning",FALSE,-500,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.739039665970772
"1163",1163,"Bet-hedged learning",2,0.92022781,1.41366468059317e+71,"Bet-hedged learning",1466,0.04,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1164",1164,"Learning",48,0.995188510625,8.60819414309328e+77,"Learning",1466,0.96,"Bet-hedged learning",TRUE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1165",1165,"Error correction",0,NA,NA,"Error correction",1466,0,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1166",1166,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1466,0,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1167",1167,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1466,0,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1168",1168,"Other",0,NA,NA,"Other",1466,0,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1169",1169,"Low activity",0,NA,NA,"Low activity",1466,0,"Bet-hedged learning",FALSE,-450,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.765135699373695
"1170",1170,"Learning",50,0.9952331158,8.40591463252743e+86,"Learning",1516,1,"Bet-hedged learning",TRUE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1171",1171,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1172",1172,"Error correction",0,NA,NA,"Error correction",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1173",1173,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1174",1174,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1175",1175,"Other",0,NA,NA,"Other",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1176",1176,"Low activity",0,NA,NA,"Low activity",1516,0,"Bet-hedged learning",FALSE,-400,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.791231732776618
"1177",1177,"Bet-hedged learning",1,0.51083334,1.2094297099117e+65,"Bet-hedged learning",1566,0.02,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1178",1178,"Learning",49,0.995241508163265,2.59874299438122e+85,"Learning",1566,0.98,"Bet-hedged learning",TRUE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1179",1179,"Error correction",0,NA,NA,"Error correction",1566,0,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1180",1180,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1566,0,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1181",1181,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1566,0,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1182",1182,"Other",0,NA,NA,"Other",1566,0,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1183",1183,"Low activity",0,NA,NA,"Low activity",1566,0,"Bet-hedged learning",FALSE,-350,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.817327766179541
"1184",1184,"Learning",50,0.9952093956,4.1377391779576e+86,"Learning",1616,1,"Bet-hedged learning",TRUE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1185",1185,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1186",1186,"Error correction",0,NA,NA,"Error correction",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1187",1187,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1188",1188,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1189",1189,"Other",0,NA,NA,"Other",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1190",1190,"Low activity",0,NA,NA,"Low activity",1616,0,"Bet-hedged learning",FALSE,-300,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.843423799582463
"1191",1191,"Bet-hedged learning",1,0.95773138,1.23947773035936e+75,"Bet-hedged learning",1666,0.02,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1192",1192,"Learning",49,0.995088531836735,6.95626996068382e+79,"Learning",1666,0.98,"Bet-hedged learning",TRUE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1193",1193,"Error correction",0,NA,NA,"Error correction",1666,0,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1194",1194,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1666,0,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1195",1195,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1666,0,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1196",1196,"Other",0,NA,NA,"Other",1666,0,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1197",1197,"Low activity",0,NA,NA,"Low activity",1666,0,"Bet-hedged learning",FALSE,-250,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.869519832985386
"1198",1198,"Learning",50,0.9951236094,1.24610703966474e+82,"Learning",1716,1,"Bet-hedged learning",TRUE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1199",1199,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1200",1200,"Error correction",0,NA,NA,"Error correction",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1201",1201,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1202",1202,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1203",1203,"Other",0,NA,NA,"Other",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1204",1204,"Low activity",0,NA,NA,"Low activity",1716,0,"Bet-hedged learning",FALSE,-200,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.895615866388309
"1205",1205,"Learning",49,0.995139996122449,5.523829374903e+85,"Learning",1766,0.98,"Bet-hedged learning",TRUE,-150,TRUE,8,"../../2023_05_22_02__seeds_500_1000",508,TRUE,1916,0.921711899791232
