"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"565","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",890,0,"Error correction",FALSE,-2100,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"566","Other",0,NA,NA,"Other",890,0,"Error correction",FALSE,-2100,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"567","Low activity",0,NA,NA,"Low activity",890,0,"Error correction",FALSE,-2100,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"568","Error correction",30,0.757812774333333,7.54950536628145e+88,"Error correction",940,0.6,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"569","Learning",18,0.995648105,8.06950275820374e+88,"Learning",940,0.36,"Error correction",TRUE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"570","Mixed bet hedging",2,0.87277736,1.01852801590545e+88,"Mixed bet hedging",940,0.04,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"571","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",940,0,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"572","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",940,0,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"573","Other",0,NA,NA,"Other",940,0,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"574","Low activity",0,NA,NA,"Low activity",940,0,"Error correction",FALSE,-2050,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"575","Error correction",12,0.757170595833333,6.28095624769497e+88,"Error correction",990,0.24,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"576","Learning",35,0.995303156,2.93352133329483e+83,"Learning",990,0.7,"Error correction",TRUE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"577","Mixed bet hedging",3,0.88547755,3.07684892565237e+89,"Mixed bet hedging",990,0.06,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"578","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",990,0,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"579","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",990,0,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"580","Other",0,NA,NA,"Other",990,0,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"581","Low activity",0,NA,NA,"Low activity",990,0,"Error correction",FALSE,-2000,TRUE,422,"../../2023_05_22_01__seeds_0_500",422
"582","Bet-hedged learning",1,0.99314742,8.00284755685e+61,"Bet-hedged learning",1028,0.02,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"583","Error correction",23,0.752843405652174,1.05588056222217e+80,"Error correction",1028,0.46,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"584","Learning",26,0.995054849615385,1.43219450012661e+88,"Learning",1028,0.52,"Error correction",TRUE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"585","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1028,0,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"586","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1028,0,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"587","Other",0,NA,NA,"Other",1028,0,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"588","Low activity",0,NA,NA,"Low activity",1028,0,"Error correction",FALSE,-50,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"589","Bet-hedged learning",1,0.99490784,1.4057963795e+59,"Bet-hedged learning",1078,0.02,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"590","Learning",47,0.994914876595745,1.35963864665275e+88,"Learning",1078,0.94,"Learning",TRUE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"591","Mixed bet hedging",2,0.919155525,1.61674387191211e+90,"Mixed bet hedging",1078,0.04,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"592","Error correction",0,NA,NA,"Error correction",1078,0,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"593","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1078,0,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"594","Other",0,NA,NA,"Other",1078,0,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"595","Low activity",0,NA,NA,"Low activity",1078,0,"Learning",FALSE,0,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"596","Bet-hedged learning",2,0.898036264,3.08741978281886e+88,"Bet-hedged learning",578,0.04,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"597","Error correction",31,0.750715939032258,6.57150647175543e+86,"Error correction",578,0.62,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"598","Learning",16,0.994552800625,1.49347525374095e+88,"Learning",578,0.32,"Bet-hedged learning",TRUE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"599","Mixed bet hedging",1,0.88853162,2.43337926913133e+81,"Mixed bet hedging",578,0.02,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"600","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",578,0,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"601","Other",0,NA,NA,"Other",578,0,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"602","Low activity",0,NA,NA,"Low activity",578,0,"Bet-hedged learning",FALSE,-500,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"603","Error correction",33,0.745198186969697,4.6602567879483e+72,"Error correction",628,0.66,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"604","Learning",15,0.995087134,1.45335245342656e+89,"Learning",628,0.3,"Bet-hedged learning",TRUE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"605","Mixed bet hedging",2,0.84749622,3.64677460419202e+73,"Mixed bet hedging",628,0.04,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"606","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",628,0,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"607","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",628,0,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"608","Other",0,NA,NA,"Other",628,0,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"609","Low activity",0,NA,NA,"Low activity",628,0,"Bet-hedged learning",FALSE,-450,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"610","Bet-hedged learning",1,0.813265493,1.726131447128e+63,"Bet-hedged learning",678,0.02,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"611","Error correction",27,0.74931362962963,1.77828052971132e+73,"Error correction",678,0.54,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"612","Learning",22,0.995038929090909,8.77606582766782e+88,"Learning",678,0.44,"Bet-hedged error correction",TRUE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"613","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",678,0,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"614","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",678,0,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"615","Other",0,NA,NA,"Other",678,0,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"616","Low activity",0,NA,NA,"Low activity",678,0,"Bet-hedged error correction",FALSE,-400,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"617","Bet-hedged error correction",1,0.75333957,6.11831219539131e+80,"Bet-hedged error correction",728,0.02,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"618","Bet-hedged learning",3,0.918756575666667,6.143329366505e+62,"Bet-hedged learning",728,0.06,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"619","Error correction",7,0.762838922857143,1.79915225948176e+56,"Error correction",728,0.14,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"620","Learning",39,0.99463127,8.55400994591296e+87,"Learning",728,0.78,"Error correction",TRUE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"621","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",728,0,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"622","Other",0,NA,NA,"Other",728,0,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"623","Low activity",0,NA,NA,"Low activity",728,0,"Error correction",FALSE,-350,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"624","Bet-hedged learning",1,0.99493943,4.1631305896e+59,"Bet-hedged learning",778,0.02,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"625","Error correction",15,0.748507002666667,1.43787319085656e+65,"Error correction",778,0.3,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"626","Learning",34,0.994413404705882,7.4192692948209e+87,"Learning",778,0.68,"Error correction",TRUE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"627","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",778,0,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"628","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",778,0,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"629","Other",0,NA,NA,"Other",778,0,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"630","Low activity",0,NA,NA,"Low activity",778,0,"Error correction",FALSE,-300,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"631","Bet-hedged error correction",1,0.74010799009901,7.19335513968093e+73,"Bet-hedged error correction",828,0.02,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"632","Error correction",14,0.745723477857143,2.35072163937697e+60,"Error correction",828,0.28,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"633","Learning",35,0.994785265142857,1.97987807646693e+88,"Learning",828,0.7,"Error correction",TRUE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"634","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",828,0,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"635","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",828,0,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"636","Other",0,NA,NA,"Other",828,0,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"637","Low activity",0,NA,NA,"Low activity",828,0,"Error correction",FALSE,-250,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"638","Bet-hedged learning",2,0.8571233169,6.65139290228016e+46,"Bet-hedged learning",878,0.04,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"639","Error correction",22,0.748899977727273,3.41519887098247e+69,"Error correction",878,0.44,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"640","Learning",26,0.994733006923077,9.41284089265909e+79,"Learning",878,0.52,"Error correction",TRUE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"641","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",878,0,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"642","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",878,0,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"643","Other",0,NA,NA,"Other",878,0,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"644","Low activity",0,NA,NA,"Low activity",878,0,"Error correction",FALSE,-200,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"645","Error correction",18,0.749482111666667,2.99559570844445e+64,"Error correction",928,0.36,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"646","Learning",32,0.9945420496875,1.10702504745801e+88,"Learning",928,0.64,"Error correction",TRUE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"647","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",928,0,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"648","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",928,0,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"649","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",928,0,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"650","Other",0,NA,NA,"Other",928,0,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"651","Low activity",0,NA,NA,"Low activity",928,0,"Error correction",FALSE,-150,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"652","Bet-hedged error correction",1,0.75251572,2.70626531749576e+30,"Bet-hedged error correction",978,0.02,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"653","Error correction",17,0.750503979411765,2.38005257967794e+53,"Error correction",978,0.34,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"654","Learning",32,0.9948435753125,6.56098091424802e+88,"Learning",978,0.64,"Error correction",TRUE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"655","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",978,0,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"656","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",978,0,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"657","Other",0,NA,NA,"Other",978,0,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"658","Low activity",0,NA,NA,"Low activity",978,0,"Error correction",FALSE,-100,TRUE,458,"../../2023_05_22_01__seeds_0_500",458
"659","Bet-hedged error correction",1,0.72491695,5.3923192014338e+65,"Bet-hedged error correction",1079,0.02,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"660","Error correction",43,0.760657820232558,4.75597031755201e+86,"Error correction",1079,0.86,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"661","Learning",2,0.970612305,3.05556000023819e+88,"Learning",1079,0.04,"Error correction",TRUE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"662","Mixed bet hedging",4,0.9025442625,8.91242466318401e+88,"Mixed bet hedging",1079,0.08,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"663","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1079,0,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"664","Other",0,NA,NA,"Other",1079,0,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"665","Low activity",0,NA,NA,"Low activity",1079,0,"Error correction",FALSE,-1850,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"666","Bet-hedged error correction",1,0.74577713,1.00356164802934e+42,"Bet-hedged error correction",1129,0.02,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"667","Error correction",40,0.7637496735,1.99945702597273e+88,"Error correction",1129,0.8,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"668","Mixed bet hedging",9,0.903845211111111,7.84162323415918e+88,"Mixed bet hedging",1129,0.18,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"669","Learning",0,NA,NA,"Learning",1129,0,"Error correction",TRUE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"670","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1129,0,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"671","Other",0,NA,NA,"Other",1129,0,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"672","Low activity",0,NA,NA,"Low activity",1129,0,"Error correction",FALSE,-1800,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"673","Error correction",6,0.82842072,1.75063430347454e+88,"Error correction",1179,0.12,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"674","Learning",2,0.99377215,2.76650063777651e+57,"Learning",1179,0.04,"Error correction",TRUE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"675","Mixed bet hedging",42,0.907881699761905,8.79392242141894e+88,"Mixed bet hedging",1179,0.84,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"676","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1179,0,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"677","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1179,0,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"678","Other",0,NA,NA,"Other",1179,0,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"679","Low activity",0,NA,NA,"Low activity",1179,0,"Error correction",FALSE,-1750,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"680","Error correction",1,0.81173347,3.75611922713412e+48,"Error correction",1229,0.02,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"681","Learning",6,0.982687413333333,4.84988451638996e+88,"Learning",1229,0.12,"Error correction",TRUE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"682","Mixed bet hedging",43,0.910058668837209,1.29251094823791e+89,"Mixed bet hedging",1229,0.86,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"683","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1229,0,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"684","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1229,0,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"685","Other",0,NA,NA,"Other",1229,0,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"686","Low activity",0,NA,NA,"Low activity",1229,0,"Error correction",FALSE,-1700,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"687","Error correction",1,0.81109322,1.82697256381873e+45,"Error correction",1279,0.02,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"688","Learning",3,0.977168663333333,1.83479651324315e+89,"Learning",1279,0.06,"Error correction",TRUE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"689","Mixed bet hedging",46,0.90863730326087,7.03862823283489e+88,"Mixed bet hedging",1279,0.92,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"690","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1279,0,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"691","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1279,0,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"692","Other",0,NA,NA,"Other",1279,0,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"693","Low activity",0,NA,NA,"Low activity",1279,0,"Error correction",FALSE,-1650,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"694","Error correction",15,0.81040971,2.75849160513808e+87,"Error correction",1329,0.3,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"695","Learning",5,0.977145556,2.64484986135591e+89,"Learning",1329,0.1,"Error correction",TRUE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"696","Mixed bet hedging",30,0.909803444,6.42240267579816e+88,"Mixed bet hedging",1329,0.6,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"697","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1329,0,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"698","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1329,0,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"699","Other",0,NA,NA,"Other",1329,0,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"700","Low activity",0,NA,NA,"Low activity",1329,0,"Error correction",FALSE,-1600,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"701","Error correction",20,0.8154547425,1.0187686615e+87,"Error correction",1379,0.4,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"702","Learning",2,0.97370956,1.01852e+88,"Learning",1379,0.04,"Error correction",TRUE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"703","Mixed bet hedging",28,0.9176320225,2.8063404551851e+88,"Mixed bet hedging",1379,0.56,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"704","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1379,0,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"705","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1379,0,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"706","Other",0,NA,NA,"Other",1379,0,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"707","Low activity",0,NA,NA,"Low activity",1379,0,"Error correction",FALSE,-1550,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"708","Error correction",16,0.81595011375,7.0433559634162e+87,"Error correction",1429,0.32,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"709","Learning",2,0.99454706,1.34507547684447e+89,"Learning",1429,0.04,"Error correction",TRUE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"710","Mixed bet hedging",32,0.912323175625,5.33480980421808e+88,"Mixed bet hedging",1429,0.64,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"711","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1429,0,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"712","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1429,0,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"713","Other",0,NA,NA,"Other",1429,0,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"714","Low activity",0,NA,NA,"Low activity",1429,0,"Error correction",FALSE,-1500,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"715","Error correction",2,0.81584997,9.80798741459988e+53,"Error correction",1479,0.04,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"716","Learning",40,0.9934392845,7.3775934796516e+88,"Learning",1479,0.8,"Error correction",TRUE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"717","Mixed bet hedging",8,0.8786772725,2.96397210967345e+54,"Mixed bet hedging",1479,0.16,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"718","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1479,0,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"719","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1479,0,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"720","Other",0,NA,NA,"Other",1479,0,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"721","Low activity",0,NA,NA,"Low activity",1479,0,"Error correction",FALSE,-1450,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"722","Learning",38,0.993810432368421,1.50659095012742e+89,"Learning",1529,0.76,"Error correction",TRUE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"723","Mixed bet hedging",12,0.867624336666667,6.70548830500743e+56,"Mixed bet hedging",1529,0.24,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"724","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1529,0,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"725","Error correction",0,NA,NA,"Error correction",1529,0,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"726","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1529,0,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"727","Other",0,NA,NA,"Other",1529,0,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"728","Low activity",0,NA,NA,"Low activity",1529,0,"Error correction",FALSE,-1400,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"729","Learning",36,0.994166457777778,9.98001833075412e+87,"Learning",1579,0.72,"Error correction",TRUE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"730","Mixed bet hedging",14,0.873899807857143,7.48825852379498e+52,"Mixed bet hedging",1579,0.28,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"731","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1579,0,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"732","Error correction",0,NA,NA,"Error correction",1579,0,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"733","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1579,0,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"734","Other",0,NA,NA,"Other",1579,0,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"735","Low activity",0,NA,NA,"Low activity",1579,0,"Error correction",FALSE,-1350,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"736","Learning",42,0.99397699547619,9.02622791622344e+88,"Learning",1629,0.84,"Error correction",TRUE,-1300,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
"737","Mixed bet hedging",8,0.85953523125,1.00446712965558e+57,"Mixed bet hedging",1629,0.16,"Error correction",FALSE,-1300,TRUE,476,"../../2023_05_22_01__seeds_0_500",476
