"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"1362","Error correction",0,NA,NA,"Error correction",1124,0,"Bet-hedged learning",FALSE,-650,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1363","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1124,0,"Bet-hedged learning",FALSE,-650,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1364","Other",0,NA,NA,"Other",1124,0,"Bet-hedged learning",FALSE,-650,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1365","Low activity",0,NA,NA,"Low activity",1124,0,"Bet-hedged learning",FALSE,-650,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1366","Bet-hedged learning",18,0.922559154444444,2.55166049636225e+67,"Bet-hedged learning",1574,0.36,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1367","Learning",32,0.9953255278125,5.45580486586288e+79,"Learning",1574,0.64,"Bet-hedged learning",TRUE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1368","Error correction",0,NA,NA,"Error correction",1574,0,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1369","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1574,0,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1370","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1574,0,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1371","Other",0,NA,NA,"Other",1574,0,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1372","Low activity",0,NA,NA,"Low activity",1574,0,"Bet-hedged learning",FALSE,-200,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1373","Bet-hedged learning",9,0.92176306,3.12560702052071e+65,"Bet-hedged learning",1624,0.18,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1374","Learning",41,0.995188022439024,4.93112729292335e+88,"Learning",1624,0.82,"Bet-hedged learning",TRUE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1375","Error correction",0,NA,NA,"Error correction",1624,0,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1376","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1624,0,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1377","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1624,0,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1378","Other",0,NA,NA,"Other",1624,0,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1379","Low activity",0,NA,NA,"Low activity",1624,0,"Bet-hedged learning",FALSE,-150,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1380","Bet-hedged learning",9,0.88993692,4.19746501757412e+64,"Bet-hedged learning",1674,0.18,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1381","Learning",41,0.99519383804878,9.17109834077753e+77,"Learning",1674,0.82,"Bet-hedged learning",TRUE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1382","Error correction",0,NA,NA,"Error correction",1674,0,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1383","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1674,0,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1384","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1674,0,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1385","Other",0,NA,NA,"Other",1674,0,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1386","Low activity",0,NA,NA,"Low activity",1674,0,"Bet-hedged learning",FALSE,-100,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1387","Bet-hedged learning",10,0.906057861,1.45607482252167e+65,"Bet-hedged learning",1724,0.2,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1388","Learning",40,0.99513226825,2.64795302254072e+81,"Learning",1724,0.8,"Bet-hedged learning",TRUE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1389","Error correction",0,NA,NA,"Error correction",1724,0,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1390","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1724,0,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1391","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1724,0,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1392","Other",0,NA,NA,"Other",1724,0,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1393","Low activity",0,NA,NA,"Low activity",1724,0,"Bet-hedged learning",FALSE,-50,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1394","Bet-hedged learning",16,0.908814323125,2.91365207148455e+66,"Bet-hedged learning",1774,0.32,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1395","Learning",33,0.995046095757576,1.02075078920125e+77,"Learning",1774,0.66,"Learning",TRUE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1396","Mixed bet hedging",1,0.88318918,1.06471448618064e+64,"Mixed bet hedging",1774,0.02,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1397","Error correction",0,NA,NA,"Error correction",1774,0,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1398","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1774,0,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1399","Other",0,NA,NA,"Other",1774,0,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1400","Low activity",0,NA,NA,"Low activity",1774,0,"Learning",FALSE,0,TRUE,305,"../../2023_05_22_02__seeds_500_1000",805
"1401","Error correction",2,0.858314425,4.21250820766282e+63,"Error correction",1695,0.04,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1402","Learning",6,0.990946576666667,4.18678470323932e+55,"Learning",1695,0.12,"Mixed bet hedging",TRUE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1403","Mixed bet hedging",42,0.856804728333333,1.35025681458079e+65,"Mixed bet hedging",1695,0.84,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1404","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1695,0,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1405","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1695,0,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1406","Other",0,NA,NA,"Other",1695,0,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1407","Low activity",0,NA,NA,"Low activity",1695,0,"Mixed bet hedging",FALSE,-200,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1408","Bet-hedged learning",1,0.98772615,2.03788576654634e+36,"Bet-hedged learning",1745,0.02,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1409","Error correction",1,0.85649629,2.31800750641979e+60,"Error correction",1745,0.02,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1410","Learning",26,0.990688957307692,1.32713425321899e+51,"Learning",1745,0.52,"Mixed bet hedging",TRUE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1411","Mixed bet hedging",22,0.874268152272727,9.20533644972282e+65,"Mixed bet hedging",1745,0.44,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1412","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1745,0,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1413","Other",0,NA,NA,"Other",1745,0,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1414","Low activity",0,NA,NA,"Low activity",1745,0,"Mixed bet hedging",FALSE,-150,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1415","Learning",28,0.99026502,8.35562541366151e+46,"Learning",1795,0.56,"Mixed bet hedging",TRUE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1416","Mixed bet hedging",22,0.860508563636364,2.51343862730569e+64,"Mixed bet hedging",1795,0.44,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1417","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1795,0,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1418","Error correction",0,NA,NA,"Error correction",1795,0,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1419","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1795,0,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1420","Other",0,NA,NA,"Other",1795,0,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1421","Low activity",0,NA,NA,"Low activity",1795,0,"Mixed bet hedging",FALSE,-100,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1422","Bet-hedged learning",1,0.962145197,3.53042658680814e+32,"Bet-hedged learning",1845,0.02,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1423","Error correction",1,0.98516137,1.17934100336035e+47,"Error correction",1845,0.02,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1424","Learning",34,0.990254487352941,9.44339846499419e+47,"Learning",1845,0.68,"Mixed bet hedging",TRUE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1425","Mixed bet hedging",14,0.87265122,1.88644355227554e+61,"Mixed bet hedging",1845,0.28,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1426","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1845,0,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1427","Other",0,NA,NA,"Other",1845,0,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1428","Low activity",0,NA,NA,"Low activity",1845,0,"Mixed bet hedging",FALSE,-50,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1429","Error correction",1,0.98533194,7.4819772321044e+43,"Error correction",1895,0.02,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1430","Learning",47,0.989019788085106,1.35436372898025e+42,"Learning",1895,0.94,"Learning",TRUE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1431","Mixed bet hedging",2,0.988379515,4.42572168089095e+36,"Mixed bet hedging",1895,0.04,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1432","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1895,0,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1433","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1895,0,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1434","Other",0,NA,NA,"Other",1895,0,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1435","Low activity",0,NA,NA,"Low activity",1895,0,"Learning",FALSE,0,TRUE,359,"../../2023_05_22_02__seeds_500_1000",859
"1436","Error correction",13,0.755885394615385,4.33056882749858e+89,"Error correction",1224,0.26,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1437","Learning",35,0.992068762,3.69930801392997e+88,"Learning",1224,0.7,"Error correction",TRUE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1438","Mixed bet hedging",2,0.911524025,4.08726215365206e+89,"Mixed bet hedging",1224,0.04,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1439","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1224,0,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1440","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1224,0,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1441","Other",0,NA,NA,"Other",1224,0,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1442","Low activity",0,NA,NA,"Low activity",1224,0,"Error correction",FALSE,-100,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1443","Bet-hedged learning",2,0.8908805465,3.33022763775403e+58,"Bet-hedged learning",1274,0.04,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1444","Learning",47,0.993284636595745,5.14419623070298e+88,"Learning",1274,0.94,"Error correction",TRUE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1445","Mixed bet hedging",1,0.9198861,2.75637216837104e+89,"Mixed bet hedging",1274,0.02,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1446","Error correction",0,NA,NA,"Error correction",1274,0,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1447","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1274,0,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1448","Other",0,NA,NA,"Other",1274,0,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1449","Low activity",0,NA,NA,"Low activity",1274,0,"Error correction",FALSE,-50,TRUE,426,"../../2023_05_23_01__seeds_1000_1499",1426
"1450","Error correction",4,0.74736769,2.78809190034832e+40,"Error correction",1816,0.08,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1451","Learning",46,0.995088071086957,7.66519124508209e+64,"Learning",1816,0.92,"Error correction",TRUE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1452","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1816,0,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1453","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1816,0,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1454","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1816,0,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1455","Other",0,NA,NA,"Other",1816,0,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1456","Low activity",0,NA,NA,"Low activity",1816,0,"Error correction",FALSE,-200,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1457","Error correction",6,0.746603435,1.84285284490405e+38,"Error correction",1866,0.12,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1458","Learning",44,0.995059354772727,8.76684521040241e+71,"Learning",1866,0.88,"Error correction",TRUE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1459","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1866,0,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1460","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1866,0,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1461","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1866,0,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1462","Other",0,NA,NA,"Other",1866,0,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1463","Low activity",0,NA,NA,"Low activity",1866,0,"Error correction",FALSE,-150,TRUE,434,"../../2023_05_23_01__seeds_1000_1499",1434
"1464","Learning",50,0.9966445286,1.10719849149193e+90,"Learning",1038,1,"Learning",TRUE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1465","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1466","Error correction",0,NA,NA,"Error correction",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1467","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1468","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1469","Other",0,NA,NA,"Other",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1470","Low activity",0,NA,NA,"Low activity",1038,0,"Learning",FALSE,0,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1471","Bet-hedged error correction",1,0.88204539,1.96791232773579e+89,"Bet-hedged error correction",838,0.02,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1472","Bet-hedged learning",1,0.948020609,2.07285726305916e+56,"Bet-hedged learning",838,0.02,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1473","Error correction",5,0.831385582,8.80506308518437e+89,"Error correction",838,0.1,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1474","Learning",39,0.993990825128205,7.54078628344236e+89,"Learning",838,0.78,"Error correction",TRUE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1475","Mixed bet hedging",4,0.915261605420792,5.9350928097115e+89,"Mixed bet hedging",838,0.08,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1476","Other",0,NA,NA,"Other",838,0,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1477","Low activity",0,NA,NA,"Low activity",838,0,"Error correction",FALSE,-200,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1478","Error correction",11,0.847648494545455,1.09970859517217e+90,"Error correction",888,0.22,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1479","Learning",35,0.993610368857143,7.37708238960688e+89,"Learning",888,0.7,"Error correction",TRUE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1480","Mixed bet hedging",4,0.91006228,8.12034608217425e+89,"Mixed bet hedging",888,0.08,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1481","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",888,0,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1482","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",888,0,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1483","Other",0,NA,NA,"Other",888,0,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1484","Low activity",0,NA,NA,"Low activity",888,0,"Error correction",FALSE,-150,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1485","Error correction",13,0.834608376153846,1.00050372338883e+90,"Error correction",938,0.26,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1486","Learning",36,0.994110741111111,6.65142044927682e+89,"Learning",938,0.72,"Error correction",TRUE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1487","Mixed bet hedging",1,0.91546937,3.05875067112621e+89,"Mixed bet hedging",938,0.02,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1488","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",938,0,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1489","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",938,0,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1490","Other",0,NA,NA,"Other",938,0,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1491","Low activity",0,NA,NA,"Low activity",938,0,"Error correction",FALSE,-100,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1492","Learning",48,0.995875949166667,7.5263183488681e+89,"Learning",988,0.96,"Error correction",TRUE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1493","Mixed bet hedging",2,0.946684245,8.10125383651069e+89,"Mixed bet hedging",988,0.04,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1494","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",988,0,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1495","Error correction",0,NA,NA,"Error correction",988,0,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1496","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",988,0,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1497","Other",0,NA,NA,"Other",988,0,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1498","Low activity",0,NA,NA,"Low activity",988,0,"Error correction",FALSE,-50,TRUE,487,"../../2023_05_23_01__seeds_1000_1499",1487
"1499","Bet-hedged error correction",1,0.735939465346535,1.26094368535032e+88,"Bet-hedged error correction",252,0.02,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1500","Error correction",49,0.749631454693878,9.09619121120615e+88,"Error correction",252,0.98,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1501","Learning",0,NA,NA,"Learning",252,0,"Error correction",TRUE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1502","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",252,0,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1503","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",252,0,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1504","Other",0,NA,NA,"Other",252,0,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1505","Low activity",0,NA,NA,"Low activity",252,0,"Error correction",FALSE,-200,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1506","Error correction",50,0.7497202938,4.30142024683175e+88,"Error correction",302,1,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1507","Learning",0,NA,NA,"Learning",302,0,"Error correction",TRUE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1508","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",302,0,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1509","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",302,0,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1510","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",302,0,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1511","Other",0,NA,NA,"Other",302,0,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1512","Low activity",0,NA,NA,"Low activity",302,0,"Error correction",FALSE,-150,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1513","Error correction",49,0.74952558755102,4.20697753162163e+88,"Error correction",352,0.98,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1514","Learning",1,0.99426398,3.66067528993921e+55,"Learning",352,0.02,"Error correction",TRUE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1515","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",352,0,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1516","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",352,0,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1517","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",352,0,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1518","Other",0,NA,NA,"Other",352,0,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1519","Low activity",0,NA,NA,"Low activity",352,0,"Error correction",FALSE,-100,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1520","Error correction",48,0.749737002291667,3.67342582095877e+88,"Error correction",402,0.96,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1521","Learning",2,0.99343917,6.66683314866607e+57,"Learning",402,0.04,"Error correction",TRUE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1522","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",402,0,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1523","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",402,0,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1524","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",402,0,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1525","Other",0,NA,NA,"Other",402,0,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1526","Low activity",0,NA,NA,"Low activity",402,0,"Error correction",FALSE,-50,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1527","Learning",48,0.994954539166667,1.2958211573012e+88,"Learning",452,0.96,"Learning",TRUE,0,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
"1528","Mixed bet hedging",2,0.919925585,1.56301491402683e+90,"Mixed bet hedging",452,0.04,"Learning",FALSE,0,TRUE,203,"../../2023_05_24_01__seeds_1500_1999",1703
