"","trial_number","genome","merit","genome_length","merit.1","merit_given","not","nand","and","ornot","andnot","or","nor","xor","equ","did_repro","seed"
"1",1,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"2",2,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"3",3,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"4",4,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"5",5,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"6",6,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"7",7,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"8",8,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"9",9,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"10",10,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"11",11,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"12",12,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"13",13,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"14",14,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"15",15,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"16",16,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"17",17,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"18",18,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"19",19,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"20",20,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"21",21,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"22",22,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"23",23,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"24",24,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"25",25,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"26",26,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"27",27,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"28",28,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"29",29,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"30",30,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"31",31,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"32",32,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"33",33,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"34",34,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"35",35,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"36",36,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"37",37,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"38",38,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"39",39,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"40",40,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"41",41,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"42",42,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"43",43,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"44",44,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"45",45,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"46",46,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"47",47,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"48",48,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"49",49,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"50",50,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"51",51,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"52",52,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"53",53,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"54",54,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"55",55,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"56",56,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"57",57,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"58",58,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"59",59,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"60",60,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"61",61,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"62",62,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"63",63,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"64",64,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"65",65,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"66",66,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"67",67,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"68",68,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"69",69,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"70",70,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"71",71,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"72",72,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"73",73,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"74",74,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"75",75,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"76",76,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"77",77,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"78",78,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"79",79,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"80",80,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"81",81,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"82",82,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"83",83,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"84",84,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"85",85,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"86",86,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"87",87,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"88",88,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"89",89,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"90",90,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"91",91,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"92",92,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"93",93,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"94",94,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"95",95,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"96",96,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"97",97,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"98",98,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"99",99,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"100",100,"[50]rmuvjwwaizmqggettofdmoqqvpzngqqiptpxtqtlnyvzsttvab",1,50,1,1,0,0,0,0,0,0,0,0,0,0,3
"101",1,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"102",2,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"103",3,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"104",4,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"105",5,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"106",6,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"107",7,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"108",8,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"109",9,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"110",10,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"111",11,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"112",12,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"113",13,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"114",14,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"115",15,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"116",16,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"117",17,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"118",18,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"119",19,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"120",20,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"121",21,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"122",22,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"123",23,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"124",24,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"125",25,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"126",26,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"127",27,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"128",28,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"129",29,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"130",30,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"131",31,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"132",32,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"133",33,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"134",34,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"135",35,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"136",36,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"137",37,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"138",38,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"139",39,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"140",40,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"141",41,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"142",42,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"143",43,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"144",44,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"145",45,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"146",46,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"147",47,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"148",48,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"149",49,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"150",50,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"151",51,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"152",52,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"153",53,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"154",54,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"155",55,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"156",56,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"157",57,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"158",58,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"159",59,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"160",60,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"161",61,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"162",62,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"163",63,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"164",64,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"165",65,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"166",66,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"167",67,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"168",68,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
"169",69,"[53]rupuviqmpiqppyqrpxyxlfnjnflaqscsiqnerfqrnqsutyuwstvab",1,53,1,1,0,0,0,0,0,0,0,0,0,0,4
