genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[95]qQsasoiufgkxxbBcPpKHERbKaAiscCRsSoAIiaRrFojSKDfPsyyNwklNPFDAIALGrcubrglHlzPIHwRLodJwcmHlBHSwjMG",3.40637e+11,3.14182e+09,864,0.831461,178,30,148,30,30,0,30,30,85,85,62,32,31,31, 1
"[81]rcCuhbvSiMNDMGMxrGlRdccHIspdehLQdfcacQHRcdcabbfffxcoJHSKEeHMwdSDaDLNmvvlNlMazzpwe",1.18305e+29,1.90934e+16,2264,0.752163,31436,7791,23645,7791,7791,0,7791,7791,7950,7950,15695,7904,7791,7791, 10
"[80]JyQoRedGliHrSBgeocnjNJQwPMwOrcsccoLkrlfpLikNItstdeAzyBMsnaguczcNpinHcSHOKvSvduHN",1.18305e+29,56051.9,631,0.759963,1079,259,820,259,259,0,259,259,299,299,258,258,522,263, 100
"[97]sHccnecOemfNJQJnLNxmwjacnuzFyMxkrRFhroNGNsudHbPpntfQrmcHzzueMBBOczQwNdGloNHpBoIofuygRcjoKjQblHlOe",1.18305e+29,9.58807e+09,726,0.750017,1.49819e+08,3.74523e+07,1.12367e+08,3.74523e+07,3.74523e+07,0,3.74523e+07,3.74523e+07,3.74625e+07,3.74625e+07,3.74523e+07,3.74523e+07,7.49044e+07,3.74521e+07, 101
"[91]OfatoBvcmNmpHQnLoEDDPofMmiGsNCPyGExeeywfuJtcNshHvOGuHmCfeRDnfMIHpmRcKJocAPGCHKjyNcRzoOkmGgD",1.03954e+12,9.58807e+09,886,0.851429,175,26,149,26,26,0,26,26,91,87,26,26,58,36, 102
"[93]xOjcwAsAFxManQcHNlFnyeFaipQBOKuHsdekdnFcEOQQLHMQDpAumjmmHcQcudukbdIaRuwaSvmOuwRlnGBHOHNaNJEct",1.18305e+29,1.87267e+10,618,0.608097,2396,938,1457,622,938,317,1255,938,538,538,498,425,1043,494, 103
"[96]pNmblFaAncPGvpijtfyPhkxhmaHNJemPiOobHcMkrQvekOcKStyxFEEeoCyirntyiazPxNycfIoboENMEnHLOpgasrtyHOfn",1.18305e+29,2.18008e+11,673,0.752676,18498,4575,13923,4575,4575,0,4575,4575,4787,4787,9136,4561,4575,4575, 104
"[60]BoLRAHzDeehSxAhAHwdpkqwwABkJNGHNqecRKbHoItdOKEbpRFNEHPInyPcM",1.01623e+28,5.71494e+10,1148,0.546967,3066,1388,1677,1389,1388,0,1388,1388,760,571,1310,549,996,557, 105
"[101]ecHiboIptaPeFHOLsEbvmgoIunQeGfRtpscvmMrQeMeoHwOyzQcQJuQMQNAmPeJnkjgzgiFSFBifpMoHAopKNzQQcfScbgwzemddx",1.18305e+29,7.67046e+09,631,0.766732,1016,237,779,237,237,0,237,237,294,294,485,248,237,237, 106
"[96]tBhibsDwmxrSqRLigvARblumuRurkNMfNFoDDQQHfxcJyydDHfoBmtaEQaDggrtcecFAHNNHobOKHMCADLHsEemifvyIzcRG",2.34084e+10,7.67046e+09,921,0.844156,154,24,130,24,24,0,158,158,567,567,321,163,152,152, 107
"[86]JHSKHNNNJPQqILqMLhpKMxDbMMzzJpMDRsacAbaxHnRByRvxJzSCEHKClpaJECmxowavJvCGxkCmzJifpSrBRk",1.18305e+29,3.23454e+18,2085,0.747724,31743,8007,23735,8008,8007,0,8007,8007,7897,7897,15839,7831,8007,8007, 108
"[99]yHhrkQIHFhHtugpDRHhswNlRbjznnRAstFvsyEfyRLHxppMyuoGhHtcnQJcHQhRKjcApMyNzgFgntdtuAiBnjaFbckcHsStMsvB",1.18305e+29,2.51346e+09,527,0.725781,1.98729e+07,5.44953e+06,1.44234e+07,5.44953e+06,5.44953e+06,0,5.44953e+06,5.44953e+06,4.80784e+06,4.80784e+06,1.02564e+07,4.80687e+06,4.80864e+06,4.80864e+06, 109
"[93]oitfBzzDrapFpMEoGjhwlmRnPJNFbxkwheAHOKRqxRkmMIMLHwFcrFmSciQPrCOxjKNqACokqOuLJpSudgADfIfIBooBk",1.18305e+29,1.19851e+10,1196,0.77394,637,144,493,144,144,0,144,144,206,206,287,143,144,144, 11
