"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",2,0.666667,94,3,0,2,1,0,0,0,0,2,2,0,0,1,0,1
"2",1,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",3,0.75,94,4,0,3,1,0,0,0,0,1,1,0,0,3,2,1
"3",2,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"4",3,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",5,0.833333,94,6,0,5,1,0,0,0,0,3,3,0,0,3,2,1
"5",4,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"6",5,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",1,0.5,94,2,0,1,1,0,0,0,0,1,1,0,0,1,0,1
"7",6,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"8",7,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"9",8,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",1,0.5,94,2,0,1,1,0,0,0,0,1,1,0,0,1,0,1
"10",9,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",1,0.5,94,2,0,1,1,0,0,0,0,0,0,0,0,2,1,1
"11",10,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",14,0.933333,94,15,0,14,1,0,0,0,0,7,7,0,0,8,7,1
"12",11,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"13",12,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"14",13,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",7,0.875,94,8,0,7,1,0,0,0,0,4,4,0,0,4,3,1
"15",14,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",3,0.75,94,4,0,3,1,0,0,0,0,1,1,0,0,3,2,1
"16",15,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",1,0.5,94,2,0,1,1,0,0,0,0,0,0,0,0,2,1,1
"17",16,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",0,0,94,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"18",17,"[94]bHcoLDhnpJGCExaBpydrmFAxgtryurDyKLmCwBugtjdnfsjAlKBJqKnJsCChaIDHAnGoDFxkhCuJFIfwetFBJEtvKFgJEv",3,0.75,94,4,0,3,1,0,0,0,0,1,1,0,0,3,2,1
