genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[99]oBdfHdwaCAvmhloBywandbCJCebkwaeoeCKBdDbdweCBnAmlnJyGjcccEitIvvAvBeaCabmtkleaBggiBuwaendaCKCafvBEaeL",1.18305e+29,1.40884e+14,2429,1,308,0,308,0,0,0,0,0,136,136,83,83,89,89, 1
"[100]AxfadHdDaojdEqwzEjEewaendbDJCabfyKpwIsofCKBdDbfwerCKdvphFvuyamwpKhiKBeaCabnmsxrImwaendaDKCabmjzLsEKL",1.18305e+29,2.38667e+16,2489,1,593,0,593,0,0,0,0,0,259,259,150,150,184,184, 10
"[88]jfffHdwaCDJqwstvujdwafndbCJCecLoinuHwafofaCKBdElcwjaDcCacnkqnEiqquCoudvafdacndaDKCecjaeL",1.18305e+29,3.69319e+13,2771,1,361,0,361,0,0,0,0,0,141,141,95,95,125,125, 100
"[95]uwffdHdwafCCBoJKaBFElqDBqocwafndbCJCebtFwafofCBdjHdweCuFJzxcBwFJlhwBeaDffisafwaendaCKCabtjtuaeL",1.18305e+29,7.21326e+13,2507,1,1906,0,1906,0,0,0,0,0,705,705,589,589,612,612, 101
"[88]njfffHdwaCtDGoIxJLGoBipJlwafndbCJCabGzpLxswafnfCKBdDfbDfdBeCabfjynciafwendaqKCabwIEBEdeL",1.18305e+29,5.77061e+13,2576,1,1072,0,1072,0,0,0,0,0,373,373,346,346,353,353, 102
"[84]poffeHdDazbECoGcwfrndbqJCefvafpfmBdDbfKDnJCgDCeHIKBeaCabbFyirgBEnuafxndaDKCabpFzrbeL",1.18305e+29,3.04175e+22,2483,1,4192,0,4192,0,0,0,0,0,1411,1411,1396,1396,1385,1385, 103
"[86]teadHdwaCsIyCdlHuwafndbCJCabvDEDBHIDfzwafofCBdDbdweKCCCblxpmtBeaCabwafwendaCKCabIbLhFL",1.18305e+29,9.68148e+12,2130,1,348,0,348,0,0,0,0,0,141,141,108,108,99,99, 104
"[80]ujfadHdDopgCJIEcBkBpGzwandbCJCebbxCAwaeobaCBdKgdvcDfdscBeaDwnzrEuwaendaCKCabwaeL",1.18305e+29,1.04967e+15,2491,1,1207,0,1207,0,0,0,0,0,415,415,400,400,392,392, 105
"[73]fHdwaCHIcvhsfACwandbCJCebdyDwaeofCKBdxdkaCfCyhnAFGxfHuBDwaendCKCabBiFvaeL",1.18305e+29,9.01658e+13,2709,1,521,0,521,0,0,0,0,0,200,200,151,151,170,170, 106
"[84]bHdDayotbwBEmGawafndbCJCabAwpwafofCKBdwaCKyEbleqCCospeBaexdCbCFuafebcndaDKCabDiymwfL",1.18305e+29,5.00521e+15,2543,1,432,0,432,0,0,0,0,0,158,158,142,142,132,132, 107
