genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[130]HNJoaKPNCIgcoLRJHqLHqGpeHLCINBtcbqwiHSAoihqGHrFubQfckSznGOMIHeKOfIjJdfmfkRMGxeAErghKddHdMFvOmOKqcsucEfoOFrbhjwpINdqHkSggvzroytlrnR",2.82696e+73,2.39452e+52,14333,0.738703,509,133,376,133,133,0,133,133,110,110,266,133,133,133, 1
"[75]RRoOBdkcnnROebgzNfQhexHRdKNJqMPfNlehfPeGvbccxaRAgIQeaeyLFaCPAnwbOAEQRPdIgfi",2.3384e+49,1.36113e+39,11517,0.762058,311,74,237,74,74,0,148,148,151,151,291,142,148,148, 10
"[100]kHGNJRKqwSorlDnwRuKISFdCFmEOCvLfGkFlmPxKHofCBpJsmIxaROyKuBSwooDxzcrhERsMrwRIwiLFIOkCNnJaaHtJimhHqxbn",262144,5,4379,0.947368,19,0,18,1,0,0,0,0,13,13,9,7,0,0, 100
"[65]EFCDPmEDGcCNsfxbHMLHRCNJkcaqIKqdAnQxsQEHNyNbsIezxqAyggnqCcFpajzFP",3.40282e+38,2.30584e+18,9333,0.750988,253,63,190,63,63,0,63,63,76,76,62,62,115,52, 101
"[101]ogwbHboJSLHFbRFqPMHFygQnpNfrrhlbFzcuiBLwltbPkzhIKCzPgHQPmabPqhBwOiOaPyoNRjooFgpFeIKCRhlFxjntQrLOHjBiJ",7.73713e+25,1.44115e+17,9421,0.760736,163,39,124,39,39,0,39,39,40,40,39,39,84,45, 102
"[85]FfqbtJHSofenDafapmQEDEDvBgKoHKQrhtgMdbSKHNgPIPLqtAdynrghilxowsApjGQczIlvHxefwEpSxPiNE",2.45199e+55,1.80144e+16,8974,0.742706,377,97,280,97,97,0,97,97,88,88,192,95,97,97, 103
"[128]jjcwRLNJHqIKGHqijDkmrDaPmpfPlBAokldufoSAdeoeqdJyPztHqonQGwnDAIBNHBMBPkgbRJCrKcpOpeRmEhJewJMRmmjLjBOPBHGacbiaChgOJrrLOSpQQFptdnDy",1.54743e+26,9.22337e+18,13937,0.798611,144,29,115,29,29,0,94,94,102,102,94,94,229,135, 104
"[143]GaRyHwhGaPtFExnDHNHEbbDcPbHMpvONylvHPIPKHoJDOaeaIwyQdflHRLiqldJkNdDpLCBppdDAeRcMzhAcszdHGHwKsknNpxDvJpQHqzGuRBKSGsfLCnnEGyboyluModasOsRBPrEgMOl",2.03704e+90,3.45087e+69,13417,0.739726,657,171,486,171,171,0,171,171,137,137,171,171,349,178, 105
"[82]pCspOcOvvaHRLRDOHGNJqipmKiGdGweAbcSJhsIoPkvKfQbqLsOxcqBCFzuvocqriAewMwwjzvQxMNHoPg",8192,8,4319,0.928571,14,0,13,1,0,0,0,0,7,7,0,0,7,6, 106
"[116]BBpgGBcReLHNJSBqKHjCHEvtOIBFMNMxFvfSegMLCjnjfBMdSEuwqlazStdjyStAROEObigNMQqbskCcfdRgbJxMCtpFCPofFqrOIukBbIrstqKuLxOE",3.96141e+28,2048,8668,0.989583,96,1,95,1,1,0,1,1,30,30,30,30,36,35, 107
