"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","repro_updates","seed"
"11",10,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",64,1,97,5,0,5,0,0,0,0,0,5,5,0,0,0,0,"True",1502,1
"12",11,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"13",12,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"14",13,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",16,1,97,3,0,3,0,0,0,0,0,3,3,0,0,0,0,"True",1500,1
"15",14,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"16",15,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"17",16,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"18",17,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"19",18,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",32,1,97,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True",1501,1
"20",19,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"21",20,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"22",21,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"23",22,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"24",23,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",16,1,97,3,0,3,0,0,0,0,0,2,2,1,1,0,0,"True",1500,1
"25",24,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"26",25,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"27",26,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"28",27,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"29",28,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"30",29,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"31",30,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"32",31,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"33",32,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"34",33,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"35",34,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"36",35,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"37",36,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"38",37,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"39",38,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"40",39,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"41",40,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"42",41,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"43",42,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"44",43,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",32,1,97,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True",1501,1
"45",44,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"46",45,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"47",46,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"48",47,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"49",48,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"50",49,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",32,1,97,4,0,4,0,0,0,0,0,4,4,0,0,0,0,"True",1501,1
"51",50,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"52",51,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"53",52,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"54",53,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"55",54,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"56",55,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"57",56,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"58",57,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"59",58,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"60",59,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"61",60,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"62",61,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"63",62,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"64",63,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"65",64,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"66",65,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"67",66,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"68",67,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"69",68,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"70",69,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"71",70,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"72",71,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"73",72,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"74",73,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",16,1,97,3,0,3,0,0,0,0,0,3,3,0,0,0,0,"True",1500,1
"75",74,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"76",75,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"77",76,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"78",77,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"79",78,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"80",79,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",16,1,97,3,0,3,0,0,0,0,0,3,3,0,0,0,0,"True",1500,1
"81",80,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,2,2,0,0,0,0,"True",1503,1
"82",81,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"83",82,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"84",83,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"85",84,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"86",85,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",64,1,97,5,0,5,0,0,0,0,0,5,5,0,0,0,0,"True",1502,1
"87",86,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"88",87,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"89",88,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"90",89,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"91",90,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"True",1502,1
"92",91,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"93",92,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"94",93,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"95",94,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"96",95,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"97",96,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",4,1,97,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"True",1502,1
"98",97,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
"99",98,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",8,1,97,2,0,2,0,0,0,0,0,1,1,1,1,0,0,"True",1503,1
"100",99,"[97]uvcjqhnnKJskPvaiEcfbABGhEofQnFwijdohaIIQHMbHmafwpqIQuosbDwkacigueHzOKtHGoJqfAxirxwDnwwrxMCEJAePBv",1,0,97,1,298,0,299,0,0,0,0,298,0,1,0,0,0,"True",1504,1
