"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,320,0,321,0,0,0,0,159,0,162,0,0,0,1
"2",1,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
"3",2,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
"4",3,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,320,0,321,0,0,0,0,159,0,162,0,0,0,1
"5",4,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0.666667,100,3,316,2,317,0,0,0,0,157,0,162,2,0,0,1
"6",5,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
"7",6,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
"8",7,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,320,0,321,0,0,0,0,159,0,162,0,0,0,1
"9",8,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
"10",9,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,320,0,321,0,0,0,0,159,0,162,0,0,0,1
"11",10,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,320,0,321,0,0,0,0,159,0,162,0,0,0,1
"12",11,"[100]pxEFHxHgkgFhzidAehzcesmtekxwiiclzHGKvFdzwnicoJKosFHGofzqIhccvIfbIylvGmxeHCgeKebLgBGcoKikrIlrghqDgBhk",1,0,100,1,319,0,320,0,0,0,0,158,0,162,0,0,0,1
