genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[98]tPzgjwHgclRcccKApRfoGNipHaEOxHusyncPAFnfgHncNJkcgOqnHaopOAhILlSrqaHEhjaxtIADbiziuEvkvaAfjnzsLCpQtL",1.18305e+29,1.74406e+11,621,0.762991,789,187,602,187,187,0,187,187,234,234,369,182,186,186, 1
"[94]CIyBiHkvLBFGtNynPQlPFmaMwPOecnPCQtzawiceckHRfKDdQsdPIrmAPLrHdFwoJBbrzcfQbHAwRHuQFicFkcyAsvaoGn",1.18305e+29,5.32245e+11,825,0.759144,1121,270,851,270,270,0,270,270,318,318,534,264,269,269, 10
"[102]pgHRdOzMCDBmJqhbGhERADwufKIQzmnmoxySAjPrALqQLxAABklIhbfknwnBFQGEihPebOGKPDJiaaHHuzOkbNJPKHPIOCwRLRcfNH",7.14367e+10,1.59309e+06,1010,0.849057,159,23,135,24,23,0,23,23,84,84,47,24,28,27, 100
"[96]ntRlElpBagOzDkbRFpvPcJgrHRKFPCzswEawQwRHDtDlBDrkltDPCuBHcesBDNOPKLkpIPtxLnfRyOMgRbrOsADdNPNcHoCs",1.18305e+29,2.6988e+08,763,0.747723,1098,277,821,277,277,0,277,277,317,317,505,228,276,276, 101
"[123]atHNJGSBKCOwxrIkdLSIdhpSwIcabmMjpcnsjfzxPQpKtCSJeDziarpwEnHDPpovuferrEFecMuFrfJFnuelvrBivzGhNreOLbPsIPqaHzCIGvBrhFcoczcjdBh",11.6415,5.76837,2634,1,10,0,10,0,0,0,0,0,20,20,6,4,0,0, 102
"[74]uteJxncpaIoccRHcEcdgcPbuoKOydqrPNENBPGJLqFdvMnFycLABkfjqApBthqFdzFxvNfLMoE",169.407,28.4217,2466,0.677419,62,20,42,20,20,0,20,20,27,27,9,9,26,6, 103
"[87]tPJFAgeFHmePGoSKFEyseQbeqduiHPDzeNJoCLqszffGfSORtxbbyiDpwexFpgEuNbaQEKMQoIPEuuiSMfbsQaM",1.18305e+29,1.89091e+13,1468,0.753666,8387,2066,6321,2066,2066,0,2066,2066,2163,2163,2066,2066,4158,2092, 104
"[101]reHufulGHNJSyBKChHrdQSaFFtsJLwwcKEpOmiGrMmxBzScDcKrCvpfbjBibgzeijOHOPuPPpQHDyxDcAszwkumvpNoOfzPAcJOIr",11.6415,3.44141,2716,1,10,0,10,0,0,0,0,0,15,15,6,5,0,0, 105
"[109]oQccJwboiFmlHgeonSoyGgkzKyfHghGgNFhAdRnAOCjwjjuauiJseHnRLHOCMIHEayOKcyoFnoiHODFvAPGkmDqBfJvzbjiehpyvLQxvqfejN",1.18305e+29,2.72509e+11,1216,0.763383,934,221,713,221,221,0,221,221,259,259,221,221,454,233, 106
"[112]eoyygFzcjcHHMKepfbybxFnexAsyvBElnwxcSEctNJHyPwfnRESLBrqSvKzpIaGwyxEGQcGoCNKsQDdOfoaznAyopramugpsbhgMguIajhOGgkeQ",1.18305e+29,3.96553e+12,2349,0.755069,3058,749,2309,749,749,0,749,749,816,816,748,748,1494,745, 107
"[110]hHAoBbPrGduookaHvozPGixnSrNOewoLdHhBmSmHMuNJPIeNqOEopsSjPlRbMiweNPbjSnewQtKEOxxDvSplahSlLvJcHDoEnwrkGJNSxsBCdD",1.18305e+29,6.65306e+11,1352,0.764808,574,135,439,135,135,0,135,135,178,178,134,134,262,127, 108
"[87]wQenewwxxoRLNJHGSBKjkMSGSyLKICzfNBpedcEbvzNRbBdhgfbabajgmQafADxqcODaLJcHcopClbDcdgDzDAG",2.20131e+14,10.3132,1443,1,147,0,147,0,0,0,0,0,100,100,32,31,26,26, 109
"[104]CwrFxAAqIftPztsSjAlkbdiOEDIIacdmbRNcbGRmnKmMlPgczcOnuxfhhOczBikcbtootOPvHPycMQzycCbbPmcgOQpKcQJqgQyECdIL",1.18305e+29,4.21688e+08,475,0.748251,7575,1907,5668,1907,1907,0,1907,1907,1920,1920,3749,1842,1906,1906, 11
"[99]AHcjFbmHiAelSzkRceJfiEHSiPbgyLfccRmHFRCxxijzcsMRpbIbihEcjuHRccKiOaByomFSQQHBHHyMREuRGkBesPzsinjNgHg",1.18305e+29,1.18305e+29,686,0.748463,6019,1514,4505,1514,1514,0,2025,2025,2055,2055,2024,2024,4033,2008, 110
"[94]xNJbexufxcNjRmHcaBRKiEHOeDxcMMzoJnIbHhoAjpEpjkimuckMgMQpaEOJwaoeQJBkbhHRmSwcCtsKkgzwaILOynzbcH",9.46442e+28,1.10543e+08,547,0.774908,542,122,420,122,122,0,122,122,184,184,237,115,121,121, 111
"[78]EjHOOHSscRqsPbAJdFdScCJBPrcdKhcvfCQtkdelgfhhoikeKtihEcNCfFbILQjAHNCBRLHvflmQaG",1.18305e+29,3.17243e+12,1089,0.758429,2343,566,1777,566,566,0,566,566,650,650,1128,562,565,565, 112
"[84]ynHwivlaaromhRambapobRojkslytrHMQJQGSRKbPcBlbgHgqaQMbIkOGBpzLlmiFwiRktlcbmgnQaAfyFxa",1.18305e+29,3.40637e+11,1102,0.763889,936,221,715,221,221,0,221,221,279,279,437,216,220,220, 113
"[92]HckgedENcieAjHOAJiMaRhoqvwaRssgPdfwooFbwdStwSbIwEKfgQsEdibhztzmFOvvczssmpfARbMQLfHcNwfPMMcCj",1.18305e+29,1.02951e+09,983,0.746333,20523,5206,15317,5206,5206,0,5206,5206,5131,5130,5205,5205,10187,4982, 114
"[104]bjuzRfzgPpzHuODctOoJRKdbczAjHOzrRqNSyhAIozvAfcLfmNLwQvMQkMlrFSHaSepBKDayGFOlytvkzGCIIngjgDIeqlxaEnnfwOsk",1.18305e+29,8.92959e+10,625,0.76,675,162,513,162,162,0,162,162,207,207,307,145,161,161, 115
"[95]uQdakQcNlPcCgayPRNsEDqBFSvbvSjmEmlIBIOLicsrzbhbuHRPEoJPlDBEoQqrrlDetIFzxbyLDLzQCoHwuKjeyeyHcOPG",1.18305e+29,4.90909e+09,861,0.764706,731,172,559,172,172,0,172,172,215,215,345,173,171,171, 116
"[102]fFgPutnPnhqOnfAcmgkkOkBRtOiloGenmwFtasRtHRKNJnqILhObIRGMCOINezHAOLmqElsoFiatFGaveFLtMwLhpFkxbvOdmzmdzr",1.18305e+29,5.32245e+11,1263,0.785203,838,180,658,180,180,0,180,180,248,248,411,231,179,179, 117
"[99]lcAbddlQnkcmClGtcCdnPHpFRimtxwhlRLyhtpdJFhcgSvxSvHlRccKHNJmcRefcCqjfFMurifaRLImnQFARHiyCOpOJQcAoExM",1.18305e+29,1.39525e+11,723,0.779553,626,137,488,138,137,0,137,137,200,200,289,151,137,137, 118
"[112]olNJHGRKqmbLNDFNremjixkGteEfpsiuQgPnRrMfLvjwtwEwlzusNPzCkwzHEMeDChbcpHAdGGesOCKaAGbjaAabBRrNRQLOIQBPiHPhpJatLubs",11.6415,2.44141,2710,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 119
"[92]pCAOcgnPHszHMwEcNnlvnyQecNEfvcaRyuNewRceGwHBcieNJRKBBeccHckrSACcctQKxdIjyLkpSOmsccixEDdBayob",1.42257e+17,1.77821e+17,427,0.77673,318,71,247,71,71,0,71,71,122,122,125,54,71,71, 12
"[113]NJHvckRIOLBqkCwspmNpJwhdiLNnFmBKCutBaozwdwmfqjKciqkxbjFBCuzsejnkuNteDqpCqHvzfneRmQhpPnGukLArvdmkRMxJeIbDrkIQccHRK",6.71788e+14,267276,1177,0.827586,232,40,192,40,40,0,40,40,95,95,98,58,39,39, 120
"[106]EHpBRvevzmnFzfHRKNJeCGRGwiqpOoJDtJQKChavcdPKKmjlnxnqsQutGHCRzsnxBKFPORNasFgqSzcFilNpbHfgtwcytyQrBRQHPNGIjL",1.18305e+29,815663,1845,0.77634,541,121,420,121,121,0,121,121,164,164,257,136,120,120, 121
"[102]DHmAOOMECvQjjMNHDlszoyswqDvGRvfHcltIysCcieFjepaKOyLOyvNRJyHRcKofGBeMBcQzHNOBHjSAQqxcyMlqtklGIFboLmoItS",1.18305e+29,2.77845e+17,1253,0.748288,7008,1764,5244,1764,1764,0,1764,1764,1748,1748,3497,1733,1763,1763, 122
