"","depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"668",500,37,100,0.83941543,0.863388,0.819572,3.4756976574923e+24,2.28836e+26,5.05397e+18,1.55737e+22,335.78,377,296,53.72,59,50,281.96,324,244,53.82,59,50,53.72,59,50,0,0,0,125,"Error correction","Error correction"
"669",500,38,100,0.83480806,0.851117,0.808917,1.25055646247897e+26,3.33e+27,7.89683e+18,3.54106e+23,364.18,403,314,60,60,60,304.18,343,254,60,60,60,60,60,60,0,0,0,103,"Error correction","Error correction"
"670",500,39,100,0.99291674,0.997135,0.991453,2.5986349868753e+28,1.18305e+29,2.4334e+22,1.46455e+26,278.62,349,234,1.03,2,1,276.67,348,232,1.98,3,1,1,1,1,0,0,0,97,"Learning","Learning"
"671",500,40,100,0.99664368,0.997143,0.996109,6.88835822735e+28,1.18305e+29,6.44115e+24,1.18305e+29,299.09,350,257,1,1,1,298.09,349,256,1,1,1,1,1,1,0,0,0,97,"Learning","Learning"
"672",500,41,100,0.93828894,0.955947,0.914826,1.14608194822e+29,1.18305e+29,3.83922e+25,1.18305e+29,415.95,466,317,25.36,27,20,390.49,445,290,25.46,27,20,25.36,27,20,0,0,0,128,"Learning","Learning"
"673",500,42,100,0.83461433,0.849515,0.816024,6.0151183776082e+26,1.01623e+28,5.47952e+20,1.68851e+24,375.85,412,337,62,62,62,313.85,350,275,62,62,62,62,62,62,0,0,0,97,"Error correction","Error correction"
"674",500,43,100,0.84327201,0.868327,0.819231,2.9033714966474e+22,2.63829e+24,1.04967e+15,5.05397e+18,281.49,355,224,44.2,56,34,237.29,303,190,44.2,56,34,44.2,56,34,0,0,0,107,"Error correction","Error correction"
"675",500,44,100,0.82480937,0.841823,0.804665,5.2085668436e+23,6.44115e+24,1.14914e+20,3.04175e+22,356.32,375,336,62.18,66,58,293.96,315,271,62.36,67,58,62.18,66,58,0,0,0,111,"Error correction","Error correction"
"676",500,45,100,0.99607844,0.996689,0.99537,4.3017572705761e+27,1.18305e+29,6.8494e+20,1.51966e+24,256.56,302,216,1,1,1,255.56,301,215,1,1,1,1,1,1,0,0,0,101,"Learning","Learning"
"677",500,46,100,0.83955433,0.864615,0.818471,4.2938312284462e+22,1.35081e+24,9.10442e+16,7.70558e+20,313.86,356,260,50.29,58,43,263.51,302,217,50.35,59,43,50.29,58,43,0,0,0,106,"Error correction","Error correction"
"678",500,47,100,0.83835844,0.865922,0.815182,3.5006594014747e+23,3.07138e+25,2.77845e+17,4.38362e+20,317.02,358,269,51.02,56,45,265.87,310,224,51.15,56,45,51.02,56,45,0,0,0,120,"Error correction","Error correction"
"679",500,48,100,0.98826803,0.99026,0.985577,2.79237874981148e+27,1.18305e+29,4.70687e+19,5.15292e+24,257.63,308,208,3,3,3,254.63,305,205,3,3,3,3,3,3,0,0,0,97,"Learning","Learning"
"680",500,49,100,0.9873646,0.988858,0.982935,1.16492745e+29,1.18305e+29,3.33e+27,1.18305e+29,334.39,359,293,4.21,5,4,330.18,355,288,4.21,5,4,4.21,5,4,0,0,0,120,"Learning","Learning"
"681",500,50,100,0.99666391,0.997085,0.996047,7.65455123903e+28,1.18305e+29,2.63829e+24,1.18305e+29,301.4,343,253,1,1,1,300.4,342,252,1,1,1,1,1,1,0,0,0,124,"Learning","Learning"
"682",501,1,100,0.85293085,0.868502,0.835866,1.81040715635242e+26,8.12987e+27,1.54235e+19,1.0442985e+23,336.94,403,283,49.53,62,43,287.41,345,240,49.53,62,43,49.53,62,43,0,0,0,97,"Error correction","Error correction"
"683",501,2,100,0.99628259,0.996774,0.995763,7.591173225888e+27,1.18305e+29,5.94091e+22,2.28836e+26,270.09,310,236,1,1,1,269.09,309,235,1,1,1,1,1,1,0,0,0,107,"Learning","Learning"
"684",501,3,100,0.87956133,0.893048,0.864407,3.366133131663e+28,1.18305e+29,6.91613e+23,5.20312e+27,373.8,416,335,45.01,54,37,328.79,369,290,45.01,54,37,45.01,54,37,0,0,0,97,"Error correction","Error correction"
"685",501,4,100,0.84172713,0.864078,0.819788,4.8832065393083e+23,4.79903e+25,2.22276e+17,2.01997e+20,305.94,364,263,48.34,56,42,257.57,314,221,48.37,56,42,48.34,56,42,0,0,0,102,"Error correction","Error correction"
"686",501,5,100,0.99675697,0.997238,0.996283,8.1777174021e+28,1.18305e+29,9.37311e+25,1.18305e+29,309.72,362,269,1,1,1,308.72,361,268,1,1,1,1,1,1,0,0,0,100,"Learning","Learning"
"687",501,7,100,0.84039696,0.858757,0.823129,2.8931364165728e+23,1.25804e+25,3.47306e+17,6.8494e+20,315.78,366,278,50.28,57,49,265.5,310,229,50.28,57,49,50.28,57,49,0,0,0,94,"Error correction","Error correction"
"688",501,8,100,0.83662855,0.858726,0.814935,6.179497266253e+23,1.57255e+25,7.89683e+18,2.19006e+22,341.53,361,308,55.63,57,51,285.83,310,251,55.7,57,51,55.63,57,51,0,0,0,111,"Error correction","Error correction"
"689",501,9,100,0.83855748,0.857143,0.818182,7.987235429316e+24,1.83068e+26,1.23388e+19,1.0442985e+23,347.08,378,308,55.85,56,54,291.2,324,252,55.88,56,54,55.85,56,54,0,0,0,103,"Error correction","Error correction"
"690",501,10,100,0.99637873,0.996721,0.996094,3.9939674397e+27,1.18305e+29,5.15292e+24,4.46944e+26,276.49,305,256,1,1,1,275.49,304,255,1,1,1,1,1,1,0,0,0,116,"Learning","Learning"
"691",501,11,100,0.84068292,0.861953,0.822695,7.89943623796312e+23,7.49848e+25,9.10442e+16,1.54235e+19,294.15,378,254,46.89,59,40,247.26,322,214,46.89,59,40,46.89,59,40,0,0,0,94,"Error correction","Error correction"
"692",501,12,100,0.98741488,0.988338,0.986159,1.095776351e+29,1.18305e+29,2.1312e+27,1.18305e+29,318.16,343,289,4,4,4,314.16,339,285,4,4,4,4,4,4,0,0,0,115,"Learning","Learning"
"693",501,13,100,0.8377085,0.856742,0.816054,2.054152195899e+23,5.15292e+24,2.58763e+18,6.379e+21,331.36,356,299,53.54,55,51,277.68,305,244,53.68,55,51,53.54,55,51,0,0,0,110,"Error correction","Error correction"
"694",501,14,100,0.83911632,0.862903,0.818462,2.25895064562e+24,1.83068e+26,1.43642e+20,4.75273e+22,344.57,372,325,55.2,59,51,289.2,321,266,55.37,59,51,55.2,59,51,0,0,0,123,"Error correction","Error correction"
"695",501,15,100,0.83919662,0.857143,0.816393,1.886584322296e+23,4.12234e+24,6.31746e+18,6.379e+21,329.94,355,305,52.89,56,50,276.98,304,249,52.96,56,50,52.89,56,50,0,0,0,124,"Error correction","Error correction"
"696",501,16,100,0.99684241,0.997118,0.996466,1.060279832e+29,1.18305e+29,2.1312e+27,1.18305e+29,317.35,347,283,1,1,1,316.35,346,282,1,1,1,1,1,1,0,0,0,107,"Learning","Learning"
"697",501,17,100,0.8372696,0.855362,0.816456,7.7413611257619e+25,5.20312e+27,3.0124e+19,5.5329e+23,357.35,401,316,58,58,58,299.35,343,258,58,58,58,58,58,58,0,0,0,92,"Error correction","Error correction"
"698",501,18,100,0.99389413,0.994778,0.992908,1.108787437e+29,1.18305e+29,1.09117e+27,1.18305e+29,328.85,383,282,2,2,2,326.85,381,280,2,2,2,2,2,2,0,0,0,99,"Learning","Learning"
"699",501,19,100,0.99167334,0.992754,0.99,5.455008367555e+24,2.86044e+26,1.23388e+19,2.549565e+23,241.34,276,200,2,2,2,239.34,274,198,2,2,2,2,2,2,0,0,0,117,"Learning","Learning"
"700",501,20,100,0.843109,0.861953,0.822951,2.8793102606427e+21,1.45042e+23,1.04967e+15,7.35449e+19,296.4,336,236,46.51,54,41,249.89,287,195,46.51,54,41,46.51,54,41,0,0,0,111,"Error correction","Error correction"
"701",501,21,100,0.84088323,0.861486,0.820988,1.6719007615487e+22,4.42632e+23,6.71788e+14,1.14914e+20,301.92,355,234,47.11,57,39,253.9,298,193,48.11,58,40,47.02,57,39,0,0,0,97,"Error correction","Error correction"
"702",501,23,100,0.9024355,0.928571,0.865103,8.60121825709163e+28,1.18305e+29,2.40992e+19,1.18305e+29,380.98,424,242,36.68,48,20,343.86,389,221,37.12,48,21,36.68,48,20,0,0,0,167,"Mixed bet hedging","Mixed bet hedging"
"703",501,24,100,0.83937382,0.865672,0.812274,1.0567012509544e+22,6.91613e+23,7.28354e+16,1.43642e+20,304.04,335,277,48.55,52,45,255.31,290,225,48.73,52,45,48.55,52,45,0,0,0,116,"Error correction","Error correction"
"704",501,25,100,0.8510721,0.874419,0.835322,1.9798917787381e+28,1.18305e+29,3.50689e+20,4.319125e+25,379.29,452,301,56.49,69,45,322.79,391,256,56.5,69,45,56.49,69,45,0,0,0,97,"Error correction","Error correction"
"705",501,26,100,0.83544565,0.860577,0.816156,2.069165196286e+27,1.18305e+29,1.2459e+22,9.05787e+24,383.87,416,358,62.91,66,57,320.81,358,293,63.06,66,58,62.91,66,57,0,0,0,109,"Error correction","Error correction"
"706",501,27,100,0.99676561,0.997006,0.996226,9.5367764362e+28,1.18305e+29,3.83922e+25,1.18305e+29,310.01,334,265,1,1,1,309.01,333,264,1,1,1,1,1,1,0,0,0,106,"Learning","Learning"
"707",501,28,100,0.99700914,0.997375,0.99661,1.1743208e+29,1.18305e+29,3.1013e+28,1.18305e+29,335.33,381,295,1,1,1,334.33,380,294,1,1,1,1,1,1,0,0,0,99,"Learning","Learning"
"708",501,29,100,0.84130901,0.869128,0.820598,1.9734726926242e+22,1.08065e+24,1.22197e+16,1.92794e+19,292.44,351,245,46.41,56,39,246.02,299,205,46.42,56,39,46.41,56,39,0,0,0,103,"Error correction","Error correction"
"709",501,30,100,0.83954603,0.857576,0.821622,6.25232030268442e+25,3.33e+27,2.07011e+18,9.28267e+22,346.26,401,280,55.55,66,45,290.68,341,234,55.58,66,45,55.55,66,45,0,0,0,103,"Error correction","Error correction"
"710",501,31,100,0.99591942,0.996785,0.995192,3.5737980790056e+27,1.18305e+29,1.14914e+20,3.186955e+23,246.81,311,208,1,1,1,245.81,310,207,1,1,1,1,1,1,0,0,0,99,"Learning","Learning"
"711",501,32,100,0.84593616,0.87251,0.822581,4.270107706049e+19,2.09027e+21,1.40884e+14,3.47306e+17,261.7,304,209,40.29,47,32,221.34,260,177,40.36,47,32,40.29,47,32,0,0,0,121,"Error correction","Error correction"
"712",501,33,100,0.82635161,0.848571,0.796721,1.498210441768e+22,5.5329e+23,4.34133e+17,1.33777e+21,329.88,350,305,57,62,53,272.67,297,243,57.21,62,53,57,62,53,0,0,0,180,"Error correction","Error correction"
"713",501,34,100,0.83643187,0.854167,0.813253,1.31537377138983e+25,2.86044e+26,7.89683e+18,6.91613e+23,364.82,388,294,59.46,64,50,305.21,330,244,59.61,64,50,59.46,64,50,0,0,0,121,"Error correction","Error correction"
"714",501,35,100,0.83932863,0.860947,0.81962,1.22126001146299e+25,8.72938e+26,4.00417e+15,6.61904e+19,306.84,393,233,49.3,64,36,257.51,335,197,49.33,65,36,49.3,64,36,0,0,0,96,"Error correction","Error correction"
"715",501,36,100,0.9911547,0.996667,0.979079,1.58830292582924e+28,1.18305e+29,2.80552e+20,2.21139e+25,267.62,329,214,2.35,5,1,265.27,327,212,2.35,5,1,2.35,5,1,0,0,0,97,"Learning","Learning"
"716",501,38,100,0.83653588,0.857143,0.821023,5.54754804824e+25,1.70496e+27,7.97376e+21,1.35081e+24,368.25,392,349,59.92,63,56,308.13,336,287,60.12,63,56,59.92,63,56,0,0,0,153,"Error correction","Error correction"
"717",501,39,100,0.97718947,0.978979,0.974265,5.5013715442e+28,1.18305e+29,1.25804e+25,3.1013e+28,307.26,333,272,7,7,7,300.26,326,265,7,7,7,7,7,7,0,0,0,111,"Learning","Learning"
"718",501,40,100,0.99381388,0.99458,0.993056,1.067161425e+29,1.18305e+29,4.16249e+27,1.18305e+29,324.42,369,288,2,2,2,322.42,367,286,2,2,2,2,2,2,0,0,0,100,"Learning","Learning"
"719",501,42,100,0.99691144,0.997268,0.99639,1.0990977981e+29,1.18305e+29,5.58681e+26,1.18305e+29,324.72,366,277,1,1,1,323.72,365,276,1,1,1,1,1,1,0,0,0,106,"Learning","Learning"
"720",501,43,100,0.96180339,0.982456,0.935943,3.57960796493162e+25,8.72938e+26,2.22276e+17,1.16033e+23,254.36,300,196,9.81,18,5,244.54,287,187,9.82,18,5,9.81,18,5,0,0,0,115,"Learning","Learning"
"721",501,44,100,0.99692798,0.997416,0.996479,1.107026082e+29,1.18305e+29,2.664e+27,1.18305e+29,326.85,387,284,1,1,1,325.85,386,283,1,1,1,1,1,1,0,0,0,92,"Learning","Learning"
"722",501,45,100,0.84030008,0.858934,0.81759,5.5559747758539e+22,2.63829e+24,5.82683e+16,5.47952e+20,310.01,351,260,49.42,57,43,260.55,301,217,49.46,57,43,49.42,57,43,0,0,0,117,"Error correction","Error correction"
"723",501,46,100,0.8377551,0.859903,0.818991,1.71835355262856e+27,9.46442e+28,8.56176e+20,2.96808e+24,376.04,414,337,60.85,61,58,315.17,356,276,60.87,61,58,60.85,61,58,0,0,0,103,"Error correction","Error correction"
"724",501,47,100,0.84193089,0.863777,0.819728,1.2923940794304e+21,7.42614e+22,7.82064e+15,3.0124e+19,290.79,324,245,45.89,52,40,244.83,279,204,45.96,53,40,45.89,52,40,0,0,0,109,"Error correction","Error correction"
"725",501,48,100,0.84114405,0.861862,0.812721,1.323216092321e+22,2.83285e+23,1.77821e+17,4.38362e+20,311.51,334,283,49.1,53,46,262.12,287,230,49.39,53,46,49.1,53,46,0,0,0,127,"Error correction","Error correction"
"726",501,49,100,0.83751891,0.857923,0.817869,2.0641138195339e+24,9.37311e+25,1.05989e+18,8.970475e+21,335,373,291,54.27,59,52,280.69,320,238,54.31,59,52,54.27,59,52,0,0,0,109,"Error correction","Error correction"
"727",501,50,100,0.99699332,0.997375,0.996552,1.16220349e+29,1.18305e+29,1.01623e+28,1.18305e+29,333.61,381,290,1,1,1,332.61,380,289,1,1,1,1,1,1,0,0,0,95,"Learning","Learning"
"728",502,1,100,0.99714537,0.997653,0.99639,1.1068705102e+29,1.18305e+29,5.58681e+26,1.18305e+29,354.49,426,277,1,1,1,353.49,425,276,1,1,1,1,1,1,0,0,0,103,"Learning","Learning"
"729",502,3,100,0.83722231,0.859079,0.816265,1.3702286539065e+24,5.99879e+25,1.32487e+18,4.59288e+21,331.42,371,276,53.89,60,45,277.47,318,231,53.95,61,45,53.89,60,45,0,0,0,115,"Error correction","Error correction"
"730",502,4,100,0.99659238,0.996835,0.996269,4.7756059638e+28,1.18305e+29,7.49848e+25,2.232935e+28,293.8,316,268,1,1,1,292.8,315,267,1,1,1,1,1,1,0,0,0,114,"Learning","Learning"
"731",502,5,100,0.99118832,0.994118,0.986348,1.010179449e+29,1.18305e+29,5.20312e+27,1.18305e+29,314.52,340,292,2.68,4,2,311.77,338,289,2.75,4,2,2.68,4,2,0,0,0,111,"Learning","Learning"
"732",502,6,100,0.99438191,0.997199,0.992806,1.033228449e+29,1.18305e+29,4.46944e+26,1.18305e+29,320.03,357,278,1.77,2,1,318.25,356,276,1.78,2,1,1.77,2,1,0,0,0,104,"Learning","Learning"
"733",502,7,100,0.90234823,0.926014,0.880814,5.803819730264e+28,1.18305e+29,2.4334e+22,3.488965e+28,364.28,419,296,34.82,40,31,328.87,388,263,35.41,41,31,34.82,40,31,0,0,0,117,"Mixed bet hedging","Mixed bet hedging"
"734",502,8,100,0.83923294,0.862857,0.8157,1.88649452562232e+25,8.72938e+26,1.05989e+18,1.55737e+22,335.46,385,292,53.81,62,46,281.62,331,239,53.84,62,46,53.81,62,46,0,0,0,103,"Error correction","Error correction"
"735",502,9,100,0.97868178,0.983607,0.973585,8.03883497856e+28,1.18305e+29,2.63829e+24,1.18305e+29,319.4,366,265,6.73,7,6,312.65,360,258,6.75,7,6,6.73,7,6,0,0,0,111,"Learning","Learning"
"736",502,10,100,0.79333285,0.818713,0.766026,4.64260539144e+19,1.67222e+21,7.82064e+15,2.58763e+18,321.67,346,303,66.09,73,61,255.27,281,233,66.4,73,62,66.09,73,61,0,0,0,148,"Error correction","Error correction"
"737",502,11,100,0.99687694,0.997207,0.99635,1.0724600249e+29,1.18305e+29,2.86044e+26,1.18305e+29,321.41,358,274,1,1,1,320.41,357,273,1,1,1,1,1,1,0,0,0,107,"Learning","Learning"
"738",502,12,100,0.84048478,0.864706,0.820598,2.95634778823e+22,1.35081e+24,6.31746e+18,5.47952e+20,313.73,340,297,49.77,54,46,263.78,294,245,49.95,54,46,49.77,54,46,0,0,0,113,"Error correction","Error correction"
"739",502,13,100,0.83514706,0.853659,0.814815,2.5328142361753e+26,6.5039e+27,1.79553e+20,6.44115e+24,378.08,410,304,62.27,70,48,315.7,348,256,62.38,70,48,62.27,70,48,0,0,0,120,"Error correction","Error correction"
"740",502,14,100,0.83780175,0.86119,0.816993,2.184497521933e+23,1.00643e+25,7.89683e+18,5.7411e+21,331.18,357,306,53.55,56,48,277.53,307,250,53.65,56,49,53.55,56,48,0,0,0,112,"Error correction","Error correction"
"741",502,15,100,0.8385785,0.864641,0.821317,6.209394179e+23,4.79903e+25,4.70687e+19,7.97376e+21,332.78,362,313,53.52,57,49,279.13,313,258,53.65,57,49,53.52,57,49,0,0,0,117,"Error correction","Error correction"
"742",502,16,100,0.9896711,0.991228,0.987654,3.459157418733e+28,1.18305e+29,1.16033e+23,3.33e+27,291.53,342,243,3,3,3,288.53,339,240,3,3,3,3,3,3,0,0,0,87,"Learning","Learning"
"743",502,17,100,0.93741822,0.954248,0.914286,1.53191522443062e+27,7.57153e+28,4.38362e+20,1.96568e+25,292.45,328,243,18.27,27,12,274.16,312,228,18.29,27,12,18.27,27,12,0,0,0,111,"Learning","Learning"
"744",502,18,100,0.84030431,0.862687,0.823333,1.08265483261e+22,4.42632e+23,6.31746e+18,6.16446e+20,311.75,335,297,49.53,53,45,262.03,289,245,49.72,53,46,49.53,53,45,0,0,0,140,"Error correction","Error correction"
"745",502,19,100,0.99374396,0.994709,0.992883,1.0539866228e+29,1.18305e+29,8.72938e+26,1.18305e+29,320.83,378,281,1,1,1,318.83,376,279,2,2,2,1,1,1,0,0,0,95,"Learning","Learning"
"746",502,20,100,0.83771016,0.863222,0.81295,1.95040654874084e+22,4.42632e+23,3.20333e+15,4.70687e+19,297.51,359,241,48.27,60,40,249.24,301,200,48.27,60,40,48.27,60,40,0,0,0,97,"Error correction","Error correction"
"747",502,21,100,0.84371457,0.869403,0.825095,1.72915350539258e+22,1.08065e+24,2.75164e+14,1.1104915e+19,286.62,361,218,44.89,59,35,241.73,304,183,44.89,59,35,44.89,59,35,0,0,0,92,"Error correction","Error correction"
"748",502,22,100,0.99615958,0.996587,0.995413,1.0307488742209e+27,1.98483e+28,1.07022e+21,1.769115e+25,261.55,293,218,1,1,1,260.55,292,217,1,1,1,1,1,1,0,0,0,111,"Learning","Learning"
"749",502,24,100,0.99675783,0.997126,0.996324,8.949037366e+28,1.18305e+29,1.83068e+26,1.18305e+29,309.27,348,272,1,1,1,308.27,347,271,1,1,1,1,1,1,0,0,0,102,"Learning","Learning"
"750",502,25,100,0.99694206,0.997436,0.996403,1.1360750051e+29,1.18305e+29,6.98351e+26,1.18305e+29,328.32,390,278,1,1,1,327.32,389,277,1,1,1,1,1,1,0,0,0,95,"Learning","Learning"
"751",502,26,100,0.84323999,0.862595,0.813688,1.847082553374e+20,7.97376e+21,8.39735e+14,1.19238e+18,269.18,323,221,41.3,55,33,226.9,274,187,42.28,55,34,41.3,55,33,0,0,0,99,"Error correction","Error correction"
"752",502,27,100,0.97801611,0.980926,0.972028,1.1124355068e+29,1.18305e+29,1.83068e+26,1.18305e+29,332.71,367,286,7,7,7,325.42,360,278,7.29,8,7,7,7,7,0,0,0,120,"Learning","Learning"
"753",502,28,100,0.83495082,0.854962,0.814286,6.90319841313e+25,1.36397e+27,2.61284e+21,1.51966e+24,374.09,397,350,61.55,65,57,312.42,338,285,61.67,66,57,61.55,65,57,0,0,0,135,"Error correction","Error correction"
"754",502,29,100,0.83697303,0.852868,0.819018,7.405060201761e+25,3.33e+27,1.79553e+20,6.91613e+23,362.69,401,326,58.98,59,58,303.69,342,267,59,59,59,58.98,59,58,0,0,0,103,"Error correction","Error correction"
"755",502,30,100,0.8354267,0.850129,0.811634,2.71006857346e+25,2.28836e+26,7.97376e+21,4.12234e+24,376.33,390,361,61.74,67,57,314.45,330,293,61.88,68,58,61.74,67,57,0,0,0,137,"Error correction","Error correction"
"756",502,31,100,0.83484572,0.854586,0.818653,2.556567594776e+28,1.18305e+29,8.64516e+23,2.664e+27,420.46,450,386,69.25,70,65,351.13,384,316,69.33,70,65,69.25,70,65,0,0,0,104,"Error correction","Error correction"
"757",502,32,100,0.83883623,0.859238,0.819398,2.43438990699e+22,6.91613e+23,4.04317e+18,7.70558e+20,317.57,341,295,50.99,54,48,266.48,293,243,51.09,54,48,50.99,54,48,0,0,0,128,"Error correction","Error correction"
"758",502,33,100,0.84161407,0.869565,0.82,6.945529417671e+21,3.54106e+23,2.38667e+16,2.40992e+19,292.89,336,250,46.3,54,39,246.56,289,211,46.33,54,39,46.3,54,39,0,0,0,106,"Error correction","Error correction"
"759",502,34,100,0.83683323,0.860526,0.814371,7.85589433878e+24,4.46944e+26,1.79553e+20,1.45042e+23,353.26,380,330,57.38,61,53,295.72,327,269,57.54,62,53,57.38,61,53,0,0,0,118,"Error correction","Error correction"
"760",502,35,100,0.84155197,0.863971,0.815884,2.94137974577158e+22,2.11064e+24,4.29944e+14,3.638855e+18,280.81,361,220,44.53,59,35,236.28,302,185,44.53,59,35,44.53,59,35,0,0,0,96,"Error correction","Error correction"
"761",502,36,100,0.8331186,0.862981,0.666667,1.27279855814711e+27,1.18305e+29,1,6.44115e+24,375.01,416,9,69.91,811,57,313.15,359,6,69.95,812,57,61.82,63,2,0,0,0,109,"Bet-hedged error correction","Bet-hedged error correction"
"762",502,37,100,0.91377098,0.933902,0.8,9.3933435070927e+28,1.18305e+29,2.44141,1.18305e+29,386.9,469,5,31.73,33,1,354.29,438,4,32.61,34,1,31.73,33,1,0,0,0,101,"Mixed bet hedging","Mixed bet hedging"
"763",502,38,100,0.85737936,0.876712,0.84264,6.253429396e+28,1.18305e+29,1.83068e+26,6.05723e+28,413.92,438,393,58.82,62,54,354.94,384,332,58.98,62,54,58.82,62,54,0,0,0,147,"Error correction","Error correction"
"764",502,39,100,0.99559797,0.996656,0.994536,7.64528908563574e+26,7.57153e+28,4.34133e+17,1.752045e+22,229.57,299,183,1,1,1,228.57,298,182,1,1,1,1,1,1,0,0,0,97,"Learning","Learning"
"765",502,40,100,0.99289346,0.993671,0.992126,1.74959904567e+28,1.18305e+29,2.11064e+24,8.72938e+26,282.11,316,254,2,2,2,280.11,314,252,2,2,2,2,2,2,0,0,0,105,"Learning","Learning"
"766",502,41,100,0.8373221,0.866667,0.81677,7.498829430807e+24,5.58681e+26,5.88359e+19,2.19006e+22,340.37,375,309,55.11,60,48,285.09,325,256,55.28,60,49,55.11,60,48,0,0,0,133,"Error correction","Error correction"
"767",502,42,100,0.99417478,0.995349,0.992278,1.072762979825e+29,1.18305e+29,6.44115e+24,1.18305e+29,347.3,430,259,2,2,2,345.3,428,257,2,2,2,2,2,2,0,0,0,92,"Learning","Learning"
"768",502,43,100,0.83758725,0.858696,0.810127,1.49372596756e+24,4.79903e+25,1.23388e+19,3.421965e+22,342.96,368,311,55.48,60,52,287.35,316,255,55.61,60,52,55.48,60,52,0,0,0,132,"Error correction","Error correction"
"769",502,44,100,0.84065635,0.865103,0.817568,4.02553031175e+22,1.68851e+24,2.07011e+18,6.16446e+20,315.53,341,290,50.05,54,46,265.35,295,240,50.18,54,46,50.05,54,46,0,0,0,131,"Error correction","Error correction"
"770",502,45,100,0.99085012,0.991826,0.989399,1.1173573658e+29,1.18305e+29,8.72938e+26,1.18305e+29,328.96,367,283,3,3,3,325.96,364,280,3,3,3,3,3,3,0,0,0,103,"Learning","Learning"
"771",502,46,100,0.85514044,1,0.836177,5.694275140867e+24,2.86044e+26,1.5625,3.04175e+22,324.39,370,1,47.41,53,0,276.95,321,1,47.44,53,0,47.41,53,0,0,0,0,106,"Bet-hedged error correction","Bet-hedged error correction"
"772",502,47,100,0.98917743,0.990596,0.986842,2.10916480569886e+28,1.18305e+29,4.08256e+21,1.534465e+27,279.05,319,228,3,3,3,276.05,316,225,3,3,3,3,3,3,0,0,0,111,"Learning","Learning"
"773",502,48,100,0.84033876,0.861582,0.822368,1.939625355214e+23,8.05144e+24,1.32487e+18,3.674305e+21,325.35,354,288,51.77,56,45,273.46,305,237,51.89,56,45,51.77,56,45,0,0,0,112,"Error correction","Error correction"
"774",502,49,100,0.9945803,0.99705,0.991667,6.7727842180787e+28,1.18305e+29,9.28267e+22,1.18305e+29,299.53,339,240,1,1,1,297.94,338,238,1.59,2,1,1,1,1,0,0,0,120,"Learning","Learning"
"775",502,50,100,0.83590925,0.856784,0.816901,8.39782053806e+25,4.16249e+27,7.97376e+21,2.63829e+24,373.34,398,355,60.97,65,57,312.14,341,290,61.2,65,57,60.97,65,57,0,0,0,143,"Error correction","Error correction"
"776",503,1,100,0.8397486,0.858934,0.819495,7.4152319834e+20,1.94672e+22,1.77821e+17,7.35449e+19,298.62,319,277,47.66,50,45,250.84,274,227,47.78,50,45,47.66,50,45,0,0,0,118,"Error correction","Error correction"
"777",503,2,100,0.83703964,0.859079,0.809231,1.3802951088e+24,5.99879e+25,3.7655e+19,4.75273e+22,347.83,369,325,56.47,62,52,291.22,317,263,56.61,62,52,56.47,62,52,0,0,0,141,"Error correction","Error correction"
"778",503,3,100,0.83694935,0.859459,0.817891,1.153973141401e+24,7.49848e+25,2.40992e+19,9.96719e+21,336.82,370,313,54.67,57,52,282.01,318,256,54.81,57,52,54.67,57,52,0,0,0,127,"Error correction","Error correction"
"779",503,4,100,0.98547285,0.987692,0.982684,1.7530454831786e+28,1.18305e+29,5.1032e+21,1.318095e+26,277.27,325,231,4,4,4,273.27,321,227,4,4,4,4,4,4,0,0,0,106,"Learning","Learning"
"780",503,5,100,0.83747902,0.85567,0.813218,2.22330437483e+25,6.98351e+26,1.67222e+21,2.374465e+24,368.88,388,347,59.77,65,55,309,332,283,59.88,65,56,59.77,65,55,0,0,0,128,"Error correction","Error correction"
"781",503,6,100,0.83932817,0.864078,0.816993,5.5353752506445e+22,1.35081e+24,9.7758e+15,6.8494e+20,315.19,356,250,50.6,58,42,264.58,302,207,50.61,58,42,50.6,58,42,0,0,0,111,"Error correction","Error correction"
"782",503,7,100,0.9903178,0.9967,0.988095,1.675916501566e+28,1.18305e+29,8.64516e+23,1.36397e+27,283.24,311,252,2.73,3,1,280.51,309,249,2.73,3,1,2.73,3,1,0,0,0,116,"Learning","Learning"
"783",503,8,100,0.83913555,0.858311,0.815972,8.5154520144966e+23,3.83922e+25,5.42666e+17,7.97376e+21,330.52,367,288,53.02,57,51,277.48,315,235,53.04,57,51,53.02,57,51,0,0,0,101,"Error correction","Error correction"
"784",503,9,100,0.99406771,0.996403,0.990338,3.964725592555e+25,6.98351e+26,5.88359e+19,2.11064e+24,248.83,279,207,1,1,1,247.38,277,205,1.45,2,1,1,1,1,0,0,0,125,"Learning","Learning"
