"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,69,69,62,62,1
"2",1,"[21]EHuocpJocKBjHciGBqaIJ",128,0.984733,21,131,2,129,2,2,0,2,2,57,57,74,72,1
"3",2,"[21]EHuocpJocKBjHciGBqaIJ",131,1,21,130,0,130,0,0,0,0,0,56,56,74,74,1
"4",3,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,68,68,63,63,1
"5",4,"[21]EHuocpJocKBjHciGBqaIJ",133,1,21,132,0,132,0,0,0,0,0,74,74,58,58,1
"6",5,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,62,62,69,68,1
"7",6,"[21]EHuocpJocKBjHciGBqaIJ",126,0.969925,21,133,4,129,4,4,0,4,4,69,69,64,60,1
"8",7,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,64,64,67,66,1
"9",8,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,70,70,61,61,1
"10",9,"[21]EHuocpJocKBjHciGBqaIJ",129,0.984848,21,132,2,130,2,2,0,2,2,72,72,60,58,1
"11",10,"[21]EHuocpJocKBjHciGBqaIJ",131,0.992424,21,132,1,131,1,1,0,1,1,76,76,56,55,1
"12",11,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,61,61,70,69,1
"13",12,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,65,65,66,65,1
"14",13,"[21]EHuocpJocKBjHciGBqaIJ",131,0.992424,21,132,1,131,1,1,0,1,1,68,68,64,63,1
"15",14,"[21]EHuocpJocKBjHciGBqaIJ",127,0.977273,21,132,3,129,3,3,0,3,3,68,68,64,61,1
"16",15,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,60,60,71,70,1
"17",16,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,66,66,65,65,1
"18",17,"[21]EHuocpJocKBjHciGBqaIJ",125,0.962687,21,134,5,129,5,5,0,5,5,73,73,61,56,1
"19",18,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,66,66,65,65,1
"20",19,"[21]EHuocpJocKBjHciGBqaIJ",130,0.992366,21,131,1,130,1,1,0,1,1,65,65,66,65,1
"21",20,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,66,66,65,65,1
"22",21,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,64,64,67,67,1
"23",22,"[21]EHuocpJocKBjHciGBqaIJ",129,0.984848,21,132,2,130,2,2,0,2,2,64,64,68,66,1
"24",23,"[21]EHuocpJocKBjHciGBqaIJ",131,0.992424,21,132,1,131,1,1,0,1,1,73,73,59,58,1
"25",24,"[21]EHuocpJocKBjHciGBqaIJ",131,1,21,130,0,130,0,0,0,0,0,58,58,72,72,1
"26",25,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,68,68,63,63,1
"27",26,"[21]EHuocpJocKBjHciGBqaIJ",131,1,21,130,0,130,0,0,0,0,0,56,56,74,74,1
"28",27,"[21]EHuocpJocKBjHciGBqaIJ",117,0.932836,21,134,9,125,9,9,0,9,9,61,61,73,64,1
"29",28,"[21]EHuocpJocKBjHciGBqaIJ",133,1,21,132,0,132,0,0,0,0,0,78,78,54,54,1
"30",29,"[21]EHuocpJocKBjHciGBqaIJ",126,0.977099,21,131,3,128,3,3,0,3,3,57,57,74,71,1
"31",30,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,66,66,65,65,1
"32",31,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,71,71,60,60,1
"33",32,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,69,69,62,62,1
"34",33,"[21]EHuocpJocKBjHciGBqaIJ",129,0.984848,21,132,2,130,2,2,0,2,2,64,64,68,66,1
"35",34,"[21]EHuocpJocKBjHciGBqaIJ",133,1,21,132,0,132,0,0,0,0,0,75,75,57,57,1
"36",35,"[21]EHuocpJocKBjHciGBqaIJ",131,1,21,130,0,130,0,0,0,0,0,54,54,76,76,1
"37",36,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,68,68,63,63,1
"38",37,"[21]EHuocpJocKBjHciGBqaIJ",132,1,21,131,0,131,0,0,0,0,0,62,62,69,69,1
