"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"2",1,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.666667,48,3,185,2,186,0,0,0,0,185,0,3,2,1
"3",2,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"4",3,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",202,1,48,201,0,201,0,0,0,0,0,99,99,102,102,1
"5",4,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"6",5,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"7",6,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"8",7,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.5,48,2,186,1,187,0,0,0,0,188,1,0,0,1
"9",8,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"10",9,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",200,1,48,199,0,199,0,0,0,0,0,110,110,89,89,1
"11",10,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.666667,48,3,185,2,186,0,0,0,0,185,0,3,2,1
"12",11,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.5,48,2,186,1,187,0,0,0,0,188,1,0,0,1
"13",12,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",202,1,48,201,0,201,0,0,0,0,0,101,101,100,100,1
"14",13,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.5,48,2,186,1,187,0,0,0,0,186,0,2,1,1
"15",14,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"16",15,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",203,1,48,202,0,202,0,0,0,0,0,112,112,90,90,1
"17",16,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"18",17,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",201,1,48,200,0,200,0,0,0,0,0,99,99,101,101,1
"19",18,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"20",19,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"21",20,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"22",21,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0.5,48,2,186,1,187,0,0,0,0,186,0,2,1,1
"23",22,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"24",23,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,187,0,1,0,1
"25",24,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",0,0,48,1,187,0,188,0,0,0,0,188,0,0,0,1
"26",25,"[48]CJDvkpFfinEEpaafGHkbjDiKiungBaAvoKmDmDemgHAlGtgE",202,1,48,201,0,201,0,0,0,0,0,94,94,107,107,1
