"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","seed"
"11",10,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.8147,0.857143,93,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"12",11,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"13",12,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"14",13,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"15",14,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,2,2,2,1,0,0,"True",1
"16",15,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"17",16,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"18",17,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",2.44141,0.8,93,5,0,4,1,0,0,0,0,2,2,3,2,0,0,"True",1
"19",18,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"20",19,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"21",20,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,2,2,4,3,0,0,"True",1
"22",21,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,2,2,2,1,0,0,"True",1
"23",22,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"24",23,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"25",24,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"26",25,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"27",26,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"28",27,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"29",28,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"30",29,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,1,1,2,1,0,0,"True",1
"31",30,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"32",31,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,3,3,1,0,0,0,"True",1
"33",32,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",2.44141,0.8,93,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"34",33,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"35",34,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,1,1,5,4,0,0,"True",1
"36",35,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"37",36,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,2,2,4,3,0,0,"True",1
"38",37,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"39",38,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"40",39,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"41",40,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"42",41,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"43",42,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"44",43,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",9.31323,0.909091,93,11,0,10,1,0,0,0,0,5,5,6,5,0,0,"True",1
"45",44,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"46",45,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,1,1,3,2,0,0,"True",1
"47",46,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,3,3,3,2,0,0,"True",1
"48",47,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,3,3,1,0,0,0,"True",1
"49",48,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"50",49,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"51",50,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"52",51,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"53",52,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"54",53,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.8147,0.857143,93,7,0,6,1,0,0,0,0,3,3,4,3,0,0,"True",1
"55",54,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",2.44141,0.8,93,5,0,4,1,0,0,0,0,2,2,3,2,0,0,"True",1
"56",55,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"57",56,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,0,0,3,2,0,0,"True",1
"58",57,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"59",58,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"60",59,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"61",60,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"62",61,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"63",62,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"64",63,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"65",64,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"66",65,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,0,0,6,5,0,0,"True",1
"67",66,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"68",67,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"69",68,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,2,2,1,0,0,0,"True",1
"70",69,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"71",70,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,2,2,2,1,0,0,"True",1
"72",71,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,1,1,2,1,0,0,"True",1
"73",72,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"74",73,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,2,2,4,3,0,0,"True",1
"75",74,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"76",75,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.8147,0.857143,93,7,0,6,1,0,0,0,0,3,3,4,3,0,0,"True",1
"77",76,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.05176,0.833333,93,6,0,5,1,0,0,0,0,2,2,4,3,0,0,"True",1
"78",77,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"79",78,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,1,1,3,2,0,0,"True",1
"80",79,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",7.45058,0.9,93,10,0,9,1,0,0,0,0,5,5,5,4,0,0,"True",1
"81",80,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,0,0,3,2,0,0,"True",1
"82",81,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",11.6415,0.916667,93,12,0,11,1,0,0,0,0,4,4,8,7,0,0,"True",1
"83",82,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,3,3,1,0,0,0,"True",1
"84",83,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",3.8147,0.857143,93,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"85",84,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"86",85,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"87",86,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"88",87,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"89",88,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"90",89,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,0,0,2,1,0,0,"True",1
"91",90,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"92",91,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,0,0,3,2,0,0,"True",1
"93",92,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,1,1,2,1,0,0,"True",1
"94",93,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,2,2,2,1,0,0,"True",1
"95",94,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.5625,0.666667,93,3,0,2,1,0,0,0,0,0,0,3,2,0,0,"True",1
"96",95,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"97",96,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.95312,0.75,93,4,0,3,1,0,0,0,0,3,3,1,0,0,0,"True",1
"98",97,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1.25,0.5,93,2,0,1,1,0,0,0,0,1,1,1,0,0,0,"True",1
"99",98,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",4.76837,0.875,93,8,0,7,1,0,0,0,0,3,3,5,4,0,0,"True",1
"100",99,"[93]NHRKGNJqPrFijukRPHECgSlkxgHfexLpvftEmvvDENCcGHxBtfMbSbLewNHsexLzMPuHEfNmoLAEtPSwOtlqIgICooErR",1,0,93,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",1
"101",0,"[110]KGqiRCkixbyxOwxCPPRqdcCaIFlxjgexejteqrIgSlPGSlqpqwmhObpgIqoIqCGACmLhjIBdporNlHxbqwKoGubSyBgABPcbdINHwaAoqiCiJi",1,0,110,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"True",2
