genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[217]AiRapeGzlSzpEANCdAihaSPBsEpgpApheDhLspeawNlqAQQPtOPuxrumEbPHFkDaoqtuNdMSQMwvdSbOJRfbkNjHgdsRfNAfpnxHObKNJqagwadIPnyPvDyBnjbpPCKJwePEEtxyrEHuhAEtHadNefxLoiwaScFyhiDLArNOhSiOJGnGvJBtzgEtxStDJKsxapnSOaGFndFucjwJDNaFCeLgA",1.18305e+29,1.18305e+29,3846,0.765517,580,136,444,136,136,0,136,136,174,174,271,135,135,135, 1
"[88]AHcSjJqfSShGaEGtifdftnzBtfbsefQQKjacpFEEcdPBHFdNqgOCMsOLQfNANePIyLBaRPqNamfnQENvlDvCdPdm",8.47915e+17,7.21326e+13,4587,0.823944,284,50,234,50,50,0,227,227,544,544,458,231,226,226, 10
"[171]JeHuOKPIRBHoaPJHnNCFeLHOLHnNCOgIHCuNlIdfurceaFNfQdwdQFsDqLdGApLHCQkpffglPSgIQCemlGpkvjwLqAehIOksrMiNgQpGxBkgFApmeBwlldpiExNoIQPONwolNQvHHBegFtzGdKtKHLSzKrbgAIrbpQfeCMRbEfP",1.18305e+29,6.78332e+17,10706,0.913793,696,60,636,45,60,15,75,60,257,257,190,190,234,189, 100
"[73]EuRLHNJHocBqjgKqIaJCxbQprmrztdyzuuGFLGqMrbmvhwcHyMLDDeGzxCGFJkmQOnKpJcdsO",1.18305e+29,2.26628e+23,7538,1,329,0,329,0,0,0,0,0,140,140,109,109,80,80, 101
"[171]kucjggvDJPdtRRcjnipdHgMffdwcApPSHvzEzybOMIPOdfisAzoEhyReaQELENPDBgxEdddvNguIbaklAfqoxgDndMfiQMwkJxpPlajkMPzFPithJSAfLNPHRkvrIlDbeQnmKQPgdyqcNnkOpEGvHPDOLOqQEJqDFyFDaQPfLAk",1.18305e+29,1.18305e+29,3327,0.775374,601,135,466,135,135,0,135,135,193,193,134,134,274,139, 102
"[100]ChehHxieNJvmazzeEyfuRLHOCiFpbPrPdnokmfoInKuHbPEinDJqcAcEBgFBcKyFnKNDSdGtlmlJreIbPIsIwsvOlflDHnyBBILp",1.70496e+27,1.14914e+20,5385,0.828638,426,73,353,73,73,0,73,73,173,173,147,98,106,82, 103
"[101]HEMQJHSKEHRKoBjpcdfENdnPbguaFNyBCgBlegyGAbqLAsMKNecyMvOKEIgFDNpEbGORsGEfFkkzGHpqIbaDSKExcRPpLwHPDQLFE",3.23454e+18,5.32245e+11,5197,0.777778,342,76,266,76,76,0,76,76,119,119,147,71,76,76, 104
"[103]hmBzdgPGNIHRKStRPJHMFehSLHOLCeCcECOGzxIoQtNoLEFoFazbdyzbaegsNxFCFjcKrPLEbCPNnOOhrkPKHmxvLkmiAxNwjNFwcwR",9.87103e+18,5.32245e+11,7014,0.796353,329,67,262,67,67,0,106,106,214,214,112,111,203,97, 105
"[103]SqGgcswkGFbBJexxmEmSJtqJQhROzPobuzcAptIEMdEKqmgJDmaMGsRPAPAtjAalAthADjhDmEjMxcFruHObLHOyRqNJNqHNPDyyyld",6.98351e+26,5.94091e+22,6419,0.783951,486,105,381,105,105,0,105,105,176,176,105,105,205,100, 106
"[124]CwwwwdHtcOLrkKnoxHOKHNJgqajILHqcqGJqfDmhlGnIDmMojGFmuctIaxjCyGtmKpJcdQbEagMfzAswjJMqxxrgiCcfuNFxjpwfkRqsEnBFbaIdypyxPjBwvxaR",6.5039e+27,7.21326e+13,8620,0.750877,570,142,428,142,142,0,142,142,184,184,244,102,142,142, 107
"[204]RfCBdfvcPIBeHRwcqJqfqdGpmLvFyfqFxnQbsEGzJpjpjIMLoFHrfSohhHFvNwkFSuxasGJEwbzxIzvkmBCrKkniLwOLCIAFmOaDfkzlRsBwAvzBoCGLCLrJSbQuPqjHkQtFBLDrwnSeElmwPjkzedIwjfzoijpOJdyFHGLeHAuowEJwnMLxovCrfKQecKBaeAleaxpcBHRL",1.18305e+29,1.18305e+29,5101,0.788756,587,123,463,124,123,0,123,123,195,195,124,124,268,144, 108
"[102]NbCOCIQafMLComBPisjzQhyeLjcpRLzkwrMcRpORawAnSwSSdCEJHbNJSOKHNJCafIzduCNtSHgCOsndaeMQscodgPuiRfnzaFyfio",5.82683e+16,1.21018e+13,6711,0.811594,276,52,224,52,52,0,52,52,119,119,106,54,51,51, 109
