genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[84]CgNIElhPKRLRNOlfQfEHNJNaHNCqcfqzRamfBfNkycqynRfeKObFzEdweSwhiPpaaDeHbqfpIGAAPftNQyNj",6.2771e+57,2.2836e+46,5082,0.823729,295,52,243,52,52,0,52,52,120,120,52,52,123,71, 1
"[107]BkSgfagltjsbzzEmFRKzDLDNaPGceickfrzdanmNznzvdhHbdHbPBPEyeQPNMPJFfgckFMAOdfpJyqqfIzLJKJGtSnsJvrziMIthiHeAEad",2.30584e+18,8.79609e+12,2216,0.848837,86,13,73,13,13,0,24,24,74,74,26,25,50,27, 10
"[131]fAkodcKtcNcJPcNSdlIgcnzolEdFmOAALSOrcRcdGHcFdNgyCeFnGkqxnQmlmeMdDPbILEpxlsQMpqIMKtDEFmuBEkFedjbNmSprxRwtAbomzBsxAhEMxwwbwaaegnDoyuj",1.6455e+63,9.13439e+46,7454,0.810089,337,63,273,64,63,0,63,63,130,130,144,80,63,63, 100
"[36]vEiAHNJMcoqKftHyBvHsNJQAHGhzOdgSOLBq",8.38861e+06,32768,5564,0.958333,24,0,23,1,0,0,0,0,15,15,6,6,3,2, 101
"[135]fPfINzNFHcoBfdNepyoKieuoHRdPJnREQgdHSnyBobGweCwnmKsOhSarHBKgzjpnPOloMmpqpBoiMQEzErNSCLfSSDfkCpjKoimsOrIcLLEOOyzxzbmPzSrtQhaxoeLMHfEzaSc",5.26561e+64,8.71123e+40,6053,0.814706,340,63,277,63,63,0,63,63,129,129,64,64,147,84, 102
"[77]SbMmivasfeKuIJkLJvHEPDoJHRLqROzyGzmmfmxpIKHnaLMqQJqyowOHiIjurEmdHwjQEjLKzrSbj",4.63168e+77,1.32923e+36,9644,0.79405,437,90,347,90,90,0,90,90,149,148,90,90,198,109, 103
"[102]yblobKSzmSMclfNfzagdNFfveBbMQPIzcPiBciNGhdHOLAPgRaolNpdNMCdHNJxBzQaNEaHNJHSpeIwcHcCafyfjLpCPhdQLjtrBRx",5.70899e+45,2.5353e+30,4129,0.847926,217,33,184,33,33,0,74,74,154,154,171,97,74,74, 104
"[104]CIIPoqfHaoydBgpeEHvoDsbKGBbcCbktOLHNJHqCafQJEswgBmgwKSuJkBnaJIxvrtCRpQSBOndlyJlEeSLKtpePoKNhJJynqnJzfnid",1.13078e+74,4.31359e+68,9123,1,245,0,245,0,0,0,0,0,567,567,296,296,332,332, 105
"[114]fvNdGbtilcNbJkabHxcSNJHhcPEOKOcDqPzOGvxPSFHmcJRCbrleHNJlertcfplzEinbzRoeHPfIiegDrvDvcSjLsfJGmGeLdRBNldRoBfROhiEcvv",1.1692e+49,1.36113e+39,4909,0.829268,246,41,204,42,41,0,265,265,472,472,529,263,270,270, 106
"[31]lcHbPIRLBaHbSNFQQPDqccfoaKHNJEG",4.05648e+31,1.93428e+25,5650,0.871429,140,18,122,18,18,0,18,18,72,72,18,18,50,32, 107
