"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",213,1,30,212,0,212,0,0,0,0,0,97,97,115,115,1
"2",1,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",218,1,30,217,0,217,0,0,0,0,0,106,106,111,111,1
"3",2,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",152,1,30,151,0,151,0,0,0,0,0,74,74,77,77,1
"4",3,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"5",4,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"6",5,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",221,1,30,220,0,220,0,0,0,0,0,110,110,110,110,1
"7",6,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"8",7,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"9",8,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"10",9,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",151,1,30,150,0,150,0,0,0,0,0,74,74,76,76,1
"11",10,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",218,1,30,217,0,217,0,0,0,0,0,104,104,113,113,1
"12",11,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"13",12,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",215,1,30,214,0,214,0,0,0,0,0,100,100,114,114,1
"14",13,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",230,1,30,229,0,229,0,0,0,0,0,130,130,99,99,1
"15",14,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",222,1,30,221,0,221,0,0,0,0,0,109,109,112,112,1
"16",15,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"17",16,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"18",17,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"19",18,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"20",19,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"21",20,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",151,1,30,150,0,150,0,0,0,0,0,74,74,76,76,1
"22",21,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"23",22,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",151,1,30,150,0,150,0,0,0,0,0,65,65,85,85,1
"24",23,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",157,1,30,156,0,156,0,0,0,0,0,74,74,82,82,1
"25",24,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",0,0,30,1,270,0,271,0,0,0,0,270,0,1,0,1
"26",25,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",154,1,30,153,0,153,0,0,0,0,0,72,72,81,81,1
"27",26,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",214,1,30,213,0,213,0,0,0,0,0,105,105,108,108,1
"28",27,"[30]GnBHoJHqpbDwbKCacndojFpizucbJB",151,1,30,150,0,150,0,0,0,0,0,75,75,75,75,1
