"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[22]ElqmLvcxgGHqgIjEhJGruF",0,0,22,2,194,0,131,65,0,65,65,65,0,0,0,66,0,1
"2",1,"[22]ElqmLvcxgGHqgIjEhJGruF",2,1,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"3",2,"[22]ElqmLvcxgGHqgIjEhJGruF",0,0.25,22,4,192,1,130,65,0,65,65,65,1,0,0,66,0,1
"4",3,"[22]ElqmLvcxgGHqgIjEhJGruF",2,1,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"5",4,"[22]ElqmLvcxgGHqgIjEhJGruF",2,1,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"6",5,"[22]ElqmLvcxgGHqgIjEhJGruF",2,1,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"7",6,"[22]ElqmLvcxgGHqgIjEhJGruF",0,0.25,22,4,192,1,130,65,0,65,65,65,1,0,0,66,0,1
"8",7,"[22]ElqmLvcxgGHqgIjEhJGruF",2,1,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"9",8,"[22]ElqmLvcxgGHqgIjEhJGruF",2,0.666667,22,3,1,2,1,1,0,1,1,1,1,0,0,2,1,1
"10",9,"[22]ElqmLvcxgGHqgIjEhJGruF",0,0,22,2,194,0,131,65,0,65,65,65,0,0,0,66,0,1
"11",10,"[22]ElqmLvcxgGHqgIjEhJGruF",0,0,22,2,194,0,131,65,0,65,65,65,0,0,0,66,0,1
"12",11,"[22]ElqmLvcxgGHqgIjEhJGruF",2,0.666667,22,3,1,2,1,1,0,1,1,1,1,0,0,2,1,1
