"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"3973",2245604,"2223483",226029,227685,0,14,1,37,1120,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","123"
"4019",2223483,"2222763",222592,226389,0,22,1,37,1119,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","123"
"5656",2222763,"2218103",222479,222685,0,1,1,37,1118,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRxfNkxmSCgatcmt","123"
"4131",2218103,"2214469",221751,223230,0,16,1,37,1117,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkxmSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkxmSCgatcmt","122"
"5392",2214469,"2213034",221173,222119,0,5,1,37,1116,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOmSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOmSCgatcmt","122"
"4200",2213034,"2202817",220940,221407,0,2,1,37,1115,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","122"
"4205",2202817,"2198889",219381,220947,0,9,1,37,1114,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLqgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","122"
"5010",2198889,"2197342",218784,219383,0,3,1,37,1113,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","122"
"4113",2197342,"2171512",218540,223582,0,58,3,169,1112,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxndbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","122"
"4197",2171512,"2155645",214550,221483,0,83,2,315,1111,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfNkOzSCgatcmt","122"
"5287",2155645,"2153572",212102,217734,0,50,2,328,1110,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszagRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4397",2153572,"2146571",211776,212195,0,2,1,328,1109,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvHiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4371",2146571,"2141729",210698,213681,0,21,1,328,1108,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsoeMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4414",2141729,"2139653",209932,211316,0,2,1,328,1107,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBoghHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4440",2139653,"2135149",209605,209939,0,1,1,328,1106,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafDLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4441",2135149,"2132976",208910,209932,0,5,1,328,1105,"[122]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsweMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4452",2132976,"2131535",208571,208941,0,1,1,328,1104,"[122]vRbLpBqeeHogQJOqNzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRfhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRfhkOzSCgatcmt","122"
"4457",2131535,"2126668",208346,208636,0,1,1,328,1103,"[122]vRbLpBqeeHogQJOqNzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzSCgatcmt","vRbLpBqeeHogQJOqNzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzSCgatcmt","122"
"4425",2126668,"2117616",207570,210470,0,22,1,328,1102,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzSCgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxPdbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzSCgatcmt","122"
"5535",2117616,"2114204",206095,207740,0,20,1,328,1101,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwCgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwCgatcmt","122"
"4487",2114204,"2103484",205553,206411,0,8,1,328,1100,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBovhHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","122"
"4485",2103484,"2098687",203841,206522,0,16,2,899,1099,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvPiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","122"
"4506",2098687,"2092065",203092,205103,0,14,1,899,1098,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnhkOzwAgatcmt","122"
"4535",2092065,"2086757",202054,203448,0,14,1,899,1097,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOzwAgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOzwAgatcmt","122"
"4527",2086757,"2084141",201191,203587,0,19,3,1230,1096,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOzwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcpnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOzwzgatcmt","122"
"4559",2084141,"2077079",200769,201944,0,10,1,1230,1095,"[122]vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaNkAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","122"
"5067",2077079,"2075101",199642,201077,0,9,1,1230,1094,"[122]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbtegfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","122"
"4607",2075101,"2071756",199322,199741,0,2,1,1230,1093,"[122]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbttgfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcFnQavsccuszaxRbttgfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","122"
"4584",2071756,"2057460",198779,200042,0,4,1,1230,1092,"[121]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpftiyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","121"
"4565",2057460,"2056852",196466,201398,0,54,1,1230,1091,"[121]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwzgatcmt","121"
"4633",2056852,"2053867",196366,196577,0,1,1,1230,1090,"[121]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiBoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","121"
"4588",2053867,"2049458",195858,199668,0,11,1,1230,1089,"[121]vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzHDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","121"
"4627",2049458,"2040432",195141,197291,0,17,1,1230,1088,"[121]vRbLpBqeeHogQJOqnzsaofcaokAnzRDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzRDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbttgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","121"
"4640",2040432,"2032978",193683,195963,0,11,1,1230,1087,"[120]vRbLpBqeeHogQJOqnzsaofcaokAnzbDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","vRbLpBqeeHogQJOqnzsaofcaokAnzbDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatcmt","120"
"4657",2032978,"2030718",192435,193792,0,5,1,1230,1086,"[120]vRbLpBqeeHogQJOqnzsaofcaokAnzbDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatckt","vRbLpBqeeHogQJOqnzsaofcaokAnzbDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatckt","120"
"4670",2030718,"2027070",192062,192911,0,4,2,1339,1085,"[120]vRbLpBqeeHogQJOqnzsaofcaokAnzMDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatckt","vRbLpBqeeHogQJOqnzsaofcaokAnzMDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxRnakOkwegatckt","120"
"4682",2027070,"2025351",191472,192181,0,3,1,1339,1084,"[120]vRbLpBqeeHogQJOqnzsaofcaokAnzMDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxInakOkwegatckt","vRbLpBqeeHogQJOqnzsaofcaokAnzMDcdoIDafJLQgvMiEoahHcnQavsccuszaxRbtgfxddbKHbnQccSdpfciyrMpAsieMBaRGMOzCafbxInakOkwegatckt","120"
