"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"1743",2384042,"2381485",247634,Inf,10,26,6,6,1137,"[122]vRbLpsqeeHogQJOqNzsaduuaaNkAnzHDcdoIDafdLPSRHieorhHcpcQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","vRbLpsqeeHogQJOqNzsaduuaaNkAnzHDcdoIDafdLPSRHieorhHcpcQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","122"
"5445",2381485,"2373650",247233,248545,0,5,1,7,1136,"[122]vRbLpsqeeHogQJOqNzsaduuaaNkAnzHDcdoIDafdLPSRHieorhHcpeQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","vRbLpsqeeHogQJOqNzsaduuaaNkAnzHDcdoIDafdLPSRHieorhHcpeQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","122"
"2724",2373650,"2371037",246005,247364,0,4,1,7,1135,"[122]vRbLpsqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLPSRHieorhHcpeQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","vRbLpsqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLPSRHieorhHcpeQavsccuszagttegfxnnbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafoxRxBNkxmSgatcmt","122"
"2860",2371037,"2356939",245600,246281,0,3,1,7,1134,"[122]vRbLpsqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLPSRHieorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpsqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLPSRHieorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","122"
"2812",2356939,"2340072",243400,246591,0,14,2,8,1133,"[122]vRbLpKqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHieorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpKqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHieorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","122"
"5987",2340072,"2336749",240730,243528,0,14,1,8,1132,"[122]vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAfoeMBaRGMOzCafbxRxBNkxmSgatcmt","122"
"3317",2336749,"2333443",240200,241185,0,2,2,22,1131,"[122]vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRtegfxndbKHbnQccSdMfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","122"
"3437",2333443,"2331717",239689,240727,0,6,1,22,1130,"[123]vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdMfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdMfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","123"
"3402",2331717,"2327529",239423,240110,0,2,1,22,1129,"[123]vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSRHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","123"
"4789",2327529,"2300754",238786,239759,0,4,1,22,1128,"[123]vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufaaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","123"
"4647",2300754,"2298237",234626,238979,0,40,2,37,1127,"[123]vRbLpBqeeHogQJOqNzsadufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","vRbLpBqeeHogQJOqNzsadufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSgatcmt","123"
"3692",2298237,"2284856",234237,234651,0,2,1,37,1126,"[124]vRbLpBqeeHogQJOqNzsadufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsadufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSSgatcmt","124"
"3822",2284856,"2281477",232168,235692,0,23,1,37,1125,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxBNkxmSSgatcmt","123"
"3777",2281477,"2269112",231645,232931,0,8,1,37,1124,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicorhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","123"
"3773",2269112,"2268343",229696,233038,0,10,1,37,1123,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicoRhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicoRhHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","123"
"6102",2268343,"2248017",229574,229823,0,1,1,37,1122,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicoghHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHicoghHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","123"
"4111",2248017,"2245604",226409,229696,0,29,1,37,1121,"[123]vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","vRbLpBqeeHogQJOqNzsaufcaNkAnzHDcdoIDafdLFSvHiloghHcpnQavsccuszagRbtegfxndbKHbnQccSdRfmiyrMpAsoeMBaRGMOzCafbxRxfNkxmSSgatcmt","123"
