"depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"0","6",100,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"1","6",100,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"2","6",100,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"3","6",100,0.46,0.8,0,1,1,1,1,2.52,5,1,13.48,15,11,1.52,4,0,14.48,16,12,0,0,0,0,0,0,100,"Small","Small"
"4","6",100,0.501,0.8,0,1,1,1,1,2.77,5,1,13.23,15,11,1.77,4,0,14.23,16,12,0,0,0,0,0,0,100,"Small","Small"
"5","6",100,0.471,0.8,0,1,1,1,1,2.59,5,1,18.41,20,16,1.59,4,0,19.41,21,17,0,0,0,0,0,0,100,"Small","Small"
"6","6",100,0.453,0.8,0,1,1,1,1,2.53,5,1,18.47,20,16,1.53,4,0,19.47,21,17,0,0,0,0,0,0,100,"Small","Small"
"7","6",100,0.435,0.8,0,1,1,1,1,2.23,5,1,18.77,20,16,1.23,4,0,19.77,21,17,0,0,0,0,0,0,100,"Small","Small"
"8","6",100,0.474,0.8,0,1,1,1,1,2.74,5,1,19.26,21,17,1.74,4,0,20.26,22,18,0,0,0,0,0,0,100,"Small","Small"
"9","6",100,0.427,0.8,0,1,1,1,1,2.31,5,1,19.69,21,17,1.31,4,0,20.69,22,18,0,0,0,0,0,0,100,"Small","Small"
"10","6",100,0.4,0.8,0,1,1,1,1,2.28,5,1,19.72,21,17,1.28,4,0,20.72,22,18,0,0,0,0,0,0,100,"Small","Small"
"11","6",100,0,0,0,1,1,1,1,1,1,1,37,37,37,0,0,0,19,19,19,18,18,18,1,1,1,100,"Small","Small"
"12","6",100,0,0,0,1,1,1,1,1,1,1,37,37,37,0,0,0,19,19,19,18,18,18,1,1,1,100,"Small","Small"
"13","6",100,0,0,0,1,1,1,1,1,1,1,37,37,37,0,0,0,19,19,19,18,18,18,1,1,1,100,"Small","Small"
"14","6",100,0,0,0,1,1,1,1,1,1,1,31,31,31,0,0,0,16,16,16,15,15,15,1,1,1,100,"Small","Small"
"15","6",100,0,0,0,1,1,1,1,1,1,1,31,31,31,0,0,0,16,16,16,15,15,15,1,1,1,100,"Small","Small"
"16","6",100,0,0,0,1,1,1,1,1,1,1,31,31,31,0,0,0,16,16,16,15,15,15,1,1,1,100,"Small","Small"
"17","6",100,0,0,0,1,1,1,1,1,1,1,31,31,31,0,0,0,16,16,16,15,15,15,1,1,1,99,"Small","Small"
"18","6",100,0,0,0,1,1,1,1,1,1,1,31,31,31,0,0,0,16,16,16,15,15,15,1,1,1,99,"Small","Small"
"19","6",100,0,0,0,1,1,1,1,1,1,1,33,33,33,0,0,0,17,17,17,16,16,16,1,1,1,99,"Small","Small"
"20","6",100,0,0,0,1,1,1,1,1,1,1,33,33,33,0,0,0,17,17,17,16,16,16,1,1,1,99,"Small","Small"
"21","6",100,0,0,0,1,1,1,1,1,1,1,33,33,33,0,0,0,17,17,17,16,16,16,1,1,1,100,"Small","Small"
"22","6",100,0,0,0,1,1,1,1,1,1,1,33,33,33,0,0,0,17,17,17,16,16,16,1,1,1,100,"Small","Small"
"23","6",100,0,0,0,1,1,1,1,1,1,1,33,33,33,0,0,0,17,17,17,16,16,16,1,1,1,100,"Small","Small"
"24","6",100,0,0,0,1,1,1,1,1,1,1,35,35,35,0,0,0,18,18,18,17,17,17,1,1,1,99,"Small","Small"
"25","6",100,0.467,0.8,0,1,1,1,1,2.39,5,1,17.61,19,15,1.39,4,0,18.61,20,16,0,0,0,0,0,0,99,"Small","Small"
"26","6",100,0.419,0.8,0,1,1,1,1,2.39,5,1,17.61,19,15,1.39,4,0,18.61,20,16,0,0,0,0,0,0,99,"Small","Small"
"27","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,100,"Small","Small"
"28","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,100,"Small","Small"
"29","6",100,0.77,1,0,1.433125,1.5625,1,1.5625,1,1,1,0,0,0,0.77,1,0,0.23,1,0,0,0,0,0,0,0,100,"Small","Small"
"30","6",100,0.47,1,0,1.3392176,1.95312,1,1.25,1.71,2,1,0.29,1,0,0.94,2,0,1.06,2,0,0,0,0,0,0,0,100,"Small","Small"
"31","6",100,0.505,1,0,1.3567176,1.95312,1,1.25,1.78,2,1,0.22,1,0,1.01,2,0,0.99,2,0,0,0,0,0,0,0,100,"Small","Small"
"32","6",100,0.455,1,0,1.3045304,1.95312,1,1.25,1.74,2,1,0.26,1,0,0.91,2,0,1.09,2,0,0,0,0,0,0,0,100,"Small","Small"
"33","6",100,0.47,1,0,1.3210928,1.95312,1,1.25,1.75,2,1,0.25,1,0,0.94,2,0,1.06,2,0,0,0,0,0,0,0,100,"Small","Small"
"34","6",100,0.68,1,0,1.680352,3.05176,1,1.5625,1.6,4,1,0,0,0,1.28,4,0,0.32,1,0,0,0,0,0,0,0,100,"Small","Small"
"35","6",100,0.455,1,0,1.3226552,1.95312,1,1.25,1.7,2,1,0.3,1,0,0.91,2,0,1.09,2,0,0,0,0,0,0,0,100,"Small","Small"
"36","6",100,0.78,1,0,1.8259576,3.05176,1,1.5625,1.78,4,1,0.22,1,0,1.56,4,0,0.44,2,0,0,0,0,0,0,0,100,"Small","Small"
"37","6",100,0.8,1,0,1.8669928,3.05176,1,1.5625,1.84,4,1,0.2,1,0,1.64,4,0,0.4,2,0,0,0,0,0,0,0,100,"Small","Small"
"38","6",100,0.72,1,0,1.7326372,3.05176,1,1.5625,1.66,4,1,0.28,1,0,1.38,4,0,0.56,2,0,0,0,0,0,0,0,100,"Small","Small"
"39","6",100,0.73,1,0,1.8127252,3.05176,1,1.5625,1.81,4,1,0.27,1,0,1.54,4,0,0.54,2,0,0,0,0,0,0,0,101,"Small","Small"
"40","6",100,0.73,1,0,1.7531548,3.05176,1,1.5625,1.69,4,1,0.27,1,0,1.42,4,0,0.54,2,0,0,0,0,0,0,0,101,"Small","Small"
"41","6",100,0.78,1,0,1.7812798,3.05176,1,1.5625,1.69,4,1,0.22,1,0,1.47,4,0,0.44,2,0,0,0,0,0,0,0,101,"Small","Small"
"42","6",100,0.7,1,0,1.7511724,3.05176,1,1.5625,1.72,4,1,0.3,1,0,1.42,4,0,0.6,2,0,0,0,0,0,0,0,101,"Small","Small"
"43","6",100,0.69,1,0,1.7008696,3.05176,1,1.5625,1.63,4,1,0.31,1,0,1.32,4,0,0.62,2,0,0,0,0,0,0,0,102,"Small","Small"
"44","6",100,0.79,1,0,1.8762604,3.05176,1,1.5625,1.87,4,1,0.21,1,0,1.66,4,0,0.42,2,0,0,0,0,0,0,0,102,"Small","Small"
"45","6",100,0.84,1,0,1.4725,1.5625,1,1.5625,1,1,1,3.52,22,0,0.84,1,0,3.68,23,0,0,0,0,0,0,0,102,"Small","Small"
"46","6",100,0.72,1,0,1.405,1.5625,1,1.5625,1,1,1,6.16,22,0,0.72,1,0,6.44,23,0,0,0,0,0,0,0,102,"Small","Small"
"47","6",100,0.68,1,0,1.3825,1.5625,1,1.5625,1,1,1,7.04,22,0,0.68,1,0,7.36,23,0,0,0,0,0,0,0,102,"Small","Small"
"48","6",100,0.75,1,0,1.421875,1.5625,1,1.5625,1,1,1,5.5,22,0,0.75,1,0,5.75,23,0,0,0,0,0,0,0,102,"Small","Small"
"49","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,102,"Small","Small"
"50","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,102,"Small","Small"
"51","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,102,"Small","Small"
"52","6",100,0.72,1,0,1.405,1.5625,1,1.5625,1,1,1,0,0,0,0.72,1,0,0.28,1,0,0,0,0,0,0,0,102,"Small","Small"
"53","6",100,0.74,1,0,1.41625,1.5625,1,1.5625,1,1,1,0,0,0,0.74,1,0,0.26,1,0,0,0,0,0,0,0,102,"Small","Small"
"54","6",100,0.71,1,0,1.399375,1.5625,1,1.5625,1,1,1,0,0,0,0.71,1,0,0.29,1,0,0,0,0,0,0,0,102,"Small","Small"
"55","6",100,0.84,1,0,1.4725,1.5625,1,1.5625,1,1,1,0,0,0,0.84,1,0,0.16,1,0,0,0,0,0,0,0,102,"Small","Small"
"56","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,102,"Small","Small"
"57","6",100,0.78,1,0,1.43875,1.5625,1,1.5625,1,1,1,0,0,0,0.78,1,0,0.22,1,0,0,0,0,0,0,0,102,"Small","Small"
"58","6",100,0.72,1,0,1.405,1.5625,1,1.5625,1,1,1,0,0,0,0.72,1,0,0.28,1,0,0,0,0,0,0,0,102,"Small","Small"
"59","6",100,0.79,1,0,1.444375,1.5625,1,1.5625,1,1,1,0,0,0,0.79,1,0,0.21,1,0,0,0,0,0,0,0,102,"Small","Small"
"60","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,102,"Small","Small"
"61","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,102,"Small","Small"
"62","6",100,0.74,1,0,1.41625,1.5625,1,1.5625,1,1,1,0,0,0,0.74,1,0,0.26,1,0,0,0,0,0,0,0,102,"Small","Small"
"63","6",100,0.73,1,0,1.410625,1.5625,1,1.5625,1,1,1,0,0,0,0.73,1,0,0.27,1,0,0,0,0,0,0,0,102,"Small","Small"
"64","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,102,"Small","Small"
"65","6",100,0.77,1,0,1.433125,1.5625,1,1.5625,1,1,1,0,0,0,0.77,1,0,0.23,1,0,0,0,0,0,0,0,102,"Small","Small"
"66","6",100,0.72,1,0,1.405,1.5625,1,1.5625,1,1,1,0,0,0,0.72,1,0,0.28,1,0,0,0,0,0,0,0,102,"Small","Small"
"67","6",100,0.8,1,0,1.45,1.5625,1,1.5625,1,1,1,0,0,0,0.8,1,0,0.2,1,0,0,0,0,0,0,0,102,"Small","Small"
"68","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,102,"Small","Small"
"69","6",100,0.76,1,0,1.4275,1.5625,1,1.5625,1,1,1,0,0,0,0.76,1,0,0.24,1,0,0,0,0,0,0,0,102,"Small","Small"
"70","6",100,0.85,1,0,1.478125,1.5625,1,1.5625,1,1,1,0,0,0,0.85,1,0,0.15,1,0,0,0,0,0,0,0,102,"Small","Small"
"71","6",100,0.63,1,0,1.5551536,1.95312,1,1.95312,1.73,2,1,0,0,0,1.26,2,0,0.47,1,0,0,0,0,0,0,0,102,"Small","Small"
"72","6",100,0.65,1,0,1.5696848,1.95312,1,1.95312,1.76,2,1,0,0,0,1.3,2,0,0.46,1,0,0,0,0,0,0,0,102,"Small","Small"
"73","6",100,0.655,1,0,1.576716,1.95312,1,1.95312,1.76,2,1,0,0,0,1.31,2,0,0.45,1,0,0,0,0,0,0,0,102,"Small","Small"
"74","6",100,0.9,1,0.5,1.7109348,1.95312,1.25,1.95312,1.74,2,1,0,0,0,1.54,2,1,0.2,1,0,0,0,0,0,0,0,102,"Small","Small"
"75","6",100,0.905,1,0.5,1.698435,1.95312,1.25,1.75781,1.69,2,1,0,0,0,1.5,2,1,0.19,1,0,0,0,0,0,0,0,103,"Small","Small"
"76","6",100,0.83,1,0.5,1.6203104,1.95312,1.25,1.5625,1.76,2,1,0,0,0,1.42,2,1,0.34,1,0,0,0,0,0,0,0,103,"Small","Small"
"77","6",100,0.75619486,0.909091,0.5,3.906134,9.31323,1.25,2.44141,5.95,11,2,0,0,0,4.95,10,1,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"78","6",100,0.75079226,0.909091,0.5,3.5212906,9.31323,1.25,2.44141,5.63,11,2,0,0,0,4.63,10,1,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"79","6",100,0.7903637,0.909091,0.5,4.3981506,9.31323,1.25,3.8147,6.58,11,2,0,0,0,5.58,10,1,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"80","6",100,0.73058447,0.909091,0.5,3.6871177,9.31323,1.25,2.44141,5.61,11,2,0,0,0,4.61,10,1,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"81","6",100,0.7605585,0.909091,0.5,4.1810068,9.31323,1.25,3.128055,6.19,11,2,0,0,0,5.19,10,1,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"82","6",100,0.73967537,0.909091,0.5,3.707362,9.31323,1.25,2.44141,5.65,11,2,0,0,0,4.65,10,1,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"83","6",100,0.77362344,0.909091,0.5,4.6721295,9.31323,1.25,3.8147,6.65,11,2,0,0,0,5.65,10,1,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"84","6",100,0.76038967,0.909091,0.5,3.9042615,9.31323,1.25,2.44141,6,11,2,0,0,0,5,10,1,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"85","6",100,0.76738966,0.909091,0.5,4.4798152,9.31323,1.25,2.44141,6.41,11,2,0,0,0,5.41,10,1,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"86","6",100,0.75810395,0.909091,0.5,3.8493299,9.31323,1.25,2.44141,5.92,11,2,0,0,0,4.92,10,1,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"87","6",100,0.85689292,0.909091,0.8,4.853859,9.31323,2.44141,3.8147,7.55,11,5,0,0,0,6.55,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"88","6",100,0.81392864,0.857143,0.75,2.4743662,3.05176,1.95312,2.44141,5.69,7,4,0.69,2,0,4.69,6,3,1.69,3,1,0,0,0,0,0,0,105,"Small","Small"
"89","6",100,0.81628579,0.857143,0.75,2.4206553,3.05176,1.95312,2.44141,5.78,7,4,0.87,2,0,4.78,6,3,1.87,3,1,0,0,0,0,0,0,105,"Small","Small"
"90","6",100,0.82085722,0.857143,0.75,2.478029,3.05176,1.95312,2.44141,5.88,7,4,0.86,2,0,4.88,6,3,1.86,3,1,0,0,0,0,0,0,105,"Small","Small"
"91","6",100,0.86209746,0.909091,0.8,5.2176677,9.31323,2.44141,4.76837,7.86,11,5,0,0,0,6.86,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"92","6",100,0.86159421,0.909091,0.8,5.1363072,9.31323,2.44141,4.76837,7.81,11,5,0,0,0,6.81,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"93","6",100,0.86479876,0.909091,0.8,5.4100894,9.31323,2.44141,4.76837,8.02,11,5,0,0,0,7.02,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"94","6",100,0.85602602,0.909091,0.8,5.0612653,9.31323,2.44141,4.76837,7.64,11,5,0,0,0,6.64,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"95","6",100,0.86636694,0.909091,0.8,5.389001,9.31323,2.44141,4.76837,8.05,11,5,0,0,0,7.05,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"96","6",100,0.85962668,0.909091,0.8,4.9935303,9.31323,2.44141,4.291535,7.69,11,5,0,0,0,6.69,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"97","6",100,0.85298381,0.909091,0.8,4.823395,9.31323,2.44141,3.8147,7.45,11,5,0,0,0,6.45,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"98","6",100,0.85775331,0.909091,0.8,4.9542929,9.31323,2.44141,3.8147,7.62,11,5,0,0,0,6.62,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"99","6",100,0.8609546,0.909091,0.8,5.1902019,9.31323,2.44141,4.76837,7.82,11,5,0,0,0,6.82,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"100","6",100,0.85837992,0.909091,0.8,5.0485693,9.31323,2.44141,4.76837,7.69,11,5,0,0,0,6.69,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"101","6",100,0.86247409,0.909091,0.8,5.2482391,9.31323,2.44141,4.291535,7.88,11,5,0,0,0,6.88,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"102","6",100,0.86352928,0.909091,0.8,5.3318345,9.31323,2.44141,4.76837,7.95,11,5,0,0,0,6.95,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"103","6",100,0.86456824,0.909091,0.8,5.4418051,9.31323,2.44141,4.76837,8.03,11,5,0,0,0,7.03,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"104","6",100,0.85738317,0.909091,0.8,5.0833906,9.31323,2.44141,3.8147,7.68,11,5,0,0,0,6.68,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"105","6",100,0.85080525,0.909091,0.8,4.7238318,9.31323,2.44141,3.8147,7.34,11,5,0,0,0,6.34,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"106","6",100,0.87114293,0.909091,0.8,5.679568,9.31323,2.44141,4.76837,8.3,11,5,0,0,0,7.3,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"107","6",100,0.85467538,0.909091,0.8,4.7312998,9.31323,2.44141,3.8147,7.44,11,5,0,0,0,6.44,10,4,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"108","6",100,0.86209097,0.909091,0.8,5.0579986,9.31323,2.44141,4.76837,7.78,11,5,0,0,0,6.78,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"109","6",100,0.86131825,0.909091,0.8,4.9014351,9.31323,2.44141,3.8147,7.68,11,5,0,0,0,6.68,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"110","6",100,0.85159745,0.909091,0.8,4.5083067,9.31323,2.44141,3.8147,7.26,11,5,0,0,0,6.26,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"111","6",100,0.85680525,0.909091,0.8,4.9099886,9.31323,2.44141,3.8147,7.58,11,5,0,0,0,6.58,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"112","6",100,0.85783772,0.909091,0.8,4.8602901,9.31323,2.44141,3.8147,7.58,11,5,0,0,0,6.58,10,4,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"113","6",100,0.86840265,0.909091,0.8,5.4641503,9.31323,2.44141,4.76837,8.14,11,5,0,0,0,7.14,10,4,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"114","6",100,0.85711044,0.909091,0.8,4.9703144,9.31323,2.44141,4.291535,7.62,11,5,0,0,0,6.62,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"115","6",100,0.85250979,0.909091,0.8,4.5674882,9.31323,2.44141,3.8147,7.31,11,5,0,0,0,6.31,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"116","6",100,0.85580201,0.909091,0.8,4.7851408,9.31323,2.44141,3.8147,7.49,11,5,0,0,0,6.49,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"117","6",100,0.85578252,0.909091,0.8,4.7736428,9.31323,2.44141,3.8147,7.49,11,5,0,0,0,6.49,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"118","6",100,0.85930526,0.909091,0.8,4.9595797,9.31323,2.44141,3.8147,7.66,11,5,0,0,0,6.66,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"119","6",100,0.86352928,0.909091,0.8,5.3318345,9.31323,2.44141,4.76837,7.95,11,5,0,0,0,6.95,10,4,1,1,1,0,0,0,0,0,0,105,"Small","Small"
"120","6",100,0.85455525,0.909091,0.8,4.8401798,9.31323,2.44141,3.8147,7.49,11,5,0,0,0,6.49,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"121","6",100,0.85749032,0.909091,0.8,4.6551724,9.31323,2.44141,3.8147,7.47,11,5,0,0,0,6.47,10,4,1,1,1,0,0,0,0,0,0,104,"Small","Small"
"122","6",100,0.86232798,0.909091,0.8,5.185952,9.31323,2.44141,4.76837,7.85,11,5,0,0,0,6.85,10,4,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"123","6",100,0.85916564,0.909091,0.8,5.0569617,9.31323,2.44141,4.291535,7.71,11,5,0,0,0,6.71,10,4,1,1,1,0,0,0,0,0,0,103,"Small","Small"
"124","6",100,0.82966733,0.923077,0.76,75.856743,169.407,22.7374,55.5112,25.94,27,25,3.82,5,2,21.54,24,19,4.4,6,2,3.82,5,2,0,0,0,103,"Small","Small"
"125","6",100,0.82750716,0.923077,0.730769,76.932751,169.407,18.1899,69.3889,26.19,27,26,4.06,6,2,21.67,24,19,4.52,7,2,4.06,6,2,0,0,0,103,"Small","Small"
"126","6",100,0.8276496,0.923077,0.730769,79.631941,169.407,18.1899,62.45005,26.21,27,26,4.02,6,2,21.69,24,19,4.52,7,2,4.02,6,2,0,0,0,103,"Small","Small"
"127","6",100,0.83810546,0.923077,0.730769,87.566009,169.407,18.1899,69.3889,26.22,27,26,3.8,6,2,21.97,24,19,4.25,7,2,3.8,6,2,0,0,0,103,"Small","Small"
"128","6",100,0.82262112,0.923077,0.730769,73.44896,169.407,18.1899,55.5112,26.26,27,26,4.12,6,2,21.6,24,19,4.66,7,2,4.12,6,2,0,0,0,103,"Small","Small"
"129","6",100,0.8242593,0.925926,0.730769,84.28553,211.758,18.1899,55.5112,26.52,27,26,4.08,6,2,21.88,25,19,4.64,7,2,4.08,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"130","6",100,0.82316245,0.925926,0.730769,80.608826,211.758,18.1899,55.5112,26.76,27,26,4.16,6,2,22.05,25,19,4.71,7,2,4.16,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"131","6",100,0.83131059,0.925926,0.730769,93.735506,211.758,18.1899,55.5112,26.76,27,26,3.96,6,2,22.27,25,19,4.49,7,2,3.96,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"132","6",100,0.83175217,0.925926,0.730769,96.991021,211.758,18.1899,55.5112,26.73,27,26,3.96,6,2,22.26,25,19,4.47,7,2,3.96,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"133","6",100,0.83602568,0.925926,0.730769,101.174633,211.758,18.1899,86.7362,26.75,27,26,3.88,6,2,22.39,25,19,4.36,7,2,3.88,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"134","6",100,0.82952995,0.925926,0.730769,91.363213,211.758,18.1899,86.7362,26.73,27,26,4.08,6,2,22.2,25,19,4.53,7,2,4.08,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"135","6",100,0.83477213,0.923077,0.730769,85.705501,169.407,18.1899,86.7362,26.52,27,26,3.96,6,2,22.14,24,19,4.38,7,2,3.96,6,2,0,0,0,103,"Small","Small"
"136","6",100,0.82939611,0.923077,0.76,73.928007,169.407,22.7374,55.5112,25.95,27,25,3.86,5,2,21.54,24,19,4.41,6,2,3.86,5,2,0,0,0,103,"Small","Small"
"137","6",100,0.8424117,0.928571,0.730769,129.346365,264.698,18.1899,108.42,27.78,29,26,4.1,6,2,23.45,26,19,4.33,7,2,4.1,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"138","6",100,0.86214936,0.928571,0.827586,100.494559,264.698,35.5271,86.7362,26.17,29,22,5.02,7,2,22.55,26,19,3.97,5,2,4.67,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"139","6",100,0.86018555,0.928571,0.827586,114.353048,264.698,35.5271,86.7362,26.95,29,22,4.58,7,2,23.16,26,19,4.05,5,2,4.32,6,2,0,0,0,103,"Bet-hedged imprinting","Bet-hedged imprinting"
"140","6",100,0.8664139,0.933333,0.827586,226.817214,413.59,35.5271,69.3889,29.55,36,22,6.19,9,2,25.61,31,19,4.46,6,2,5.67,8,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"141","6",100,0.87389161,0.933333,0.828571,346.8531,413.59,211.758,413.59,33.71,36,30,4.32,6,2,29.39,31,28,4.32,6,2,4.32,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"142","6",100,0.87609504,0.933333,0.828571,312.87262,413.59,211.758,330.872,32.97,36,29,4.18,6,2,28.79,31,27,4.18,6,2,4.18,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"143","6",100,0.87066301,0.931034,0.828571,301.3914,413.59,211.758,264.698,33.18,36,29,4.37,6,2,28.81,31,27,4.37,6,2,4.37,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"144","6",100,0.87099481,0.931034,0.828571,290.30718,413.59,211.758,264.698,32.96,36,29,4.34,6,2,28.62,31,27,4.34,6,2,4.34,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"145","6",100,0.87370216,0.933333,0.828571,312.64104,413.59,211.758,330.872,33.13,36,29,4.26,6,2,28.87,31,27,4.26,6,2,4.26,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"146","6",100,0.87297886,0.933333,0.828571,290.90276,413.59,211.758,264.698,32.8,36,29,4.25,6,2,28.55,31,27,4.25,6,2,4.25,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"147","6",100,0.87847132,0.933333,0.828571,297.55326,413.59,211.758,297.785,32.5,36,29,4.05,6,2,28.45,31,27,4.05,6,2,4.05,6,2,0,0,0,103,"Mixed bet hedging","Mixed bet hedging"
"148","6",100,0.86782469,0.931034,0.828571,295.50184,413.59,211.758,264.698,33.32,36,29,4.49,6,2,28.83,31,27,4.49,6,2,4.49,6,2,0,0,0,102,"Mixed bet hedging","Mixed bet hedging"
"149","6",100,0.87259001,0.933333,0.828571,338.77982,413.59,211.758,330.872,33.67,36,30,4.36,6,2,29.31,31,28,4.36,6,2,4.36,6,2,0,0,0,102,"Mixed bet hedging","Mixed bet hedging"
"150","6",100,0.87306404,0.933333,0.828571,343.64364,413.59,211.758,372.231,33.72,36,30,4.35,6,2,29.37,31,28,4.35,6,2,4.35,6,2,0,0,0,102,"Mixed bet hedging","Mixed bet hedging"
"151","6",100,0.85938696,0.906977,0.795918,4183.15242,9403.95,807.794,2465.19,48.83,52,43,6.92,10,4,41.91,46,37,6.92,10,4,6.92,10,4,0,0,0,101,"Error correction","Error correction"
"152","6",100,0.8586849,0.906977,0.795918,3753.89344,9403.95,807.794,2465.19,48.58,52,41,6.94,10,4,41.64,46,37,6.94,10,4,6.94,10,4,0,0,0,101,"Error correction","Error correction"
"153","6",100,0.85185779,0.906977,0.782609,3665.1579,9403.95,413.59,2465.19,48.79,52,38,7.27,10,4,41.51,46,34,7.28,10,4,7.27,10,4,0,0,0,101,"Error correction","Error correction"
