"","trial_number","genome","merit","genome_length","merit.1","merit_given","not","nand","and","ornot","andnot","or","nor","xor","equ","did_repro","seed"
"22",22,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"23",23,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"24",24,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"25",25,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"26",26,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"27",27,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"28",28,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"29",29,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"30",30,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"31",31,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"32",32,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"33",33,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"34",34,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"35",35,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"36",36,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"37",37,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"38",38,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"39",39,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"40",40,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"41",41,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"42",42,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"43",43,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"44",44,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"45",45,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"46",46,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"47",47,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"48",48,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"49",49,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"50",50,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"51",51,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"52",52,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"53",53,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"54",54,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"55",55,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"56",56,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"57",57,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"58",58,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"59",59,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"60",60,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"61",61,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"62",62,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"63",63,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"64",64,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"65",65,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"66",66,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"67",67,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"68",68,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"69",69,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"70",70,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"71",71,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"72",72,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"73",73,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"74",74,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"75",75,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"76",76,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"78",78,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"79",79,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"80",80,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"81",81,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"82",82,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"83",83,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"84",84,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"85",85,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"86",86,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"87",87,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"88",88,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"89",89,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"90",90,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"91",91,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"92",92,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"93",93,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"94",94,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"95",95,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"96",96,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"97",97,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"98",98,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"99",99,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"100",100,"[48]rhzmvpuedgwdefqqogupnihftnipqvttphtqtttttymosvab",1,48,1,1,0,0,0,0,0,0,0,0,0,0,1
"101",1,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"102",2,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"103",3,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"104",4,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"105",5,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"106",6,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"107",7,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"108",8,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"109",9,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"110",10,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"111",11,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"112",12,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"113",13,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"114",14,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"115",15,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"116",16,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"117",17,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"118",18,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"119",19,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"120",20,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"121",21,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"122",22,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"123",23,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"124",24,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"125",25,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"126",26,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"127",27,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"128",28,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"129",29,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"130",30,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"131",31,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"132",32,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"133",33,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"134",34,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"135",35,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"136",36,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"137",37,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"138",38,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"139",39,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"140",40,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"141",41,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"142",42,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"143",43,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"144",44,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"145",45,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"146",46,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"147",47,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"148",48,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"149",49,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"150",50,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"151",51,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"152",52,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"153",53,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"154",54,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"155",55,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"156",56,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"157",57,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"158",58,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"159",59,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"160",60,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"161",61,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"162",62,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"163",63,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"164",64,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"165",65,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"166",66,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"167",67,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"168",68,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"169",69,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"170",70,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"171",71,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"172",72,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"173",73,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"174",74,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"175",75,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
"176",76,"[56]rxzxvuqfplwnjfnqepyngdswtvpfusiiquypkfewqlitpgtgylstvqnb",1,56,1,1,0,0,0,0,0,0,0,0,0,0,2
