"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"7522",4272866,"4272835",215078,215158,0,10,1,2430,1702,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLOdNsinHosCAfzRmSxROmvBnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLOdNsinHosCAfzRmSxROmvBnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","114"
"7509",4272835,"4272831",215076,215240,0,8,1,2430,1701,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxROmvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxROmvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","114"
"7524",4272831,"4272500",215076,215086,0,4,1,2430,1700,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJmvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJmvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","114"
"7521",4272500,"4272493",215056,215163,0,7,1,2430,1699,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwgbSjlNzla","114"
"7507",4272493,"4272492",215055,215260,0,3,1,2430,1698,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjlNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjlNzla","114"
"7528",4272492,"4272435",215055,215076,0,3,1,2430,1697,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsinHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjqNzla","114"
"7530",4272435,"4272413",215051,215055,0,2,1,2430,1696,"[114]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAfzRmSxRJJvhnfJKrrvRpOqywdxHNfNpebvAxBrBazwghSjqNzla","114"
"7526",4272413,"4272412",215050,215078,0,5,1,2430,1695,"[113]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAfzRmSxRJJvhnfJKrLvRpqywdxHNfNpebvAxBrBazwghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAfzRmSxRJJvhnfJKrLvRpqywdxHNfNpebvAxBrBazwghSjqNzla","113"
"7527",4272412,"4272280",215050,215077,0,2,1,2430,1694,"[113]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvRpqywdxHNfNpebvAxBrBazwghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvRpqywdxHNfNpebvAxBrBazwghSjqNzla","113"
"7668",4272280,"4272223",215042,215051,0,2,1,2430,1693,"[113]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvRxqywdxHNfNpebvAxBrBazwghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvRxqywdxHNfNpebvAxBrBazwghSjqNzla","113"
"10147",4272223,"4270537",215039,215097,0,10,1,2430,1692,"[113]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdMdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7514",4270537,"4270533",214927,215233,0,17,1,2430,1691,"[113]MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","MmHBnvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7916",4270533,"4270525",214927,215003,0,10,1,2430,1690,"[113]MmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","MmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7534",4270525,"4254519",214927,214928,0,2,1,2430,1689,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHxLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7540",4254519,"4236951",213884,215086,0,5,1,2430,1688,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHOLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHOLMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7523",4236951,"4236950",212731,215158,0,22,1,2430,1687,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHOHMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEdvQIlvHOHMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzla","113"
"7537",4236950,"4236539",212731,214928,0,5,1,2430,1686,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRmSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","113"
"7578",4236539,"4236401",212705,212785,0,30,1,2430,1685,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRJSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRJSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","113"
"7680",4236401,"4236324",212695,213060,0,15,1,2430,1684,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRpSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRpSxRJJvhnfJKrLvgxqywdxHNfNpebvAxBrBazQghSjqNzlb","113"
"7580",4236324,"4236322",212691,212699,0,5,1,2430,1683,"[113]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRpSxRJJvhnfJKrLvgxqywdxHNfNplbvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRpSxRJJvhnfJKrLvgxqywdxHNfNplbvAxBrBazQghSjqNzlb","113"
"8515",4236322,"4236096",212691,212698,0,2,1,2430,1682,"[112]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRkSxRJJvhnfJKrLvgxqwdxHNfNplbvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRkSxRJJvhnfJKrLvgxqwdxHNfNplbvAxBrBazQghSjqNzlb","112"
"7585",4236096,"4229770",212676,212691,0,12,1,2430,1681,"[112]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRkSxRJJzhnfJKrLvgxqwdxHNfNplbvAxBrBazQghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnHosCAflRkSxRJJzhnfJKrLvgxqwdxHNfNplbvAxBrBazQghSjqNzlb","112"
"7590",4229770,"4229769",212245,212698,0,10,1,2430,1680,"[112]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKrLvgxqwdxHNfNplbvAxBrBazSghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKrLvgxqwdxHNfNplbvAxBrBazSghSjqNzlb","112"
"7597",4229769,"4229768",212245,212245,0,1,1,2430,1679,"[112]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvQIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","112"
"7589",4229768,"4229764",212244,212512,0,9,1,2430,1678,"[112]hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","hmHBAvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","112"
"7599",4229764,"4229758",212244,212245,0,3,1,2430,1677,"[111]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnQosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","111"
"7596",4229758,"4229757",212244,212245,0,1,1,2430,1676,"[111]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJzhnfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","111"
"7600",4229757,"4229750",212244,212244,0,1,1,2430,1675,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNplbvAxBrBasSghSjqNzlb","110"
"7588",4229750,"4229743",212243,212528,0,7,1,2430,1674,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNplovAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNplovAxBrBasSghSjqNzlb","110"
"7595",4229743,"4229731",212243,212265,0,4,1,2430,1673,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNploQAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxqwdxHNfNploQAxBrBasSghSjqNzlb","110"
"7606",4229731,"4228273",212242,212244,0,8,1,2430,1672,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNosCAflRkSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","110"
"7582",4228273,"4223614",212149,212698,0,17,1,2430,1671,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNFsCAflRkSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnNFsCAflRkSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","110"
"7592",4223614,"4223555",211834,212341,0,24,1,2430,1670,"[110]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","110"
"7613",4223555,"4223551",211831,211875,0,5,1,2430,1669,"[111]hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","hmHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","111"
"7615",4223551,"4223550",211830,211834,0,2,1,2430,1668,"[111]hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghSjqNzlb","111"
"9319",4223550,"4223292",211830,211831,0,1,1,2430,1667,"[111]hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghJjqNzlb","hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLvgxowdxHNfNploQAxBrBasSghJjqNzlb","111"
"7616",4223292,"4223291",211813,211831,0,2,1,2430,1666,"[111]hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzlb","hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdEFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzlb","111"
"7618",4223291,"4223121",211813,211813,0,1,1,2430,1665,"[111]hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzlb","hsHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzlb","111"
"7602",4223121,"4223118",211801,212156,0,4,1,2430,1664,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzhb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghJjqQzhb","111"
"7634",4223118,"4223116",211801,211928,0,3,1,2430,1663,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghgjqQzhb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSxRJJznfJKqLpgxowdxHNfNploQAxBrBasSghgjqQzhb","111"
"10318",4223116,"4223114",211801,211801,0,1,1,2430,1662,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSghgjqQzhb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRIlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSghgjqQzhb","111"
"7593",4223114,"4223109",211801,212310,0,1,1,2430,1661,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSghgjqQzhb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSghgjqQzhb","111"
"7892",4223109,"4216606",211801,211801,0,1,1,2430,1660,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSgAgjqQzhb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAxBrBasSgAgjqQzhb","111"
"7594",4216606,"4216436",211380,212274,0,6,1,2430,1659,"[111]hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","hQHBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsrnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","111"
"10152",4216436,"4216412",211369,212157,0,24,1,2430,1658,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvHOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","111"
"7703",4216412,"4215660",211368,211369,0,2,1,2430,1657,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBasSgAgjqQzmb","111"
"7629",4215660,"4215649",211321,211369,0,1,1,2430,1656,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmb","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmb","111"
"7632",4215649,"4215627",211320,211322,0,2,1,2430,1655,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsfnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","111"
"7627",4215627,"4214647",211318,211393,0,9,1,2430,1654,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsBnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsBnSFsbCAflRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","111"
"7631",4214647,"4214635",211254,211330,0,6,1,2430,1653,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsBnSFsbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOvMdNsBnSFsbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","111"
"7635",4214635,"4214628",211253,211266,0,2,1,2430,1652,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFsbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFsbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","111"
"7624",4214628,"4214616",211253,211502,0,6,1,2430,1651,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCAylRCSMRJJznfJKqLpgxowdLHNfNploQAuBrBastgAgjqQzmH","111"
"7639",4214616,"4212852",211252,211254,0,3,1,2430,1650,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCAylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastgAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCAylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastgAgjqQzmH","111"
"7636",4212852,"4212735",211132,211259,0,5,1,2430,1649,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCRylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvRBlvjOoMdNsBnSFkbCRylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","111"
"7637",4212735,"4212733",211124,211254,0,10,1,2430,1648,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvFBlvjOoMdNsBnSFkbCRylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvFBlvjOoMdNsBnSFkbCRylRCSMRJJznfJKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","111"
"7646",4212733,"4212731",211124,211132,0,1,1,2430,1647,"[111]hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvFBlvjOoMdNsBnSFkbCRylRCSMRJJznfnKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","hQvBvNJHBocJHcRBoajMLHqNcCKjacHqKHqKHNGqdHFvFBlvjOoMdNsBnSFkbCRylRCSMRJJznfnKqLpgxowdLHNfNpQoQAuBrBastcAgjqQzmH","111"
