"depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"23","15",100,0.15333341,0.666667,0,1,1,1,1,1.46,3,1,83.54,84,82,0.46,2,0,50.54,51,49,33.77,34,33,0.23,1,0,100,"Small","Small"
"24","15",100,0.15333341,0.666667,0,1,1,1,1,1.46,3,1,83.54,84,82,0.46,2,0,50.54,51,49,33.77,34,33,0.23,1,0,100,"Small","Small"
"25","15",100,0.18666676,0.666667,0,1,1,1,1,1.56,3,1,83.44,84,82,0.56,2,0,50.44,51,49,33.72,34,33,0.28,1,0,100,"Small","Small"
"26","15",100,0.17333342,0.666667,0,1,1,1,1,1.52,3,1,78.48,79,77,0.52,2,0,47.48,48,46,31.74,32,31,0.26,1,0,100,"Small","Small"
"27","15",100,0.16666675,0.666667,0,1,1,1,1,1.5,3,1,78.5,79,77,0.5,2,0,47.5,48,46,31.75,32,31,0.25,1,0,100,"Small","Small"
"28","15",100,0.12666673,0.666667,0,1,1,1,1,1.38,3,1,78.62,79,77,0.38,2,0,47.62,48,46,31.81,32,31,0.19,1,0,100,"Small","Small"
"29","15",100,0.14666674,0.666667,0,1,1,1,1,1.44,3,1,75.56,76,74,0.44,2,0,46.56,47,45,29.78,30,29,0.22,1,0,100,"Small","Small"
"30","15",100,0.16666675,0.666667,0,1,1,1,1,1.5,3,1,76.5,77,75,0.5,2,0,46.5,47,45,30.75,31,30,0.25,1,0,99,"Small","Small"
"31","15",100,0.18000009,0.666667,0,1,1,1,1,1.54,3,1,75.46,76,74,0.54,2,0,46.46,47,45,29.73,30,29,0.27,1,0,99,"Small","Small"
"32","15",100,0.15333341,0.666667,0,1,1,1,1,1.46,3,1,78.54,79,77,0.46,2,0,47.54,48,46,31.77,32,31,0.23,1,0,99,"Small","Small"
"33","15",100,0.18666676,0.666667,0,1,1,1,1,1.56,3,1,75.44,76,74,0.56,2,0,46.44,47,45,29.72,30,29,0.28,1,0,99,"Small","Small"
"34","15",100,0.16000008,0.666667,0,1,1,1,1,1.48,3,1,73.52,74,72,0.48,2,0,44.52,45,43,29.76,30,29,0.24,1,0,98,"Small","Small"
"35","15",100,0.17333342,0.666667,0,1,1,1,1,1.52,3,1,75.48,76,74,0.52,2,0,46.48,47,45,29.74,30,29,0.26,1,0,98,"Small","Small"
"36","15",100,0.18666676,0.666667,0,1,1,1,1,1.56,3,1,78.44,79,77,0.56,2,0,47.44,48,46,31.72,32,31,0.28,1,0,98,"Small","Small"
"37","15",100,0.15333341,0.666667,0,1,1,1,1,1.46,3,1,78.54,79,77,0.46,2,0,47.54,48,46,31.77,32,31,0.23,1,0,98,"Small","Small"
"38","15",100,0.39,0.5,0,1,1,1,1,9.26,35,2,60.74,68,35,0.78,1,0,34.22,35,34,34.22,35,34,0.78,1,0,98,"Small","Small"
"39","15",100,0.39,0.5,0,1,1,1,1,9.48,36,2,62.52,70,36,0.78,1,0,35.22,36,35,35.22,36,35,0.78,1,0,98,"Small","Small"
"40","15",100,0.71,1,0,1.399375,1.5625,1,1.5625,1.58,3,1,20.59,71,0,0.71,1,0,8.7,30,0,12.47,43,0,0.29,1,0,98,"Small","Small"
"41","15",100,0.73,1,0,1.410625,1.5625,1,1.5625,1.54,3,1,19.71,73,0,0.73,1,0,8.37,31,0,11.88,44,0,0.27,1,0,98,"Small","Small"
"42","15",100,0.7,1,0,1.39375,1.5625,1,1.5625,3.65,43,1,9.3,73,0,0.7,1,0,3.17,25,0,7,52,0,2.08,40,0,98,"Small","Small"
"43","15",100,0.79,1,0,1.444375,1.5625,1,1.5625,1,1,1,11.14,330,0,0.79,1,0,1.55,24,0,9.8,329,0,0,0,0,98,"Small","Small"
"44","15",100,0.75,1,0,1.421875,1.5625,1,1.5625,1,1,1,4.49,56,0,0.75,1,0,2.58,29,0,2.16,31,0,0,0,0,98,"Small","Small"
"45","15",100,0.35333312,1,0,1.07875,1.5625,1,1,2.28,3,1,0.64,1,0,0.78,1,0,1.5,2,0,0.64,1,0,0,0,0,98,"Small","Small"
"46","15",100,0.37999984,1,0,1.12375,1.5625,1,1,1.96,3,1,0.48,1,0,0.7,1,0,1.26,2,0,0.48,1,0,0,0,0,98,"Small","Small"
"47","15",100,0.40333318,1,0,1.140625,1.5625,1,1,1.92,3,1,0.46,1,0,0.71,1,0,1.21,2,0,0.46,1,0,0,0,0,98,"Small","Small"
"48","15",100,0.53,1,0,1.16875,1.5625,1,1,1.46,2,1,0.46,1,0,0.76,1,0,1.16,2,0,0,0,0,0,0,0,98,"Small","Small"
"49","15",100,0.41999984,1,0,1.14625,1.5625,1,1,1.96,3,1,0.48,1,0,0.74,1,0,1.22,2,0,0.48,1,0,0,0,0,98,"Small","Small"
"50","15",100,0.5,1,0,1.36328,1.95312,1,1.25,1.75,2,1,0.25,1,0,1,2,0,1,2,0,0,0,0,0,0,0,98,"Small","Small"
"51","15",100,0.505,1,0,1.3839048,1.95312,1,1.25,1.72,2,1,0.28,1,0,1.01,2,0,0.99,2,0,0,0,0,0,0,0,98,"Small","Small"
"52","15",100,0.53,1,0,1.4099984,1.95312,1,1.25,1.74,2,1,0.26,1,0,1.06,2,0,0.94,2,0,0,0,0,0,0,0,98,"Small","Small"
"53","15",100,0.525,1,0,1.3848424,1.95312,1,1.25,1.78,2,1,0.22,1,0,1.05,2,0,0.95,2,0,0,0,0,0,0,0,98,"Small","Small"
"54","15",100,0.45,1,0,1.3110928,1.95312,1,1.25,1.71,2,1,0.29,1,0,0.9,2,0,1.1,2,0,0,0,0,0,0,0,98,"Small","Small"
"55","15",100,0.53,1,0,1.4054672,1.95312,1,1.25,1.75,2,1,0.25,1,0,1.06,2,0,0.94,2,0,0,0,0,0,0,0,99,"Small","Small"
"56","15",100,0.54,1,0,1.405936,1.95312,1,1.25,1.78,2,1,0.22,1,0,1.08,2,0,0.92,2,0,0,0,0,0,0,0,99,"Small","Small"
"57","15",100,0.53,1,0,1.37828,1.95312,1,1.25,1.81,2,1,0.19,1,0,1.06,2,0,0.94,2,0,0,0,0,0,0,0,99,"Small","Small"
"58","15",100,0.58,1,0,1.448592,1.95312,1,1.25,1.81,2,1,0.19,1,0,1.16,2,0,0.84,2,0,0,0,0,0,0,0,99,"Small","Small"
"59","15",100,0.53,1,0,1.3964048,1.95312,1,1.25,1.77,2,1,0.23,1,0,1.06,2,0,0.94,2,0,0,0,0,0,0,0,99,"Small","Small"
"60","15",100,0.485,1,0,1.3512488,1.95312,1,1.25,1.73,2,1,0.27,1,0,0.97,2,0,1.03,2,0,0,0,0,0,0,0,99,"Small","Small"
"61","15",100,0.48,1,0,1.35328,1.95312,1,1.25,1.71,2,1,0.29,1,0,0.96,2,0,1.04,2,0,0,0,0,0,0,0,99,"Small","Small"
"62","15",100,0.66142861,1,0,2.2848034,3.8147,1,1.5625,3.19,7,1,0,0,0,2.62,6,0,0.57,1,0,0,0,0,0,0,0,98,"Small","Small"
"63","15",100,0.68142861,1,0,2.3407312,3.8147,1,1.5625,3.28,7,1,0,0,0,2.73,6,0,0.55,1,0,0,0,0,0,0,0,98,"Small","Small"
"64","15",100,0.66714289,1,0,2.2989636,3.8147,1,1.5625,3.16,7,1,0,0,0,2.63,6,0,0.53,1,0,0,0,0,0,0,0,98,"Small","Small"
"65","15",100,0.70714289,1,0,2.2916784,3.8147,1,1.5625,3.1,7,1,0,0,0,2.61,6,0,0.49,1,0,0,0,0,0,0,0,98,"Small","Small"
"66","15",100,0.71000004,1,0,2.3950208,3.8147,1,3.05176,3.37,7,1,0,0,0,2.84,6,0,0.53,1,0,0,0,0,0,0,0,98,"Small","Small"
"67","15",100,0.68571432,1,0,2.2731652,3.8147,1,1.5625,3.1,7,1,0,0,0,2.58,6,0,0.52,1,0,0,0,0,0,0,0,98,"Small","Small"
"68","15",100,0.73571432,1,0,2.3310754,3.8147,1,1.5625,3.16,7,1,0,0,0,2.69,6,0,0.47,1,0,0,0,0,0,0,0,98,"Small","Small"
"69","15",100,0.68142861,1,0,2.3258386,3.8147,1,1.5625,3.25,7,1,0,0,0,2.7,6,0,0.55,1,0,0,0,0,0,0,0,98,"Small","Small"
"70","15",100,0.71000004,1,0,2.4099134,3.8147,1,3.05176,3.4,7,1,0,0,0,2.87,6,0,0.53,1,0,0,0,0,0,0,0,98,"Small","Small"
"71","15",100,0.72285718,1,0,2.3556018,3.8147,1,1.5625,3.25,7,1,0,0,0,2.75,6,0,0.5,1,0,0,0,0,0,0,0,98,"Small","Small"
"72","15",100,0.73,1,0,1.8412909,2.44141,1,1.5625,1.98,3,1,0,0,0,1.71,3,0,0.27,1,0,0,0,0,0,0,0,98,"Small","Small"
"73","15",100,0.85554226,0.909091,0.8,4.9914028,9.31323,2.44141,3.8147,7.59,11,5,0,0,0,6.59,10,4,1,1,1,0,0,0,0,0,0,98,"Small","Small"
"74","15",100,0.86784097,0.909091,0.8,5.6479597,9.31323,2.44141,4.76837,8.21,11,5,0,0,0,7.21,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"75","15",100,0.85623382,0.909091,0.8,4.8962557,9.31323,2.44141,3.8147,7.56,11,5,0,0,0,6.56,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"76","15",100,0.85524032,0.909091,0.8,4.5853636,9.31323,2.44141,3.8147,7.38,11,5,0,0,0,6.38,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"77","15",100,0.8623637,0.909091,0.8,5.1710748,9.31323,2.44141,4.291535,7.84,11,5,0,0,0,6.84,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"78","15",100,0.85868511,0.909091,0.8,5.1088951,9.31323,2.44141,4.76837,7.73,11,5,0,0,0,6.73,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"79","15",100,0.85542538,0.909091,0.8,4.7545694,9.31323,2.44141,3.8147,7.47,11,5,0,0,0,6.47,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"80","15",100,0.85871434,0.909091,0.8,4.9343488,9.31323,2.44141,4.291535,7.64,11,5,0,0,0,6.64,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"81","15",100,0.85469161,0.909091,0.8,4.7049246,9.31323,2.44141,3.8147,7.43,11,5,0,0,0,6.43,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"82","15",100,0.86097083,0.909091,0.8,5.1638267,9.31323,2.44141,4.76837,7.81,11,5,0,0,0,6.81,10,4,1,1,1,0,0,0,0,0,0,97,"Small","Small"
"83","15",100,0.86163967,0.909091,0.8,4.9353857,9.31323,2.44141,4.76837,7.71,11,5,0,0,0,6.71,10,4,1,1,1,0,0,0,0,0,0,96,"Small","Small"
"84","15",100,0.8601007,0.909091,0.8,5.2494371,9.31323,2.44141,4.76837,7.83,11,5,0,0,0,6.83,10,4,1,1,1,0,0,0,0,0,0,95,"Small","Small"
"85","15",100,0.8530455,0.909091,0.8,4.5960983,9.31323,2.44141,3.8147,7.34,11,5,0,0,0,6.34,10,4,1,1,1,0,0,0,0,0,0,95,"Small","Small"
"86","15",100,0.85885719,0.909091,0.8,4.9587627,9.31323,2.44141,4.76837,7.66,11,5,0,0,0,6.66,10,4,1,1,1,0,0,0,0,0,0,95,"Small","Small"
"87","15",100,0.86208123,0.909091,0.8,5.2440429,9.31323,2.44141,4.76837,7.87,11,5,0,0,0,6.87,10,4,1,1,1,0,0,0,0,0,0,95,"Small","Small"
"88","15",100,0.86232798,0.909091,0.8,5.185952,9.31323,2.44141,4.76837,7.85,11,5,0,0,0,6.85,10,4,1,1,1,0,0,0,0,0,0,95,"Small","Small"
"89","15",100,0.85831499,0.909091,0.8,4.7704835,9.31323,2.44141,3.8147,7.55,11,5,0,0,0,6.55,10,4,1,1,1,0,0,0,0,0,0,94,"Small","Small"
"90","15",100,0.86069162,0.909091,0.8,5.274668,9.31323,2.44141,3.8147,7.85,11,5,0,0,0,6.85,10,4,1,1,1,0,0,0,0,0,0,93,"Small","Small"
"91","15",100,0.85142537,0.909091,0.8,4.6584391,9.31323,2.44141,3.8147,7.33,11,5,0,0,0,6.33,10,4,1,1,1,0,0,0,0,0,0,93,"Small","Small"
"92","15",100,0.8596624,0.909091,0.8,4.9786531,9.31323,2.44141,3.8147,7.68,11,5,0,0,0,6.68,10,4,1,1,1,0,0,0,0,0,0,94,"Small","Small"
"93","15",100,0.86266889,0.909091,0.8,5.2314006,9.31323,2.44141,4.76837,7.88,11,5,0,0,0,6.88,10,4,1,1,1,0,0,0,0,0,0,94,"Small","Small"
"94","15",100,0.93946757,1,0.8,5.8973039,11.6415,2.44141,4.76837,7.43,11,4,0,0,0,6.96,10,4,0.47,1,0,0,0,0,0,0,0,94,"Small","Small"
"95","15",100,0.92859419,1,0.8,6.1385613,11.6415,2.44141,4.76837,7.51,11,4,0,0,0,7,10,4,0.51,1,0,0,0,0,0,0,0,94,"Small","Small"
"96","15",100,0.93725328,1,0.8,6.174051,11.6415,2.44141,4.76837,7.42,11,4,0,0,0,6.97,10,4,0.45,1,0,0,0,0,0,0,0,94,"Small","Small"
"97","15",100,0.91652276,1,0.8,5.1980668,11.6415,2.44141,4.76837,7.11,11,4,0,0,0,6.52,10,4,0.59,1,0,0,0,0,0,0,0,95,"Small","Small"
"98","15",100,0.92725977,1,0.8,5.7561463,11.6415,2.44141,4.76837,7.34,11,4,0,0,0,6.81,10,4,0.53,1,0,0,0,0,0,0,0,94,"Small","Small"
"99","15",100,0.91579873,1,0.8,5.1817138,11.6415,2.44141,4.76837,6.9,11,4,0,0,0,6.34,10,4,0.56,1,0,0,0,0,0,0,0,94,"Small","Small"
"100","15",100,0.92612666,1,0.8,5.3899819,11.6415,2.44141,4.76837,7.06,11,4,0,0,0,6.54,10,4,0.52,1,0,0,0,0,0,0,0,94,"Small","Small"
"101","15",100,0.92879224,1,0.8,5.5496641,11.6415,2.44141,4.76837,7.15,11,4,0,0,0,6.63,10,4,0.52,1,0,0,0,0,0,0,0,94,"Small","Small"
"102","15",100,0.93179548,1,0.8,5.4378963,11.6415,2.44141,4.76837,6.98,11,4,0,0,0,6.51,10,4,0.47,1,0,0,0,0,0,0,0,93,"Small","Small"
"103","15",100,0.92580198,1,0.8,5.6947832,11.6415,2.44141,4.76837,7.23,11,4,0,0,0,6.71,10,4,0.52,1,0,0,0,0,0,0,0,93,"Small","Small"
"104","15",100,0.93578574,1,0.8,5.8488834,11.6415,2.44141,4.76837,7.34,11,4,0,0,0,6.86,10,4,0.48,1,0,0,0,0,0,0,0,93,"Small","Small"
"105","15",100,0.93107145,1,0.8,5.6683532,11.6415,2.44141,4.76837,7.11,11,4,0,0,0,6.63,10,4,0.48,1,0,0,0,0,0,0,0,93,"Small","Small"
"106","15",100,0.92325004,1,0.8,5.7511607,11.6415,2.44141,4.76837,7.45,11,4,0,0,0,6.89,10,4,0.56,1,0,0,0,0,0,0,0,93,"Small","Small"
"107","15",100,0.94019808,1,0.8,5.9025336,11.6415,2.44141,4.76837,7.29,11,4,0,0,0,6.85,10,4,0.44,1,0,0,0,0,0,0,0,93,"Small","Small"
"108","15",100,0.93177276,1,0.8,5.9239466,11.6415,2.44141,4.76837,7.28,11,4,0,0,0,6.8,10,4,0.48,1,0,0,0,0,0,0,0,93,"Small","Small"
"109","15",100,0.93408769,1,0.8,5.5108098,11.6415,2.44141,4.76837,7.05,11,4,0,0,0,6.58,10,4,0.47,1,0,0,0,0,0,0,0,94,"Small","Small"
"110","15",100,0.94378899,1,0.8,5.9645761,11.6415,2.44141,4.76837,7.31,11,4,0,0,0,6.89,10,4,0.42,1,0,0,0,0,0,0,0,94,"Small","Small"
"111","15",100,0.93532471,1,0.8,5.6683841,11.6415,2.44141,4.76837,7.22,11,4,0,0,0,6.75,10,4,0.47,1,0,0,0,0,0,0,0,94,"Small","Small"
"112","15",100,0.92801302,1,0.8,6.0439868,11.6415,2.44141,4.76837,7.54,11,4,0,0,0,7,10,4,0.54,1,0,0,0,0,0,0,0,94,"Small","Small"
"113","15",100,0.93522081,1,0.8,6.1963122,11.6415,2.44141,4.76837,7.47,11,4,0,0,0,7,10,4,0.47,1,0,0,0,0,0,0,0,94,"Small","Small"
"114","15",100,0.92195782,1,0.8,5.8353264,11.6415,2.44141,4.76837,7.43,11,4,0,0,0,6.87,10,4,0.56,1,0,0,0,0,0,0,0,94,"Small","Small"
"115","15",100,0.93628899,1,0.8,5.9024536,11.6415,2.44141,4.76837,7.43,11,4,0,0,0,6.95,10,4,0.48,1,0,0,0,0,0,0,0,94,"Small","Small"
"116","15",100,0.92659418,1,0.8,5.6455496,11.6415,2.44141,4.76837,7.27,11,4,0,0,0,6.74,10,4,0.53,1,0,0,0,0,0,0,0,94,"Small","Small"
"117","15",100,0.93351626,1,0.8,5.5184676,11.6415,2.44141,4.76837,7.06,11,4,0,0,0,6.59,10,4,0.47,1,0,0,0,0,0,0,0,94,"Small","Small"
"118","15",100,0.92806172,1,0.8,5.8226973,11.6415,2.44141,4.76837,7.38,11,4,0,0,0,6.85,10,4,0.53,1,0,0,0,0,0,0,0,93,"Small","Small"
"119","15",100,0.94487665,1,0.8,5.8744387,11.6415,2.44141,4.76837,7.15,11,4,0,0,0,6.74,10,4,0.41,1,0,0,0,0,0,0,0,93,"Small","Small"
"120","15",100,0.92947406,1,0.8,6.5181319,11.6415,2.44141,4.76837,7.82,11,4,0,0,0,7.3,10,4,0.52,1,0,0,0,0,0,0,0,93,"Small","Small"
"121","15",100,0.91193185,1,0.8,5.4309197,11.6415,2.44141,4.76837,7.18,11,4,0,0,0,6.58,10,4,0.6,1,0,0,0,0,0,0,0,93,"Small","Small"
"122","15",100,0.92905522,1,0.8,5.5564075,11.6415,2.44141,4.76837,7.06,11,4,0,0,0,6.57,10,4,0.49,1,0,0,0,0,0,0,0,93,"Small","Small"
"123","15",100,0.93496431,1,0.8,5.5823505,11.6415,2.44141,4.76837,7.16,11,4,0,0,0,6.69,10,4,0.47,1,0,0,0,0,0,0,0,93,"Small","Small"
"124","15",100,0.91914289,1,0.8,5.7579032,11.6415,2.44141,4.76837,7.41,11,4,0,0,0,6.84,10,4,0.57,1,0,0,0,0,0,0,0,93,"Small","Small"
"125","15",100,0.92950977,1,0.8,5.9977499,11.6415,2.44141,4.76837,7.55,11,4,0,0,0,7.02,10,4,0.53,1,0,0,0,0,0,0,0,93,"Small","Small"
"126","15",100,0.92893509,1,0.8,5.0616789,11.6415,2.44141,4.76837,6.77,11,4,0,0,0,6.29,10,4,0.48,1,0,0,0,0,0,0,0,93,"Small","Small"
"127","15",100,0.94030847,1,0.8,5.744417,11.6415,2.44141,4.76837,7.18,11,4,0,0,0,6.74,10,4,0.44,1,0,0,0,0,0,0,0,93,"Small","Small"
"128","15",100,0.93639288,1,0.8,5.9817968,11.6415,2.44141,4.76837,7.4,11,4,0,0,0,6.94,10,4,0.46,1,0,0,0,0,0,0,0,93,"Small","Small"
"129","15",100,0.92805523,1,0.8,5.924602,11.6415,2.44141,4.76837,7.46,11,4,0,0,0,6.93,10,4,0.53,1,0,0,0,0,0,0,0,93,"Small","Small"
"130","15",100,0.92034094,1,0.8,5.508361,11.6415,2.44141,4.76837,7.3,11,4,0,0,0,6.74,10,4,0.56,1,0,0,0,0,0,0,0,93,"Small","Small"
"131","15",100,0.92748379,1,0.8,5.7900287,11.6415,2.44141,4.76837,7.33,11,4,0,0,0,6.82,10,4,0.51,1,0,0,0,0,0,0,0,93,"Small","Small"
"132","15",100,0.93399678,1,0.8,5.3573386,11.6415,2.44141,4.76837,6.87,11,4,0,0,0,6.42,10,4,0.45,1,0,0,0,0,0,0,0,93,"Small","Small"
"133","15",100,0.92648705,1,0.8,5.5890255,11.6415,2.44141,4.76837,7.26,11,4,0,0,0,6.73,10,4,0.53,1,0,0,0,0,0,0,0,93,"Small","Small"
"134","15",100,0.93239938,1,0.8,5.7374421,11.6415,2.44141,4.76837,7.31,11,4,0,0,0,6.81,10,4,0.5,1,0,0,0,0,0,0,0,93,"Small","Small"
"135","15",100,0.92486367,1,0.8,5.747618,11.6415,2.44141,4.76837,7.39,11,4,0,0,0,6.84,10,4,0.55,1,0,0,0,0,0,0,0,93,"Small","Small"
"136","15",100,0.9265747,1,0.8,5.6002633,11.6415,2.44141,4.76837,7.19,11,4,0,0,0,6.67,10,4,0.52,1,0,0,0,0,0,0,0,93,"Small","Small"
"137","15",100,0.92969159,1,0.8,5.6522372,11.6415,2.44141,4.76837,7.2,11,4,0,0,0,6.7,10,4,0.5,1,0,0,0,0,0,0,0,93,"Small","Small"
"138","15",100,0.92390912,1,0.8,5.1405174,11.6415,2.44141,4.76837,6.85,11,4,0,0,0,6.33,10,4,0.52,1,0,0,0,0,0,0,0,93,"Small","Small"
"139","15",100,0.93281821,1,0.8,5.6706299,11.6415,2.44141,4.76837,7.15,11,4,0,0,0,6.68,10,4,0.47,1,0,0,0,0,0,0,0,93,"Small","Small"
"140","15",100,0.92824029,1,0.8,5.8771235,11.6415,2.44141,4.76837,7.41,11,4,0,0,0,6.88,10,4,0.53,1,0,0,0,0,0,0,0,93,"Small","Small"
"141","15",100,0.93422405,1,0.8,4.9422529,11.6415,2.44141,4.76837,6.58,11,4,0,0,0,6.14,10,4,0.44,1,0,0,0,0,0,0,0,93,"Small","Small"
"142","15",100,0.92257146,1,0.8,6.0140695,11.6415,2.44141,4.76837,7.55,11,4,0,0,0,7,10,4,0.55,1,0,0,0,0,0,0,0,93,"Small","Small"
"143","15",100,0.9211851,1,0.8,5.8426522,11.6415,2.44141,4.76837,7.34,11,4,0,0,0,6.78,10,4,0.56,1,0,0,0,0,0,0,0,92,"Small","Small"
"144","15",100,0.93920133,1,0.8,5.6743506,11.6415,2.44141,4.76837,7.22,11,4,0,0,0,6.75,10,4,0.47,1,0,0,0,0,0,0,0,92,"Small","Small"
"145","15",100,0.92087666,1,0.8,5.6221826,11.6415,2.44141,4.76837,7.24,11,4,0,0,0,6.69,10,4,0.55,1,0,0,0,0,0,0,0,92,"Small","Small"
"146","15",100,0.92662015,1,0.8,5.4595568,11.6415,2.44141,4.76837,6.92,11,4,0,0,0,6.45,10,4,0.47,1,0,0,0,0,0,0,0,92,"Small","Small"
"147","15",100,0.94144483,1,0.8,5.7674529,11.6415,2.44141,4.76837,7.11,11,4,0,0,0,6.69,10,4,0.42,1,0,0,0,0,0,0,0,92,"Small","Small"
"148","15",100,0.93108769,1,0.8,5.6295135,11.6415,2.44141,4.76837,7.09,11,4,0,0,0,6.62,10,4,0.47,1,0,0,0,0,0,0,0,92,"Small","Small"
"149","15",100,0.91750004,1,0.8,5.1609415,11.6415,2.44141,4.76837,7.12,11,4,0,0,0,6.52,10,4,0.6,1,0,0,0,0,0,0,0,92,"Small","Small"
"150","15",100,0.93474354,1,0.8,5.9729129,11.6415,2.44141,4.76837,7.45,11,4,0,0,0,6.95,10,4,0.5,1,0,0,0,0,0,0,0,92,"Small","Small"
"151","15",100,0.94047405,1,0.8,6.1816178,11.6415,2.44141,4.76837,7.61,11,4,0,0,0,7.15,10,4,0.46,1,0,0,0,0,0,0,0,92,"Small","Small"
"152","15",100,0.93656172,1,0.8,6.2084392,11.6415,2.44141,4.76837,7.57,11,4,0,0,0,7.09,10,4,0.48,1,0,0,0,0,0,0,0,92,"Small","Small"
