genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[106]ruHtGfJBatangcFjFdwenFsFfGirHFoqKoGGAyDjvfGJDHcoJFLJHkHlGqvsChHIwhtDGqGaFwGkrIzrgtzlkeAgvCKzyGziLwBxikgmfK",11,6,2652,1,10,0,10,0,0,0,0,0,6,6,2,2,2,2, 1
"[97]twbdfbvJlofLGmHcoKmcoBnHagcqcaCvhnxhfnlfIEuhmqvqympBEyrucdqJIargDqCkDshJBspEixIwbBewgwJfaAeslvpmK",111,112,2731,1,110,0,110,0,0,0,0,0,85,85,25,20,28,28, 10
"[42]vHlFxhxHuJHcocCKHqaILqjHinwlIBIFsawuzFrGHG",753,197,2697,0.748349,1514,381,1133,381,381,0,381,381,405,405,728,347,381,381, 100
"[78]dFimcktpfyJdtsHcvbFocCKJwLjtAJrBuGfCsvffGjedLrDlIjBmAidBkahysIForhkesGpHIvCyJo",8,3,2619,1,7,0,7,0,0,0,0,0,5,5,1,1,1,1, 101
"[97]CtnmnHutKHoJoqoGLJLuGCppvtmJFmlfmkACAcHkfJhbJwuDyChFzieqKHarLvaBxGhEzpfAwbGFvfdgJFaltxbfmvnHFFjao",9,5,2573,1,8,0,8,0,0,0,0,0,13,13,3,3,6,5, 102
"[48]qBoBlfsvAwjAsrcwAEDledbvGIDsAICxlkAndgdHhinKtaJG",6,5,2737,1,5,0,5,0,0,0,0,0,17,15,4,4,0,0, 103
"[82]ecsgsGoCsxsvwfDDzfgtmrxbbhliembeAHzEoDHKthuiLBfzuffsDlEhjxysrqtcGkqxvaxwskktzHBoKJ",7,7,2659,1,6,0,6,0,0,0,0,0,4,4,1,1,1,1, 104
"[101]qrrgJCLJCyEKABodoEhtwnemAIfbjHovrjijsxLaDzFxvaAyjEymFpwdCxlIcbLyvEtvnszDtuDvnaHhfnnltcdhoBlGehHcdoKoL",10,2,2630,1,9,0,9,0,0,0,0,0,5,5,2,2,2,2, 105
"[63]cfAvArnnfwjlnhohHcoKGqqJmqtDkjIBrgohLDmyrApJdBJGhJLtqxmbqDBErda",6,6,2658,1,5,0,5,0,0,0,0,0,8,8,2,2,0,0, 106
"[64]slvphrtJhdlEeEywsDwtFpLcBvsyHwEnadiraoLxHchGzoKHAmchqufwiunrqneG",17,16,2764,1,16,0,16,0,0,0,0,0,10,10,2,2,4,4, 107
"[50]HEoIHgeDEahdoJqcejwaKHlcoEDBDkGBfEsrFxAAwKmLoGHFoB",252,56,2786,0.743689,515,132,383,132,132,0,132,132,168,168,174,108,173,107, 108
"[62]iecGcHoJjnjbaHpqEmeHhsmfncEDgrjycCEpGlvkwFqsevHKxuhLouipyxmagd",8,4,2705,1,7,0,7,0,0,0,0,0,95,7,3,3,3,1, 109
"[49]wmFigrevuJsCdlgGFnukexykhcGcqyicHfHsAFBgvgoGuoKmh",6,6,2678,1,5,0,5,0,0,0,0,0,4,4,1,1,0,0, 11
"[35]wdHhopIhoKdHEopDoaJDzboreDcmGLgHcoK",96,76,3011,0.868217,129,17,112,15,17,2,63,61,200,200,125,66,59,59, 110
"[81]osglrnzlnAaJebiAHoCjsKHBJLqJtGCpJdlsKDvbhkHJHcpabjgBwxkDzLJvJIHxlcduLellEuEDJrcja",10,0,2611,1,9,0,9,0,0,0,0,0,6,6,1,1,2,2, 111
"[97]ugmoltugyloKotfeiGHcocJyCwsrDAdLvpJmeImgnernaEGLuardJBiFgGuExItvLhHiajlznaGmbEyrxvvpsLqoFDCidaeCm",6,4,2592,1,5,0,5,0,0,0,0,0,28,28,8,8,0,0, 112
"[97]uJmpniaEcfkbxxkmlyAmbanHBGoEoKHoJGowjFCnvFhaIDdsaujdeumIikIKtFCpyakCimfasHnsiftmnnjDDKaLArueazgIs",6,4,2564,1,5,0,5,0,0,0,0,0,4,4,1,1,0,0, 113
"[49]zuDqArsjhDDHfolkEgAxjtgbrGHoJCzuiICpneAgAcfkrJHHj",5,5,2515,1,4,0,4,0,0,0,0,0,4,4,0,0,0,0, 114
"[79]qExBnJeaqnusgrHwxHzAEwocotgEgydHDJhbfawqjaanlwCakvEwKIsKmEcbFbucHcHAoecKdkttJgG",6,4,2626,1,5,0,5,0,0,0,0,0,4,4,1,1,0,0, 115
"[68]FkqycsvjHinEznpIonsHoJHoqDwfanbymtInKEDAmnbCFKorBprgBvDlGwpJGEicCLDz",253,69,2674,0.78,450,99,351,99,99,0,99,99,156,156,195,96,99,99, 116
