genome,merit,merit_given,gen, seed
"[76]yAlEEkfGcaheFhsnEHiohivEomxgoefEorfLIDyzHwcDqdaxKcwhgpBHtCoDaiHGdKjuovwoHmtw",64,64,2815, 415
"[67]oHGnLogopIEEqLsvoJHzokFzybevwEtIvppFhmIdqFhjEnfDydmphCAwqodyClxHkdK",32,8,2890, 416
"[46]HxsuowpAFGIGouoHLhoqehfoEDAmaxzdFvAofLflsKkchv",256,65,3148, 417
"[89]FvzGEBHrIklpzigEasfyDFBtpJGEIgietoleifuhHLBosLEmgdGhqcKDBvCkinBEylnKssdhaeaDsowzavLGymela",64,17,2665, 418
"[95]xFyfocJogmoBjkhKteHIlwaFsucCctrvrjmweBbLHqngyAkJlkcczFwpsvnEccmGgBsgjLnsEGdcgcAeLcatqcecusxccyy",128,64,523, 419
"[61]mdceofvpqmogFHscLmCChtuwinCzyalfGnFqfqaIItcfveiHsrcBncdIGtxGG",32,17,2843, 42
"[64]DmmGHfFlevGLrIjvGnoHLCrCgLCEAHkhdospriijifjKbBBFaHryxcFDmgubHHit",32,8,2924, 420
"[49]otjwniheBcGpnxpystrEooucLroHaiIHDADAzuJGAccbkHajx",32,5,3015, 421
"[34]cgEHcpLbwbovwsoAsrGdrLcIaocHvBiGoj",32,5,3010, 422
"[108]ghclEqHBtdhiyjBIfhbbonngfjzbbzgrHnxLnGsAErmlluFoDsBanczEmFKovoHoDnAJjbrvyeJlBfxvdHiezhDGByjjfeppFazwdalLtGla",1.67772e+07,8193,1343, 423
"[57]sBepptHBcfrAsreyweLwiLcbLaprerjGDhodIirGsocHmyvLEnKLoJjpF",1.07374e+09,64,2154, 424
"[85]utvbibGplvkfwdvGjjzeicbHjLItrnjEHDkJvlnjEHppxfHuIDzKCjcDbaBiybIoBszLcuzxuygocoIGtlsfc",32,9,1183, 425
"[60]prFdgecygyaEHwzdfcIzurHLcocqwpKzolpkwEGcnvmclaGqeKzDxwDBmfyG",8192,16,2826, 426
"[70]berjurEdEptwLhEnoBukFLtuoDGABBlqxHIGqonvfpyzsvakhcAAGHnkfALLeEahlBzoKo",64,33,2972, 427
"[95]pEeawDaEikHgIchnlGHLbgfoCwsbrpBvgKzgdimoxvHELsDvxbJBFLgqiBovwsdvLEHzahoFFyurimhjpcJeaLGwdkddaoD",2048,256,1390, 428
"[93]bhzoAbGErvsLEoDEyBcDukKffbjcezsAGpJhbHoEDlvAlEsDvhCpabjuLdvGCdypGeaGhyznqlyajwLyBsdGypahIjlcH",4.1943e+06,8193,2730, 429
"[49]ExunfcHEGGpabpnkumdDFLHtccGwjgoCalsaLIGboHchFpawL",32,9,2894, 43
"[87]padihfncmcuwDHdwxLFBcnFfynIozGrCGusvArBhygorDsdtpKLxmkGinwBLihyrKBsEmuscBLlJHBJdaHeHwKA",256,17,3075, 430
"[92]LAzroHkccecDxEcCIzfLmCaxGgacGupAEDqoGcEcBuBlDdnadhKqIFEgpAhkcziKmpqIncjjleFbhfainhbwzFEHcraL",64,64,2803, 431
"[86]fleodHEjxLAnflcwrGnpzhIlmoHDKzvqnHKaptwEwDwDbDsqbbhqCnwxbbFsfEixqErpIoxBBkaBdrupcgryah",256,17,3294, 432
"[47]DEqrwodBjleeDlgFLnKHyxwfueyzlkltLzLIwsnmHugnlGy",64,16,3013, 433
"[81]DvtFnDdsjLBzillobEHEmAesBELIDyEqxFznmsmbtafqAIdfdqGGlGoHcDAeGbmEAgmCyovbqunIKBKkw",32,17,2972, 434
"[37]oDimLsxzualjvxxmgmEHGuryiamvLAlIoHpgd",32,8,2970, 435
"[76]hnwocHhGrLcIHCKswbGvduhliKGIvyakvffqufhloKCHIgzmvBJDJHBFciwDnbmqdaDKixecbLHh",32,5,2951, 436
"[86]vehvomiadHaEkwjeLvLtrBFouAGhrmImlcmlAfjciHzapeEqnavoEwuxloqLpdjbAncfLKlGfxhkjpjDnmckGe",64,65,1338, 437
"[91]nEcmczwccqkwxbojlaxcHfjindyIvyibngdrFgHEdCbewLccnovoEELagtogBcdkoaeLccvmcioKAFDccaGrLmFtmcB",2048,256,3063, 438
"[76]bfHuukmaovnuLIEohHolcDqyGkKqtKglleEKBGHLBHJdxcrbtgFczLdFtbGLbhcaBaGqxBfucirv",256,33,3287, 439
"[68]brHLolBoFIHoKnvLGqgjAHzLgyBCJchtlhkHBvvmhgKzKzsulLhhwkAAIoHtwBIskgyL",64,17,3009, 44
"[46]qktHxygisqwuwsEuhfttcohosILHLculoKocdvcerBAGGm",64,65,3169, 440
"[71]agmFiHybEytfxoiggrwpEeDaKvoAyczrgmikGGkIhvHLcocCrBGyxwKGgfEcCczfbFyEEEG",2048,256,2615, 441
"[61]FAvtHBbaLyenBgIHsfoKwGLqHEtzgxAFAaoLzpEbiazksyxADwFEEIgxzoBKD",64,8,2995, 442
"[32]oEBxoGHraoELIoHleyeyiDwmHKbGFqJA",64,65,3036, 443
"[101]grmGEGiAuaosefgFxuDIucrzxHDeAjGzLGgszLFnIagLllDmyFclDfLbxcLcjGCtpygEyIJEqwvyuJDyFdbgFJqscueJgfxcwjalc",32,9,465, 444
"[103]LLLarEoDxzsxDxmyqHidEAuptDtCwHBChLonpFGEktHtpAIoHuwczoqkDxmhsakHFdLGoDjJawvhmsHLLoqBELvdGqagkvfnccuLcnK",1.93428e+25,3.86856e+25,2732, 445
"[75]qchxGyrEDxuLfAfsfymuGjBmgvhrAhmfbeAbHBcBgbAnscIFzxnxGwAHaaGLoCyuhchkncGKjgG",32768,1025,1821, 446
"[59]saBFhmfpDHioEosGbjEaLDklinizCKscFdmjtzwrostmLwIsmcGqtgbHfhe",32,5,2881, 447
"[84]prBEBvLLBhcoKbplmhmnylzEFxiaowlmxsjvhvrmlhgHLLAhronogsLGnlcylzFveaseFlziGnIwxivhhbfA",64,33,3157, 448
"[40]yduuHGwzwLcincIuLxEDHqxJtgdkLfiLtyDutpsL",32,5,2942, 449
"[72]paprzoliGvaobIAftLkrHhfggriLIoHoqaoCDcnhdHtFnKElGjqvvJahJalycFCeryeaDlim",16384,256,3005, 45
"[38]loHjamdApHeftowGeEHLDCqzjLisvmAGGLeBAI",32,4,2911, 450
"[44]wbdhokuodLJooefKzcfztkLLEjbGdivmtHEeFLFIoHnF",32,4,3001, 451
"[48]GEkCcLrquxyLebbDxnHGLAnKHdBctegnghizLnIeDyllmozc",128,16,2917, 452
"[67]DDFkxHkeoxfEEeLgeADttuKEAJiLEIGFdsFjIazBtoHhocIHrnGALInaCKEyoHfHJnq",128,129,3003, 453
"[57]LoBDHmfDrzuaboiEeftftnjzDxsiyGAvzlFAraopIeoKfEHfnuEhcmcpA",64,64,1536, 454
"[60]lHGzdFLmnIaeEbLqJcmwGoKAjoeFypnCdHhpzqkziawarJebqfAFxdIglzqo",32,4,2840, 455
"[80]FbdGFoosannhLloxknyeEHuGEoKfIDhesEuHgLuvsqlkAhsJtEclLwHetsEhgdLoHGdlaqcgdyKDgxmH",64,65,3071, 456
"[62]EszuyfLsGdEoFGpHLoHIHboqprKjHkwhJeBfaHmxzGnjyLKKqwxpzKEyIgizbl",128,32,2913, 457
"[87]utlLihEnmkwAeLAbhekdEGlaHykknhrswIFbHELoDLKHHxLmdeElGqdoIsEtfhepkAJyuoecDzfhrpfnucxAsLE",8192,33,3008, 458
"[68]zpkxtoLoHgiaGCfImHqKiBuAlHcLEhoCkyJpoHoEDHGBqDdryEpDkvCwALzuortcGHCA",32768,2049,2861, 459
"[71]tzlrzFczEGALcpvefoKHoLxdAEtGgqGvDJlekzEazCuEfkvLEElgzHLdAFqrAmmIALHomdf",64,64,3003, 46
"[53]BlvHlIEcABokHAmGaEDemGAotCFjwEJsdjpLjkzthcLoDgdeGqcGK",256,257,2902, 460
"[42]wLGoEmkmjcAHjJgFKGLIbhoEFoHDgHybAKsnEpeAld",1024,17,3139, 461
"[104]LwErjlnohvrHLiIHEppGHtoHGLqaotIpzEGGwKsEoDvpoAJvDueHHcuazCgDudnlrgpnajDBgexdrlAFkuocBbfFDypeGktAdsKJjJxb",512,33,2037, 462
"[94]svEHLDDzLmwslIAscupAyudzwHozmlLoCKyHckHwLhoEoHiJxFueaDHHHsddGClLzgfILuCemmFaEuAhlxLuxgJquIvDGi",1024,64,3031, 463
"[84]prxcnrFsDsnihsamsHzizgtFEGpHDgKihcuqLEEaptevKrxzDEGaaobEFIwlstlALhheHddLnmoAoHDrbzpr",64,16,1824, 464
"[84]tdlFtHdeALexwecGovEaDKjGsrHEdAjAaElpmiwhLIFfdHoCAKEmimbuGHekHcghlmGGFLBcrmoxGLjJjrqq",32768,32,2940, 465
"[112]rELqqoFFodcbnagDlCdocLohldfzvEADoLvcLGFHHnaIasJkyidBHoIvDdgzhFsAmoHIuHwcDlynEfcKyhvHxxklghegfxfxgCcBoEcGovagAcjp",1.04858e+06,513,2860, 466
"[77]wHIhlzFFqprEmvGFoHFLhoqyKCAbpzCGtfxuJtiDwwsmlKsHsDdudhuksKlknfLExChIyFJLAknGe",256,256,2887, 467
"[107]GhHAnAmELcolodoIngEBmqsxtyBDLzbJvBpDlmDoKombaGoAEHDwtraAuHLrniqkbnnHwgxvCrJyrxJpdfhLGGszqjDIuvvhnpxBwKGztzr",2048,16,1618, 468
"[107]jbeEhAmlhojliHGtvcrEeectxbgiEELvuzaBegrALrsGfrgrIxAHnloeoEtuccgbdlzvboHgDGEetHsqAJaKamaJCrtpLHwrBJLxljmBdaK",64,17,1456, 469
"[94]tpGxohHIEaFcvFhfEbyHpkufywpeGmcgjgptbfjDcBzgLcleiwGxcocqcKklEEcCuDvmzeIbCCalstGBhcwHBGLmmvpHDb",65536,256,1952, 47
"[52]uLihFbvGcFttspcxzkkEgGLpEheoHGhfcIHLqfvarpIEaKHoiFzg",64,64,3040, 470
"[81]DpqcwHLIGoHqxxtpktccquzemEwCHGGHHuvmBJIHAFzdcBrAkEJrpDJHkFviqpvLoIdpiKwnBpLplcGBF",32,4,2985, 471
"[94]axHogcdoBmItznxvbAlwgcppucuHrLoCoabeGvFpchDgkjLziDlAKhmDsmFjnrbovCfBggAEEvxkimxAHgELoqiwvJeyll",131072,131073,2680, 472
"[84]HpbytadIuHLoCicldCeanEvKkwxGdokAbHHmnADaaeefJprptGbGivgrapvwriLfzzpcvefJoeFBLEGEcDfC",1024,33,2996, 473
"[42]LcbHLcnoIoGEBaigdcqcAyGHelKqyKGtwCAfwrFsyx",64,65,3118, 474
"[73]bBakGGLoHDselIrgzsvtFEgajghqiIuADjfijFJgAHHnzFsLkDeglsngkLoDKhHuaktFlxFha",32768,16,3006, 475
"[79]HjpjrxxsGxcnBLmhaLogiImuLGeHArwfljlyLcGLcoCHevLJxFABzoJcnohsljGyqruxogfoGtGKirh",1024,1,1313, 476
"[94]ifnEJLwBhcKhbmqacHLlntcEGIjCGcbaxLKEbsIixEEnrCGpfxboalxmDGrsprbraIytyjmcgIFcAfgsjAunurcBHxFdhb",1.37439e+11,1.07374e+09,943, 477
"[89]HLmvGumcznIFCaznJKdrdCCIfnAsDeIAmrtoxDAaslmvxwdkEuAaLgCufxapkgzyDlvDecfFIleynlfotEiqkcHaI",32,9,2913, 478
"[86]oGtnoejyHLBGicoIECKLwkmLFfnulymIHxvBviekciBuxzfqFucrIstKIcCwBmFoyDzztmetcsmmBCkEAByJiK",32,5,2961, 479
"[105]qBsoawcmtjutcHLICmnycuDnArxIIGvGIHKcaKdlCzLdhLgrkBColdvzCDprcHcKdLquenmulxxkLjzauoJetmebanroHLriGnjdodIkL",256,64,1326, 48
"[84]GJylrtKuBkLpgoeywhHALAmnIFoHLGegoHquddJcmljGvFqpByzKqtahDimpFfhlxnkLFKmKdtrhEnEAmBGA",64,8,2979, 480
"[72]qaBgrcotEuegnFGbAdabgckyuEHuDEgnBpeyqbaHqBHnnIpHrKzubfrwBLIEtBHoKwpzGBhG",64,16,3279, 481
"[62]lbyhiHjIjnpoLmGBHnheELimoDyKfnmLovdDykqJlDizGvucjnjtoHLhGcndqB",64,16,2914, 482
"[108]FlEmodFeriynmCdhalnzLmdEiGhqnnDdsdEtvBdvleFtDIeJfHvnlFiewvemszvLFcqryeodKAujdKjBBGFkdHvpenEGfGtIknmcbhxBdAHy",1.04858e+06,2049,1923, 483
"[29]nhyHGFLIoHharqHJEcgxEubAfzzxh",32,16,3035, 484
"[52]LaLEBvfurBdxsHoohtFrnbbkIExhagppvHkcLhobufkGKgmcmmbq",64,64,3364, 485
"[88]cFLcxkybAGrbgvznFaoIHzEDGLrgFALqaLcHtxmapmxvDfdDrqBtthdsmFHpmzCpqEzogqzKlDDgBKjvajhLLrIG",64,17,2840, 486
"[89]GGxfauBllGdnflAttGyhGzEnEiDwbyyGkovEFrLcHbbjftoiHcpcwHhvIHGbLcncamnaoIxxjmdxekminrovmmLhE",32,17,922, 487
"[90]zyjpohkhGuwyGunouEnDshoHfddEGJFbLdFFBfgohHdKnfdDCxescJemEHiFnGiCoawLzcxcausgaJBGzfgofcIcnc",2048,257,3068, 488
"[59]bLzoHAvbhlufxjGIyAFHptBBkfxGEmDrpEeEczgssmLLmujcHBaqgproEfs",32,5,2848, 489
"[107]qLcGoCHDbqygIelnqJdHpFGtpqvKbnxmDeDvHrsxDqtzCHKgogawmrniapofdvGcGAlHthfieqdKuoBtmisoBLBHEKFHduvKAbdcFLxnGBg",64,17,2889, 49
"[92]BaorBzfFpvoKzlBGEzHzFmstAyEoEunDzjdxJFzzBCmblzBnHqbcfJAhyBcGAgqyyLIHDuwLFpzDinbBinmlfwrcBuiq",1024,512,3258, 490
"[21]jLuoHbgAtxIrfecHGfyrt",32,4,3027, 491
"[88]poHnzGisxpcmAyFaIzcpzHLppdhfqftlmuxmrnckEEDajDiawsxLJdlkEyBGjdlHcsxemuuhGBcwIHKFoGvLwhKz",64,16,2978, 492
"[40]lvaALopHpHBsyxLuLsjFrdzpkvgLiHLuGtLctIyF",32,8,2919, 493
"[64]BvptaccnfcoKFwkcyuwhocmGeqwattarBejngeEwLzssvJvKeHInuutmhtHEiLoC",64,64,2739, 494
"[47]EGdLkuLnvbjvaLmrvGtfjnKnHvHwGqIwduvBridGFjnlHFw",64,33,2980, 495
"[71]ztcnEvfwHLnIGLcCAJpxmCFuCHujAoDhCHvhxvfJfrKyjnmeegJuieGvoCrohpABLuJbufy",32,33,2960, 496
"[106]gGgocHwExFunzruyvwwhdrIBzkcHuGoDHvKHnvIKmAvGczJwEmpsdkBFJadsvtedKviHjlnfAldjxglmtusxyeksnGgnAfrnbLuxpEEsBx",256,257,2465, 497
"[74]BunprkazoiHesupFhevAnLczeIeyxeocHLcoKGCsrFuAJioznbmxqgxtfJrxCzznvtpqborpnc",64,16,3077, 498
"[22]EdweqHnGByKoeHLcGicgoI",64,17,2990, 499
"[91]GgGEDLhqHAtEGdItpocjywlmmfApsbbrcLbAdoHoqvKHvjpmmuhobHGLoCJBqBuLpfdLnbHwqFAbcHeKxJifjktbxAf",131072,129,2752, 5
"[54]ghmyrolbilhnuzAensEeLtunGoHInenFHqdtvhsKmCCqzmgmGwycHz",32,8,2891, 50
"[87]vaCAkLcqhFcKpHHpmkmCCumprIKgfyoiDLFlenIJnHfazEqenqcEGoxLiHBaJGhpwsmoxkCIAHaALnILceyGFDl",32,4,2958, 500
"[58]ntrvheubjlAfmricajFEnDFadlKuDoqclivediLixLoHgIanArsHGkwuha",64,17,3053, 501
"[79]iHABlIxatGxwuuAwLzGHLoqDbDzrnKtHerbLoqgJmrpyDHpHEDKEkDflDxDkiovCuBdedrBroiIuxBp",2048,257,2915, 502
"[41]tujopzsecLElAoHxDDGgLrekFgFgjGdvdIAuGHFGv",32,32,2895, 503
"[93]uBcvAErFGmELyiFfHEvbDgymLzlCshJLsCpzDcovjmjmrpkgoDGAqciLufJdtxoJrpILaHceLcroazchoKpvjkxulenDb",2048,2048,3581, 504
"[86]tviyybdenrFFynboaLooBdBwvrbnAcAhHhGLcmrmnupsoIfFEDKthdydxvaBvractKoHfIGfzJsmnwbfJalCzh",32,16,848, 505
"[90]DwtcAiqjsFoDajhjGmnfJzsHGDuaErygJJgcIGyxKtrDgeitarccfaHxyDbcxzAbeLnIrDgczLjFeBfLcjmhwcbFGx",32,5,799, 506
"[68]nDaAHeoytItxjtAhaovsiyEhDqvdoBhiHpHkADtvIqgcyGtdfvElgaLoHGbqfKrHDAid",64,64,3070, 507
"[82]EmtmyelgshfabuGbsfwexLBusdFGLigivocHIzEHktFeoimqfKHqaFirAeKnslmFwLdwGjHhumJGbqcFjA",64,64,2954, 508
"[78]FsEhowmtGmxGeHLcILqzdGGHDlqsDrehIcHhuGxftrJxwdBoqotsidjdksgdrsbHJjcDFiKvAzEFAe",32,33,2871, 509
"[77]foawHlwcIzwBpGhgmgkjpojisjLotHcfiLoqdaFhKsHuGoHGLCdmdqevIovLFGnqmrEoEzhluoGzt",64,17,3018, 51
"[74]rzagiBoqnuErtrfEuojzbeygdGEncDHKquBDwfEJrjLijkqpEJBugAzntfiHawsmhLtukcLioI",64,65,3048, 510
"[100]xzFdfAGAosiwaHBLcvpfkCfuFelIocHjBxFdqxEihkozyHdhmgeFjhjbjcvvnKcDxgIanwsxLhDyswuCuHaHbibivzHbqrJqubkt",64,65,1426, 511
"[18]uLAopcHlvfvGHjtLBI",32,9,3024, 512
"[78]yHjmILgHeLoqrKgFHbyoufwuvivrGDvkEjHLxFnhasboHkwiLoHscgJsbgAutpGFafgrgwHvtiuFEe",4096,129,3040, 513
"[88]aAbjxmFkLBLdyoKwnatyvsmHegrEADAkFjyFmLupAvDKklDyHtKgippgcdAyIoHaixFmIluLhjcGrLldBbqHukkG",64,65,2916, 514
"[81]HwfbdbkfvfafwdeEvdadeLnxpIEDdAIciqJkJiEfChdishGgEEbHpIiteLzEjycmpngFoKtccwfxkseze",4.61169e+18,4.29497e+09,1531, 515
"[103]vivwAEAnLiyafGipxdLbpJBGatlepqctneawtroKHyIyypslyyHoEhuBcGgvcocxGsauaGmADGnfdddxgidecGjeFCrKvaBEcKefFHd",1024,65,2903, 516
"[55]sugcGqcvmcDgwbCemGwKIGyrHehzLopKsbGEoFAhyHIfveBasbBcBgH",64,65,2950, 517
"[92]edgrytmFftFkFzejhedgFobwmEmEvDwDoGpcjacmqxucsewcjpKsgJAEzissnkjHksIwojrHnBLcuGoqdoKoBehdGFBC",64,65,1432, 518
"[103]mcqmHswbpdaAxodalEIGdbuynHgLcfyocCBwmwAJLKaCcgKxDsnyHxmEoCufjvHnftsckiLbfsyzbgoHsvFkodJsGyxhLtoJfyzcdEG",2048,257,1029, 519
"[101]vhankcweHpfFargyDFaFnnFKElqrBqDyIHDHtAtLdmfboncsyIlyDCBCxlldcEwILAlDhbHKszBrLvxIugwGfsatrLIufsldxEoHs",64,64,2852, 52
"[32]nAvHijpcIefsupvxouGLBulzIlocHubo",32,33,2984, 520
"[104]csapHAhsEobuuzmjwpkHbsApjGbezumtsBcxAcmkjoaaybgIEanwlxlnHsEcvuFmLpihrnaKhpIjijcclLpJigLGlCcoaDcdAncCDIdE",1024,128,2934, 521
"[52]FrrdzGrhxtLGGcBxhfHmBmLhrLdGnIqfsiacEoypKfGCdsazkHvK",64,64,3134, 522
"[83]FHxfjcwcucCqeJaoBxcafnCuymDmFmkEqyjogjyymHJxnDyiIGGwifjyElqEBnvDyqaqGucarcjGLIfBocH",32,4,2843, 523
"[77]wbqHzyzFsytdeiyGyEjrLHKdDawtEqfyCnfHtgwdwyGtbdaHIArGvByHfbaxoFgmwFGLqHCndwGve",64,32,2951, 524
"[83]fhlcqceHffjvdkgvfdewpkEztIpcpuoDopDevexgFyiBqDEkpsfjuhHnnyEkjFwvjasvzefHLcxdzrvGgiG",32,33,504, 525
"[87]bagcHApAFebeFjFzDasttGIasdbEwwLHttvLcdoKrarjHHpkrJEoAcAycopHjGGDvjbxjtdbkFnHbtkcnxGiqoc",2048,17,2665, 526
"[52]rBHwcLIjEhhLaGktGzELoDuKpBvEHtGaEGemgagLoHqfrJDzlphs",256,256,2963, 527
"[72]ADydevDHDyEopKoLcHekLopIGxeCeDDDcsqnjGjniKhmBsLiswwDgdrcbjyyhfeFHnAvlFzc",64,17,2923, 528
"[48]BEGnpCpdDvfGLeLcGzGbktlocHiwFpDcAIyJojsxKicfrHhf",64,17,3114, 529
"[87]evcqHHBibexlaHggsmtCEErpejHmKCGnIdynlADEAGpjrEpGgktBnKhsnzFIwGlHecrkhHGemjowtLIaEuhzdoH",32,9,2931, 53
"[105]vhcgDlpdhAifoucogavuvGoyurEctJBECcwlduKFfHzDeGxlFdjyHKpoyAydjuhDegtwkyknFjxuLcoIeeecAoEficGbFrqfHdaJuwbrD",16384,2049,3010, 530
"[64]LiheLoHIGiHqsAmdkaFpzHqejejozmhbBBwsvhjwmuxzEgvFzlicBHajBKyrnFhj",32,16,2946, 531
"[80]oFmlusyhneFniAsonBAterHLIlxdLcoHHjgtnawvlhbGenqnfLnKFCjCEHsblHCsyxqzFrJDJgdCDJkg",64,33,2934, 532
"[48]pdCGwbLmoHwpyrecgBpsIHEDpncBdeahAEGvHqpmjqzadwcB",32,17,2934, 533
"[96]gcnaFlAscGjcccFgczHIgAvdskHhtjpwuLssAabnyjGoFcqoksLgammmriGcaegeKlhlpdBcmwEEhyhcmLxcFklfBxntrGBt",64,16,682, 534
"[83]uvpueLoAgHqttIrstcfHxmaLpawxfGoqAbnytwdwLGbLhpyFIxDtlppGiHKrEHDkwwCaebIfdLofGnFvAkk",256,16,3094, 535
"[34]dfGrihvhcLvwpEHwslhBijjBcxDkLnILfL",32,4,2887, 536
"[101]LoDpCtAAGtkKxHElhfyeezLoCGFBbJdHpnELGLoHorbcpkqeDLcHbHKKuDEcuillguqDiAxvwrDlkvqHwBwklzevLhAIElFLtHahG",131072,16384,2527, 537
"[104]uFilcoiAvcmfrojbEisewcAAoFLxingwnaehHwtLoEaItobspqlHbdAgggawkDarAagkJnwjlbwHHhgyKHDaapHHimyJxLGoqBtvkfnh",2048,512,2950, 538
"[73]tyubFxAbHaDkpuDxxGLehpilIztibtEauhlBGkjysrLdsboHdoGphLcocIGmncKCkBHrJCDvH",3.43597e+10,8192,1701, 539
"[85]mtcEoqKlEzHwGLoHbqCfkcgwrhqECxddEcwzuxFwvefHIjnoLKEgzbggzvEcKeBrcmtuHnGAcjkitnpjLmfIH",64,64,3018, 54
"[74]xAoHGmbLDskglhvoyfnEIDyywfnLjBeeEaAGFIiokvkethryGcLcaktHLynwmqDremagErwroK",64,64,2675, 540
"[70]HkvbqbGCiyuqrIyIjecGBBbLxzhbcFcuKrEiEBckzLBqbLcthIyGmHqsjsHLApxDDnKwvd",64,4,3354, 541
"[60]FLctpbfIGmizoecCvnjfvHosAEDJuGrcxdkuBjvAmwnLrByzlubtwBIsjhdH",32,32,2519, 542
"[59]DHLcnKzHfhIzfFpygvssEkFaDAonHveGyBiDDDvKHHvJBGjEnLoqDIyuDoC",1024,33,3089, 543
"[67]oudHvejAknIpfwffkjjkiaHcFzfiJLopDhKGcaoDKoqkDkEoLzqdiJfhFcrpJDrvFDu",2048,128,3057, 544
"[80]zGLoHIEHqhHuibDbzgLhmozgtwEuwAkEtmfzjxpnpgcDIDJkopvwweCpBBfIvLbebpmvyscwleEGFIaC",32,5,2921, 545
"[89]epvmanocBdcoeflcxofdDctcCrrmLDLIFoogLhlsBGBzoasDxfKsGmuJtzodfHigJrclHGLcwFBcpvhlGhjzwncIL",32,9,716, 546
"[19]pDnnbGvamAHLcehIocH",32,5,2926, 547
"[70]pdacucjzhaBEHDDdLhhwEmyLnohpuyaLcoJEscLinDIKCGDsKvbJpuvbvwKvCxjygfdiaJ",7.55579e+22,4.39805e+12,1638, 548
"[97]pzdwHFiIxpFhenykfAlGiheeGLoHoCDiLuKEhrEtHeswjgrgoHaxfGCHmDmLmClwAKAgEJDxvsuujbHwvqdbKvqEjmBhLpjte",128,129,2988, 549
"[103]jzicdxDIKjfLuArraHwIxrcwxpjHuraAbiAmLycjLGhuiGFqzxohGnLsbDjvpApusBBenJGFiGoFfttwEmcDGDFaaAnGHuhsixyalmc",1.04858e+06,2049,1691, 55
"[78]ihdujsAvLAhLwfovEvEHgxzdkaymFzGfEoDKfGjxGApmHLoqabLcujKyEhdKbLsKyIjliLhaItoHfz",256,256,3048, 550
"[69]ycwvmmswGFGLoHmIHCDAegoiJrrgodAFLdgBgruniJDugBycEoFaLphkExalzJyDtkBIc",32,4,2957, 551
"[62]AemDrmpcgjnDAjLHbmEaEDLthfjjdKjoJkEDgoGqFvvFpHicgeIHxvuiLGxaoB",256,16,2321, 552
"[55]FmvyEpvAnADprzbpcDDymGaEvfAgmxcvtbbGsBwHipHLBpiIocHLrth",32,4,1351, 553
"[60]aLcqEpmdLEgLoDgGiaFKexDDhlhywBhHeByGlvvIHcFtpeoekrnsGoAGmEbn",64,65,2991, 554
"[85]kBljhtELsbwGvFoHlGlcLtAsgGEDBdazphfsxpxmAevrElgeauGeLwubdIHzvDdhfoejqfrgjyKbbtHlyztdi",64,65,2941, 555
"[64]zAbxDhzzhfkzvLxLBiFocHjcFFwjkGjEhIjmaEHDuFnsyGeEhpCpKoklIkyvrsiB",32,5,2946, 556
"[37]vlfwmLgdmnccLoHlnokhtIjaGmuvbiodtwAEH",32,33,2915, 557
"[47]lufqfgnvtzgHxsGhevuKtDrfHolAbfFtoLzlAoAGdLIhfoH",64,65,3014, 558
"[90]oEbvLuuAlEchHfLtEGvccCsxsvGvlJphtiKooGjuIJeCIbomlDuFybIoqJedmBbHvpoLIpvLqeaueeBFLccncIrLdG",32,4,1506, 559
"[75]bCLnLocbxiexnjpinEmFEDpHybepfEsCxmcgDzpgwfrrsAzwBgyHIBjocrugLcGocHEqgofrzKH",64,65,3071, 56
"[54]HngpExmncFykjyAGdurdwvLmEIaDmBEKccsGlpBimcsHGaygfqemoH",32,17,2930, 560
"[79]wsELmfzHLcxaxLIhloHGcHqCupzGKtbCJcggvFEjrfhnGnmhaJyDgKnhvbnmDGnliIlwyGrvuBnHeGD",32,9,2965, 561
"[59]cmtszeGBBbEtLlkynDBfKxHqpiesLoHGbDyxmCewlfzApjsIooHuckdpCge",64,64,3041, 562
"[99]ELpihqjhgEexrrLtsmpLHtnwclukgztKaElApAJyfIDCCDbdywcLqBFtqIdKcvpvpcJGFKkycEaygdodcAclctHhxfnijAtFomF",2.09715e+06,9,1219, 563
"[93]EtcLqvzjkhvbKoIFtFmHtknKsfHJHiEejHHraJzneHnJiHobydwrcHLGFuIHbcpBpGmlwLtidvjlmylfnlGqLsifEKoJh",2048,64,3030, 564
"[41]zBssGHchBfcLnICLxfBkHkvAKqmdLpDDseliDcIFc",32,9,2423, 565
"[43]nuejvmfjrnchlLiHtIdwabGDAbxvHExEzeLcoKuEzoB",64,17,2935, 566
"[90]nuADzlbiCciGvgyeaebirhxxkHDkyEcFfLoCGKklcCalqiKwHLoDyBzLnsJezoKcdebnGflnECyeHeJmzEdsIGaeEJ",65536,2048,2518, 567
"[101]xibcicaEuCcHnjceqccAnEeInHGLccdnocomovmcpfcicnhcfcniccbdzGrdyacAzqwrJpitvwncbtxDGbgGcbAaKsBrExsfKAGyt",256,256,337, 568
"[86]zhzgctprdouEpguiGnghfLoHfcAhynDJyHyCLCAacecwgretzFIHqfjbxdLDHGruoGdfkDuKDaImFBsewluitH",2048,257,2981, 569
"[90]GsajoFFizpqgpuFygdFoyHmhopxosIFensAdhtohHkLoqLkvGpildKGFDAFmmqxFinAcbHnHJLJEegoDKqebGobJFz",131072,256,2589, 57
"[103]zkLcggoIHocqcvkugwnvgFwuuwjLsKhAHzerFcstGnHLqaLIfJyngbjqHhhaykJyjAFnmjaApHljuwlGAzepmbpnLpbvvglLBCcuaxi",512,512,2924, 570
