genome,merit,merit_given,gen,path_tiles_visited,moves_off_path,map_idx, seed
"[66]dubLzgzbuRPHpPbIBDjkDPDoOhazgLMnwplmysoljLLNAEMKdyAoHSJunLrJnmdsHz",2048,256,2615,11,0,1, 45
"[93]mRKbmaBaHsLxxipwLuEvDPRInwdIJJjHxOtkokpABxgvgQAmuLRAvdrLadlnSsttfmpkObGiSnIlHvimsAOSutQgtLxRM",8.79609e+12,4.29497e+09,1033,50,7,2, 46
"[95]cHIxFREcGhhsoHLSDFienoffgzehKjumjHcwxFGjaAPNeyRrGufjwzzPhymGRgLhPHPqbaCcQgyENlrksnMgeaEJHyoIBcx",16384,2049,2255,14,0,1, 47
"[91]BtgErFguOGLiBcLcddfjOcKGOOMzcPprEylDfoPgmhDLRRFJhdOIfAjrBpBqfhOodmerIJGFsJEmHhLumPDwMylmoHP",1.75922e+13,1.07374e+09,1137,51,7,2, 48
"[92]xRawsPJtriHQtosGragFrhgPvsLINRDohEDAAyDSPEPABuAypdnifGsIGukvybDzDxcthiNEGHGLvFSgzodjJxKrcpKK",2.68435e+08,65,869,34,6,3, 49
"[60]zciwrfwzpHxEPKDrGkNdcQzyNyndLMKrEniHzhLIBNbHlAMcBSHkeBzokofO",7.03687e+13,2.09715e+06,2538,97,51,2, 5
"[98]qQcaQcOHmoIMRnzBRBfzqLcnwecCoCcjanSaFeGagwKDsecSeusFfddoclwBAKfneMNcphvarwOcScHLJdPtzcPdcnceKOJEcO",6.33825e+29,3.43597e+10,494,128,29,1, 50
"[80]FgHrEPPLGAMftnbILdsRaEHcyLmlynSDvkEzLRpEQNaIiodHGssRslKjPxbmEcuzuxQLuisGjncjFpel",65536,64,1319,22,6,0, 51
"[101]soMhiQxDDteHupiBfIkxEopADCvbLcQlqJeiGQwuMIxoRRbbsoxmuEdlanymHAoNFafzgkfOGLSyPxLoAaOKaHaLNSgtJPQQEGSFD",6.71089e+07,1024,1272,27,1,3, 52
"[113]PJzvmBNodkGMNiPsjzOPLoEEMoyDwtklaPOKRynDRALMnlhBogheHMeDNlKgehlBeqFNMoJnqMqDnsFwLIsfgcRGvoHeNDpppJNaOyOgdFlfirPHb",524288,16384,2415,19,0,0, 53
"[100]cLsMJxFauuhdwLGOHqaGlPLbuoptpzOauuFAyAclCdHkixNwIHAdmLexcMQkRDcsFlLSPSkBovdxNhymspLaPEBPKoHSGgNfOcyk",6.71089e+07,129,578,27,1,3, 54
"[64]iRtvfPGmkLjvwtzOKlfLABLLNizsrwpIRGcFjbeHeDboIaPsPPztzznzicLBjNcH",64,64,2764,6,0,2, 55
"[94]pHiFGbjaNypDertesHiSPCNtczOacnILSGfNClkdwtKvsbnaPbxLHxGSfDcBhyLrMJzPffPqsmvbhLqqNIrllayHFLjQxq",2.09715e+06,1024,1042,21,0,0, 56
"[85]ERcKBkpKlcEnHwaLcIfELPxnilQlBhQACdFPyEGeNwGFusBoAAiHLccScitSExGEcfLhOePClQAzAPajNzgan",65536,64,825,22,6,0, 57
"[58]efforsGLcbnmueoGvOcKMhcHvPxLkpHcbiQrippoodgmIqAbtfGevwFivH",256,64,3055,9,1,2, 58
"[71]eQQgSwgGOhLhtdEDLEOLLLmqAMSLanwBhoKHfuhoLpwFMIRNxQIPJwbLaExfPJSxjtHEnfv",5.49756e+11,2.14748e+09,2711,44,5,2, 59
"[55]HzdQIBSFhBEmEnQklbjFhaSDvcMsAddyLrignAyOnhFgEcGcNwdLnKB",64,65,2778,6,0,0, 6
"[96]nNPvssBSPJrPebfPaOdmPJHEjOLiLhEjMSwdSPCrcgBEBuKikHbumnpxxrEjxmgwftufFQaKeQrsykgyLPcklBfFrvdLcAIp",2.19902e+12,1.07374e+09,1098,48,7,2, 60
"[90]jcoAwcBHmGqLwgAonihKezPabhaNFPoHLOtNzLpRmeJwtrrxxeNASGEkeMGRHcRdrjdLcFOwMhQurjpqsoIBELQioi",2048,2049,3000,11,0,2, 61
"[96]LzFfeoumRRMfGblLPMfRKdGcHRHAEMbJGfRMNiiDjFNemJOnngFPQleIIOtqmxOPqPMeSdapSzfELfPpsnowtuhuRoILaHbg",16384,128,2891,20,6,2, 62
"[81]gacBBLsOFegnFaFtRJHODogwuPbrRIkkusDdyfcrQEFPgaEpNtGLcDcMfNcHgDfgccEqtyKHrlRmlitsl",2048,65,842,11,0,0, 63
"[42]LcGMcsGSRKonrRxkiwONktyrQmkdfPucwhHLzIbvsH",512,16,2980,24,15,0, 64
"[77]bAnOQsHwREyuvgwfpDqBEDdcOfAmitcmtvRAyzIGtfHbAjRELSDQflIlzBzyjJqrbQigHtBaxFSKd",131072,512,1293,17,0,0, 65
"[96]ExNHoJxgjhAECfvmLcjEDulmRflJhyNQiykHwfQMENGrHLDlvvHJiozwuIMoLtPjcRKCkOyirQleRiHEDFItAvOGfGybIvRE",6.71089e+07,129,2458,34,8,3, 66
"[91]PyxtvjgMFlnlgEhtrPcyezBescefHBcEvNIEbLQeSPERxbBfaOJRozFFLMOmycMqteMpmOzFMIFtcoLNCaczKLPrKoL",8.79609e+12,524288,1085,53,10,3, 67
"[71]zarvdEPJSppAmjFwcNRvuODxiRbvEFnKpheQybmcrlbNsdHmbLorItefuOuuPDpFHNEOasu",7.55579e+22,4.29497e+09,1764,111,35,2, 68
"[83]aMpuvbLRKEDztlyakDGamqNlOOezKpytfNOoNIjxbexuGfHgLMIEmcPJPCoflOAEBQsmcQQQywhONdFaaOH",2.74878e+11,4.1943e+06,1960,52,14,2, 69
"[75]nOzjcFjHvkBxFGIsrPNzSpGbtQbEyFiRjpxeFFgmwOcIfPOnAAPOHuLcwbQLMqAFcenKhdOJlQs",1.04858e+06,16385,2529,20,0,3, 7
"[88]RqdpDydcpbQGrduBQDFoHRQAsHBIGEeEsHrNQodNLddRApduBcRPcMjocQsnuPnjPntLAEcJLtgeznCcBcpKMBKG",2048,256,2784,11,0,3, 70
"[92]gpcDjrifnvHFIfcHLPDSlLdvcSnNPLGGDnmENEhrKGCzurtoFFFamvBxhDvSuHOKiwcRoGPErJkqOIPhlBCSrejQcCmp",1024,256,1252,11,1,3, 71
"[49]nLiepmRGOSforrRRMKMiaHpdPjzePkvwNeafigxIHORmxFsDt",64,65,3028,6,0,0, 72
"[72]PbJLlcHgIHoGjnytGLNHlSbiFDiPzjmKcQAFDvOdCOBqJaqvKKRxOeODhmxRrQLLaDHdtdFl",2048,129,2462,11,0,0, 73
"[88]QwEiviecFdFNHjAiNyEtPJvlScpuHbEsDEAzdxjIPcCMoEHSqMvAIRybemKxrSghfNGELIqfraHzmMnBeFwmFdmK",2.8823e+17,8.38861e+06,2910,97,39,2, 74
"[79]DbLNHpnafAODMQGoEzxSctGIFvGdPKoGmPtEripIryNHDyKtjHLPhNCkeArPFEEotgJpcjgqOjtAmFl",1.34218e+08,262145,1579,30,3,0, 75
"[86]fLPBiwfSjMSeOdBciQnsrywcdnNcHRIRcJgbchEjpwBfOwRGLcBeScMsFvfKitdnePFjHLecxByLOJimaHmePk",2.09715e+06,16384,3450,21,0,0, 76
"[61]PhEpRQyNSDlzESRLkHDwOvKntIOnabjIexmfatjGoukstgEvtGktHrMBcLSGK",262144,256,2738,24,6,0, 77
"[43]rtLOKEsylcGqALzjaHBbhFbLIREvHRAlkcfBEAscBtj",64,65,3050,6,0,2, 78
"[79]DcRILuFGRSMimxfDtFyAwbvQROKfBFQMPvvOcQLOiRvplagfEcgmHMRPFoncfLAPIjsFIOPnsojHhch",128,16,2290,8,1,2, 79
"[55]HAgiDnaRIGRhAenLchfNHpftBnyGLAMIEAMfDPjxrNQtFHlgbFKLPGr",128,64,2995,8,1,2, 8
"[100]tzHLStrDnnAGNpuGDoFMwIPxdfvQjnRbQmesdeDmokaLRuHjLNCKEqdPfeipssaeoEJproAyHiwsyoHRbDQRsAMFakaGdSFicsvP",262144,1025,2751,20,2,0, 80
"[86]rrLmLawcPsANSyLgwdzJAyRCFMHgmyQIMHKAMKoiRgoSAMknjhzjluKBaGPqcHyziIvgpENHeidcPtHLdPiopv",1.67772e+07,4097,2134,24,0,0, 81
"[104]GRGBoSfoasgLBafwMbfuMIcaPLzuHbpDGGufQndaxywbLuEtbiuIjdHjQLtpEMOrjPDQOxQOEOdLvpdqPhQEKAhgHzafuNHLGepISOJH",4.1943e+06,8193,1441,22,0,2, 82
"[64]dHApziSlDCjeNkzxihBIxftMiAtGosLLGkgcmxsaGSfaotsboOmhGsoiLQMNQKga",64,65,2691,6,0,2, 83
"[104]poRqvfHjCSLxxdGErCIBESSvPaNhFPHPmKlsSiqcBFwJfQpzgHaoqCgAssfalcogcNdfByMslGmJpERtilxfGGEKHPqPwEvfLocoGIHG",256,64,2938,23,15,0, 84
"[97]QplmHhpBBfadhMdcLRqfdociDcLcjvPCpkNQQnIhFzxmRewkRRptcmOoacgQKOQpykPcyLOclRKxtcQdGccwcQoBPcJrddfQG",4.39805e+12,131072,368,55,13,0, 85
"[66]qLcFiRRmMOaAarpCvpEMcKEzyOwbDRkdeGaIpkvcrDSaOirqxGoBhHkIHsOILmiGBO",128,16,2549,8,1,2, 86
"[83]aiofzcotsoJDwcnQERLNycxLAwotisyDHvQxvAFydvGQcHAytHOMmRcBazfPvaNKGRLGMIflFgcsAlmaccf",16384,513,3107,18,4,2, 87
"[85]exFyQcvdMLcmNcHoPQAhREOwQluOnElzQcBGDACFGKnbHChyKQxzNoGmDBvicJHfNjdpmIboyhcBHljcpABmN",16384,2048,1835,14,0,3, 88
"[61]loicjMQrzBadRmojEvliSaPLMyEiRAPJSNSnvLccgroKFNtHFFIlOiGynHObk",16384,4097,2929,14,0,1, 89
"[104]DNSDJNQSrlhcmxlpMMGyzmADlfOLuvnwLzEFHPEGGpFoLLDkGrQLsIDFyrKuHMFlgARlLoqJxbDFNHgfIHSSbhDlnyyrDKFyvxMkjvrM",1.71799e+10,4097,2447,36,2,2, 9
"[64]HiciyvbCBrCDJmDCrAJtpLQtuopsbOGsuoiFsSubGLcIrmNqzoQHALBFQPOksgoK",256,17,3085,9,1,2, 90
"[60]qrLtxQNxlEmLxsMfHbhsLFvbFMRNjNtebFIdfEeHsoAcANnEbLAOKriiwBaG",64,65,2928,6,0,1, 91
"[97]QOnDSMObHvpeGbGAtcnIBkRpNjhtMruOpcyLPoEtpSMNNDzLazELfyPRKlyyzNwRdurdpokwliehrnIgBwgltoLMKxbmGoeLc",1024,257,1274,14,4,0, 92
"[117]HItLMKHESAtLNHGoSBignJgHCIAehuigxuHnIBKvObHcLQsecKkbGcPgrytQcMCCQKJBlxqlqEyxlSRKelbNrGQpMqFDdMAniswfCBtBCcKFkNKIFvbjo",2048,128,2792,11,0,0, 93
"[100]cfsOHFjkGIMOdlppBkNiBPectMNddEkumnEDPNsEfMbmyJpMtfiQaJiryqLPHexFnLavQtdOBzsPxNFOlvrLOKHMuzLoHDqKqEJG",4096,64,2845,17,5,0, 94
"[94]eHIwHaLSpMsAnKQCOEpNwpcBEwPfCGPCHLSvRJvBdyBaNHHDlDKjlrPlhwzQnaxEScginytRFkjDDkjRAeklmewMHgdfre",1.04858e+06,128,4462,20,0,2, 95
"[98]pEQEHvbLIRyxpJAPsFHNFedSQwAjvNLheKpwHgEzddghGOcAJfLSSRQsDwyGAkelxiSodAiIFbknFzDDrdqsjDoQwmfBSufoFb",1.67772e+07,8193,2648,24,0,0, 96
"[100]DdGAltojwzAuFcHnLIFvExvrOAfsHgrnmyurxkidcoyhoznbLOSpueNFSKmaHssLGMPmGNDSpPwLJomaDHcPiBNfBoEqlwlCwpRg",2048,1025,1028,11,0,2, 97
"[55]zNfHMfpKNHLmraarxvpqmMwfjtHhffNkutxpqdjznAlyyGepptlNNLI",64,65,3119,6,0,1, 98
"[66]xFrNMFhcGGeuunxkokPNHAuPvQauObKMtHFbRBQcykIynyvytOJHLRlQAShmaeIQKM",2048,64,1388,11,0,0, 99
