"","trial_number","genome","merit","genome_length","seed"
"4947",19,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4948",20,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4949",21,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4950",22,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4951",23,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4952",24,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4953",25,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4954",26,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4955",27,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4956",28,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4957",29,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4958",30,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4959",31,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4960",32,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4961",33,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4962",34,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4963",35,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4964",36,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4965",37,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4966",38,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4967",39,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4968",40,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4969",41,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4970",42,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4971",43,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4972",44,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4973",45,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4974",46,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4975",47,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4976",48,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4977",49,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4978",50,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4979",51,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4980",52,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4981",53,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4982",54,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4983",55,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4984",56,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4985",57,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4986",58,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4987",59,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4988",60,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4989",61,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"4990",62,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4991",63,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4992",64,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4993",65,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"4994",66,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4995",67,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"4996",68,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4997",69,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4998",70,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"4999",71,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5000",72,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5001",73,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"5002",74,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"5003",75,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5004",76,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5005",77,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5006",78,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5007",79,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5008",80,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5009",81,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5010",82,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5011",83,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"5012",84,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5013",85,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5014",86,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5015",87,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5016",88,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"5017",89,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5018",90,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5019",91,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5020",92,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5021",93,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5022",94,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.59615e+33,114,55
"5023",95,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5024",96,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5025",97,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",1.03846e+34,114,55
"5026",98,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",7.20576e+16,114,55
"5027",99,"[114]obcLdwafCChjuHFeGJxfmDJBFwhkgsKoAbfwafndbCHCacpffwafofCIwBdzmyfsaLqALokbraHBeaCabwDmLKDafwaendaCKGHCacxxLvphyEaeJH",2.12676e+37,114,55
"5028",0,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5029",1,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5030",2,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5031",3,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5032",4,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5033",5,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5034",6,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5035",7,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5036",8,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5037",9,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5038",10,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5039",11,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5040",12,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5041",13,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5042",14,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5043",15,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5044",16,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5045",17,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5046",18,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5047",19,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5048",20,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5049",21,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5050",22,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5051",23,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5052",24,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5053",25,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5054",26,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5055",27,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5056",28,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5057",29,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5058",30,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5059",31,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5060",32,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5061",33,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5062",34,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5063",35,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5064",36,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
"5065",37,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5066",38,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5067",39,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.03846e+34,87,56
"5068",40,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5069",41,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5070",42,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",4.25353e+37,87,56
"5071",43,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",6.49037e+32,87,56
"5072",44,"[87]jfffLdwandfCGwJKCJFgwafndbCHCebIJywafofCIIBdHFiaqJrJnebemqwDdmyfDcbemyeafuwandCFKcKAaJH",1.70141e+38,87,56
