"","depth","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","frac"
"44",401,"Error correction",6,0.837300175,482207071732833,"Error correction",0.12
"45",401,"Learning",10,0.994364162,4.60489489721275e+20,"Learning",0.2
"46",401,"Low activity",18,0.998180555555556,6.58781668333333,"Low activity",0.36
"47",401,"Mixed bet hedging",2,0.930854655,1507388926.35475,"Mixed bet hedging",0.04
"48",402,"Bet-hedged learning",10,0.971579614,10668746711305440,"Bet-hedged learning",0.2
"49",402,"Error correction",5,0.820682912,39242540761841074176,"Error correction",0.1
"50",402,"Learning",7,1,36651008366528568,"Learning",0.14
"51",402,"Low activity",28,0.9949939725,6.279819775,"Low activity",0.56
"52",403,"Bet-hedged learning",9,0.97061522,13153102178122.2,"Bet-hedged learning",0.18
"53",403,"Error correction",9,0.822859407777778,1.26611706636309e+22,"Error correction",0.18
"54",403,"Learning",6,1,1.16311651007621e+20,"Learning",0.12
"55",403,"Low activity",26,0.993796955,6.30510261153846,"Low activity",0.52
"56",404,"Bet-hedged learning",6,0.969351953333333,48306575600137248,"Bet-hedged learning",0.12
"57",404,"Error correction",8,0.81332229625,2.16797915140724e+21,"Error correction",0.16
"58",404,"Learning",8,0.99911441375,5.80230034301097e+21,"Learning",0.16
"59",404,"Low activity",28,1,6.339492625,"Low activity",0.56
"60",405,"Bet-hedged error correction",2,0.85177137,151501559750.07,"Bet-hedged error correction",0.04
"61",405,"Bet-hedged learning",10,0.987577609,219275858159183456,"Bet-hedged learning",0.2
"62",405,"Error correction",10,0.823159297,503044967297454912,"Error correction",0.2
"63",405,"Learning",6,0.989450118333333,19842234309304463360,"Learning",0.12
"64",405,"Low activity",21,0.993429654285714,6.36219340476191,"Low activity",0.42
"65",405,"Mixed bet hedging",1,0.91928587,2104418451.85,"Mixed bet hedging",0.02
"66",406,"Bet-hedged learning",5,0.990301888,250714672963060960,"Bet-hedged learning",0.1
"67",406,"Error correction",7,0.818656905714286,5089985730257570816,"Error correction",0.14
"68",406,"Learning",7,1,1.83231115615764e+27,"Learning",0.14
"69",406,"Low activity",30,0.996492657333333,7.88834980666667,"Low activity",0.6
"70",406,"Mixed bet hedging",1,0.95804642,19041619303088484352,"Mixed bet hedging",0.02
"71",407,"Bet-hedged learning",7,0.969566154285714,1310857376305256448,"Bet-hedged learning",0.14
"72",407,"Error correction",8,0.82416736125,1.08234363530324e+23,"Error correction",0.16
"73",407,"Learning",10,0.998988751,3.93000749818079e+22,"Learning",0.2
"74",407,"Low activity",25,0.9898145664,9.212073732,"Low activity",0.5
"75",408,"Bet-hedged learning",8,0.9793440725,103201438796528,"Bet-hedged learning",0.16
"76",408,"Error correction",13,0.817591171538462,2.37192646003339e+27,"Error correction",0.26
"77",408,"Learning",7,0.999817652857143,4.06528489611114e+20,"Learning",0.14
"78",408,"Low activity",22,0.996541323181818,6.45490525454546,"Low activity",0.44
"79",409,"Bet-hedged learning",14,0.97743216,2.8455658400816e+26,"Bet-hedged learning",0.28
"80",409,"Error correction",9,0.814842375555556,7.4372980764467e+22,"Error correction",0.18
"81",409,"Learning",8,0.9998450175,1.41741081879053e+21,"Learning",0.16
"82",409,"Low activity",18,1,6.29898444444444,"Low activity",0.36
"83",409,"Mixed bet hedging",1,0.91340805,1.318890337281e+18,"Mixed bet hedging",0.02
"84",410,"Bet-hedged learning",12,0.979460775,6338009020648641,"Bet-hedged learning",0.24
"85",410,"Error correction",3,0.83612523,7260405359933.33,"Error correction",0.06
"86",410,"Learning",7,1,3.54096544253196e+23,"Learning",0.14
"87",410,"Low activity",28,1,6.38897092857143,"Low activity",0.56
"88",411,"Bet-hedged error correction",1,0.690638887,1162331900.21,"Bet-hedged error correction",0.02
"89",411,"Bet-hedged learning",12,0.967302988333333,43689761764349640,"Bet-hedged learning",0.24
"90",411,"Error correction",9,0.820947466666667,4.34434947411689e+26,"Error correction",0.18
"91",411,"Learning",7,0.999607758571429,5069158884340245504,"Learning",0.14
"92",411,"Low activity",21,0.997619047619048,6.43408847619048,"Low activity",0.42
"93",412,"Bet-hedged error correction",1,0.86578225,563533020894.043,"Bet-hedged error correction",0.02
"94",412,"Bet-hedged learning",11,0.980124093636364,1.69261142536935e+20,"Bet-hedged learning",0.22
"95",412,"Error correction",9,0.827579107777778,11232626111632099328,"Error correction",0.18
"96",412,"Learning",8,0.9998163475,6.45273742716463e+20,"Learning",0.16
"97",412,"Low activity",18,1,6.46759337222222,"Low activity",0.36
"98",412,"Mixed bet hedging",3,0.92696826,1202406110733752,"Mixed bet hedging",0.06
"99",413,"Bet-hedged learning",12,0.957220448333333,4.55580995956129e+24,"Bet-hedged learning",0.24
"100",413,"Error correction",8,0.82978397875,38126958201519480832,"Error correction",0.16
"101",413,"Learning",11,1,1.07550056229794e+28,"Learning",0.22
"102",413,"Low activity",19,0.998526315789474,6.77025694210526,"Low activity",0.38
"103",414,"Bet-hedged learning",7,0.988285318571429,119722805414617184,"Bet-hedged learning",0.14
"104",414,"Error correction",6,0.811763401666667,78294528808170.3,"Error correction",0.12
"105",414,"Learning",6,1,56354169371440635904,"Learning",0.12
"106",414,"Low activity",30,1,6.28018353333333,"Low activity",0.6
"107",414,"Mixed bet hedging",1,0.93844155,862832835.656184,"Mixed bet hedging",0.02
"108",415,"Bet-hedged learning",7,0.981360362857143,64016491448008456,"Bet-hedged learning",0.14
"109",415,"Error correction",10,0.827696306,7.93926174691169e+22,"Error correction",0.2
"110",415,"Learning",7,0.999645624285714,1.11032060526105e+21,"Learning",0.14
"111",415,"Low activity",25,0.9920427508,7.702856572,"Low activity",0.5
"112",415,"Mixed bet hedging",1,0.94061586,99175774442016000,"Mixed bet hedging",0.02
"113",416,"Bet-hedged error correction",1,0.88933221,22344507400.5273,"Bet-hedged error correction",0.02
"114",416,"Bet-hedged learning",7,0.966637888571429,3.6154726832246e+20,"Bet-hedged learning",0.14
"115",416,"Error correction",10,0.825065705,1.09126564205337e+24,"Error correction",0.2
"116",416,"Learning",9,0.999705651111111,13607058143682600960,"Learning",0.18
"117",416,"Low activity",23,1,6.4221275,"Low activity",0.46
"118",417,"Bet-hedged learning",7,0.989405695714286,217584133341471392,"Bet-hedged learning",0.14
"119",417,"Error correction",7,0.81484808,1.0382248124039e+20,"Error correction",0.14
"120",417,"Learning",14,0.993648006428571,2.00483762405175e+27,"Learning",0.28
"121",417,"Low activity",22,0.998001747272727,7.86720178636364,"Low activity",0.44
"122",418,"Bet-hedged learning",10,0.986181749,245904196390510144,"Bet-hedged learning",0.2
"123",418,"Error correction",5,0.819554694,1.20515168991056e+26,"Error correction",0.1
"124",418,"Learning",9,1,3.56520921038119e+22,"Learning",0.18
"125",418,"Low activity",25,0.99896,6.306732896,"Low activity",0.5
"126",418,"Mixed bet hedging",1,0.93812247,773215705.572789,"Mixed bet hedging",0.02
"127",419,"Bet-hedged learning",10,0.989799456,42224882567697866752,"Bet-hedged learning",0.2
"128",419,"Error correction",10,0.827792202,2.32696021229381e+21,"Error correction",0.2
"129",419,"Learning",7,1,5.33231595522954e+20,"Learning",0.14
"130",419,"Low activity",22,0.990774786818182,8.05203324090909,"Low activity",0.44
"131",419,"Mixed bet hedging",1,0.9129843,368099419.659531,"Mixed bet hedging",0.02
"132",420,"Bet-hedged learning",8,0.97171073,3463966707858769920,"Bet-hedged learning",0.16
"133",420,"Error correction",4,0.83114889,46461586037805128,"Error correction",0.08
"134",420,"Learning",6,0.994277993333333,1.4913867190163e+19,"Learning",0.12
"135",420,"Low activity",31,1,6.86855417419355,"Low activity",0.62
"136",420,"Mixed bet hedging",1,0.86759174,792029443.8314,"Mixed bet hedging",0.02
"137",421,"Bet-hedged learning",10,0.988710808,142333081168297952,"Bet-hedged learning",0.2
"138",421,"Error correction",5,0.775158052,122835986040026,"Error correction",0.1
"139",421,"Learning",8,1,6248126022458785792,"Learning",0.16
"140",421,"Low activity",27,0.996116161851852,6.32545405925926,"Low activity",0.54
"141",422,"Bet-hedged learning",11,0.989635404545455,1118618352641599,"Bet-hedged learning",0.22
"142",422,"Error correction",6,0.821977401666667,4.7102451914702e+22,"Error correction",0.12
"143",422,"Learning",11,1,2.12765685563842e+28,"Learning",0.22
"144",422,"Low activity",20,0.995141235,6.290648315,"Low activity",0.4
"145",422,"Mixed bet hedging",2,0.93136455,355848709195071,"Mixed bet hedging",0.04
"146",423,"Bet-hedged learning",12,0.9769129725,83163678141186400,"Bet-hedged learning",0.24
"147",423,"Error correction",4,0.81935458,3035551725294500,"Error correction",0.08
"148",423,"Learning",10,1,7441416745942351872,"Learning",0.2
"149",423,"Low activity",23,0.988221344782609,6.59423367391304,"Low activity",0.46
"150",423,"Mixed bet hedging",1,0.89997925,13069.52188,"Mixed bet hedging",0.02
"151",424,"Bet-hedged error correction",1,0.84388324,11467341951000.1,"Bet-hedged error correction",0.02
"152",424,"Bet-hedged learning",9,0.990664733333333,41574788698804288,"Bet-hedged learning",0.18
"153",424,"Error correction",7,0.826729651428571,294769371962826816,"Error correction",0.14
"154",424,"Learning",8,0.99931210375,38946743634819629056,"Learning",0.16
"155",424,"Low activity",24,0.991031161666667,8.1092791125,"Low activity",0.48
"156",424,"Mixed bet hedging",1,0.89620478,3.88871834219891e+25,"Mixed bet hedging",0.02
"157",425,"Bet-hedged learning",15,0.97243273,4.66965213080806e+22,"Bet-hedged learning",0.3
"158",425,"Error correction",6,0.819466441666667,68115311055947186176,"Error correction",0.12
"159",425,"Learning",10,1,3.4052365562999e+19,"Learning",0.2
"160",425,"Low activity",17,0.998411764705882,6.43410103529412,"Low activity",0.34
"161",425,"Mixed bet hedging",2,0.902830705,909774994.482644,"Mixed bet hedging",0.04
"162",426,"Bet-hedged learning",13,0.984946973846154,616575682716540800,"Bet-hedged learning",0.26
"163",426,"Error correction",2,0.831576955,114202397311436,"Error correction",0.04
"164",426,"Learning",4,0.999715095,7.63309279447533e+23,"Learning",0.08
"165",426,"Low activity",31,0.997838709677419,6.45877120645161,"Low activity",0.62
"166",427,"Bet-hedged error correction",1,0.84672777,1442032.8190323,"Bet-hedged error correction",0.02
"167",427,"Bet-hedged learning",8,0.9927275325,135267265412070688,"Bet-hedged learning",0.16
"168",427,"Error correction",4,0.839741855,1734107656375.25,"Error correction",0.08
"169",427,"Learning",9,0.994063835555556,3.33990705129033e+24,"Learning",0.18
"170",427,"Low activity",27,1,6.50225917777778,"Low activity",0.54
"171",427,"Mixed bet hedging",1,0.8898138,919016959.3293,"Mixed bet hedging",0.02
"172",428,"Bet-hedged learning",4,0.9867523175,258842954854772928,"Bet-hedged learning",0.08
"173",428,"Error correction",5,0.831496142,1.99374174439129e+21,"Error correction",0.1
"174",428,"Learning",8,0.99310690125,1.3815434425461e+28,"Learning",0.16
"175",428,"Low activity",33,0.998575757575758,6.29184758181818,"Low activity",0.66
"176",429,"Bet-hedged learning",6,0.982436968333333,270644504170921600,"Bet-hedged learning",0.12
"177",429,"Error correction",10,0.819591319,2.43424736391579e+26,"Error correction",0.2
"178",429,"Learning",18,0.999722132777778,2.0857518392906e+23,"Learning",0.36
"179",429,"Low activity",16,0.996757345,7.650386025,"Low activity",0.32
"180",430,"Bet-hedged error correction",1,0.8350379,15237998236700,"Bet-hedged error correction",0.02
"181",430,"Bet-hedged learning",10,0.96933159,2.26529675478266e+20,"Bet-hedged learning",0.2
"182",430,"Error correction",6,0.826252296666667,5.45595408703967e+22,"Error correction",0.12
"183",430,"Learning",9,1,6.96940257740219e+21,"Learning",0.18
"184",430,"Low activity",24,0.998875,6.52496239583333,"Low activity",0.48
"185",431,"Bet-hedged error correction",1,0.84953556,740748061.454211,"Bet-hedged error correction",0.02
"186",431,"Bet-hedged learning",7,0.978891984285714,24148023085436.2,"Bet-hedged learning",0.14
"187",431,"Error correction",9,0.830283106666667,5.26421096783898e+26,"Error correction",0.18
"188",431,"Learning",10,0.998723444,1.72574078882184e+22,"Learning",0.2
"189",431,"Low activity",23,0.992173913043478,6.34750016956522,"Low activity",0.46
"190",432,"Bet-hedged learning",8,0.93867828375,5596158290709835776,"Bet-hedged learning",0.16
"191",432,"Error correction",11,0.821793395454545,2468531431735108608,"Error correction",0.22
"192",432,"Learning",28,0.999856502857143,3.62884228935517e+23,"Learning",0.56
"193",432,"Low activity",1,1,7.0717887,"Low activity",0.02
"194",432,"Mixed bet hedging",2,0.917578955,47032036411.953,"Mixed bet hedging",0.04
"195",433,"Bet-hedged error correction",1,0.84487854,278525.915474,"Bet-hedged error correction",0.02
"196",433,"Bet-hedged learning",6,0.956862905,2233215369784302336,"Bet-hedged learning",0.12
"197",433,"Error correction",10,0.829041022,1.18307614207114e+26,"Error correction",0.2
"198",433,"Learning",33,0.999936751515151,16630142786135447552,"Learning",0.66
"199",434,"Bet-hedged learning",8,0.93848612875,3.02019057554966e+27,"Bet-hedged learning",0.16
"200",434,"Error correction",6,0.827792501666667,3.71173131313155e+25,"Error correction",0.12
"201",434,"Learning",34,0.999970057647059,2.45003063596197e+22,"Learning",0.68
"202",434,"Low activity",1,1,5.6167781,"Low activity",0.02
"203",434,"Mixed bet hedging",1,0.9030831,600120954.853,"Mixed bet hedging",0.02
"204",435,"Bet-hedged error correction",1,0.83856068,30191549500.07,"Bet-hedged error correction",0.02
"205",435,"Bet-hedged learning",12,0.967942171666667,2345339851838497280,"Bet-hedged learning",0.24
"206",435,"Error correction",5,0.838079736,19625212839665296,"Error correction",0.1
"207",435,"Learning",31,0.998531171290323,4.26822902455182e+20,"Learning",0.62
"208",435,"Mixed bet hedging",1,0.91505242,428293777.42,"Mixed bet hedging",0.02
"209",436,"Bet-hedged error correction",1,0.57079803,2867367004000.31,"Bet-hedged error correction",0.02
"210",436,"Bet-hedged learning",9,0.95233899,1.49456731056636e+20,"Bet-hedged learning",0.18
"211",436,"Error correction",13,0.822758843076923,2.75998820716204e+25,"Error correction",0.26
"212",436,"Learning",27,0.99969679037037,5.60881790715879e+25,"Learning",0.54
"213",437,"Bet-hedged learning",7,0.976806237142857,6145853640563282,"Bet-hedged learning",0.14
"214",437,"Error correction",15,0.832705451333333,1.75216236067568e+22,"Error correction",0.3
"215",437,"Learning",26,0.999943174230769,15110461986346389504,"Learning",0.52
"216",437,"Low activity",2,0.90977052,18.91755955,"Low activity",0.04
"217",438,"Bet-hedged learning",6,0.900501491666667,2.87947991867389e+21,"Bet-hedged learning",0.12
"218",438,"Error correction",10,0.826025578,8.14709473539396e+27,"Error correction",0.2
"219",438,"Learning",21,0.999670719523809,1.75019632124129e+24,"Learning",0.42
"220",438,"Low activity",11,1,6.35525632727273,"Low activity",0.22
"221",438,"Mixed bet hedging",2,0.919913335,182239549937133,"Mixed bet hedging",0.04
"222",439,"Bet-hedged learning",8,0.97125,2.68035793971445e+20,"Bet-hedged learning",0.16
"223",439,"Error correction",6,0.828407803333333,42853385187980064,"Error correction",0.12
"224",439,"Learning",26,1,18290109244237811712,"Learning",0.52
"225",439,"Low activity",9,0.996444444444444,6.35018091111111,"Low activity",0.18
"226",439,"Mixed bet hedging",1,0.87826758,2522553205.05103,"Mixed bet hedging",0.02
"227",440,"Bet-hedged learning",5,0.93114215,7.31163784333483e+22,"Bet-hedged learning",0.1
"228",440,"Error correction",11,0.819674497272727,1.31826361327513e+21,"Error correction",0.22
"229",440,"Learning",19,0.997216818947368,5.29301948443827e+20,"Learning",0.38
"230",440,"Low activity",12,0.99575,6.44284148333333,"Low activity",0.24
"231",440,"Mixed bet hedging",3,0.89749496,14790334906830.6,"Mixed bet hedging",0.06
"232",441,"Bet-hedged learning",4,0.9099459825,7.3700411e+23,"Bet-hedged learning",0.08
"233",441,"Error correction",10,0.824193724,8.91095864542352e+21,"Error correction",0.2
"234",441,"Learning",23,0.999676223913043,3.81838741883551e+27,"Learning",0.46
"235",441,"Low activity",11,1,6.26625683636364,"Low activity",0.22
"236",441,"Mixed bet hedging",2,0.95997339,982100580.885055,"Mixed bet hedging",0.04
"237",442,"Bet-hedged learning",4,0.95059435,2208961942644280064,"Bet-hedged learning",0.08
"238",442,"Error correction",7,0.82823056,2.01308218241387e+20,"Error correction",0.14
"239",442,"Learning",25,0.9998842936,9.06389939795194e+22,"Learning",0.5
"240",442,"Low activity",12,0.998166666666667,6.45692733333333,"Low activity",0.24
"241",442,"Mixed bet hedging",2,0.93614018,322867906.9482,"Mixed bet hedging",0.04
"242",443,"Bet-hedged error correction",1,0.83954644,102022754.064309,"Bet-hedged error correction",0.02
"243",443,"Bet-hedged learning",5,0.927673876,8.68532754169432e+22,"Bet-hedged learning",0.1
"244",443,"Error correction",8,0.8138544525,4.36094492833175e+23,"Error correction",0.16
"245",443,"Learning",29,0.999961378275862,1.92311841428528e+20,"Learning",0.58
"246",443,"Low activity",6,1,6.23922193333333,"Low activity",0.12
"247",443,"Mixed bet hedging",1,0.87138195,44446894485730000,"Mixed bet hedging",0.02
"248",444,"Bet-hedged learning",4,0.9486153625,1.84587446290408e+21,"Bet-hedged learning",0.08
"249",444,"Error correction",10,0.824655249,1.53752576069355e+25,"Error correction",0.2
"250",444,"Learning",27,0.997389728518518,2.04835423833115e+22,"Learning",0.54
"251",444,"Low activity",4,1,6.537516975,"Low activity",0.08
"252",444,"Mixed bet hedging",5,0.933919082,2.36610000000183e+26,"Mixed bet hedging",0.1
"253",445,"Bet-hedged learning",3,0.954586803333333,3.4645134389e+17,"Bet-hedged learning",0.06
"254",445,"Error correction",6,0.829461223333333,4095605883817290240,"Error correction",0.12
"255",445,"Learning",31,0.99982629483871,3.96491944435921e+26,"Learning",0.62
"256",445,"Low activity",9,0.978314383333333,10.5999774777778,"Low activity",0.18
"257",445,"Mixed bet hedging",1,0.90296705,2.84590465102367e+21,"Mixed bet hedging",0.02
"258",446,"Bet-hedged learning",4,0.887629525,4.1385557433292e+20,"Bet-hedged learning",0.08
"259",446,"Error correction",8,0.82091709375,7.03108275422069e+21,"Error correction",0.16
"260",446,"Learning",26,0.999817223076923,1.29555641558827e+20,"Learning",0.52
"261",446,"Low activity",8,1,6.3745101875,"Low activity",0.16
"262",446,"Mixed bet hedging",4,0.94485451,3378829234149595136,"Mixed bet hedging",0.08
"263",447,"Bet-hedged learning",5,0.9973684,37081746228053568,"Bet-hedged learning",0.1
"264",447,"Error correction",7,0.802051237142857,7.44625001588986e+24,"Error correction",0.14
"265",447,"Learning",35,0.996800673714286,2.3102782949687e+21,"Learning",0.7
"266",447,"Low activity",2,1,6.21015865,"Low activity",0.04
"267",447,"Mixed bet hedging",1,0.92512522,563750010.5,"Mixed bet hedging",0.02
"268",448,"Bet-hedged learning",12,0.9743680075,3.12152185983059e+22,"Bet-hedged learning",0.24
"269",448,"Error correction",6,0.83086299,1.38913606292267e+22,"Error correction",0.12
"270",448,"Learning",26,0.998258850769231,1.93288507394897e+21,"Learning",0.52
"271",448,"Low activity",6,1,6.333259,"Low activity",0.12
"272",449,"Bet-hedged error correction",1,0.8416235,114090658.592686,"Bet-hedged error correction",0.02
"273",449,"Bet-hedged learning",9,0.960666953333333,52764787587528212480,"Bet-hedged learning",0.18
"274",449,"Error correction",10,0.837382573,40399090279295,"Error correction",0.2
"275",449,"Learning",21,1,1.96079450772223e+21,"Learning",0.42
"276",449,"Low activity",5,0.99425,6.34222632,"Low activity",0.1
"277",449,"Mixed bet hedging",4,0.925993275,6552043189265037312,"Mixed bet hedging",0.08
"278",450,"Bet-hedged learning",7,0.98858738,1.20484491155659e+27,"Bet-hedged learning",0.14
"279",450,"Error correction",10,0.830947618,365978326701109,"Error correction",0.2
"280",450,"Learning",22,0.999672147727273,2.50572960542824e+26,"Learning",0.44
"281",450,"Low activity",9,0.997,6.30019093333333,"Low activity",0.18
"282",450,"Mixed bet hedging",2,0.92839986,495870444.363456,"Mixed bet hedging",0.04
"283",451,"Bet-hedged learning",3,1,4992801657333336,"Bet-hedged learning",0.06
"284",451,"Error correction",15,0.822079410666667,8.38941869356358e+25,"Error correction",0.3
"285",451,"Learning",24,0.99978667,3.91662144615512e+23,"Learning",0.48
"286",451,"Low activity",7,1,6.23578051428571,"Low activity",0.14
"287",451,"Mixed bet hedging",1,0.94930812,2.15294048246244e+28,"Mixed bet hedging",0.02
"288",452,"Bet-hedged error correction",1,0.6634076,200027371420000,"Bet-hedged error correction",0.02
"289",452,"Bet-hedged learning",2,0.922663915,1.5197765e+24,"Bet-hedged learning",0.04
"290",452,"Error correction",9,0.823282177777778,2.64447625213829e+26,"Error correction",0.18
"291",452,"Learning",26,0.997729762692308,2.28382160346707e+22,"Learning",0.52
"292",452,"Low activity",7,1,6.43855888571429,"Low activity",0.14
"293",452,"Mixed bet hedging",5,0.934502874,4722831868471337,"Mixed bet hedging",0.1
"294",453,"Bet-hedged learning",4,0.948918445,9.40105601997952e+22,"Bet-hedged learning",0.08
"295",453,"Error correction",8,0.82463574375,4.31289962852364e+26,"Error correction",0.16
"296",453,"Learning",24,0.9991753125,3.33241701394126e+22,"Learning",0.48
"297",453,"Low activity",13,0.996338246153846,9.55852754615385,"Low activity",0.26
"298",453,"Mixed bet hedging",1,0.93719003,861211754.503113,"Mixed bet hedging",0.02
"299",454,"Bet-hedged error correction",1,0.87330134,4501723.631697,"Bet-hedged error correction",0.02
"300",454,"Bet-hedged learning",9,0.9582168,1.35729287036195e+26,"Bet-hedged learning",0.18
"301",454,"Error correction",9,0.821466448888889,2.72622156812613e+26,"Error correction",0.18
"302",454,"Learning",21,0.994354737142857,2.35428292322532e+24,"Learning",0.42
"303",454,"Low activity",8,0.996875,6.6601803875,"Low activity",0.16
"304",454,"Mixed bet hedging",2,0.928750115,712304436.7953,"Mixed bet hedging",0.04
"305",455,"Bet-hedged learning",7,0.955995827142857,63228154447202713600,"Bet-hedged learning",0.14
"306",455,"Error correction",9,0.826234431111111,9.30226751330731e+26,"Error correction",0.18
"307",455,"Learning",23,0.994698074347826,1.03061289268297e+20,"Learning",0.46
"308",455,"Low activity",10,0.9952,6.4138349,"Low activity",0.2
"309",455,"Mixed bet hedging",1,0.94559622,404268465.0153,"Mixed bet hedging",0.02
"310",456,"Bet-hedged error correction",1,0.89421482,34675689488.9455,"Bet-hedged error correction",0.02
"311",456,"Bet-hedged learning",4,0.9662561775,7.32916358216318e+22,"Bet-hedged learning",0.08
"312",456,"Error correction",9,0.816067101111111,1.11618870039923e+28,"Error correction",0.18
"313",456,"Learning",22,0.99988881,3.3701565319629e+22,"Learning",0.44
"314",456,"Low activity",11,0.994421791818182,9.48303073636364,"Low activity",0.22
"315",456,"Mixed bet hedging",3,0.91184153,1632485301748.41,"Mixed bet hedging",0.06
"316",457,"Bet-hedged learning",2,1,25999852105001.5,"Bet-hedged learning",0.04
"317",457,"Error correction",6,0.837466475,2679719877508659200,"Error correction",0.12
"318",457,"Learning",28,0.999808902142857,2.62080282169361e+21,"Learning",0.56
"319",457,"Low activity",9,1,6.23729228888889,"Low activity",0.18
"320",457,"Mixed bet hedging",5,0.923458944,695050708.333838,"Mixed bet hedging",0.1
"321",458,"Bet-hedged learning",6,0.957619413333333,4.37867153542999e+27,"Bet-hedged learning",0.12
"322",458,"Error correction",8,0.82148181,3362980157705880576,"Error correction",0.16
"323",458,"Learning",24,0.999902150833333,2.63290865546421e+26,"Learning",0.48
"324",458,"Low activity",10,0.9726,6.30400533,"Low activity",0.2
"325",458,"Mixed bet hedging",2,0.90400274,45928145598809.4,"Mixed bet hedging",0.04
"326",459,"Bet-hedged learning",7,0.95376025,2.55268726116243e+20,"Bet-hedged learning",0.14
"327",459,"Error correction",5,0.807803922,8.06285948973575e+22,"Error correction",0.1
"328",459,"Learning",26,0.995344563846154,1.86634363900363e+22,"Learning",0.52
"329",459,"Low activity",10,0.994373268,9.15079957,"Low activity",0.2
"330",459,"Mixed bet hedging",2,0.91987589,1110393638.97385,"Mixed bet hedging",0.04
"331",460,"Bet-hedged learning",3,1,3742757392666670,"Bet-hedged learning",0.06
"332",460,"Error correction",16,0.8269486975,9.32088695512548e+25,"Error correction",0.32
"333",460,"Learning",22,0.999870286818182,1.2131577826747e+22,"Learning",0.44
