"","trial_number","genome","merit","genome_length","merit.1","merit_given","not","nand","and","ornot","andnot","or","nor","xor","equ","did_repro","seed"
"19",19,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"20",20,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"21",21,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"22",22,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"23",23,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"24",24,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"25",25,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"26",26,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"27",27,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"28",28,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"29",29,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"30",30,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"31",31,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"32",32,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"33",33,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"34",34,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"35",35,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"36",36,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"37",37,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"38",38,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"39",39,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"40",40,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"41",41,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"42",42,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"43",43,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"44",44,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"45",45,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"46",46,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"47",47,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"48",48,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"49",49,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"50",50,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"51",51,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"52",52,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"53",53,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"54",54,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"55",55,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"56",56,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"57",57,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"58",58,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"59",59,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"60",60,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"61",61,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"62",62,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"63",63,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"64",64,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"65",65,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"66",66,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"67",67,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"68",68,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"69",69,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"70",70,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"71",71,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"72",72,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"73",73,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"74",74,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"75",75,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"76",76,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"78",78,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"79",79,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"80",80,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"81",81,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"82",82,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"83",83,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"84",84,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"85",85,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"86",86,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"87",87,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"88",88,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"89",89,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"90",90,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"91",91,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"92",92,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"93",93,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"94",94,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"95",95,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"96",96,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"97",97,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"98",98,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"99",99,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"100",100,"[54]rpzdvgqgpmqpgplgytigjkutttisfnlpqlqdqktptyglsttltvjaab",1,54,1,1,0,0,0,0,0,0,0,0,0,0,1
"101",1,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"102",2,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"103",3,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"104",4,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"105",5,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"106",6,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"107",7,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"108",8,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"109",9,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"110",10,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"111",11,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"112",12,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"113",13,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"114",14,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"115",15,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"116",16,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"117",17,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"118",18,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"119",19,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"120",20,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"121",21,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"122",22,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"123",23,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"124",24,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"125",25,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"126",26,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"127",27,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"128",28,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"129",29,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"130",30,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"131",31,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"132",32,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"133",33,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"134",34,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"135",35,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"136",36,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"137",37,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"138",38,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"139",39,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"140",40,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"141",41,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"142",42,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"143",43,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"144",44,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"145",45,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"146",46,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"147",47,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"148",48,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"149",49,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"150",50,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"151",51,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"152",52,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"153",53,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"154",54,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"155",55,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"156",56,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"157",57,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"158",58,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"159",59,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"160",60,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"161",61,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"162",62,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"163",63,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"164",64,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"165",65,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"166",66,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"167",67,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"168",68,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"169",69,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"170",70,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"171",71,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"172",72,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
"173",73,"[44]ruqnvijomjlmzzwvmxjjcrqtptpqtpbnlqutyscstvab",1,44,1,1,0,0,0,0,0,0,0,0,0,0,2
