genome,merit,merit_given,gen,not,nand,and,ornot,andnot,or,nor,xor,equ, seed
"[89]uqsqvqlfpnpgpvgqkdotqqbrqovmgdhrlwllnypqacvfizsfqqqlcpnzesdakfohelqzqvupiyippqqttyqsttvtb",3.35544e+07,3.35544e+07,19404,1,1,1,1,1,1,1,1,1, 23
"[52]rzrvuispkqgtpmqfprpzqftpqgyiqeqefoqipuqeittttyedsvab",524288,524289,26966,1,1,0,1,1,1,1,0,1, 24
"[46]erzkvpcqpqpgctetqyptntltpqtqgqmpqtttttyxwsfyab",65536,65536.7,27831,1,1,1,1,1,1,1,0,0, 25
"[54]reeuvlufpqdgpyiqpblngtqqgqpriftqfrpizhtqyptttylhsttvkb",3.35544e+07,3.35544e+07,20791,1,1,1,1,1,1,1,1,1, 26
"[208]rhzzviugyifpquitqmtqpgbhqeymqdqppifttyztstpttvazbccakmtmkwuzaydvudnyuedaobmhwjumneuxqcktaszxejvqpwpxosvsplxrxehymrxyqhkeldmlhrvtivqcxzdsowqruhklikicbjghupxskfxjhmdqshopctjvdpqfjkjibbqfjcqwxcaibwerybuzstexmfab",3.35544e+07,3.35544e+07,10752,1,1,1,1,1,1,1,1,1, 27
"[48]ruqnvqnpdpqpmlvngqqpqcotlifoliqwqnqutttyxdsttvab",131072,131073,37709,0,1,0,1,1,1,1,1,0, 28
"[49]ruqlvnqoqpdciepjynqlpnpwfqqplnqbgspqsututtyepzvab",16384,16384.6,29395,1,1,0,1,1,1,1,0,0, 29
"[52]ruqhvybmxnlpgqpprqgqippffohpqzqplcegqngquttttyyasvab",16384,16384.7,33712,1,1,0,1,1,1,1,0,0, 3
"[222]erbzrhliqqvqdpeqwpplvgnqspgguphflgntipqzqfjttttyifsttttvkezvaugzvioxwnbhzlpstnrsktoqjthalraptcqdqhjzpixmlqctlgmptbrnaxhdtgzbsincahooytqvdobswtuyaqyrnquccnyrmclevcsnnhmardnqcslvetzkjcfmfzrbercfuuimehggaysdznvoumjsikkhjcxpab",3.35544e+07,3.35544e+07,13276,1,1,1,1,1,1,1,1,1, 30
"[51]ruzavcysrrgjiydzhpqepslnlqqpqpncpqyeoqqtttyhkstvxab",65536,65536.7,17446,1,1,1,1,1,1,1,0,0, 31
"[53]rdzivpcfuhfiqrptqpzqplnyiflofgpvquttgtqqtynosoltttvab",3.35544e+07,3.35544e+07,17675,1,1,1,1,1,1,1,1,1, 32
"[40]rupviqpqpuqpqppsqxoqpdnqwlquttttyksttvdb",16384,16384.6,42054,1,1,0,1,1,1,1,0,0, 33
"[43]sderzdgviuoghqintpzqcpvttydsqftittvmtkznnnb",3.35544e+07,3.35544e+07,19031,1,1,1,1,1,1,1,1,1, 34
"[49]rqvzpqfpqppjndltqwplglfqppzqqqvouqvuttttodsteurub",65536,16384.6,34413,1,1,1,1,1,1,1,0,0, 35
"[52]rudovdizunqiemhiefpbeyigqqdqfpmttgpwnqtlqlqtyhestvab",3.35544e+07,65536.8,2649,1,1,1,1,1,1,1,1,1, 36
"[52]ruvcrykzkblrauupzquoopnlqpyhuntpqtqkeppltitttywlsvab",65536,65536.7,17659,1,1,1,1,1,1,1,0,0, 37
"[51]ruqivomqvplqoktmqyotoepyptomqvoiplnqqkuttylosttvwab",65536,8192.7,34237,1,1,0,1,1,0,1,0,1, 38
"[99]jguyajeoptqpfrquelwpxvzcusiiazxfonqyqtzyzhyellvqupyqtfuozkvrmqpkaqnyiipxlnyqzqbpjlnqmqutttyxstttvlb",65536,65537,24812,1,1,1,1,1,1,1,0,0, 39
"[88]yypyzwedquoqwgipqrlhnvpcqzqovkdntrqjdoiaikmvpxhufgvqmpgqgqopppqmlhnxioqpquxttttynbsttyab",65536,65536.9,25328,1,1,1,1,1,1,1,0,0, 4
"[51]ruxwgvqlioqypupqlqegomfefgpgqkyqgpykhqebtttywlmtvab",2.09715e+06,2.09715e+06,17313,1,1,1,1,1,1,1,0,1, 40
"[44]ruqnspqpgipytprvgiqgpfpyqsoqutftttyqhsqtvwab",8192,8192.62,33567,1,0,0,1,1,1,1,0,0, 41
"[48]rupvwypxqxoqippiqvpjiwlngqjpipjqroqutttydqsttvzb",2048,2048.64,37184,1,1,0,1,1,0,1,0,0, 42
"[50]ruxbvzzsysfaepwauqxvwancykmqpngqppqffogttyjksttvab",65536,65536.8,15035,1,1,1,1,1,1,1,0,0, 43
"[51]ruwthrlvdpqroqpxpbprquiwpoqllxnsqnquqmkutttyqrstvab",4096,4096.64,34581,1,1,1,1,1,1,0,0,0, 44
"[43]rzjvoqwogqppqffpypxqdoqpilbnqstttymyqttvjab",16384,8192.6,39212,1,1,0,1,1,1,1,0,0, 45
"[51]rozxvigqitoqpnllqpsqqadsxplqpwpjqwofqjqdtttyrstvknb",65536,16384.7,34371,1,1,1,1,1,1,1,0,0, 46
"[44]srzuvwsvpqfoxnlqeplqplnpyqlqbpnlqtyrvstttvab",16384,8192.62,36975,1,1,0,1,1,1,1,0,0, 47
"[51]rkuvulqwqypphqolgnpyqmxlzpnflpvqfnpuqhqptttyikstvab",3.35544e+07,3.35544e+07,17385,1,1,1,1,1,1,1,1,1, 48
"[48]rlyzzovmunlxoqpqpqpegfqjqaiojqpxnlhfjttttyjrsvab",3.35544e+07,3.35544e+07,15148,1,1,1,1,1,1,1,1,1, 49
"[50]rqztyvupnnomvpjqpqspipgntlvoiqmquqpwutttttyfvdviab",16384,16384.7,30850,1,1,0,1,1,1,1,0,0, 5
"[43]ruqrvigqpmqggoutqppyttfnttogqdqottylesttvab",3.35544e+07,3.35544e+07,28505,1,1,1,1,1,1,1,1,1, 50
"[48]ruqvpsnvqecypqdyzupnhglpznplquqcspqfquutttyoyveb",16384,16384.7,31053,1,1,0,1,1,1,1,0,0, 51
"[52]rzxpqofnjesekvoyqnlppljlbvylvnqgspgpiqtquttttyxfzvab",16384,8192.76,26094,1,1,0,1,1,1,1,0,0, 52
"[89]sqlospnpdnjyoloyqmapqxpsnpyrqqxzpoptlnlqjgrrzuqlvlysdsgtqxppqpqrfhipnphqekufnqutygstttvdb",2.09715e+06,2.09715e+06,24168,1,1,1,1,1,1,1,0,1, 53
"[53]rzwvuvnagxpuhggqktwtolrazlfftpghqpgnlqqtfttttyhjstvab",3.35544e+07,3.35544e+07,18831,1,1,1,1,1,1,1,1,1, 54
"[53]prztvqwofqsppqkyaipnlqhqvspoqeqqlzpgnwqtuttttyrizvaab",65536,65536.7,29538,1,1,1,1,1,1,1,0,0, 55
"[49]ruwprqvptqsyskoqopjpfqfimpqvovqqzpqiuttttyqlstvab",2048,2048.58,37950,1,1,0,1,0,1,1,0,0, 56
"[52]rzlvydkjluqtmjtpottqryesteptttttqhpepntqiotvmcclnmob",2048,2048.64,26311,1,1,0,1,0,1,1,0,0, 57
"[108]runjlmmqspoqudpcqplnevyrdlbjuupgqjhttqbpqotfsykmsttvabrunjlmmqspoqudpcqplnevyrdlbjuupgqjhttqbpqotfsykmsttvab",3.35544e+07,3.35544e+07,20745,1,1,1,1,1,1,1,1,1, 58
"[51]rugjimskjvzoqnwgpoqevqlpbtnsgtehpqleqspfitygvstvaab",3.35544e+07,3.35544e+07,20649,1,1,1,1,1,1,1,1,1, 59
"[109]wyqrueyfqtnqnppniykljylwqyxhppzpoqpuqvgoidwmdyuvprhgbjyrlaulmqvizqpnpzloqopzqbslhtymppqpdnlqpptquttygystttvab",65536,65537.2,19090,1,1,1,1,1,1,1,0,0, 6
"[50]cruwjdyvprqpqipnqpqipnnlqfqpgnulfqipqiuttylzsttvab",2048,2048.62,35352,1,1,0,1,1,0,1,0,0, 60
"[55]ifkhcrzwvputpdqwgihisglsttnmoqjpvpifpxqwttftphymvwtveab",3.35544e+07,3.35544e+07,16176,1,1,1,1,1,1,1,1,1, 61
"[53]rgcunkogvxwirkgkucczuekqyofqdpnttnpgqiqotttyrkbtttvab",16384,16384.7,23688,1,1,0,1,1,1,1,0,0, 62
"[51]brpsqgzseslpqqvpnxgzeoyowqxpdnxpqtqflyutttyecstvjab",16384,4096.62,34467,1,1,0,1,1,1,1,0,0, 63
"[43]ruxvwsqdtmsczopgqmoqpnlpsqttpfpymqtykpsvkab",3.35544e+07,3.35544e+07,13442,1,1,1,1,1,1,1,1,1, 64
"[51]rbznvqfqmpvfpqonqqyljqnmwglnhqknhjgqfqpquttttyqdsab",8192,2048.64,32922,1,1,1,1,1,0,0,1,0, 65
"[44]ruvpqeogfwsazqnpzgpqmfnlqqcpnlquttttymdstvab",8192,8192.68,40433,1,0,0,1,1,1,1,0,0, 66
"[103]eoqpxpoqoqplywqfytmpwpeyxqtyticqpvnpflfoqqtsvkgyahtauckprozxvzrpjgouggqjqeqpgqypvppinwtlgqqoutttyitevab",1.04858e+06,1.04858e+06,15379,1,1,1,1,1,1,1,1,0, 67
"[159]suqnvjvpdqfgqyloqepgngfvqxpehtpmiqfplcrnquttttywwevabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",65536,65538.3,11416,1,1,1,1,1,1,1,0,0, 68
"[54]ruvlqauqvoinipluxtrgnpqulyqpncfoqyqyeuiqpgqpitttyvsvyb",1.04858e+06,1.04858e+06,15844,1,1,1,1,1,1,1,1,0, 69
"[53]ruwowvkkpvqzupgnigztlpttqtttygirpopqwinqnpqtftysstvxb",16384,16384.7,22417,1,1,0,1,1,1,1,0,0, 7
"[185]erzrqmviduispettptirdpunqutlgetqsttqfttyzstttvonkfncjbgzcjcdthewtwhalgtlopqywdkqcizwyohczxofyxxuimlhjrxahoufzjynfvncthbgzjkkalbukswzxoektqomaqdcuetqsazuqidxlrufcdyqnachwpxnjpmolmohvvpab",3.35544e+07,3.35544e+07,17128,1,1,1,1,1,1,1,1,1, 70
"[55]knjobpqeporqzsvppqtqpiqdpplqitotqsqxpnlqettyfcsttvgblab",65536,16384.7,32840,1,1,1,1,1,1,1,0,0, 71
"[49]ruwmiswhknpwqspwqepqoptnlqqslhpnqpqvuttttyomstvab",2048,2048.62,36696,1,1,0,1,1,0,1,0,0, 72
"[49]rzaqkqwpxvpsqfyfbdpfgutfeqpotipkgqtottyybstqvqlab",65536,65536.6,20093,1,1,1,1,1,1,1,0,0, 73
"[56]kujrlgwfypxqxykpgrppqvzifvoouzqigqfpqpgnldvewmuttyvbsvab",65536,65536.8,17827,1,1,1,1,1,1,1,0,0, 74
"[52]loyfrzhvupnlqpshqggeplpqqpzppfflngfqpgqqmttttyfasvab",3.35544e+07,3.35544e+07,11320,1,1,1,1,1,1,1,1,1, 75
"[51]zrznqvvqmgeabutqspptifpgnqyhyyupihyupiyiqtttyfmsvab",2.09715e+06,2.09715e+06,17036,1,1,1,1,1,1,1,0,1, 76
"[53]jrujievziqnvistyaekfewqjfpanlqpgqshpxqtttttyzstttvtqb",3.35544e+07,3.35544e+07,20265,1,1,1,1,1,1,1,1,1, 77
"[18]ruvutttstpinlqtvkv",32,32.32,81727,1,0,0,0,0,0,1,0,0, 78
"[44]ruyhmvphqyofpzgilqsphlnqlqipknzqfquttytstvvb",2048,2048.58,36993,1,1,0,1,1,0,1,0,0, 79
"[54]ruwujpvjzvpbquooiolvcnqmptpggfepqgtqophqpttfyttykdsvab",8.38861e+06,8.38861e+06,22198,1,1,0,1,1,1,1,1,1, 8
"[45]knrzrvmutftttpgeqfpgihpqufsprisqwpeyptypqsvab",3.35544e+07,3.35544e+07,15817,1,1,1,1,1,1,1,1,1, 80
"[54]hrznpvqfpopxqoppgqfjgeyywhpnqmqppqxqftoqutyqestttgagab",16384,8192.68,32000,1,1,0,1,1,1,1,0,0, 81
"[55]oruqwvpvqtytfpeqwqpupfqulsnlqspqnoienphqkqjutttyrtsfyab",524288,524289,30194,1,1,0,1,1,1,0,1,1, 82
"[52]rjzrvribrhsuqnlpmqpqfmpvpgqjpizgughqflnqpttttyfmsvab",3.35544e+07,3.35544e+07,12079,1,1,1,1,1,1,1,1,1, 83
"[45]ruvqmysgqfpprnlqpripmgqsioaqqdqpqutttttyodvpb",8192,8192.7,31549,1,1,1,1,1,0,1,0,0, 84
"[53]mrzzvoczodpqpkqfxpldnqpipqliwqpmpnxqmpnptqtpyyfstvwab",65536,65536.8,30860,1,1,1,1,1,1,1,0,0, 85
"[47]upgvusrgyutpqloopjqptifpfqztgqqfpzqiiyptsttfvab",2.09715e+06,2.09715e+06,15090,1,1,1,1,1,1,1,0,1, 86
"[55]ruycamlpqkogqpfponrlvqvywqxyhiinqfoqfodqoqmutttyxbstvab",65536,65536.7,31280,1,1,1,1,1,1,1,0,0, 87
"[49]ruqvskuodqrykpnioqmeqpenaygqeplrqwqntltttyzxstvab",32768,32768.7,18469,1,0,1,1,1,1,1,0,0, 88
"[139]ruqivfyqngokplqpgifspdphnldqlorkoqutttyopevabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",32768,32770,8078,1,0,1,1,1,1,1,0,0, 89
"[49]rzuvpiqytpplpxdlqyqnpiprpqgofquplnqrquyasttttthvb",32768,16384.7,37347,1,0,1,1,1,1,1,0,0, 9
"[52]rupgvqmpfqkyfexpwpoqxqwyvyneeooqlqppnlqfzttyhstttvhb",65536,8192.6,35102,1,1,1,1,1,1,1,0,0, 90
"[86]rujmqtmwyppripdnqpnygqqrqpxvmqytzuxytnvvsvuvqtqulvrwtlhwktlasqaufgpqprnlqnttyqsttttvgb",1.04858e+06,1.04858e+06,24073,1,1,1,1,1,1,1,1,0, 91
"[50]rusqvxzifmonfpqtgjtfqrdplnolpogwqmqrpeqptttyuvsvab",65536,65536.6,17695,1,1,1,1,1,1,1,0,0, 92
"[47]rzsvqlpyrfmjtyjxnupqpqpyncpqoqcqutttywestvfraab",1024,512.54,38699,1,0,0,1,1,0,1,0,0, 93
"[42]rzavopqhpqgppqpqpfqppqpnlioqqquttyhstttvzb",16384,16384.7,40457,1,1,0,1,1,1,1,0,0, 94
"[54]rnupveigqtpyqlulylwiopqjpdnigzqlqpqpctfpqnnstyhcsttvab",65536,65536.7,12790,1,1,1,1,1,1,1,0,0, 95
"[49]rmznbqhnphvqvpqifyyqduqrnppqpxpqpirplttttymstvysb",65536,65536.7,26321,1,1,1,1,1,1,1,0,0, 96
"[48]rpzyvwdlzcugpqdotnljqppiqepenlmqrydutttyrosttvab",16384,16384.7,31076,1,1,0,1,1,1,1,0,0, 97
"[35]rztvqqdgpprqfpqppqoqplnqutttysstvmb",1024,1024.56,45968,1,1,0,1,1,1,0,0,0, 98
"[52]rzavqmuycifqkvzkqfblcqzttqieykvfptgqipilnqvtyvwsvuab",3.35544e+07,3.35544e+07,12633,1,1,1,1,1,1,1,1,1, 99
