"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.75,99,4,36,3,37,0,0,0,0,20,2,0,0,20,1,3
"2",1,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",8,1,99,2,0,2,0,0,0,0,0,1,1,0,0,1,1,3
"3",2,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.8,99,5,34,4,35,0,0,0,0,19,2,0,0,20,2,3
"4",3,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",8,1,99,2,0,2,0,0,0,0,0,1,1,0,0,1,1,3
"5",4,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.75,99,4,35,3,36,0,0,0,0,19,1,0,0,20,2,3
"6",5,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.666667,99,3,36,2,37,0,0,0,0,19,1,0,0,20,1,3
"7",6,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",32,1,99,4,0,4,0,0,0,0,0,2,2,0,0,2,2,3
"8",7,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.666667,99,3,37,2,38,0,0,0,0,20,1,0,0,20,1,3
"9",8,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.8,99,5,34,4,35,0,0,0,0,19,2,0,0,20,2,3
"10",9,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",8,1,99,2,0,2,0,0,0,0,0,1,1,0,0,1,1,3
"11",10,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.875,99,8,32,7,33,0,0,0,0,20,4,0,0,20,3,3
"12",11,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",8,1,99,2,0,2,0,0,0,0,0,1,1,0,0,1,1,3
"13",12,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.75,99,4,36,3,37,0,0,0,0,20,2,0,0,20,1,3
"14",13,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.833333,99,6,32,5,33,0,0,0,0,18,2,0,0,20,3,3
"15",14,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.75,99,4,36,3,37,0,0,0,0,20,2,0,0,20,1,3
"16",15,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.666667,99,3,36,2,37,0,0,0,0,19,1,0,0,20,1,3
"17",16,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",1,0.75,99,4,36,3,37,0,0,0,0,20,2,0,0,20,1,3
"18",17,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",16,1,99,3,0,3,0,0,0,0,0,1,1,0,0,2,2,3
"19",18,"[99]xAjjehAFcrcsubcnHlwicxckcchnnFccBzxclxcHlGDgcuuDDFfdcaccclJGmlgfmdccofDbjycEmrmFnwHFgdcoiBLcmkhyctG",8,1,99,2,0,2,0,0,0,0,0,1,1,0,0,1,1,3
