genome,merit,merit_given,gen, seed
"[80]yHlpAzamvkesmjrpzFAEwbDnlvtiHFgyILfkLguCuvbxDpoKHdFHeLxFzwbIxbteLcnkGIjLHdeqlgxG",64,32,2617, 242
"[56]kdHjlsyoursGpiIijHDwxAHhGxHgHBtruasdugsEKzHnFJcsHFHEGdzq",2048,2048,4093, 243
"[70]adxGGtipFDKLwuyimzfLCfkhgHxIfweHHjHwgHdBKHLJHqqxHfLJHvKhbebgHwEHJHHjHs",131072,131072,4715, 244
"[49]HFyakgIHzejHBHweyLBHeKaBgrtHLtJHLHlKHJHFmHfvnGClE",2048,2048,4260, 245
"[79]qlLHrFpKysDopldDnIuAAAHdmHEmHeoleuHtozJHyufynntbtgHfubjpkEvFKmIafcxIIIuKIssIleG",2048,2048,4890, 246
"[111]qHusxsGxAGgqAizIgyokBjHAzBziEdurHuHjiihEHjKlHrIDzuiqekoqxvIzgcstijwrLctlyAehfKxkgDGskoydAdILjFtIwIzawwGLLIGKBLI",16384,0,3944, 247
"[79]yCwjoflKqmIzGelyIubrEzgtenDBgzeactoryoHHdLJuhbAvqpfrdegulxbafuHIptlamLHcfLcnxdG",32,8,1259, 248
"[66]GwEHanorutmLebLsFpBiodAEEujIfjDsHFyFabisEiGuoJllKIvwenlBrLEHGALcnI",32,4,2639, 249
"[20]ynHpAbLrnIEhfGyLcegx",32,8,2697, 25
"[105]xqDubiyhoBwholcyuwHdrjIFcxHEHycGDpkdmvfzoKqqansvApJJbgqHDtkcmLecEHodHKiBHghpGmfJzDtgzHHvgfiohyeEhwpHmJtmm",1.04858e+06,1.04858e+06,3858, 250
"[87]fHGBdIiAtnLHHfEzHzirHGKLBwpLIqItvBitKIILnsGCaLyaBCtEzlixjoColgLiELHmervrcarjkKwobLoJkbu",8192,8192,4052, 251
"[46]sBHdLGynILCxCftuGGpEKedCnbjsoudDdwcKpGittwHCLs",32,8,2649, 252
"[83]HyEvGxDJowtjeIHtHrvrfjxfkHfHdKIyDrtAwIcBIlfcIKckmimbzojqAsKGCKjeuJqjdApAhfkqkcEupnG",8192,8192,3831, 253
"[92]qHAGiFocIjyneDEzfzcEHshuEHpCrFFHuutsstHKFILsuDvbhuxGeCHqGaukbzjIwjCmAykrzEmsIsbAmusEAIIovKyG",8192,0,2117, 254
"[32]qHtlpFffdtdrsnbyutrLmrILBilGHnLG",32,4,2682, 255
"[99]GlCFbdKnvuwatuFcsLaHzsEyupbrFvkkhmIBuLHAejHAvHnLlwaKedehsslhpeCGjaHaBEtwgjBHJHDaKjABnenDwJskCHLsJxK",524288,524288,4372, 256
"[75]FbcdBasygtkHDkIHEqzoqLqezEmjgeEHjwzicspCaHnzjbKyzuzHJHGeujFEGqkdDvJdzrafEpj",4096,4096,4121, 257
"[66]qwHmurplIAtHtHculxtHAAnHyFuqKdHjewttbhJvjHzrumgyHaKxHJHlhfAHJEsHKG",4096,4096,5297, 258
"[83]dexLvfaxHniEIyGHbyLapczDiihrxBFbrGLBHEHHKHzFEGoEdojJqfDijzJDqDblIGolquerAKhjDtJtxaa",2048,0,4132, 259
"[84]eaeanByzGlDEqEctBpjhvpyaltuaqFiogaEkzzHEInbtkrHlHnEHlufbspgFwKHgBHEJaqHHvakyHywiKHEH",1.04858e+06,4096,4499, 26
"[58]lGgradBvrbunAznwkHFuunmldpjorbsLcIwbjLGqHCBjcslqryLEwJvuAx",32,32,2686, 260
"[94]mDyHlIkzHHyEheLxHgIHwmuEyaupecAizHucxoqaKGHifunKkoxmdewJJBdyhHhxHddKHgJBksomHHsjJnHAtLtIKogFEG",4096,0,4637, 261
"[116]gtHbsapljIHhipsiHHaFFmdFiHKxxmHbrIBbmwzliLffIGIfFIwIgKIIiLsGCFkFvbFzAmwqsHrnEpyEDIKAczljvGgxDxzJfwFGICGwhrupydCqtcro",1024,1024,3937, 262
"[99]agCglbsimAFivqiraqixxujtuBulkDapjylFLuucvncAFdHIoEEbHAmdwHyHkBAgGlAHjKHDowJApGhqihHHsDGmJduykDEHuwG",4096,4096,4037, 263
"[96]mdbzDfGGhAtruGbAGKjvjwFGuuGFrELDAhEblAJCpLEKannfmcAfpyzCFepewiJfrmrEsteeAvHBLcaLIqrLbLHpuwGzsnId",32,4,1264, 264
"[45]ALcHjmdzAvyfgmuHtHnHrkLpCjzFhLgvaGgJxBciFyABC",512,0,3869, 265
"[111]jGHyrubsdGnzwahIaHpBsqzwffviibuEfHnxAzcnmrpEispmapokzebgHswyxttKfktBpfbxadtHGHvhvlwLytkEJHHcJlrHycHkvpJHessAGzq",2048,2048,1308, 266
"[103]nCqklvvpfxqpJJywDnfnxJKBqkbjvqnmlHgDxGLymxBLrqgwoqjKmHzwHzEIHoEHvvHxaHKHcGJHwBHdyGbKAgHexfrJmvHfrHjDuGy",2048,2048,4327, 267
"[87]yfhguHwkfulIjHHHFzcHumrzxjphaABrBieKHJHiEHqnmrJHKHzruHJHgAftqxHkHdAvBmosigHoAjuFydGqdmi",1.04858e+06,1.04858e+06,4756, 268
"[50]BfLsllsfiLnrgkhiptgGfmLBaBHLGnICkyhKvfyLDnvyoCKkoq",32,4,2631, 269
"[62]rfwGEhuwLwELjHIhsswfyhtEhDplfbwutzKuCjCznIBhlzwjltrFLHGvrGLcnI",32,4,2263, 27
"[99]GCsDrFdiEIhjKaqlHaybvpgpnAzAqgIEyHAHrlwHoKdmvisgwFEHDhHsrniJcBDIfrEyjIAnKBwrrfeJIIkkuDlAvIptbqgAdLF",4.1943e+06,4.1943e+06,4164, 270
"[40]agBceGbvrGFbzAfsnFxzrimjgHEFBcLxnILdbtpI",32,4,2648, 271
"[71]eptxGvFigsBHyeLnILGCojKljKJbFHqyliBBHrvvuHCxCKICgLrAErgpEuAlFLnjEqeEuDH",32,8,2668, 272
"[106]nGseAvLjiatoEHaBIwjjGHfEHwAHjHbjKmHJurwHpjAvBHxKmboAdHJFvLEHBwxHAJHaghmeneKHddHLxrqilojcgjdJHxBAHHgHHHwGCv",1.04858e+06,1.04858e+06,5161, 273
"[107]lrshHAzdlxlronxBvnIGDkmIAcujAHetHhHpAAaBKelxzLrHdtbunppHiatgJHiAHhFEaJCjyChsHHwGCwwauCDeqbBIEswHLJkrAthtyaa",524288,131072,3861, 274
"[85]AHzLcnILGqauCDEBpJpqtbJtEqDimBeDiFmCbAhIarnAtsGBfGLEnqdrKvlBrrztapirBLsqaFmGcIIEgahuE",32,4,2635, 275
"[61]ntzvixAfFeusHuimzyEDJEKeIuGobfreolblsljEjEhsBLBlAyunIhlbdklcL",32,4,2714, 276
"[100]dCCteuhKovocnAnJlfyyaGHInueHDrrHHucqABciHoyAbrssDmaabKoFewuHJjjrwEHyDCysEvKzamfpmyvznigouLEhiKrHcHsG",16384,0,4280, 277
"[55]qLLkiddELlcGHkoveAHAuEHrrdExslnGrkfHrxpeCpHaBAzmqocnFmJ",512,512,4017, 278
"[103]zGDnACLCDftCmABhpKzAcEKFImktAqLkynciiiysuhsnkkjqnlKCgnKnyopxHcEefeGCfsDgIzfHzlfqHtHyDFHKBHojynlnoHDBJoA",65536,65536,3575, 279
"[80]wpILyjzGmvEmfGDkryKHEdHJlvnDcpxgHurjfdEcovoHkwerunydFekfDjoKmIhbihtpcoweItjydwec",1024,131072,1749, 28
"[105]hkaAaDHHIioryEttHHajgEgEgLlHlasDLynGBpfcdnJhbdbBEBlEGcnfGKtHLryLbdAHvLJGfHjxHsJHHBAHEKGlykxGuAaxJcgngmAcL",2048,2048,3410, 280
"[92]LHfiegwIHtpeCxBvvgnyterBjHbjHrbjtpyoLyvqelHAKHpfnuExjIIgAwIInItByjjBaBKLIIyqvGgCJiiLdIbnpeHA",16384,16384,4698, 281
"[76]cHpfsGIxHEzHwvHKEfHbwpyAjsLHrJhBHgAmafrHsphJEkHHHKkeLkFmHHJHExHkhsesGCFclGha",32768,32768,5178, 282
"[82]srpxtbhAkGgfsLxLoqCfmgxLailcLxdfGbgjGHbhsnuLaFCceFFcoIotdtoaKuLryakGibffmrDunreIHg",64,1,1764, 283
"[72]quAHDwIupkjHlHoryHrGsaHtBeKHgbfaIlvnekjmIasnlIpAbmIIjfgizBlvqKDyBmwtexbG",16384,16384,4508, 284
"[89]fdgHIwtifcgpCmhHHtiHaBGAFEhaAezLHBAprhvdnkvpapbxLpwKrgFkHIpepnGIIItIycKIIjgyibhLqtGCqJsKL",16384,16384,3827, 285
"[93]pdyDHyDnesolyvtgHiuAktyDmBwglclpuLvjAgFmFxjsaieEADIxyxAtHnjFHHoGavKsEwpBcmwyecHyzGynHtkaJxkgq",524288,262144,5248, 286
"[77]HIdpvavLyjBiayjHAkEGbHhyugLdkfoBtpcJrFBsBtHKLHtAbtLcbHJFaHGHvwGlGCfGbeBqqFJbd",32768,16384,1759, 287
"[71]BDDCJeCDjHBkispisdrHptoeDjIvzHGBFzmHeHDwKyvwBgHmzHBJgrqHHfchBHcKsyHHJEG",524288,8,4617, 288
"[70]qoHFwEwIbsnLHHmHdHhKmxgEHLJplsHsHFBKqkEKKEIKtGIIvbsGiCaxicfvDeAzpxkxHm",16384,16384,4013, 289
"[55]LACcHbBItvHdGlngLqEGDswHqELqoFEylBkGBGzhsxGoxfzcGbLvupr",32,4,2113, 29
"[102]dnCJlBaDCAelKJdjkCqHqJtJFhuCJBlFjgbncdgqBbIaGtfdFerqFedjlBHiGvAEpeounxIxytHbGzFkxtEttsvHiHyCbHKinqHuxr",2048,2048,3913, 290
"[94]BsbFhfkmnoLrbknldaggbbjlskbskdxHEBGEwDvKluHgHaJojfjsHGmHJiHknHafsBGaFhjrrAarIpDLzHLcqyHkspIibI",131072,131072,1705, 291
"[99]olCmmgttfqgaweBaLDHGeprpHLFHmorEoaDHgaujtlgGCBeEaCALiBojAffyHhoeviLjIgHwttEftEHHcKcEaHHletGGJHHsJnG",256,1,3679, 292
"[55]ArHbIoxvdcHdlHfomHxHkAyahcwzKHEJiHnsHpJKoHFzmEGqALjwDFf",2048,2048,4069, 293
"[81]EzjsELoxwlGcfBliuozsglrjycseyBxEftLolgGHIwhyFxdbkxnbxinrnskGvGLFLHrsLcGoCtnKeGszB",64,64,1689, 294
"[66]aldixwrcwetliDtfHlIAurBHLmtjtddjxAdncxHHHzEBLGEJuExEEBcguAkDpvAyvk",1024,1024,4257, 295
"[111]jvnaaDmbnjjpDgaFtHxzAnjlDqbkpztoboiazIsLaiHBHdfHKcmrcBiBHjpmHwCfEEruJiBBHHEgJBHDHrhDCkbvGAflyChJbCzALblzkykEsqD",1.04858e+06,1.04858e+06,3257, 296
"[36]xayHABAwLpeGLcGncItrtqiLvwtfFGtuLdgB",32,32,2664, 297
"[65]aHggzBobFaHHHuKHIaIgIuIAAgBsIbeyvjbDbpEKzxIIgFsfEyKFIFIEGfqkhcIcm",8192,8192,4918, 298
"[109]pJspfaaEdHAkeeApoIdHxHftrilyemjfasFyknwhBirHLthnBndKhHHnJbHrhfEbHEbjBjfFJHDbHDDcrtwaoGCjImgqmgyzgzAsrgoEgLoug",131072,8,3223, 299
"[50]rebpnALcjpEwBHpyEmcfudpHLIvALcGqyrnbsHAgcrjmrooAly",32,4,2700, 3
"[71]pHEHAIjvrHyvizzHHHKHpBAezrjJnsbvDlwDxHHKevnHlnJfHsHtAGkqKtxJFrpxfCDpiBk",2048,2048,4462, 30
"[67]dGDpFocvBHIHHfhdAhHErvkHrmpnsjlKLHIeInrsIBvALrnnIAIBEKqIIdKIqwmjIEF",16384,16384,4663, 300
"[97]vruHiuwFDliFhthvItGgwHrHctssphApGHHKBHEJqHHrJtHKGqhHHaJGHHGHHCeHGlfdogltfdcgAcauicdJpJDFddnekkAHA",524288,524288,5020, 301
"[93]DzfjyyylamFxpfvBuHLcpkGnILCnozilducxKLtEEBGAKlhktLiAGBsxHkkjjcCvDBnjFfImebfCABvpLkmyvlmrxnklo",32,8,2606, 302
"[94]LaBvBmrtbHIHHDzHHkbkgFAEyKHeunpufIwtIhtEmlLImtniiElBilbGIIuFAtKxfjAhqiEDusuHklgdbkgbfAcpswrhBA",16384,4096,4565, 303
"[105]hyrxHjFbmHhrzrHBHIeIeAyahtpLIeIyGukjnocIGjiJHHznKtmHAHGHtHJHHtJntAEHHHKHBoGntgfGaCKjeHIjegDLaLwgxzBKsyGEk",32768,0,5870, 304
"[104]mrlfrcHFdLayLGtkuxwFwpyfGIAHvyEpCgcHksFsxKHHHJwkHkHerxazKHmlouEHuJHtJHhfgEHapisHEGcbnqLiHLnjulmoCGLnpxva",16384,16384,4718, 305
"[81]HjIHhHHenlkHrphaGxfzhntnKprHdJrHjvwpCdEHEciBwvKFHovrjteJtHGlmjbEblHztgGqaozucirCm",2048,2048,4654, 306
"[106]ctnLzbGsajDrHyvytrIBmmkwexkglhkhjfnHgHxeqEcHKhdHxnHzJdkcmDawHnDBJHqFGbCeteahswhaBnyLuFBHnzdlvzdtHDBdcHkzqg",8.38861e+06,8.38861e+06,4747, 307
"[87]aHIhAHHLHecjHLcjKrHcvIevIspwnjIIhuIlsjKexpLIIKqGxIrLIxrGiqarKIxlDtGpkJzGlvmolnsgfgvAmgj",16384,16384,4897, 308
"[79]GlqtlhyxwjjfHADGIeoafHHjLzptbcHkzxikKnnjgsAEHBhHJqyuFBlwuyHHHhFlFKredHHJinsesDi",131072,131072,4853, 309
"[72]qtGlqLnfigmaHvikylFfaFyIHbwLwgFwuLpsneBgdHHKrphHfEvHJsehHHJdmajcdhtvfnbF",32768,32768,3787, 31
"[48]vyGfCdpnbbHLeusEnpavDrllAaKbyxDlxycxAGxkauLcnILo",32,8,2735, 310
"[86]FoqimpHasfsAcGbDGduKzjoEoqJaamhsjhDJDerlEiaHgIwgaDzjawstmkHwoBaFHcwphbHKHHBrhovcziJHgH",131072,8,2485, 311
"[76]uHGeIHHHDtkjpnAvKHFuaybHhgftpcFktAmhBmGvJEHkaegfnHJHwFgwBeinnHHkFKEGqyGBsDuI",16384,16384,4385, 312
"[101]HzfglAiiIgHzHmsuvHBjHfbnKlHosyhJAoGCjdBLKDBBsBKEjkJipqzlDkDIvqwKmHokxHbjeoajdkKxyGgtKyDEbEFLJBCntojCy",4096,4096,4219, 313
"[78]wkzmBazhEsqcgfufyvsFEmsejjHgmjklEDHamdJnhfbsmzGyILrnyIxwGkroJCBJGxLcIxLGqHnIpC",32,32,2752, 314
"[58]EBmFBofbvdHIxrrzesswHHEckLuszhHsomKiHwmnpbmjHBsBJgHHosGarC",1024,1024,4330, 315
"[88]FutafHbmuueqielHhGiuHrtbnyHKbHwowIdtIlAIGsAIIzaKIIgKBqktuheGmpiCylIBzKveiBlFnqwiHdxcchmk",8192,0,4653, 316
"[116]ltebcrkorlidzAxaEHrsBdLoDEIHsdqHkeLGHmHpnlprDIBzdjLokbddedIIwsvoDElxmomGoElptvDfcGrLocqKHvIrwzftnIancoIvzBtvIAsJGLgk",1024,0,3410, 317
"[57]ehyFrFcervfGoLnhekHtFgdipudyralvfGtordcIBxplvLtHGLcqLjnko",32,16,2662, 318
"[51]euymydmxHfEnAwpIzfxDGLfeIGHEfqiHcHdsHKHJHBHhqBxJlwa",4096,4096,4761, 319
"[73]rhpHvrrfBLEDsmbvskEKHkotGDcLHxaeoHpqDApAriiEnCFBBeEcKGszaJDtrADHFxxBlbAIH",2048,2048,3466, 32
"[75]rHGiGznhIoofqvGvGjsHFlFwdzHHBEifnKqAsbeEvpHrsAjgLsgFGpzksEmjJAkbyBHHJvjkmnt",65536,0,1748, 320
"[54]zoHIEHtywHleEsjHnozxHEyKHnxauJHnnHAFgErGqniiInxCsymqDI",2048,2048,3940, 321
"[108]HIbBFgkFHrHcpddyowcHseusKHHnuJoaLkLlHblvHapCFhJqHHvAJypkkAHBHFszdJjiHeLJHEHHxwHLGqtxzAFFusnnCkJbtfgeEppBLdcj",1.67772e+07,1.67772e+07,4487, 322
"[26]xBizluzmvGldHosjLnIlssxkGL",32,16,2606, 323
"[66]LwjmtLakjajHhIGfobzlGmLcmHwvLJLAeGqKHCwsrHwAlsbxKjbJhJmEKlucIhbkGs",32,32,2709, 324
"[100]hACJDJwKcjcIbhkrDufnHHgHzyivoCuuBBybHuKFkDsLiuHyIxxyIdvIILIyKrlkIdyeozAFuIyoBKaIIsGFiKcIdABcpDKkxrJG",4096,0,5176, 325
"[100]nCJxFEBLdFDDaaEdyGHuBLtzyLzzzyxEItrDnGEoEdcLeyBHyLctcivinLnCyGudictgHxlHnwsblpqnocxelHFvLdusLBAHuyAG",512,256,3477, 326
"[89]HvnpxbncmyxbkndopgoFmxugaxszbizIfejbnjjjkHHeHHKIIEIFplgrInKFoEoGqpBJqbmKgdtfKGGpnitGbyJzn",8192,8192,4377, 327
"[97]hjhCEsBzDqkHrsGqlmxABohJCphwCfEKijrtubryygvfCsLxJIbxdLcGjzcvphLmFHfcLwdnIEmmDnkkLejsvJqyfHzbgDvpu",32,16,2620, 328
"[134]mauHBIHvapalowEgHhuFHhsfHjzJBFvHxHHiIgddKaInIhIIAKmhinIIwvKIInsKkpGxIIkHtqItutGvGcorzarDtnlqpFwHrEBIoDniBdEDJqrBFeoitetxbnqwqnJkywkmAz",262144,0,4569, 329
"[85]iexdLsEisklrlpvoaHrDcDloGvjpdevvgchDvqCEfuJDkzxGLmpxKgoswEACbgfEcmvJwkKiDLoFLqgIhrLhv",2048,2048,3493, 33
"[78]oykmikhfmaAnHcLpkrgmvuApHtzkLesvpEuFIhlvLLcGqEHqFqCqjIodJibluhmhdFthdisiatKCkg",32,8,2050, 330
"[82]wsHiGrykDuDDoLlspiyErDKDjvcuItokHfsLeuqBfvsfdeIokeiHaHkfLxxbHtHmggBoAKHonzJcHfEHqJ",4096,4096,4216, 331
"[70]HwEIcystiwBriGAHwjBGulHmsExhEsuncBHaAyHKIxIIbIgbDqswfEwuKFIIJAoocEKjGq",8192,0,4700, 332
"[104]GokBLBGHxmIeddHHhsdccHtbHcKkAfLHJlHLLFgHKdvHJHHJHCcBcAtmKjHvuHEubbxemGquuxbdlhCzFxkJhxnyyziycebotetaaKKt",16384,16384,5240, 333
"[84]xmapFysssHootIlHhppHanHLyHsrwymLBjfKHlJHtpKtHlKumlaynHsJHHJwwxHKHauHGaxGJCnttlKDEguF",16384,16384,4922, 334
"[70]paeypsHFtifvygvEnDeodwxuajkKnLopeHecDJazDCrDznnosqlBowGdnuLBzncILdBhvE",64,16,2663, 335
"[90]DxynexjpccIgHzrpJIqHHDHgfGjwmwhtwsuEvHwiKHbzHrJesHgabcnjfFEHhffJCcHrnvHtaGhcGAqrFgCaJyxclB",131072,8,2026, 336
"[76]CFzCypCeBLuxsudjwwtnKdnnKatIdEhKrjDBAciHyxflGibALGnILcHhfrqfozoxzsuyluppfxKw",64,64,2763, 337
"[112]hfHDAFcmBFIHphiHHyKuHAznHnAlJHkHJnrBjGEBjoGtjxteFqmELIfoeKDfeEcrFanndykuCvmxcsiqrcvklFAHiwmmxJrfClJIewwGkpDCrgIl",4.1943e+06,4.1943e+06,4487, 338
"[81]DCuwsvwmtHIGLBHkdiLqCgjghIfEuFyprjjrEFkCksaxqvlCAgDnIcJovkuezkosKCHGwylqlAvIcyoGm",32,32,2734, 339
"[19]GBkdfoyoFLnDHvLnIbL",32,4,2832, 34
"[95]dHIputgvkBherddLvHeFFlHncfaHvlbKrfLHezygsEaghccxkAvdeertxszHcmaBbJlGLHmitHvryLaaednEgqAohuLnhcJ",32768,65536,3593, 340
"[87]oEBCcftywqhetqHILHHveHBzgLwHKaGqbkIbulIAGIHEogLJDsgjbGqfbuHzzqlBmkFftFjwqFbfxelKcywgvet",1024,2,4082, 341
"[56]lxjGsswvGholpsvHbIzGddmyxolheyDJHfrHEnHodGunefLwHKlcHsJH",2048,2048,4400, 342
"[95]fGcxxaxpgDBDcngDnjxepbLHzGGuvIlcHHhuHKklnHHFACdBmnjpAJHethjsFwFzHpBeEcizoepuqiaJxLxEGAFAHdGGJcm",65536,0,1491, 343
"[85]jxHetHGtwjHJgiwJJsixuavJrfloklvvLBcorghzgAIFpomBeKvLodExyxIJILDliEIkJavnjIowBrGojKlCm",4096,4096,4735, 344
"[91]cHzGeFgIvnufwberbHzsxhEHHHJAHoBqEdHzHKHekFusLHrAfocqucKGgGHkHcKHHgwGCCvvadxEeuerGbnAiuLDEbj",65536,65536,4800, 345
"[103]CFElwztJHmlcAcsgDcDEvsacCcztLGtpFfzIhhhCoeHEpHHExHJAIDnhtzhGwstleHALcGnILCyGdrrphECjxzsAKHhLvdlEhmwpEvF",32,32,2246, 346
"[76]lwADEJxqrzsrKHrHLuaHyHlhaLoEKrHLIjtIkyIIefturGIKItIFarBovKjibFIIfKsbuyIxIuGC",8192,0,4896, 347
"[96]AyjLoLGHenjclpjgbbGijffoarlfkfdhaIfcCEIapfyLIbDdLJrtJyqHGgcnAJndAHrLcnperHfgFarLzynKqgwuwxBtktsE",64,16,989, 348
"[116]GzpnnoCovlwJwyggankbFbrvxaeGxgGFzEHlfEDxLtJvCrznydqFtBitisiLvbukEJGCntiwtiktGdIlBgcggHhnrBcDtdxtlveEHrHsKHHitJbaHHwr",65536,0,3307, 349
"[88]tHynxBBflIcpywckwsxuHnHcnurhAkjgGhKuvtiHiHzixErdHfbJxzwbkEgBufeHLkHsGKxHFHcdbJnmgHunhvGC",2048,2048,4726, 35
"[106]euxbxLrbtbvGAdAkujohmuujuHIwDuhlyyxulxcHAfbuELGyxFlwHHLitbfkcBcrhKHeHiczvJHFthluneghpdzfbovlsvbdFHeJmoxpyl",65536,65536,3513, 350
"[82]exfmHrABcgbBvCdoBpjzyekAwymGtuqgFvvyDDzAhiIBztFinHmdHoyHLKsjwEvfyHHhngefJwHeizrFHJ",1.04858e+06,8192,3962, 351
"[92]pHiberbvmADEkGveHIgaHHfGiiHGnriLDlgsmAjtDEHKHbgerzFJzFbHDlvCeecHnBKFEHJHHbvDjJotGKiwCbvzilpy",4096,4096,5210, 352
"[55]akridvbEpGlGFcvtAHIrwgLsxekczevgpjeeaBhLBHvybpgfzFvdLnI",32,32,2744, 353
"[60]pcghEtDdifhEysBGovLpmLsHaABEfbcIysJcKnaxHzALGnqFdajrdyFjxvib",64,16,3004, 354
"[63]rpEkHEbkibEpmApxhyanrbnIzmHssmtgdLlstGLaeHyhEBcgLFsnaIDpfDjubHK",64,64,3287, 355
"[56]GsucrAbuyHDqEIqmJwlCGwLtywfziHxlyHdKrHHwgmJHbzHuBaJciGqn",32768,32768,4813, 356
"[80]qHHDKgmzygHwDppCealGxHwKHLtbtcIILIIftkwrvsIKslnzpbLdzpymImpbkyIKcuIIKwtIlIwBcKcG",8192,8192,5535, 357
"[99]ddCFeHthfqKEGDrxBoqdnGtHtqtqhDBsfFxdheIrnBruwwpEchhHHodwHkEvHEKEFtyyvstbEHLxisioHcjJHBfyAkHKHhoyGvG",512,512,4530, 358
"[89]dGHLzjkwpiIHHptnEucHjbHmbvKfgFkpuHEGgJjcqFohCHowadktjssLJqanpksHJHscFmoouahcEJewqlyLlcbzG",4096,4096,4377, 359
"[100]FGDhlbaGDecCdhDnLcghfwGuoGpAvHntpcAaIhiHwyBsrodGcukgHylpBnksusHsHhKgbwziHsJHorHdiKHLGsJiLHHJzktHwCfE",4096,4096,4206, 36
"[62]zFFxtuphhpzFluvcgidBHuwngvwmkpsBbcugAelzkxttEtIcLcwHdLhbLGqqCe",32,4,2665, 360
"[93]oFyaHzwIzEizfHAHobiDDxltilHtdHHtKmoipDpbdtEgsdGvcsuqHjzLyBoeJsHHkjKHEJHlrHJHfvtLhwqrkujdEytGC",4096,4096,5642, 361
"[54]DwovsCbHwIHyHaciAKrwDCHmgbBdBuEckLgHHgxgkFelJGuwioiGEf",1024,1024,4447, 362
"[89]dauBiHywkBozFzsGdoLcrhEwzxojbGvEDrizLDpsujkLaHqLciDDFonehAqpklkFnuIyuixtrBHLnILcGLCtdvGqj",32,8,2863, 363
"[74]tHuuzevuIHmrHHiHbLjnnxlAKcgajLzszcHAagmBJcrrlxHmuEhHLyfKlfHBJHmfHcJbHwgGqa",4096,4096,5013, 364
"[83]vAHkxmkmAGynzxvprdbLAcolIyHzjmviHDJxsHHmKzfHuIzIIIIDkBKfjIIKGyFIIKixLIIBkGwLGyzEDpm",16384,16384,5602, 365
"[37]tLpmtGkLBnHdGbBcLAenIEmDmipdvCHwDDtsm",32,32,2725, 366
"[115]xeqdmfbppBajnoyvlltfqLjxlHIHotgyfHufHHKHFhvfgkJjlHGdrfdwEcHKmHaJAiLcgpwhpyHddHxnLnClLfxaulJHdyKdHwpFHJLnwGCmnCuJxmb",32768,32768,3595, 367
"[99]CLaxHrvcDottLnqiaEAzDEoGDdvIquxDuAtnpBHeEdIbpHbdBzEaBrHnHxexdHfiBmlhKABBpAcapetHeiFHrjiJHaHtJHDdDjG",131072,131072,4040, 368
"[34]BJuaJtJlJAhbIncHpfJkuIntmzBcGLjwbm",32,16,2865, 369
"[100]LjFLdkcwFfHmImaLsscFEuvHmHHuiHCbgxBtwczKEgHJHkHKHfJHHliovJcgfsGCefeHcBfjEvxzszooaBbHiacLcdutlxHIFaeL",16384,16384,4901, 37
"[69]iHLdjuaGDuklrIjzeBhtroeHngHjzludtbsorHtbzpahvvuKrwHuAgFEpzsHhFJeEBHqv",262144,4,2894, 370
"[94]fbfwhvHFAjaIvbHFvHxHtKpixFzfeAAcmllwtbhcknbmHHJcaLvHHsblFofadJCIhIfsnHIyLHvaHlGuKtsAhKkGGkbqjk",131072,131072,4460, 371
"[79]vaAHdLsIaFFbzHkdHuHvtxienBoHpyKHxgJdHgHKcHcIefBbHErHJAqHxGEHsHclHAvDqsqGifqhGhc",262144,0,4590, 372
"[78]qxEvmrzLusyjkLztkDLdyfBiHkIGgklHhFHFigAlKHFiHpiiacAeeeghHivvgptuJHHKwaAAbGHxHG",1024,1024,4692, 373
"[21]BoAGgowAaHueLnIaiyvfL",32,4,2669, 374
"[85]HEIHFdluoBdjckyGGAdecHEHvykhHKHxIBIshIrjIxIwwsyKfmiIfIBaqsGCCCoJFBkqEbheexwIvJKgjGgKi",16384,16384,4505, 375
"[51]iHmIjaxyjoajHmohjHyrdGiDBHnvLvGacEpishlLIBLqjAwhHHK",128,32,3068, 376
"[68]HlIgcbFHsmGDtdzvBHkaFocbHBomvHcBuaKbprltIEIIIvlkKiIsduIzjianKgcbEkII",2048,0,4842, 377
"[43]gopGishjguGlHavbzxbILHBnixFLtnIEeoisutAgtpy",32,32,2634, 378
"[96]zHIrmkvzHazBiqJtqAwHlmHdjbuismnuGgzviecfrgAimHsEooHmJhHbubsLBmgyHHKqJFHcyvLiyGqclAwnvKHztezncAeE",524288,524288,4781, 379
"[93]HjwIlsFwHwibHriHgoavBbsdHerKHyAJHBndcCtxEHEphAlkxvjmJlHymaKGtHHGJHHHHmzHvwGovCrLadALnyvLscKJs",524288,0,3867, 38
"[76]laGxDdHdIfppGgstilHGHHHtLcmoEKHdtjsJHkfjLHFEGqKogrtErjsEHGtaqpwoLbEepCGkhqkh",2048,2048,3724, 380
"[61]LHgwvAIDiuGHcmdAEovGAHLnHygKFnFHluHJhFrHbzpyEHaLFJtFyiBcGvjxv",1.04858e+06,1.04858e+06,4559, 381
"[45]HaHHrDyfEHppmKIIIxmwEyzfmIpiKBIqIAscqyKGChHeG",4096,4096,4305, 382
"[91]azAykbDzetdpnoecvrbcvovdwBEDgCpKztbjrcEuJFHHBDoGkbfhCjscicHyFGBcGagbocotFtDodtabyHhHoibAzKw",4096,1024,3512, 383
"[79]qamLBEakkDAKsDuHGoeboesziELtazLIGcHBEatyHarlFKpbwHBLjfFhfHGhdLpDdHJzyHHKHiGBuHG",1024,0,5007, 384
