genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[83]mgEvQfzulDwwdRNcGEHDLqpOOyygltDpMJdHSKDyoPpoMAqCkOyncKCHPNqILHSkqAkviCLbMuJKwvkwtAO",6.71788e+14,8.31633e+11,3941,0.762069,290,68,221,69,68,0,68,68,100,100,122,53,68,68, 1
"[78]StKvpSaAEaDnQokojRKHtNJHoqLHPRqIFqHNIaPfDPsiIQCjwIkHrElbnChwDHMBBzAKjsBOnRhgze",2.11064e+24,2.72509e+11,3963,0.765957,470,109,360,110,109,0,109,109,159,159,109,109,202,92, 10
"[95]CLkzDtMyHPIPKqgsbppdSrpsifQHKSEdEpCmFPiHtNJHSLNedGEDevpQmllvjsbJgxxlNmoLgokyGwfMhAlfynQOBymoLaA",3.69319e+13,1.1162e+11,3827,0.867725,189,25,164,25,25,0,25,25,91,91,24,24,74,49, 100
"[84]HMDPvdARKgcmtvfoJSlaEECBfOaftRDuabfGSOriMIPPhDCRGxNOgfgOeLDnFoiyNgoFGmklIjsIHgRHBcfa",169.407,14.5519,2613,1,22,0,22,0,0,0,0,0,13,13,2,2,7,7, 101
"[65]ffHoNPfEwaaffhHwdePIfeHsNJDGHSwpxFDjKCLqtwQPLHbsbMDmFbdJLFggbBMeQ",2.18008e+11,8.23609e+08,3327,0.837209,172,28,144,28,28,0,28,28,84,84,51,34,37,26, 102
"[93]dhsOJHgSFMctwObKpONJfHAaSHoFBkbLqcSpgdLDmnPstgrzehMMKmmkPnzfBckRfaLBkonRitOCiFFbFjExGBNdLrcnB",1.18305e+29,3.8147,3134,1,403,0,403,0,0,0,0,0,163,163,125,125,115,115, 103
"[88]cebPiEDPQOffiiSBNJRhHSLpeuHPDCrqIylzRSQIKCRjgmqSOOybDJMpfFpzPFrIpRPxnefyqKNSROgjnQbqxQat",1.92794e+19,3.40637e+11,4061,0.791176,340,71,269,71,71,0,71,71,124,124,71,71,145,74, 104
"[91]vkdyFFsHOKJSsLxGDkCNEMqyJdAxKdgqDsOeEoavoJDboEPtMihNusaKKCoFyDfNydbLxMwQPnxbCuFsqAbLPGJPHej",3.8147,4.8147,2551,1,5,0,5,0,0,0,0,0,6,6,2,2,2,2, 105
"[85]FCNiElwdHspENtbEdHMsnzOKAJCdNSoEshHRbLNDjiGqPzhsJukJAEDOdrFqqnqeieDKKGvDMKgtePjciPmSQ",169.407,3.44141,3130,0.958333,24,0,23,1,0,0,0,0,49,48,19,19,9,6, 106
"[90]bwHoJSKLsGqodqNJKrzRJLIdMmveohesChOcodqrgcNRqxqdCkzsOKqIcFKxAKCnIgDQrngRlEGbGtauuFzohuijCc",3.8147,4.8147,2637,1,5,0,5,0,0,0,0,0,6,6,2,2,2,2, 107
"[101]QShvzEOLARPFMwcCAkeouILgogEjMvGktOKhGGOnvnislwMPAInlNjxLpCCzEhDLDbIvDMpcewHOLRuHOKrdmMQjyJSEdHbePsGPf",264.698,2.44141,3211,1,24,0,24,0,0,0,0,0,14,14,3,3,7,7, 108
"[114]FNJHQqFoCuBfgKSJcuGzaeDKtfLwHknffSqBmRICvoMsAjdSxhumrlJzbCrvBRLObqticqQOffLErJnNJOLHdeeBchmIaKSCoRLtkPHwlplazfbDlq",3.8147,2.44141,2557,1,5,0,5,0,0,0,0,0,3,3,1,1,1,1, 109
"[152]hngzzzzzzzzzzzzIdzzzzzzzqidpElfbHkcOstHcQslBfNbnKwaCOdoenxpLCBysSQrcreOHhcBEMyKgkyqLRlfvlgFyauHOLNJqMQmsAPfGxfbRICQshOKLMokRQLvfuMEbChSwcRGSoEbQzzzSvcGK",1.18305e+29,1.18305e+29,4954,0.785349,587,126,461,125,126,1,263,261,386,386,260,260,534,274, 11
"[103]RLHCuFracBNHuMfMEpPHagwwByImLOcfxbOwDCnBjiQLGwCMllLhjDOQiNJMeEHSKdueBHsjxedBgwHOyNlPIPBkibanEcgFzEzpNPG",4.61649e+13,1.02951e+09,3091,0.777778,252,56,196,56,56,0,229,229,527,527,441,212,229,229, 110
"[94]DRuaGNteHnlfsxHNJSQzKBmjvRLNJHqscaecbEDyGcSsKjPnGKzkeKminFmoRElfmCcpNuSQqmHDeBnkAdlsSdnqFkHRbr",1.18305e+29,2.09027e+21,3864,1,651,0,651,0,0,0,0,0,286,286,177,177,188,188, 111
"[100]itmyGdjnHoJSlPJecknKJLxGSdtAdLqsbPnqvPlvQgGOxOpGvbDoNQKvflOvLamtIbGGccojlylSCFLenRqCuJvIILdlANmwEpey",3.8147,2.44141,2573,1,5,0,5,0,0,0,0,0,3,3,1,1,1,1, 112
"[80]BkeBoaHMyPIvyDfuNJREdHlSDeyHOKuCfEduoDtobADJkmpljOztBdxexmcrLDEtbMHGkpbRmyjmcHOC",5.32245e+11,9.49557e+06,2496,0.8125,192,36,156,36,36,0,36,36,94,94,44,23,54,39, 113
"[96]CsESmajIbxDODNlqvbyLjFnpGDScqjdMaxAhjzADOzrwaibwrcEqhOutOBnKooAifcialvwHNJHRKoNCIBMORLoIpKPoovBk",2.40992e+19,2.15904e+08,3032,0.769648,369,85,284,85,85,0,85,85,120,120,165,80,84,84, 114
"[105]JdPvsRmtHcPIHnKHNJEeHbSLHbSLHNPNJqlGwlDcwFvcoNBKKFpCuvQwuJveaDazGQbshnlSNpQwSzgyqkjOxetGswvLjjFMhqMdohKoC",1.79553e+20,3.17243e+12,4153,0.792135,356,74,282,74,74,0,74,74,127,126,73,73,156,83, 115
"[92]nEcRGBtcgHcDedhaPSkfHhjFnJjqdoHzbCPJljjCQrfszScfiqsgyPbmkANdhPzItOKkLrcpcddbwNQARediPHudcdOK",6.65306e+11,3.14182e+09,2130,0.866667,165,22,143,22,22,0,22,22,79,79,64,42,22,22, 116
"[148]sDfzHxNJHpGENqBexKHDpKxBmoOAMIPIlaMBfARDmFdHOLAqmvOqflzyyimzqhlpiGnhqofoniKEJlmNrmlufwFiEOreRBICQcGBrAhMHxLBrAIQeHGgIkFBtzqyApDeePCOMrtoJMebqrtvNosu",3.1013e+28,3.29787e+24,4054,0.788955,507,107,400,107,107,0,107,107,183,183,217,110,107,107, 117
"[102]lCEplEJmEvOxvqhlGKNdGqnqllHLAsasfzcsqCHOeRldPvetAEwewHOKHbNJNSDafpfuwRDENPIPLChPxaGbeylQzrupRiCEBFgvLd",5.99879e+25,4.08256e+21,4452,0.781316,471,103,368,103,103,0,530,528,734,734,1039,511,527,527, 118
"[96]lctNJHoqKHMDqvJoILHPRqIKqMqGqpCRubmrChyntLaPOpfkouakkpiQlRuzibwcvqHEjCsjixyqpydcddhHIpKsNEJfIJcO",2.80552e+20,1.62428e+12,6075,0.786885,366,78,288,78,78,0,78,78,135,135,140,76,91,77, 119
"[97]JSeSvSFJeAePEgwvpzNamsIPpjdtsfrsOlegRSKuowKFqHmgzMNjLhjMzqKuEwNCHpIcHRaafKEaOMuHOLHRLHNJNqvcSFGqN",2.05013e+15,3.65756e+10,3997,0.810277,253,48,205,48,48,0,48,48,104,103,48,48,101,54, 12
"[79]HRKMvcNJgHGqsvONGmqzxzxbiuEBlssputieCdbjffLHzGFKKRvgyRHkufAQbPkjgnkdjSLrcKScRLH",9.31323,3.8147,2656,1,9,0,9,0,0,0,0,0,6,6,1,1,2,2, 120
"[105]lHesBevgHPqvwMzRKMuHGoJCHtQOFajwAShdQLuPJCvGdDecjBNbgIprgRFhGvmMdlMKldaJEoKctuolzstKSygpGzmyvQhevhMRQLuin",3.05176,3.05176,2580,1,4,0,4,0,0,0,0,0,3,3,1,1,0,0, 121
"[98]PeJFHSrucRcKQebmHMpJGdSBSjLPyqtSJRyyKIDPIaltomankzLAHlBuLDCkotGyHQdiJlGRoDDgqHdhtmuFIBIMMNaSKOsoRG",1.40884e+14,12.6415,2756,1,145,0,145,0,0,0,0,0,95,95,43,41,31,31, 122
"[86]htHRKJSrBLEtGRqrlhoozJLklfNLBhtiLgMwoaFOfkDgNuEAyNrhtKlsOlKIhnASnbxeRkyPCmooRIGonrMFJf",3.8147,3.44141,2566,1,5,0,5,0,0,0,0,0,12,11,6,6,6,4, 123
"[93]zQGkQQdzONzmRuPsCdcuBRdjRHRKJSywGqFRJMljyLpFBqmyNttEQnDvzEomcbIBfjCJIGryIJCKNzDAuhDhjkDJmhLwa",3.8147,1.95312,2521,1,5,0,5,0,0,0,0,0,3,3,1,1,1,1, 124
"[106]zFNJHSKHbRKHNqoIPLSGCHmdkdvsdmiLDJSfmakMlxEOeSjAELMnIcLPFJGzrQBaRqpfmhRDbqqSIizyLBmSSOCbwzEKLhaqatIfqqqOIS",9.87103e+18,5.32245e+11,4742,0.791045,335,70,265,70,70,0,161,161,289,289,311,150,160,160, 125
"[114]anltgHFlNJSKEsHGBcNJSxwthSLccNkRpmBfgNlkraFfqbCbaRGNOfJimnrOwjIowskJSIodMleuONItirFAhORRMBfOMzaxObfpdxvPiHGEFsplvs",169.407,15.5519,2812,1,22,0,22,0,0,0,0,0,21,21,4,4,10,9, 126
"[83]FFqODMIPBcNJDGkgmdEmzOKhHSSSRLHqnttEaeLnJoBObkKeEGMwqNyNJAlhAfwAPFpONhidrdeLMnBQHkH",8.92959e+10,2.51346e+09,4066,0.804348,184,36,148,35,36,1,37,36,79,79,48,35,56,34, 127
"[102]NQmHinKbQznvJFnwGCisMrhzrxdxwxAKLxGneIcDoktEjAlQCcpnaMeGlLrpjHwxkMtzpAyeBQOKMMGnfKgxBPmiNPFrJueHwyOQdb",3.05176,2.44141,2611,1,4,0,4,0,0,0,0,0,3,3,1,1,0,0, 128
"[97]wHRpJHvcoiqvMqmFbqkzkALLlMxyBqCsKuAHPFIRECnwxFJhGRwcopRIxbnNePDwQfAoNnNBEhtPoqAOBcKHRfqoNQIpJPLDa",2.53794e+12,1.28689e+09,3886,0.770213,235,53,181,54,53,0,53,53,80,80,102,48,53,53, 129
"[106]GgxiRHxRRHbMKNJSuHRLJdMmGgqorHDeyERKanGsuxksqabozRlwNJeHsyFzFefQQAhifHCGxhumllbOJHnnCmgyAOAbBJmNyrqGjCbfzO",9.31323,1,2579,1,9,0,9,0,0,0,0,0,6,6,1,1,2,2, 13
"[87]SuHNJSLQbcmDeseHqaDFIofemDedPCsKQSnCLFIpmAfvwsFLhmvSzGbSIkISMRtgpAKluRileqdgmsMzRgFojaO",4.75273e+22,2.18008e+11,3737,0.799486,389,78,311,78,78,0,78,78,137,137,77,77,175,97, 130
"[99]zrztztRlftzHbaQAPGsENJHSKntDMElqwpxgqmQxhBDvAFbEcvMaCHNJHgQqbLRHRLdhcgHOyBbkSQEFoBbndkIHqpKpdEOyPCB",4.04317e+18,1.39525e+11,3484,0.803175,315,61,253,62,61,0,61,61,114,114,62,62,139,77, 131
"[59]rymPalDhpqcPAgpgaHkcEljQnmfxlwHMKMeJSLPFnsGqdmAqGRRvQtqcNyc",3.8147,4.8147,2575,1,5,0,5,0,0,0,0,0,15,15,6,6,6,5, 132
"[79]PJHNqKJHgPceNIjeryQJdsuLJoKsGHNJpSSoiBLqCabrHijizqNClDBGSMLrslKQGcLOAmrSGJnrmqL",55.5112,10.3132,2866,0.947368,19,1,18,1,1,0,2,2,30,28,7,7,11,10, 133
"[89]FgjiHMKocEEbdGueHNJHRLHNJPRCDoPMoOJCmFfQPIqqswRsMvNockLKvuKDuyvIgQaduLuzRnhdHSxOPgjqPdQtO",5.77061e+13,1.87267e+10,3106,0.857868,197,28,169,28,28,0,28,28,94,94,29,29,74,46, 134
"[75]PrukozHwbobJHDeexGDPSBuEaKHRcqDwicFihyEdFdiEgnfcaLidfinInLDqnlcyJcEgnSFkHEM",6.78332e+17,1.02951e+09,3389,0.774775,333,75,258,75,75,0,75,75,109,109,150,75,74,74, 135
"[94]xNxtBcHlllDlJocCNCymNGzmHjNtslekgwynrcHOKaaeHFcOLPrMODtvanHPcxRCApqMIBcNJCphLssSBIrmHkmEdSwBCJ",6.65306e+11,2.01076e+09,2787,0.830601,183,31,152,31,31,0,31,31,85,82,57,46,41,24, 136
"[94]PJHkfdoqfgwOKHnmNJSHSBkLqlMOPlROpNdNlOdGRPEmNHatBcpqHfQsOglHKEdkgoifQfnABhcFBwyQIvoCuiDiSSOIch",1.18305e+29,9.10442e+16,3169,1,369,0,369,0,0,0,0,0,160,160,112,112,97,97, 137
"[78]oEhxwzuHOKJSmrLynkglxbwxAhfzNbaGqjAEylmRaiaImaktwliFztKksuakomeEdJEgQMresbdJwD",3.8147,2.44141,2587,1,5,0,5,0,0,0,0,0,3,3,1,1,1,1, 138
"[143]OzlhCEnmkeBRctCBthEhtxcBezRfEhzGezcFskvHGkRbEfBzGEzznwHOKBefBdNJPBoSHRqgldMJNIMNLHSdiqQRoffwrJmdqeorfyofSnanDpPKdNqgbwBvcQygdxwcDIzRSPprSBRggIn",1.18305e+29,2.26628e+23,3756,0.782364,533,116,417,116,116,0,949,949,1328,1328,1853,898,948,948, 139
"[87]yzRJgoxHcflzGOlSqkeNGxJrzNLFdCakhLvHLSFFotgDtFpsChmCotJxukGBHvyyLohusDMGtjOpMfdxenklMKy",9.31323,3.05176,2765,1,9,0,9,0,0,0,0,0,6,6,1,1,2,2, 14
"[89]tzMBHnRKHNJpNSOSAgKDgaShySfnGEDuLyiuepotzrvtdDlmFASRDyuGFjKqLwSQMQkQrOQPeiNawmgNIbPjidNLP",2.75164e+14,2.01076e+09,3031,0.810924,238,44,193,45,44,0,44,44,94,94,100,55,44,44, 140
"[124]FMGavMPcJOBcHoFvMnfiroIPFoKodCdHoJHbQJOLPHPHyfHzRCqCowHpSFyIuOtLAbSlRubxrOjBkyHBvBSdbFFbpwrLALBgKJgBjJvCFMKMdfvGMdldHCmyExkc",5.47952e+20,8.92959e+10,3289,0.782493,377,82,295,82,82,0,259,259,455,455,259,259,551,292, 141
"[93]moJHGyqezwqsgQsBGLueMuPElrolKEPJGGNdeoKQRKntPoiwsOcGeuHLLEfvIkdBJQKDgeIkhjdRhOCCuoEjNaKcaoloi",2.44141,2.95312,2534,1,3,0,3,0,0,0,0,0,256,5,0,0,0,0, 142
"[83]ggHhvNSfycdoJdHHSrKORsAHnGMSRLabQvoJSRNjBGbMyEDNppdqGkRHOlxfmSDuKlqRDAkOwPCsJwJuSAo",69.3889,7.45058,2714,1,18,0,18,0,0,0,0,0,11,11,3,3,4,4, 143
"[92]NeJFPOHStRKHNJHSnDLBGjqgetEbwPSQwrqHDQmFfHimOxjeewigCmPbhNKDsvRqCbSLjwCPPzQQqPrDdLbOqEwSEQQE",1.55737e+22,5.05397e+18,6923,1,228,0,228,0,0,0,0,0,100,100,55,55,73,73, 144
"[86]icHQbffiNJSyOQdbdShmwANtPMcufEkyOGapsDPBqxOCAjjKRybRjIyexKtGttkcHloglrdHcjPKHCfOLzvcPI",8.47915e+17,8.31633e+11,3164,0.812925,294,55,239,55,55,0,55,55,114,114,95,57,85,68, 145
"[79]fkFfORHNJPDofbKHSEacljKqJkxILqOzCHwDLEsKcmSvLxozSIavnqhtmpooMJuvudkcmtNMvINtNAa",3.7655e+19,9.58807e+09,3399,0.781513,357,78,279,78,78,0,78,78,125,125,155,77,77,77, 146
"[93]tJHEEPINDKHNJHReLNJFfHSLHSvekqbpGLGcrCtaLoNCgPONydSmltDzHRcIdJCSmSNGlHjCJzdGrHibfIvOvIJwDOrqc",1.18305e+29,2.53794e+12,4835,0.790385,520,109,411,109,109,0,109,109,159,159,108,108,253,144, 147
"[157]pEOcGsDasfNLzgfEQomcMtRBlNzgQzQBrmNftmSRywcRGgdNilcHPInaasPKHNJOLMqSQIPkywcFclDcEPPQaGuMArDSrzzHvjGzxzFNPGvLpwpngEkuQPsyJoCmLLRLReRQhNgzlodsHLRJqqHaIqQnAEhIj",1.18305e+29,1.18305e+29,3079,0.767318,563,131,432,131,131,0,131,131,161,161,130,130,272,141, 148
"[62]gpbJFHSDlKpNEHMpJRGPIHSKhIHSLnHSLooaqtIcfwNOyPyedsrqIbCtmyyDgj",6.13637e+09,2.48921e+06,3204,0.701613,248,74,174,41,74,33,380,258,305,305,250,126,162,150, 149
"[89]wPSNDuEHparmDnHGbdxDeiEmjkmNJHSDkpHjNFaLHqRnLpjGbQqQcPArlsHQfNFASRfpaceOIFKqgxHCgNQsNoJgy",1.94672e+22,7.67046e+09,3286,0.806971,373,72,301,72,72,0,72,72,138,138,72,72,163,91, 15
"[68]BHPQAvOKjjOvQfDOBHNJHqbFfLHqGkLqekuciCrAJrhRJAtfOGyuLAPqGfetIqtEyvDl",1.81302e+23,4.04317e+18,3775,1,239,0,239,0,0,0,0,0,283,283,146,146,193,193, 150
"[92]wEjnzHxoDgESKsJLJphrJcHSGdtHjuKyJxhiaGiCvfIjSugSuFNloiwJovFExoHmSoBljRPABgRehJGwlGILjcGGtlFB",14.5519,3.44141,2545,1,11,0,11,0,0,0,0,0,15,14,5,5,2,2, 151
"[87]aBJHFOuGqgHvhquGnHzbxsnbCOpNmnJeCNfCqusMudpEONdhuPJDjeJBoDxuGLLfoibaIpOaIfxkySmLLGeJihB",2.44141,1,2551,1,3,0,3,0,0,0,0,0,3,3,0,0,0,0, 152
"[54]IuHRLodbHSanabGMIseeMNJHSEDPijpJIuPzFjyOFBzlhHaqHhbKHP",6.65306e+11,6.58887e+08,4980,0.849711,173,26,147,25,26,1,27,26,87,87,52,31,33,29, 153
"[105]NfGmwaddExHMDJqpeKtgPIDMuchgeeESobDFekKpzSLpCgwajicHSgDkHREGKOqDRfmcctmcpbSyHjBmwIppdjzvsONplfbKgixCfdkjj",3.80218e+22,4.29944e+14,3620,0.822222,360,64,296,64,64,0,64,64,149,149,147,83,64,64, 154
"[113]yvaHOzjcccRczOeAoQPIoKHOKlacMOnjPeRHbobpyaoIBBiPORNfJbaOSxHPbFRLqonieadCfdJqbaoPuPPuyuikzzzwOzztzozfrlPFmGhgpSlGN",1.55737e+22,1.77821e+17,4227,0.798429,382,77,305,77,77,0,328,328,597,597,407,349,634,364, 155
"[88]EOssvHNJHgbRKqQJiILqeSBGKhhpDixEvRFltmNyyfzkCJhexMGywDpeyCdvDPyhnDLFtONLxdKRyeLvztztGlqK",1.81302e+23,6.13637e+09,3181,0.789346,413,87,326,87,87,0,87,87,138,138,188,101,87,87, 156
"[109]kcBrlBHOKJMtGqExxtaSiLFyqbybBdplDOwfPRyHnNBbyAPCmbmBEhNxcfAgMacyifiHGFFhcBqCdxzIbLzSNsOnSFDRFHwODvcrMEGaqzkJr",3.05176,1.95312,2513,1,4,0,4,0,0,0,0,0,3,3,1,1,0,0, 157
"[79]jRcKHNJHPIRaqHcLHqLCOsLkHyEoNbSjtSpcQCHAMjEdBqSaGQdHqkLGSnqfyijbEPcMSmyupJhHpAB",1.18305e+29,6.44115e+24,4373,0.997015,335,1,334,1,1,0,9,9,1091,1091,726,717,760,760, 158
"[85]jvMQJHSRHcyjAkPvKxHGRLNJqIKqdmfOjlsprIjArEKfMLbIEGbsPsyszgugsfFrSqSrBrSwCwIPyOsaPasrm",5.3743e+14,1.29943e+12,3568,0.85782,211,30,181,30,30,0,70,70,176,176,71,71,168,98, 159
