genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[97]AusaHlfwbyebnffspniDftchDeebbrenLoBFfmpdjoJdHqaIbtlczEhBKFhEhCfqIfdbgLBCDnLjqpufvGHbbLaFyInKuhmKy",1.54743e+26,1.15292e+18,1476,0.858333,120,17,103,17,17,0,17,17,72,70,16,16,32,17, 1
"[96]wlDofDntyrrnjuidHpDhlcaoJfoCjvdvKFEjedqfhcnaibxhayfawiEdJiueafdlCbotebjxJxHgzulxHntJloheGLJJoLwj",32768,1024,3610,1,14,0,14,0,0,0,0,0,10,10,1,1,3,3, 10
"[103]xCwGAtyxvnAcbuIpsGugLrFkyrkrnmypbaDCCwbFJBupsIekLDpLEFvogoAFaADwADwyvecpKaoInLvoIHoDKcDaFlEedoqDrHhoJHb",2.03704e+90,3.51844e+13,2353,0.696688,4952,1502,3450,1104,1502,398,1900,1502,1130,1130,1522,1124,1902,1196, 100
"[92]iEtvHbnKJHHABnKhaFGEHuxHcshFzCkDDkLvsrofoEHkbhgogbwoljcoJjIccbEhkrHbGApxLqvskDsbJttbkyvDszxi",16384,1.04858e+06,698,0.882353,17,2,15,2,2,0,50,50,163,154,104,45,46,41, 101
"[93]calcocJygampqBdBdeHEcwccqjeedtaIobnylwdqxcLhqGHeeJFczfpAvJJnymuzHwcoptqccmoGHckaeapcfqmgloKFn",5.6295e+14,8.79609e+12,772,0.8,80,16,64,16,16,0,16,16,41,40,23,8,16,16, 102
"[76]FgHlrcsiJjwHyelsnKznEJdtHtvFoqbcwnKxFHcxJjhvJpjvGcrprhcqcHhgkrtFehpbbqEgFvkI",2048,65,2059,1,10,0,10,0,0,0,0,0,54,52,14,14,0,0, 103
"[99]oCAoxlcrEltpaxyfhsGHsitoguyfhoJGodBcHoqzDxKnCfxomEikzfschdbyafvDihvLjEabklrjHeiayzEkHHKCnjeaqfukHLA",5.49756e+11,2.74878e+11,2358,1,38,0,38,0,0,0,0,0,26,26,5,5,7,7, 104
"[94]jxxkplvfdBplkmGjlvzbsHCcimAocJvdhHcoLwvvsHHlxcrniqElhGvIkbxdtahakzdpjFdsAwEKfEctkbmAeJpCdsbgFi",2.19902e+12,3.43597e+10,575,0.884615,52,6,46,6,6,0,36,36,116,116,36,36,62,26, 105
"[118]JrgveHoqyKJowdByqlJgeldaLEJJmyptsGClewmccokdambsILuLhIGDDechjuuEaosvzyBxtxIJaicsbssCeaqAyHBFrxrwidlwJIImsrDJieIDwpHelz",16384,1024,2137,1,13,0,13,0,0,0,0,0,10,10,2,2,1,1, 106
"[91]aFtjGoJHoDKiqILCjvkDnlbhGxEDCsFvoligGLcJzmAozxbHDwldqtyEAxkznfqrzFBdHzzkkjAIcJagvGHGxLCoqtC",6.1897e+26,3.02231e+23,3459,0.860656,122,17,105,17,17,0,17,17,72,70,33,18,17,17, 107
"[84]AnpJwfqDkifpaaGmzchkcwbbEhHcodgyoKwbnCILeygldBfgDfvebpKBbxHBpCboEHvenGDchlcwnccvpmio",2.30584e+18,5.6295e+14,830,0.819149,94,16,77,17,16,0,169,169,495,495,270,100,169,169, 108
"[60]yoDLDEoEkmfCbyHvvDGczvmcmrldGoDKhictewnGinrwrwatHnGzhoJuhwBB",1.04858e+06,4097,3466,1,19,0,19,0,0,0,0,0,61,61,8,8,22,18, 109
"[97]mHzbdoJoCakdewcrnaoCFDncyahctjxjEagjKnmnkHEzHfdHjsuDKsIFmIcsGkHjEGwGbbqEApkpExxauxlAKilEhmbhLdgyA",2048,128,513,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 11
"[89]uuHHobvrztvfiCJpnqefegsanhrbhaHhitomwBHHGtroldgbtuufrBlHcpsxpjedsgoKheghHuehxoBcGiqiJGwmn",2048,128,1241,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 110
"[91]DtejuzygcnkalxphckfHxAorwBxwbfoKukJzmBcxtiysGbHBoKdedjEoJJFcwyFByucyHclptahoLqyxaddDwwhyiHu",262144,8192,2752,0.947368,19,0,18,1,0,0,0,0,14,13,1,1,4,4, 111
"[97]ciBzBwJHrGkcohBHoIajomnchiBGzjnKBCajkwFzbvmFHkeredpiJdEtkBoxzpobxGDoBHqpzkcEnavctBAwcqzCCmwaxsdLu",2048,2,567,1,10,0,10,0,0,0,25,25,37,12,29,4,0,0, 112
"[100]zucCnEDIAzmpjHrjoimDskercHcoKGyqJCrnfkgwBDGFqGzfBwKLqibzEdygGFbLiqLnbvzhyglHwaLHKLecnzjxbuuAsLcGDCoF",2048,17,1612,1,10,0,10,0,0,0,0,0,11,11,4,3,0,0, 113
"[104]epuzDIalBBDbHzbDfGljyiicHDGtEfmGEcnhejcmbBcosgHpovfEgEoJHoEAqdjdnKiCLLpwdpHprBputkAtlAvkvefauimIdqsGntyx",2048,33,1433,1,10,0,10,0,0,0,0,0,39,39,9,9,0,0, 114
"[90]oEoqnLGElaAcDkdjjgypKlteahkHrABvoKdshGJHxjcrmmlsuHgehrinKcJrynxjEskflwoJyduBlAnbzHzmhGmbEH",1.04858e+06,512,2119,1,19,0,19,0,0,0,0,0,14,14,3,3,2,2, 115
"[99]HBhcemGpKoCJBmeCayBnKoGoyeHjdFqmyvpefuIgFdwpHntiwaCLkLzqvDFxxHuDEygniqwJdxoDKLaGAhogxfjparugCcshnpx",16384,1,1877,0.933333,15,1,14,1,1,0,1,1,11,11,3,2,1,1, 116
"[100]qzypixrztcArajdEzjrwHEEorlvrxchhHoJoqafwdyFxbDaLJtjaHbpLcEdzzpJbiglqBpyacyBcfFwnKHjGHnopaLnjhbpgwDHG",1.04858e+06,129,1401,1,19,0,19,0,0,0,0,0,32,32,4,4,10,8, 117
"[77]janhuBruinEpDDyGmiwbIELnHlBhmnodbbHcvruloKnwlxlhoobxcdielcsfHhoJozeHeuluajddF",1.71799e+10,524289,1277,0.923077,39,3,36,3,3,0,11,11,65,64,29,18,11,10, 118
