id,ancestor_list,origin_time,destruction_time,num_orgs,tot_orgs,num_offspring,total_offspring,depth,taxon_info
6288508,[6288051],250000,inf,1,1,0,0,1416,[111]hFnoczLHcNcJOqOcKBGCiLaMuQiqqArHRwAIBkIDKLgEFQvBksMfrkOwOqmewajbbntihyCSbGwzwKasPRJHpcjdaqosLgtGyvszLhIiJbyiDpr
6288507,[6285957],250000,inf,1,1,0,0,1382,[98]FNpocPLHcocJRqOcKBGCoREOnalQExiaytuqNOoaKwQtqyNFAbJdqtFpIeqnRJmmdtrLtckFCEjqdLkeykHbDKllpupSJqugjl
6288505,[6285334],250000,inf,1,1,0,0,1407,[89]hFpPcQLHcNcJMqOcKBGCGryDMSRCByrEOoAnrdSgscDRePCfDxNltNiruHLjMAGGhKbCeMubnjIODmMpFuNCQeddR
6288503,[6287362],250000,inf,1,1,0,0,1396,[91]FqnocPLHcocJRqOcKBGCtacnFpQFniaOtvMGAoAKAzIDNFQbhjdFFpIeMwQJehwtrtpjFQEqdLMdDkHclluDjOqCbcM
6288501,[6288059],250000,inf,1,1,0,0,1418,[101]hFnocQLHcNcJOqOcKBGCPtxKGgObzNboceHHQxKFbIfvfOfcDwiOmHqjqbaHRdzQKjGPCwLqEtsrDDePiRsDLJQADhyhrhzvRpHtE
6288500,[6287155],250000,inf,1,1,0,0,1395,[93]mFnocPLHcocJOqOcKBGCGbbIrDkCklLassMJArPGLyMKmkESmLqLioOdzLiMKbJDMkzBObSwnnAIxglDwDdJJenukjMdk
6288499,[6283532],249999,inf,1,1,0,0,1347,[86]hFQocQLHcNcJMqOcKBGCnzjiHhujwJjRuQEMvpoxIipOIFpzIHrKIlwotgJRRSeyuyuuksSMlqzukjpSAGgAxE
6288498,[6287971],249999,inf,1,1,0,0,1411,[87]hFpocQLHcNcJMBOcKBGCGlDzKGCDyrdOzCnMdMgHNoRgeCfDxIlNRCuHLfMuGGrKbisMnnOnjoODwMfFuPjefPN
6288497,[6285702],249999,inf,1,1,0,0,1380,[93]hFnocQLHcocJMqOcKBGCLuftDjbQcMwAqPKuRHyvHwwQCdrEHcDlEynHgIlgJOsHrtoFysGmzbzigPxPKCsaPwmNnHiby
6288496,[6286959],249999,inf,1,1,0,0,1418,[107]hFnocPLHcNcJOqOcKcGCGLtOAgNqqblARkAIokIyxOgvFHBcmLobOowflOdIKwbGjeiPFeSmGGwRFLRBJpEjljOisLyDxylvzypdxyJCntP
6288495,[6259755],249999,inf,1,1,0,0,1371,[89]hFQocQLHcNcJMqOcKBGChRgKHhQchwHQxuhympCOayInjFILgCJukunuKpPHRScSNGayDnaQNrtOJDqijujwhGOxE
6288491,[6287375],249999,inf,1,1,0,0,1386,[95]kFQocQLHcocJOqOcKBGCxSSAjdzDOAORjsoLJHyDwbncnxaImecAegmpNGCbqnjJwnmwRkocmJrHBkbKbszcKbjuDiHEwun
6288489,[6283539],249999,inf,1,1,0,0,1397,[93]FqnocPLHcoQJRqOcKBGCtaOnFpQFniaOtvGGAoADAzpDFFQIhjdSFpIeMwQJmhwrrtpjFQEjqdLMdDkHcllquDjOqCscl
6288487,[6283281],249999,inf,1,1,0,0,1366,[89]hFpocQLHcNcJMqOcKBGAvPIGyDxOKAERuHtCLcjxLyrQpfdEbMuNfzSKutdbKlbpJxfvAQOcCpmmesLBfEFAqPEfp
6288485,[6285557],249999,inf,1,1,0,0,1409,[98]mFnocpLHcocJOqOcBBGCuDkzInhkQvCRjusRDxohSBRyavMuJJOkxLbeqwRcREoPiSShcfJKSMgyxISpDPuDGISPRHrKsmSbEA
6288484,[6287971],249999,inf,1,1,0,0,1411,[86]hFpocQLHcNcJMqOcKBGCGlDzKGCDyrdOzCnMdMgHNoRgeCfxIlNRCuHLfMuGGrKbisMnnOnjoODwMfFuPjefPa
6288481,[6286863],249999,inf,1,1,0,0,1426,[104]mFnocQLHcocJOqOcKBGCyrGbJEvynsOjfOEsCxnyzkSqHDRRkjLjrivBdLNaepMbrJzFCgHcjfigIIKyzpnrOCNGRfjOjNyyMKGbnFkc
6288480,[6283686],249999,inf,1,1,0,0,1420,[104]hFnocPLHcNcJOqOcKBGCiLRNSAMmvJwwMBokoFxOEDCFFmBHqsmQMmNoaxxevvFtEiDGubtrrNrORBbnpEjOMOAstARckzLjIyEvCtkc
6288473,[6282035],249998,inf,1,1,0,0,1373,[91]hFQocQLHcNcJMqOcjBGCrRbEHhLjFwHQxuhEnmjbayIcieFIFgCJukunuKAPNoQcSNGayDnabNrQMOJEEijPjwhGFxE
6288471,[6287680],249998,inf,1,1,0,0,1419,[99]mFnocpLHcocJOqOcKBGCAeNrARtHhPngvumCHqsCnBGAasfMwSnxgkCobpKDquAvoMxehchlkyDlsbIrlzPueGSwNyIfsaxmaPA
6288469,[6285901],249998,inf,1,1,0,0,1383,[96]kFQocQLHcocJOqOcKBGCxvfJtojOLuuPsoIvHynkDCtLiDdqMejGGmFjebdlkCknwOkoRMKNJrQwIAcjbsacKIFRSiHRkwyn
6288467,[6274105],249998,inf,1,1,0,0,1414,[109]hFnocPLHcNcJOqOOKBGCiLavuQiqwvqHRFAIBkIDKgEFjNBksMfrOOwOqmewasMbntihyCSGwzwKasPRJHpEjqkqosLgtGyxszLhIiJbyiDvr
6288465,[6285202],249998,inf,1,1,0,0,1393,[91]mFEocQLHcocJMqOcKBGCjxaaENGiSKhjtSgvJwIjHchjjFDvjcgGuMBvESGmhhNRPjCasAtKliRNqDRytMCSgrNaCxQ
6288463,[6278107],249998,inf,1,1,0,0,1406,[106]hFnocPLHcNcJOqOcKBGCiLnMuimRbMmMwAgDRKjdoQOngOjNBrxOOqqDvchuQutOQyDSbtasycrxRSoKprmjCQqIsLgDuilFzLlIIIQtMq
6288462,[6287286],249998,inf,1,1,0,0,1352,[83]hFnocQLHcNcJMqOcKBGCxrnybmEhkCzkrNMcSgFSGdzsKBJlaHAiInGCvbfDzaaJABDgSclOqzOGIsuFHSu
6288460,[6280076],249998,inf,1,1,0,0,1420,[105]hFnocPLHcNcJOqOcKBGCiLCRNSAMmvJwwMBokoFxOEDCFFmBHqsmOMmNoaxxevvFtSiDGubtrrNrORBbnbEjOMOAstARckzLjIyEvCtkc
6288459,[6287994],249998,inf,1,1,0,0,1374,[92]hFPocpLHcNcJMqOcKBGCBmwdMlNsPSecurAHPmjAQHsqgKuGSrQONlpSybokuuOQjzpJSkCbHufsogQqBSpoIuzRkulm
6288458,[6278228],249998,inf,1,1,0,0,1422,[92]mFnocpLHctcJOqOcKBGCAkKefFKshiuhCHhqKnByOfszwStqHfoonoqpbgRPolsKjDAyPHlxIrKDNuklGBCyIfsaSbjA
6288456,[6285321],249998,inf,1,1,0,0,1416,[108]hFnocPLHcNcJOqOcKBGCiLtOAgNqqblAHkAIokIDxOxvFHBcmoLobOowflOGIKwbGjtiPFeSbGGwRFLRoJpEFpKOisLgDxylvzypdxQJCntP
6288455,[6258807],249998,inf,1,1,0,0,1349,[84]hFnocQLHcNcJMqOcKBwCxrnybJEhkCzkINMkDgFSydaKKBJlaHAiInGCvbfDzawaKNBDgSclpqzqGIsuFHSu
6288453,[6282630],249997,inf,1,1,0,0,1415,[107]hFnocPLHcNcJOqOcKBGgiLtOAgNqqlARkAIokIDgxOgvFHmcmLfbOowfqCdIKwzGjtiPFeSbGGwRFLRBJpErljOisLgDxylvzypddyJCntP
6288449,[6286499],249997,inf,1,1,1,1,1366,[91]hFpocQLHcNcJMqOcKBGCvPjGydxOeKAmRuHCCeuvntRurQhuRvcbMuNSzSEEBdbalMKpJzfAAQdOAApzpNLnfcdfofp
6288448,[6283919],249997,inf,1,1,0,0,1417,[99]mFnocpLHcocJOqOcKBGCsjsbBwHMNmyQIvcRIOtfNOrKpsAbwwJtslxuGfvfOkljaAKBsQBGzMxhFIiyqwLtmSFKwOuIrqPbQDA
6288446,[6285794],249997,inf,1,1,0,0,1398,[91]hFPocQLHcNcKMqOcKBGCNDqjAduxqOLloxulQeqyKMKJDAAGSGHlcLpvMwptRHwJqCJiJSjfnpiqEIHrAdgBhSQIjya
6288445,[6286948],249997,inf,1,1,0,0,1353,[85]hFQocQLHcNcJMqOcKBGCDMjKtjHkRyficbQohxyAcjHFpHdgtKjluxtgOEOnLJumabDsDSMlqqkqAjhIBjixE
6288444,[6286241],249997,inf,1,1,0,0,1425,[97]mFpocQLHcocJOqMcKBGCGEmbmIDsAcuNDDtPmIBANEwDAvvdiuvARqPzizMOnnSicjeaydujMtgMMjFALatrGdoPeaGNyqIKd
6288442,[6285459],249997,inf,1,1,0,0,1435,[110]HFnocPLHcocJMqOcKBGCxDgpGJaeApnCrhItBOMMFNoJNDvwEHcppqCkBlcBBujSRucikvOctbSPfuyhbHtrtGdnwaMaxnbJozCOtKaDbKgkzN
6288439,[6275023],249997,inf,1,1,0,0,1349,[80]hFPocQLHcNjJOqOcKBGCEIelJLRyOQPPxohEdgmkBQwaEzzqNseMINIwlxCARRJBefIJvlHOoqdrzpkQ
6288437,[6285229],249997,inf,1,1,0,0,1385,[93]mFnocPLHcocJOqOcKBGCGbbIyfNmnCLtlvasJMipNqJfyMICkEBHbLsoiGdzxFPKJrMJzwNOSwxBxIxoDtDhJQSHocJdz
6288434,[6283711],249996,inf,1,1,0,0,1424,[106]hFnocPtHcNcJOqOcKBGCCKtaAgNHbpMASwAokNDukOgvFGBBQIfOowfqAfINabiGaHryeSbcGwPFsqmJAEjgQOikLttxyQLznhmxsJSdtP
6288432,[6285890],249996,inf,1,1,0,0,1408,[107]hFnocPLHcNcJOqOcKBGCiLHMufmRbMmMwAgDRKjdoQOngOjNBrGOOqqDvjhuQutOQyJSbtaspcrxRSoKprmjprQqIsLgDuilFzLlIIIQtMq
6288431,[6287304],249996,inf,1,1,0,0,1393,[101]hFnocQLHcNcJMqOcKBGCpKHaxAQeOkCvrmBnkJloihLLPHPjmszzgKtCHAxDoGkweBJPxiFiGJSdshQnQokKsrADvJByroaBtalwg
6288430,[6282410],249996,inf,1,1,0,0,1362,[84]hFnocPLHcocJMqOcKBGCwoNqBxzOOCGasBqeotHNnrKMSbgAnBODjEeuMdhSfRHMsAEPsSFhmwpJfnMCbpuz
6288429,[6278107],249996,inf,1,1,0,0,1406,[106]hFnocPLHcNcJOqOcKBGCiLnMuimRbMmMwAgDRKjdoQOngOjNBrxOOqqDvchuQutOQyJSbtasycrxRSoKprmjCQqIsLgDuilFzClIIIQtMq
6288428,[6280991],249996,inf,1,1,0,0,1411,[86]hFIocQLHcNcJqOcKBGCuEaDfdEmDylqOzCnMdMxHNoReeCfNNIlNRruHLsMuJGrKbneFnngnjsODcMpFunjesN
6288427,[6287564],249996,inf,1,1,0,0,1416,[108]hFnocPLHcNcJOqOcKBGCiLtOAgNqqlARkAIokIDgaOgvFHmcmLfbOowfqCdIKwzGjtiPFeSbbGwRFLRBJpErlOjOisLgDxylvzcpddyJCntP
6288426,[6267904],249996,inf,1,1,0,0,1369,[85]hFnocQLHcNcJMqOcKBGCmjgaMlBBFOPhkAjycAwoyOESrmiSpyEGymtOQjepEymNvuJAoODnfLkmuMNPGDmmS
6288425,[6287146],249996,inf,1,1,0,0,1403,[94]FqnocPLHcohJRqOcKBGCtmpOOacjFQiBOSIqEOoSKEznqNFQrDjzJFpIPMtRJmowtrtFFqEjqdLkaDkHclQmuajORCssJl
6288424,[6286999],249996,inf,1,1,0,0,1416,[101]hFtocQLHcNcJOqOcKBGCPJxKagObNboceHoQbKFbIfvfOfcMwcOmHqjqbHPRdzQOJGPCELrqECSrDDePiRsDLPmADhyjrhzvHpHtE
6288423,[6276101],249996,inf,1,1,0,0,1388,[92]mFnocPLHcocJMqncKBGCjaFEhjFESrhbGSgjrwIjvlBSkvuicaGuesBEhHeyhNBPMAaSALKlrSNFDqyvEMCHcgOuaCxQ
6288417,[6286999],249996,inf,1,1,0,0,1416,[101]hFnocQLHcNcJOqOcKBGCPJxKagObNboceHoQbKFbIfRfOfcMwcOmHqjqbHPRdzQOJGPCELrqECSrDDePiRsDLPmADhyjrhzvHpHtE
6288415,[6282425],249996,inf,1,1,1,1,1421,[96]LmFnocpLHcocJRqOcKBGCADkKRDSFFIgOukaHcxwnByOmszwnxgkeGbmqIedRtoGJmhcsonyjxlxIrlGDPOiiGcyshsqSFkA
6288413,[6285702],249996,inf,1,1,0,0,1380,[93]hFnocQjHcocJMqOcKBGCLuftDjbQcMwAqPKuRHyeHwwQCdrEHcDlEynHgIlgJOsHrtoFysGmzbzigPxPKCsaPwmNnHiby
6288412,[6283155],249996,inf,1,1,0,0,1403,[79]FQPocPLHcNcJRqOcKBGCFuJfGMabFykriSehJjbSgsBAMmmoIeRvdiGsbNmarApktxoAHxSgcmHxSha
6288410,[6284268],249996,inf,1,1,0,0,1418,[101]hFnoaQLHcNcJOqOcKBGCPJxKagObNboceHHQbpFbIfvfOfcMwiOmHqjqbHHdzQKJGPCwLrlqMCxrDDePiRsDLPmADhyjrhzvHpHdE
6288409,[6286756],249996,inf,1,1,0,0,1398,[91]FqnocPLHcocJRqOcKBGCtOnFgQFoqaOtvMkOoAKczIqhFQbhjdSFpneGtRJmhwtrtpjtCEidLIdDkHJllquDjOEKscl
6288408,[6283694],249996,inf,1,1,0,0,1350,[83]hFnocQLHcNcJMqOcKBGCxrnybJEhFCzkJNMkDgFSGdaKKBJlaHAiIjGCvbfDzaaKNBDgkcljnzqGIsuFHbu
6288407,[6283014],249996,inf,1,1,0,0,1390,[92]hFQocQLHcocJRqOcKBGCRxohNmArSIknmuuKyktGtBpvkrqsnwSyoMJNbdcBzgvswjcLibGJjaLQBbLAaKuuQLKqalNG
6288405,[6279760],249996,inf,1,1,0,0,1348,[81]hFPocQLHcNcJOqOcKBGCEInzJLRyOfPPxoJEAgmkBQwaEzpzqNseMINIwlKCrRRJBemIJnlHOoqdrzRkQ
6288403,[6285402],249995,inf,1,1,0,0,1422,[93]hFPocQLHcNcJMqOcKBGCsnqKNoxtiJLpiPqKEbPBlmDyMFvmgiQumCDfimDdLjCCpMtangmINHrsDHpAzeJOpRxvIbMxK
6288398,[6286165],249995,inf,1,1,0,0,1430,[92]mFpocQLHcocJOqMcKBGCGPmOmDbqcuODEPwsANigapDvLEdjvMqfSBNSMSwnrukQylxMtNboMjhkALItvGdeHxSQREom
6288397,[6287205],249995,inf,1,1,0,0,1382,[97]FqpocPLHcocJRqOcKBGCoFEOnalQExiaytuqNOoaKQtqyNFQbJfqtFpleqnRJmmdtrdtckFCEjqdLkeykHbDKllpupyJqugjl
6288396,[6286646],249995,inf,1,1,0,0,1386,[96]FqpocPLHcocJRqOcKBGCFEOnalQExiaytuBNOoaKkQyxymFQLJRqFIIeqnRJmmdtrotckFCEjqdLktIkBbDAlbpupSJqugjl
6288395,[6287731],249995,inf,1,1,0,0,1421,[102]hFnocQLHcNcJOqOcKBGCHJNKvgybzOxwKeHmQGyFbIwvvOfcMFwoOBqjqFHLPdlQwMGNCJuLREGvQDfePeRstLPQpQhlfrmMfHsltr
6288394,[6277273],249995,inf,1,1,0,0,1379,[96]FqpocPLHcocJRqOcKBGCFEOnalkaiaytuqNOoaKwQtqyNFQbJfqSupIeqnRJmmdtrstckFCEjqdLktykHbDKllpuDSJqugRl
6288393,[6286502],249995,inf,1,1,0,0,1354,[86]xFnocQLHcNcJMqOcKBGCxdnybJEhaCzrkJNMsRgFSyIaKKBilxHAiInGCvbfDzaLGgfNBDgxClpqzyGIsuFHSu
6288391,[6284200],249995,inf,1,1,0,0,1423,[108]jFnocQLHcNcJOqOcKBGCOrJhlgEcxjrajsncuhRxLxfMbEqbeOClpOevMSPdIuxLpbaarehlbIuNDsGapKCQkMPxgsKGfMkAzzCldJfwrsvw
6288389,[6283762],249995,inf,1,1,0,0,1424,[94]KFnocpLHcocJOqOcKBGCADkKRDzLFIDOukqHcEwnByOasfwnxgkwovmqIedtoGmhLcsAyjxQxIrlGDPOsGGKcysrsqSFaA
6288388,[6287294],249995,inf,1,1,0,0,1425,[106]hFnocPLHcNcJOqOcKBGCCKtaAgNHbpMASwAokNNukOgvFGBBQIfOowfqAfINabiGaHryeSbcGwPFsqfJAejgQOikLttxyQLznhmxsJSdtP
6288387,[6287845],249995,inf,1,1,0,0,1398,[94]mFnocPLHcKcJOqOcKBGCGkbIyuDcnHktBvcsJRppNPjLfyMICbEehbLboFGOzpiRPKJcJzwNOtwxRAqcxHwDdJeSHocrdz
6288385,[6284783],249995,inf,1,1,0,0,1394,[90]cFnocPLHcocJOqOcKBfCGbbIPJkOktmassMiArPGLyMKCGOqmEqLioFdzLFMKJCMkzBNbSwnKAIxlDwDdJelukjMdk
6288383,[6287080],249995,inf,1,1,0,0,1400,[89]FqnocPLHcocJRqOcKBGCtaOnFgQFogaOyfmGOoAKczIqNQyjszSFpneMtRJkhwtrtjFCEjdLkdDkcluquDjOpEscE
6288382,[6282678],249995,inf,1,1,0,0,1419,[93]hFpocQLHcNcJMqOcEKBGCBevaDicRrEMyxKSGdkKFcLRAfFqkivRbqFAIulLMcvGobdGeRHvNQEIEDfHLGkEGNkeunKGd
6288380,[6284200],249995,inf,1,1,0,0,1423,[108]jFnocQLHcNcJOqOcKBGCOrKhlgEcxjrajsncuhRxsxfMbEqbeOClpOevMSPdIuxLpbaarehlbIuNDsGapKCQkMPxgsKGfMkAzzCldJfwrsvw
6288378,[6287497],249994,inf,1,1,0,0,1360,[81]hFPocQLHcNcJOqOcKBGCEvOJLxRDOQPxiQEyjDAOCaExaBCeAIaNIEetJCxRRJBBDtqHnlGcoqdrzwkko
6288376,[6287360],249994,inf,1,1,0,0,1417,[108]hFnocPLHcNcJOqOcKBGCiLtOAgzqqbSARkAIokxDgxOgvFHBcmLgbOowfqOQMKwbGjtziPFeStDGwRFLRBJpEjljisLgDxylvnypdNyJCntP
6288374,[6286265],249994,inf,1,1,0,0,1392,[104]hFnocQLHcNcJKqOcKBGCpaHayAQevpximBOmJlaihLBPhPPmszzgKHrBAQlDoGkweNJPxiFiGEsCshEnQQakKsrADvJBsEkroaBtalDg
6288373,[6283104],249994,inf,1,1,0,0,1382,[101]kFQocQLHcocJOqOcKBGCxJIAcjdrGOLORqsoLJHyicbdnprjczmecHKBgmQFGqbyltChnwRkopqGJprHhGydbKKsScKQIuuDiHOwr
6288371,[6286646],249994,inf,1,1,0,0,1386,[96]FqpocPLHcocJRqOcKBGCFEOnalQEdiaytuBNOoaKkQyxymFQLJRqFIIeqnRJmmdtrotckFCEjqdLktIkBbDAllpupSJqugjl
6288369,[6284958],249994,inf,1,1,0,0,1406,[105]hFnocQLHcNcJMqOcKBGCpHdgdobpdhCpuiwBpMHafsLbLePmQOKcKjxxxrHqpjjEIkbGuuABPNkmHvninbGAjaSJADbvIpEpkqaByauDl
6288368,[6287661],249994,inf,1,1,0,0,1353,[86]hFQocQLHcNcJMqOcKBGCDMjKtjHkMRyfidbQohxyAcjHFpHdgtKjluxtgOEOnLJumabDsDSMlqnkqAjhIBjExE
6288366,[6285414],249994,inf,1,1,0,0,1408,[85]hFpocQLHcNcJMqOKBGCGEDzKGCDyrdyzCJMdMgHNhLeCfDGIlNRCuHLsMuGGrKbieMnnOnjoODwMpFuNjedPN
6288364,[6276319],249994,inf,1,1,0,0,1422,[96]mFpocQLHcocJOqMcKBGCGEmbeDsAcuNDDtPmIBANEwDAvvdiufARqPSizMOnKSiujeayMujMtgMMjFALatrGdoPeaGNyqIKd
6288363,[6255697],249994,inf,1,1,0,0,1405,[89]hFPocQLHcNcJRqOcKBGCwBtSNAPNykNKkIelaEnQtjfDrneIiccqwhmtMIwKpzJKJAljjFrjNDPsrPadHhzGijyvp
6288362,[6285695],249994,inf,1,1,0,0,1379,[96]kFQocQLHcocJOqOcKBGCxQSAbdMJGhJRjsoJRyecbnBpiQDcmecjKGgLpFGybNNaChnwkocKGJrDObKbsqScMujuRDivOwOn
6288361,[6284286],249994,inf,1,1,0,0,1428,[105]hFnocPLHcNcJOqOcKBGCiLCRoSAQmJwwBMBokDoxOEDCFjmrqsmOwFNoaxEewPFtEiseuburrNrORBbnpujObsBEgLREcvzLiIrEmCtkc
6288356,[6286993],249994,inf,1,1,0,0,1402,[92]FqnocPHcocJRqOcKBGCtaOnFpQFniuOtvGGAoADAzIDFFOIhjdSFpIeMwQSmhwrrspjFQEEqdLMdekHkllquDjOqCscl
6288354,[6274957],249994,inf,1,1,0,0,1352,[85]hFQocQLHcNcJMqOcKBGCDMjKtjHkRyfidbQohxyAcjHFSHdgtKjluxtgOEOnLJumabDsDSMlqqkqAjhIBjExE
6288353,[6284967],249994,inf,1,1,0,0,1411,[109]hFnocQLHcNcJOqOcKBGxinaDKRfmquMswwAIBrIHGQgnfjNBdMfrOOwOHqOIIsblntiryeSbGuLlwsyBJHpEvqfOqsLjtFxlvzLluyJNJithe
6288348,[6277016],249993,inf,1,1,0,0,1408,[88]hFPocQLHcNcJRqOcKBGCwBtbJptiNykNokIelEnQDfjDDneIiccszhmfMtwvpQJKJDAljFrNDPsrParHhSBbjyvL
6288346,[6287501],249993,inf,1,1,0,0,1381,[97]FqpocPLHcocJRqOcKBGCFEOnaldExiaytucNOoaKwQtqyNFQbJfqSFpIaqnRJmmdtQstckFCEjDyLktykzbDKllpuDSJqugRl
6288345,[6278864],249993,inf,1,1,0,0,1389,[100]hFQocQLHcocJRqOcKBGCxoDIvfgPmFjbnyoRJHgQMMdCuMojDxIHrlrKNCjlFSibdpNwSHeRyCsAGSwIfMhvCRaASBuouBCfiqRf
6288344,[6266598],249993,inf,1,1,0,0,1393,[84]HFnocQLHcocJOqOcKBGCJAlvnozwcJSuKKedvGaeSjFntKxhziPCdvhiClhAODuNDyrHFzPjlKEwnHNHMNLl
6288342,[6284154],249993,inf,1,1,0,0,1406,[94]mFnocpLHcocJOqOcKBGCvDkzIhhKIRMumuDcHhSBRyhvuuSOOkxoJRfIRcREogxphcfJKaxgwxISiDAqOGSnsRfKsmSbEA
6288337,[6269930],249993,inf,1,1,0,0,1414,[92]hFpocQLHcNcJAqOcKBGCGrKaDicyrnpyeKSGdMKFOLRefjqkivElqGbAlLgcvGQbuGeRIDnwBtxSOfHhGkHGNkeunKAd
6288335,[6287758],249993,inf,1,1,0,0,1419,[96]mFnocpLHcocJOqOcKBGCHDuzeKxkKARMumucHhpblqyaoRHFRJokgjRwIxRczEgxphcKfJPaMpyxISyDPuDCSnbRHdsmSIEA
6288329,[6287408],249992,inf,1,1,0,0,1408,[97]mFnocpLHcocJOqOcKBGCickzILhkKjRjusuMxgohSDRyavMuCJOkxobbqIRcREogESphHfJKSxgxISpDPuDGISPRHrKsmSbEa
6288326,[6277090],249992,inf,1,1,0,0,1417,[94]mFnocpLHcocJOqOxKBGCHDuzKxkKARMumucHhpblqyaoRHFRJOkRjRwIRcREgxphcKfJPaMsyxISyDPuDCSnbRHusmSIEA
6288325,[6285475],249992,inf,1,1,0,0,1417,[106]hFnocPLHcNcJOqOdKBGCGLtOAgNqqblARKAIokIDxOgvFHBcmLobOowflOdIKwbGjtiPFeSbGwRFLRBJpEjljOisLRDxylvzypdxyJCntP
6288323,[6286094],249992,inf,1,1,0,0,1394,[89]mFEoSQLHcocJMqOcKBGCjaFEGKSKhjtSgvJwIjnlhjjFDvjcaGuDBvEmRhhNRPbeasAJKliRNeDqytMCSngrNaCxQ
6288321,[6286877],249992,inf,1,1,0,0,1418,[106]hFnocILHcNcaOqOcKBGCGLtOAgNqqblARKAIokIDxOgvFHBcmLobOolflOdIKwbGjtiPFeSbGwRFLRBJpEjljOisLgDxylvzypdxyJCntP
6288320,[6267070],249992,inf,1,1,0,0,1377,[102]kFQocQLHcocJOqOcKBGCxJSAcjdzGOLORqsoLJHyicbHnprjHImNcjPKNegmpFIybAltChnwRkoHKGhlrHwybKbsScKuIuRDiHOwxn
6288318,[6282678],249992,inf,1,1,0,0,1419,[92]hFpocQLHcNcJMqOcKBGCbevaDicRrEMyxKSGdkKFcLRAfFqkivEbqFAIulLMcvGobdGeRHvNQEIEDfHLGkEGNkeunKGd
6288317,[6284059],249992,inf,1,1,0,0,1390,[100]hFnocQLHcNcJMqOcKBGCpKHayAQeOkCrmBnkJlaihLLPHPjmszzgKJCHApDoGkveBJPxiFiGJsCshQnQokKsrADvJByroaBtalDu
6288316,[6286862],249992,inf,1,1,0,0,1392,[103]hFnocQLHcNcJMqOcKBGCpaHayAQeOpximBOmtlaihLPhPPmszzgKHrBFQrDoGkweNJPxiFiGEsCshQRQQkkKsrADvJusEkroaBtalDg
6288313,[6273674],249992,inf,1,1,0,0,1356,[80]hFPocQLHcNcJlqOcKBGCEvOJLRHOQPxiuEymGAOCaExIBCsDMIiNkKexLPxRJBQDtJwnJGKoqdrzpkko
6288311,[6282649],249992,inf,1,1,0,0,1406,[90]hFpocQLHcNcJMqOcKBGqGraDMSROCByrEOoAnrdQgscDRePCfDxNlBNiruHLjMAGGyKbMeMubnjIODwMpFuNCQeddO
6288310,[6283205],249992,inf,1,1,0,0,1399,[87]hFPocQLHcNcJMqOcKBGCNDgjKduNOLloEuQIeyKMKJDAfIjGHGlcLpNMptMHwfqCJhjQGpjaKIsrAdQBhSQSjpa
6288309,[6285923],249992,inf,1,1,0,0,1425,[93]hFPocQLHcNcJMqOcKBGCsnqKLNExtiJLpdPqKEnnOlOzwMFvcgiiumGDfiqmdsjCBpMtapgmIEHrsDHpAzMJDRxvIbMxK
