"depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"116","86",100,0.66,1,0,2.1695032,3.05176,1,3.05176,2.89,4,1,1.11,3,0,2.46,4,0,1.54,4,0,0,0,0,0,0,0,98,"Small","Small"
"117","86",100,0.575,1,0,1.9438096,3.05176,1,1,2.61,4,1,1.39,3,0,2.07,4,0,1.93,4,0,0,0,0,0,0,0,98,"Small","Small"
"118","86",100,0.62,1,0,2.0463976,3.05176,1,3.05176,2.75,4,1,1.25,3,0,2.26,4,0,1.74,4,0,0,0,0,0,0,0,97,"Small","Small"
"119","86",100,0.62,1,0,2.0669152,3.05176,1,3.05176,2.76,4,1,1.24,3,0,2.28,4,0,1.72,4,0,0,0,0,0,0,0,97,"Small","Small"
"120","86",100,0.665,1,0,2.0669152,3.05176,1,3.05176,2.85,4,1,1.15,3,0,2.37,4,0,1.63,4,0,0,0,0,0,0,0,97,"Small","Small"
"121","86",100,0.615,1,0,1.923292,3.05176,1,1,2.68,4,1,1.32,3,0,2.13,4,0,1.87,4,0,0,0,0,0,0,0,97,"Small","Small"
"122","86",100,0.69,1,0,2.2105384,3.05176,1,3.05176,2.97,4,1,1.03,3,0,2.56,4,0,1.44,4,0,0,0,0,0,0,0,97,"Small","Small"
"123","86",100,0.69,1,0,2.1695032,3.05176,1,3.05176,2.95,4,1,1.05,3,0,2.52,4,0,1.48,4,0,0,0,0,0,0,0,97,"Small","Small"
"124","86",100,0.635,1,0,2.0874328,3.05176,1,3.05176,2.8,4,1,1.2,3,0,2.33,4,0,1.67,4,0,0,0,0,0,0,0,97,"Small","Small"
"125","86",100,0.695,1,0,2.1695032,3.05176,1,3.05176,2.96,4,1,1.04,3,0,2.53,4,0,1.47,4,0,0,0,0,0,0,0,96,"Small","Small"
"126","86",100,0.635,1,0,2.0463976,3.05176,1,3.05176,2.78,4,1,1.22,3,0,2.29,4,0,1.71,4,0,0,0,0,0,0,0,95,"Small","Small"
"127","86",100,0.69,1,0,2.1695032,3.05176,1,3.05176,2.95,4,1,1.05,3,0,2.52,4,0,1.48,4,0,0,0,0,0,0,0,95,"Small","Small"
"128","86",100,0.675,1,0,2.1489856,3.05176,1,3.05176,2.91,4,1,1.09,3,0,2.47,4,0,1.53,4,0,0,0,0,0,0,0,96,"Small","Small"
"129","86",100,0.66,1,0,2.0874328,3.05176,1,3.05176,2.85,4,1,1.15,3,0,2.38,4,0,1.62,4,0,0,0,0,0,0,0,97,"Small","Small"
"130","86",100,0.64,1,0,2.0053624,3.05176,1,1,2.77,4,1,1.23,3,0,2.26,4,0,1.74,4,0,0,0,0,0,0,0,97,"Small","Small"
"131","86",100,0.695,1,0,2.1695032,3.05176,1,3.05176,2.96,4,1,1.04,3,0,2.53,4,0,1.47,4,0,0,0,0,0,0,0,97,"Small","Small"
"132","86",100,0.63,1,0,2.0463976,3.05176,1,3.05176,2.77,4,1,1.23,3,0,2.28,4,0,1.72,4,0,0,0,0,0,0,0,97,"Small","Small"
"133","86",100,0.625,1,0,2.0669152,3.05176,1,3.05176,2.77,4,1,1.23,3,0,2.29,4,0,1.71,4,0,0,0,0,0,0,0,97,"Small","Small"
"134","86",100,0.64,1,0,2.0053624,3.05176,1,1,2.77,4,1,1.23,3,0,2.26,4,0,1.74,4,0,0,0,0,0,0,0,97,"Small","Small"
"135","86",100,0.66,1,0,2.0874328,3.05176,1,3.05176,2.85,4,1,1.15,3,0,2.38,4,0,1.62,4,0,0,0,0,0,0,0,97,"Small","Small"
"136","86",100,0.655,1,0,2.0463976,3.05176,1,3.05176,2.82,4,1,1.18,3,0,2.33,4,0,1.67,4,0,0,0,0,0,0,0,97,"Small","Small"
"137","86",100,0.605,1,0,2.0053624,3.05176,1,1,2.7,4,1,1.3,3,0,2.19,4,0,1.81,4,0,0,0,0,0,0,0,97,"Small","Small"
"138","86",100,0.62,1,0,2.0053624,3.05176,1,1,2.73,4,1,1.27,3,0,2.22,4,0,1.78,4,0,0,0,0,0,0,0,97,"Small","Small"
"139","86",100,0.59,1,0,1.9643272,3.05176,1,1,2.65,4,1,1.35,3,0,2.12,4,0,1.88,4,0,0,0,0,0,0,0,97,"Small","Small"
"140","86",100,0.665,1,0,2.128468,3.05176,1,3.05176,2.88,4,1,1.12,3,0,2.43,4,0,1.57,4,0,0,0,0,0,0,0,97,"Small","Small"
"141","86",100,0.615,1,0,1.9438096,3.05176,1,1,2.69,4,1,1.31,3,0,2.15,4,0,1.85,4,0,0,0,0,0,0,0,98,"Small","Small"
"142","86",100,0.865,1,0.5,2.3329903,3.05176,1,2.44141,3.19,4,2,0.54,2,0,2.92,4,1,0.81,3,0,0,0,0,0,0,0,98,"Small","Small"
"143","86",100,0.88,1,0.5,2.4128536,3.05176,1,3.05176,3.28,4,2,0.48,2,0,3.04,4,1,0.72,3,0,0,0,0,0,0,0,98,"Small","Small"
"144","86",100,0.91,1,0.5,2.5359592,3.05176,1,3.05176,3.4,4,2,0.36,2,0,3.22,4,1,0.54,3,0,0,0,0,0,0,0,98,"Small","Small"
"145","86",100,0.875,1,0.5,2.355715,3.05176,1,2.44141,3.2,4,2,0.5,2,0,2.95,4,1,0.75,3,0,0,0,0,0,0,0,98,"Small","Small"
"146","86",100,0.88,1,0.5,2.4250606,3.05176,1,3.05176,3.3,4,2,0.48,2,0,3.06,4,1,0.72,3,0,0,0,0,0,0,0,98,"Small","Small"
"147","86",100,0.925,1,0.5,2.52427,3.05176,1,2.44141,3.34,4,2,0.3,2,0,3.19,4,1,0.45,3,0,0,0,0,0,0,0,98,"Small","Small"
"148","86",100,0.895,1,0.5,2.4438889,3.05176,1,2.746585,3.29,4,2,0.42,2,0,3.08,4,1,0.63,3,0,0,0,0,0,0,0,99,"Small","Small"
"149","86",100,0.895,1,0.5,2.4560959,3.05176,1,3.05176,3.31,4,2,0.42,2,0,3.1,4,1,0.63,3,0,0,0,0,0,0,0,99,"Small","Small"
"150","86",100,0.875,1,0.5,2.3862325,3.05176,1,2.746585,3.25,4,2,0.5,2,0,3,4,1,0.75,3,0,0,0,0,0,0,0,99,"Small","Small"
"151","86",100,0.88,1,0.5,2.3945431,3.05176,1,2.44141,3.25,4,2,0.48,2,0,3.01,4,1,0.72,3,0,0,0,0,0,0,0,98,"Small","Small"
"152","86",100,0.905,1,0.5,2.5581661,3.05176,1,3.05176,3.45,4,2,0.38,2,0,3.26,4,1,0.57,3,0,0,0,0,0,0,0,98,"Small","Small"
"153","86",100,0.88,1,0.5,2.4128536,3.05176,1,3.05176,3.28,4,2,0.48,2,0,3.04,4,1,0.72,3,0,0,0,0,0,0,0,98,"Small","Small"
"154","86",100,0.86,1,0.5,2.3551972,3.05176,1,3.05176,3.24,4,2,0.56,2,0,2.96,4,1,0.84,3,0,0,0,0,0,0,0,97,"Small","Small"
"155","86",100,0.88,1,0.5,2.3884396,3.05176,1,2.44141,3.24,4,2,0.48,2,0,3,4,1,0.72,3,0,0,0,0,0,0,0,97,"Small","Small"
"156","86",100,0.875,1,0.5,2.3984395,3.05176,1,3.05176,3.27,4,2,0.5,2,0,3.02,4,1,0.75,3,0,0,0,0,0,0,0,97,"Small","Small"
"157","86",100,0.855,1,0.5,2.3285761,3.05176,1,2.746585,3.21,4,2,0.58,2,0,2.92,4,1,0.87,3,0,0,0,0,0,0,0,97,"Small","Small"
"158","86",100,0.875,1,0.5,2.367922,3.05176,1,2.44141,3.22,4,2,0.5,2,0,2.97,4,1,0.75,3,0,0,0,0,0,0,0,97,"Small","Small"
"159","86",100,0.875,1,0.5,2.404543,3.05176,1,3.05176,3.28,4,2,0.5,2,0,3.03,4,1,0.75,3,0,0,0,0,0,0,0,97,"Small","Small"
"160","86",100,0.86,1,0.5,2.3490937,3.05176,1,3.05176,3.23,4,2,0.56,2,0,2.95,4,1,0.84,3,0,0,0,0,0,0,0,97,"Small","Small"
"161","86",100,0.855,1,0.5,2.2980586,3.05176,1,2.44141,3.16,4,2,0.58,2,0,2.87,4,1,0.87,3,0,0,0,0,0,0,0,96,"Small","Small"
"162","86",100,0.89,1,0.5,2.4538888,3.05176,1,3.05176,3.32,4,2,0.44,2,0,3.1,4,1,0.66,3,0,0,0,0,0,0,0,96,"Small","Small"
"163","86",100,0.875,1,0.5,2.355715,3.05176,1,2.44141,3.2,4,2,0.5,2,0,2.95,4,1,0.75,3,0,0,0,0,0,0,0,96,"Small","Small"
"164","86",100,0.89,1,0.5,2.4233713,3.05176,1,2.44141,3.27,4,2,0.44,2,0,3.05,4,1,0.66,3,0,0,0,0,0,0,0,96,"Small","Small"
"165","86",100,0.86,1,0.5,2.3613007,3.05176,1,3.05176,3.25,4,2,0.56,2,0,2.97,4,1,0.84,3,0,0,0,0,0,0,0,95,"Small","Small"
