genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[100]SRNIDchLlfzNfQzOyzkdeuHOKQtyNGQMHpOPFMqPtJSJIRRGBGyLpDjJkxbanSxpzElLFmDEPjrLHvncBDbJxuCanpldupkQmBJR",7.92282e+28,2.2518e+15,4065,0.808036,224,42,181,43,42,0,95,95,120,120,218,122,95,95, 1
"[83]sHRKjdwoJilGHCDlRopmNnzSzMHGxAOPJACboRGDIJsfBvgRnmfvIQQgDxQwKmfybFhGKIhsSIKcAosHFjE",256,2,2922,1,7,0,7,0,0,0,0,0,193,6,2,1,0,0, 10
"[88]MHRLPBHOGNJqIKqfSmPOPdJnIIPcFahhIeicjiKtPbDHdupKFJsEglgldwmEwGwaEsOBDAjbCxqAohiCAHaGMMgf",7.55579e+22,1.75922e+13,8875,0.840278,144,23,121,23,23,0,151,151,211,211,151,151,317,166, 100
"[96]LGkEsLREbyMcBMwBsSbggEmPzDbKEPefkIqtdwfwMvCPeGvwJsHoxfBindjCpRSbMflhijkGitQCIlukubdQHKrzFgLDfjko",8,1,2660,1,2,0,2,0,0,0,0,0,0,0,0,0,2,2, 101
"[106]zvafsdrPtzHMKcQEvOEgoJzGHqShNHqEzvrKhBvblzcFPOcyFEMPuOuDMgCoRjFanazNQtfFskDgphzRcFlomyFdCJprdvgfKhNOKaOIJJ",1024,1,2948,1,9,0,9,0,0,0,0,0,8,8,1,1,0,0, 102
"[78]LGqlmxpvpBJCHwjsMhEIRvzkKFNMNwghOykfqLtJoLNgNSPrwGAALQuCLiLwvmxGyqqRmaeGepRgKI",4,2,2618,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1, 103
"[102]HlpaEtGRKHoJkPCMQyihOzybSdCQgMeoBgzktRKnJmkzOjtAApyboqOxieEtzrwDphdMjlLSmMgoCjSSRqECBkRNHLOIigPCovwMbd",256,1,2955,1,7,0,7,0,0,0,0,0,6,6,1,1,0,0, 104
"[106]LGKiQfkLjadrBwSHACgrBRjaasAngJnLqiBhjEFHtmgGtFnApPLytHBSyLRfMxCvaetMxfdeolDPhSJROmGESCpQIikQhSpFIHusxcaNoo",16,1,2695,1,3,0,3,0,0,0,0,0,0,0,1,1,2,2, 105
"[88]lGPMgMFHjsjfOKxoJEAGHCkktCyQAqoBLlLtduAvIKoFukujQHrlRFxykAikIKHgRIxvpwElkpwLoeojPaewMsQB",128,1,2739,1,6,0,6,0,0,0,0,0,5,5,1,1,0,0, 106
"[78]PbtbmrHKvjHoJGqlrmIoLeAJIFtOjsDoiBbmIiMMIIMBhyALwnjcLgECNujGLipCSzcqodgrPiNyEk",512,2,2952,1,8,0,8,0,0,0,0,0,257,7,2,1,0,0, 107
"[106]veCJhQhSADsgChjKifdjakMqadwihyjvHeobSrQbMMyjErhLmskjtsBjMKHQkqMBnoniMqogistmEddyzHwrRSQcheHNJxRKztMatbjHGE",8192,8,2824,0.933333,15,0,14,1,0,0,0,0,9,9,6,5,0,0, 108
"[80]EfscHRKjNJHHGmCpunCkOONkvhDQomLsuLRsBxIlKmdamipHjpGaDLyQFhlLsHxKjgIqkeqDFCDaRlKM",8192,2,2946,0.933333,15,0,14,1,0,0,0,0,11,11,8,5,0,0, 109
"[103]tKuGdrkycHxrrzubGDhkGRiAaCbdalcHPEGtLHuaAwzkldeGkEqBuFoRwvCqOwcuIanKiGGGmtvHhDeaMrzEHEEwNglMrImwtlMCFGj",8,1,2677,1,2,0,2,0,0,0,0,0,0,0,1,1,1,1, 11
"[101]adpGlorMlMgHOlRKtHGMNJaCElaIPyjLKLHANjyNKLbsQoIhPyHtcbLqQkvGLKIaPavHRMGOBiMbrdFfcdPpOEadcckAstufdmprr",4096,1,2943,1,11,0,11,0,0,0,0,0,10,10,1,1,0,0, 110
"[86]LGqCpMgpfQuCvyEziyzdrAzhztAcDvDRiKeSCpzHEEHoSKpLIrBFBjFRSKCcDEGKkqkRJIiLIBDCdQewNHsNhJ",4,4,2604,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1, 111
"[69]FHRLHNJOqFbqFHDIKxMyqBCCeHkJBIDLcsfCqlCKehywPetwmmnIIKNfGDeestwzwRGRa",1.93428e+25,1.37439e+11,10629,0.783898,236,51,185,51,51,0,51,51,69,69,51,51,116,65, 112
"[96]cHOKsnHNJQOGqxcxjrlIBarPLzhDmbPSrFngQwobHMuOEfhbLxtyvkAuhkLvIbqHtnHEknNOqewFiEdjtRjLJpcMspHhjoqi",1024,9,2837,1,9,0,9,0,0,0,0,0,10,10,1,1,0,0, 113
"[105]AoGHtzMKsMcHGNJCsFmbCdPzIGGwFJCsaqjHAyBQSnoLmHIxeIrntxQghydukCgltEklctOpLJpetEtHdhinvnrhjDmvbotPEtOtMKjaD",512,2,2864,1,8,0,8,0,0,0,0,0,9,9,2,1,0,0, 114
"[80]HMKGvxlHGoJfFeCMDlEffIdLSyEsptrzLEscMiaMiruQpcCtgdFcLQeEEoKpmPLzilQsQGhmIvBtDkGL",512,9,2792,1,8,0,8,0,0,0,0,0,10,10,1,1,0,0, 115
"[124]soHMLwPwvGPMoJHqIkxsjOQKMrNMvbfdfhClLgnrPlufHbwxryPzoavwrDdCovEvSqLLJFepKDPMcjoayQuhQnyaFdKznKyNcxFLpxzEmBMnuGRnOkwsASDdPoIt",512,5,2826,1,8,0,8,0,0,0,0,0,9,9,0,0,0,0, 116
"[102]cinyrMkBtHxHOpJMKRBHMjMuGoACRbSQohEjvwknSnjrgPJdsrfflnlyLFzzxdFlRLdJJnMFkPzRagEjzyyfDGkpqdPPDAMvOQtcax",131072,5,3023,1,16,0,16,0,0,0,0,0,17,17,10,10,0,0, 117
"[76]HRLRyJuGOgoqFfHSqnLSfdbmhfKKMiimenrRCoixqkOAJnwsEqqObpoetgfvHbMRoLocimOwypMb",16,8,2656,1,3,0,3,0,0,0,0,0,2,2,0,0,1,1, 118
"[91]HxGNJOLHSvxnOGCwmylvyfwBSbEhPMdFGjPIDsyzDzBgjKIDHFcclBamEpQAubcsLkQIeunSExLsLKOGtrGilgvNvdS",512,1,2835,1,8,0,8,0,0,0,0,0,8,8,0,0,0,0, 119
