"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[18]yHoIoHcovHnJqKGCwm",294,0.99661,18,295,1,294,1,1,0,1,1,140,139,155,155,1
"2",1,"[18]yHoIoHcovHnJqKGCwm",290,0.996564,18,291,1,290,1,1,0,1,1,129,128,162,162,1
"3",2,"[18]yHoIoHcovHnJqKGCwm",288,0.99654,18,289,1,288,1,1,0,1,1,121,120,168,168,1
"4",3,"[18]yHoIoHcovHnJqKGCwm",294,0.99661,18,295,1,294,1,1,0,1,1,146,145,149,149,1
"5",4,"[18]yHoIoHcovHnJqKGCwm",300,0.996678,18,301,1,300,1,1,0,1,1,164,163,137,137,1
"6",5,"[18]yHoIoHcovHnJqKGCwm",299,0.996667,18,300,1,299,1,1,0,1,1,144,143,156,156,1
"7",6,"[18]yHoIoHcovHnJqKGCwm",299,0.996667,18,300,1,299,1,1,0,1,1,154,153,146,146,1
"8",7,"[18]yHoIoHcovHnJqKGCwm",301,0.996689,18,302,1,301,1,1,0,1,1,153,152,149,149,1
"9",8,"[18]yHoIoHcovHnJqKGCwm",296,0.996633,18,297,1,296,1,1,0,1,1,150,149,147,147,1
"10",9,"[18]yHoIoHcovHnJqKGCwm",298,0.996656,18,299,1,298,1,1,0,1,1,155,154,144,144,1
"11",10,"[18]yHoIoHcovHnJqKGCwm",304,0.996721,18,305,1,304,1,1,0,1,1,169,168,136,136,1
"12",11,"[18]yHoIoHcovHnJqKGCwm",299,0.996667,18,300,1,299,1,1,0,1,1,146,145,154,154,1
"13",12,"[18]yHoIoHcovHnJqKGCwm",299,0.996667,18,300,1,299,1,1,0,1,1,157,156,143,143,1
"14",13,"[18]yHoIoHcovHnJqKGCwm",302,0.9967,18,303,1,302,1,1,0,1,1,170,169,133,133,1
"15",14,"[18]yHoIoHcovHnJqKGCwm",293,0.996599,18,294,1,293,1,1,0,1,1,137,136,157,157,1
"16",15,"[18]yHoIoHcovHnJqKGCwm",301,0.996689,18,302,1,301,1,1,0,1,1,161,160,141,141,1
"17",16,"[18]yHoIoHcovHnJqKGCwm",290,0.996564,18,291,1,290,1,1,0,1,1,130,129,161,161,1
"18",17,"[18]yHoIoHcovHnJqKGCwm",295,0.996622,18,296,1,295,1,1,0,1,1,143,142,153,153,1
"19",18,"[18]yHoIoHcovHnJqKGCwm",300,0.996678,18,301,1,300,1,1,0,1,1,157,156,144,144,1
"20",19,"[18]yHoIoHcovHnJqKGCwm",302,0.9967,18,303,1,302,1,1,0,1,1,163,162,140,140,1
