genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[148]xFHRLoJSHgQoMqIKSKMRPlQccPeBDIOtDxnFQoSvrpsvqHINmnSPPwkedIczrQCRmsxnzjSBaxcqQbKgbtkqotuqrtbRHKDLDJnIvmgljmDzvQzGwnvcnAKyFCllpAqqqmsfzyHHOCQzpLKdmRlt",2.54629e+89,4.29497e+09,16149,0.770073,548,126,422,126,126,0,126,126,147,147,126,126,275,149, 1
"[89]uHRLNJlcHbPCRLHRfBheOGNJqDNBcQQygBjkGOfpxkrMCQcqrabjHsGgppePAtbGkxaIKBqSdJFSooRcRhmvjqdnQ",4.01735e+59,8.79609e+12,12233,0.750636,393,97,295,98,97,0,97,97,99,99,97,97,197,99, 10
"[91]CKBHNjkPCnddPILHNJEHSkqMkyqAQbqIJaAqyBOaIQqkSHrhKkMnIdORaLJkaAqmDBrpQaEhareftsesSwropdRitxO",1.5325e+54,2.68435e+08,12953,0.768769,333,76,256,77,76,0,76,76,109,109,148,71,76,76, 100
"[189]BuBcHRLHBqEfNJARGgqIKEqSdIrikwOtGQBmEycdyHaihOPkJBhFgIQNgdixQkOliRaFilaLPrHBOJMFgSJlRLJnmPfHjqKrQEAafCnIleLpBDNKakEAEDJLnRfvyireEqiLMGjgGrsRozvFmHJPyPQGHtreIyAEyFxbsjKMqJbRSsiSawyJditaxrCqP",2.69599e+67,4.39805e+12,18838,0.747228,451,114,337,114,114,0,114,114,115,115,114,114,222,108, 101
"[69]pcQHNcFNbJHSKHhcOqMIPLCRsMzgdOltJttzHJiewePCiisGvKzMGfrkckwEREFpFdElc",1.226e+55,5.57519e+42,9800,0.787975,316,67,249,67,67,0,136,136,164,164,295,159,136,136, 102
"[103]GCRhhvyhjRQQQhcBxmwozdFLGoBvnhRrKoJCdkuMMDsgGOebqtjOuxnjkwfPmlxibzzhzazzSuiuOLHObqPIHRfdNJSBKHqKPeJySOE",2.03704e+90,2.03704e+90,13771,0.985849,424,6,418,6,6,0,34,34,592,592,537,537,573,539, 103
"[103]zCrpjENHgdbzafNrALNkkvnhbEbPyFRPClPAjyFNGQbbohPlhzzlbhmHERLRnftHrMBQbadMmteHNJSkQmFeSIEKbDBoCzpxvqOhJbl",1.70141e+38,1.9807e+28,4930,0.786364,220,46,173,47,46,0,46,46,53,53,46,46,121,74, 104
"[108]dHRBOuGNJHqzkAKClQQMKEuuLhwMHqgJLidzlejcuChpeIPzCSnzJSHiMAjFebGEDqmEBmFxpmbpHDEzfKmsOEtRsDIyRhHtIhGSgsBuGBmb",1.04858e+06,2,8731,1,19,0,19,0,0,0,0,0,12,12,15,14,0,0, 105
"[95]jcvHMLHNJqIKPqfwEaRkeFPCtKfcPmjSqMmdtmJyyrgGIRPMCpIRriqcdRqlCCzlgeAxckSOqvCpQPMyDPvcOtJsJKQbwhv",7.23701e+75,1.71799e+10,21879,0.722913,563,156,407,156,156,0,156,156,133,133,156,156,274,118, 106
"[57]HQLHSKHOKHRoPiNCQIqjtRRCaCAFxwooDJEqzdFRdgzchROffDJNvrdJO",4.25353e+37,3.43597e+10,17721,0.723022,278,77,201,77,77,0,77,77,51,51,151,74,76,76, 107
"[91]wSvGNJfRvnuEaaLPgpMimmtBjnlniszEHNffQfctmdADrhEhyDQmQipzjJJtClbdMovzokhjhAvNJHkcRLHqjIyKBNx",1.56928e+57,6.96898e+41,11489,0.777126,341,76,265,76,76,0,154,154,165,165,154,154,316,162, 108
"[229]BHNJNqKHObqIMLOJqahkRGjoBlBIqEAvkepozKnkEgOBCoeKlFCejIfwBjRbipSPekSEnEglLnueGPPJeyRDxswRBFvxRvmPswEQgvPGCFPMoqHSEDtyqGjDHIhuqPanepbNwIfGeujAjISBuOoooArqLlLRvRpBhLgOuPhSDRuLobKuQuSqPShnvjdfJmDShKkQmpFIRuPazyiNmrJbMnqNwaRAcegPsnERD",2.03704e+90,3.97859e+87,11706,0.697318,783,237,546,178,237,59,296,237,177,177,370,192,177,177, 109
