genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[96]HCKdiAtCpDuEicfmHovzahNbxmzczhIFQpbfhMfDMbQjKANjenCqpDckhsmonDbMwcqQafMwgImqNjOOHcDdfOJPnHcPcKoG",1.18305e+29,1.98483e+28,3356,1,2340,0,2340,0,0,0,0,0,826,826,1514,1514,0,0, 1
"[88]ckxHHdPPcJOcgmcHBlcSqccbfpcHxzcmnbfHCfcgtcczCcbvcucvPztccdobsvRtvdKejdvzzgcOIQoncycjCcnG",1.18305e+29,9.58807e+09,328,1,2832,0,2832,0,0,0,0,0,988,988,1844,1844,0,0, 10
"[99]MpIcldBHuLkcbrccrlmQIJxOuEcFciQxdeNEadBHcccbiccccMySycHbxbdbFcQeccdGRcPBccQujccocmOcNcRcOcHwFtmcsfF",1.18305e+29,1.18305e+29,249,0.69179,234444,72258,162186,72258,72258,0,72258,72258,126276,54018,0,0,108168,108168, 100
"[101]DEorPEcsccCKtkxxdJOxESElPjLmsurccRrEtcDvbqaKcuccgcheIrzMspkfIBPbIcrcpPycPcSHcPcLHcgckhcsdscnJOCqqcjcG",1.18305e+29,1.21018e+13,237,1,379,0,379,0,0,0,0,0,160,160,0,0,219,219, 101
"[99]ccyrcascNcIRccdcGbHCfDclaiAkccOdcQcccccccIvccchclcBchwccxckccoJKcRcNjcycMcxbcfcbekuucxAcDccwcHcHcmv",9.49557e+06,1.10543e+08,136,0.762963,135,32,103,32,32,0,32,32,64,64,71,39,0,0, 102
"[88]HCLDgkBhEDHsKOBRQJoaHPKHQCKGHCHoHvBABwJbuwydtLDRerjnMipCvkwCqOcOheeIKKsthDtOAdCnIDLrKKeJ",1.18305e+29,5.20312e+27,3379,1,302,0,302,0,0,0,0,0,137,137,165,165,0,0, 103
"[97]fQcgAQJEmcRzPcLjcpGoMEafkjcQceCcceccEccjcmcAHbzpGdRhmucwQJcnypnelcmccEcabPLHgccxMhHpccccjEuEPLcux",1.18305e+29,815663,202,1,677,0,677,0,0,0,0,0,252,252,0,0,425,425, 104
"[97]hwcxcrCcylcFyEcFugcPjcHmluaNJAhcNRccKQqNcRBpcHcoGicnaBBHiccchCeCpccrcBSKCcrwvihyucBExaNccMwoxlOel",1.18305e+29,1.60861e+09,239,1,302,0,302,0,0,0,0,0,134,134,168,168,0,0, 105
"[98]PmcHsxcccPLDdPgloccnlymctzcMJsrcprikafbFHcicqckcbyQNcNxNcchxlacHCcMsceqabcoFmlvDckczecjcbDHfQzIcAL",1.18305e+29,7.89683e+18,235,0.817775,281251,51251,230000,51251,51251,0,51251,51251,127865,76614,0,0,153386,153386, 106
"[96]SHbqGSgDjOkazNMrdOgIygQHHoMJMGPDutJwnBtRaslcHGBxeDHCfbauOJcQCjpxAcsepSQnPgcNdBtkwdjMacxtQJHbPLPD",1.18305e+29,8.64516e+23,599,1,835,0,835,0,0,0,0,0,297,297,0,0,538,538, 107
