"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",103,0.738318,46,214,56,158,56,56,0,56,56,54,54,55,55,105,49,1
"2",1,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",84,0.708543,46,199,58,141,58,58,0,58,58,38,38,57,57,104,46,1
"3",2,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",96,0.731707,46,205,55,150,55,55,0,55,55,46,46,54,54,105,50,1
"4",3,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",90,0.714976,46,207,59,148,59,59,0,59,59,48,48,58,58,101,42,1
"5",4,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",118,0.777251,46,211,47,164,47,47,0,47,47,48,48,46,46,117,70,1
"6",5,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",106,0.746479,46,213,54,159,54,54,0,54,54,54,54,53,53,106,52,1
"7",6,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",112,0.75576,46,217,53,164,53,53,0,53,53,62,62,52,52,103,50,1
"8",7,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",105,0.745283,46,212,54,158,54,54,0,54,54,44,44,53,53,115,61,1
"9",8,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",104,0.746411,46,209,53,156,53,53,0,53,53,48,48,52,52,109,56,1
"10",9,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",119,0.768182,46,220,51,169,51,51,0,51,51,58,58,50,50,112,61,1
"11",10,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",109,0.752336,46,214,53,161,53,53,0,53,53,59,59,52,52,103,50,1
"12",11,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",112,0.75814,46,215,52,163,52,52,0,52,52,56,56,51,51,108,56,1
"13",12,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",82,0.701493,46,201,60,141,60,60,0,60,60,36,36,59,59,106,46,1
"14",13,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",104,0.737327,46,217,57,160,57,57,0,57,57,56,56,56,56,105,48,1
"15",14,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",108,0.751174,46,213,53,160,53,53,0,53,53,51,51,52,52,110,57,1
"16",15,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",123,0.777273,46,220,49,171,49,49,0,49,49,63,63,48,48,109,60,1
"17",16,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",120,0.779343,46,213,47,166,47,47,0,47,47,53,53,46,46,114,67,1
"18",17,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",107,0.75,46,212,53,159,53,53,0,53,53,47,47,52,52,113,60,1
"19",18,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",111,0.757009,46,214,52,162,52,52,0,52,52,51,51,51,51,112,60,1
"20",19,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",107,0.75,46,212,53,159,53,53,0,53,53,53,53,52,52,107,54,1
"21",20,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",117,0.773585,46,212,48,164,48,48,0,48,48,50,50,47,47,115,67,1
"22",21,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",102,0.739336,46,211,55,156,55,55,0,55,55,53,53,54,54,104,49,1
"23",22,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",99,0.742574,46,202,52,150,52,52,0,52,52,40,40,51,51,111,59,1
"24",23,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",110,0.751152,46,217,54,163,54,54,0,54,54,55,55,53,53,109,55,1
"25",24,"[46]qDxdbhHgwoJHoCpDLoxHqaDjDGbvByBBsfrIGhKHqdifpz",88,0.712195,46,205,59,146,59,59,0,59,59,43,43,58,58,104,45,1
