genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[94]gatRfLNJGheHSBKSQDmRjJchLhqDdkoHAKsROsGrnPAwQkGtvMtqvOsRbrtDhsEpMLFRzfdnrspStuINlOPJPrcBiEcNFG",108.42,7.45058,2376,0.954545,22,0,21,1,0,0,0,0,14,14,3,3,5,4, 1
"[82]QrcOzopBpSfdArPjgiabFnoQGgeHHDcOmOKwgaHAPIARtlEBdBzmtAphMoCabkvBHtRLgxHcOJPwEmcPgA",1.51273e+13,1.02951e+09,637,0.829268,205,35,170,35,35,0,60,60,183,171,108,60,58,57, 10
"[75]PyfPEOpgLHipxtjlswfmOLPIEEHgwOpbIOzhnwOKaedzaOhefAkQoONMeyHPGbNRoNEHFQrNJSp",1.64011e+15,2.34084e+10,1387,0.793233,266,55,211,55,55,0,95,95,195,195,83,82,176,81, 100
"[95]lNfprnjbvhPJHEyaSKNuNehMPzjBcRfOHcMcERSchdbHcMoSNAMbOOgiNQBtdmgIeiHtguMQGiRnccCOQdiLowpmrjecRkH",1.18305e+29,2.34084e+10,479,0.751247,45712,11371,34341,11371,11371,0,11371,11371,11577,11577,22765,11394,11370,11370, 101
"[90]tRJHAgsFSKRauRaPgzNmrFIpLEPqHPIDagIHluNolwSeDROhlmRBEpzeaRpnaNJhnaHOQqLvSokHBdsbcgNIhornPK",1.18305e+29,4.25796e+11,1001,0.63757,1432,519,913,454,519,65,584,519,519,352,351,283,497,278, 102
"[95]ycoccCNJEicHoCKuucMukHtbctwmnabcxcnqAfcNEtPONcpwMxDMHfvcOawrGMwIaOpAFjccvcecLchccicjcFRwMScemvp",1.45042e+23,815663,271,0.806701,388,75,313,75,75,0,75,75,150,150,164,89,74,74, 103
"[102]CRjEFkipPCfagyDqLjNEfMMkmOfJSPfmoBhfdraIMxLwcmMcEEwxoPHzOcNJPRDfPDjRREgcQqHSybchPtKDMOpkFmAAEPxcGvkDuE",1.18305e+29,2.6988e+08,617,0.762346,1296,308,988,308,308,0,308,308,363,363,626,318,307,307, 104
"[106]qtFfasNJHAFfSCcKzAarMoRNbesjHDglcmlMdmOxRpvgnFOgPPMqcaIaFdodzgRJoLCHMGcCmGomCNgQEjDCAzcEoRKBpfvghrLoiCbSkv",1.18305e+29,2.48921e+06,622,0.788406,690,146,544,146,146,0,146,146,245,245,300,154,145,145, 105
"[92]QnQgHDrRbfuszvcxoJHRKHgqaRdSpekDvFpcRILqQchMPSDlrcesFMpOEApRnGypPCENzzcJjmaNwhANCqmgbRoHbwwz",2.09027e+21,2.01076e+09,1541,0.810198,353,67,286,67,67,0,67,67,147,147,140,73,66,66, 106
"[102]wGrSBllqBpqzKGfamoRDMjMhLxkNdkFIFtPAhwujRObBwNdBJxkBRedLNJHqBKHyCfqSJkJLBMrmeszvChawxBSDALLBRvAKRsClrw",1.28689e+09,69.3889,1249,0.989691,97,2,96,3,0,0,0,0,62,60,16,16,21,20, 107
"[95]aSKovsJHfRHHStpGumsxlKHluNmRcLdPIzzPrfQGadHiqDCcBQjACcgyuFdqRzzCSAmdGNIOKoeuaMdyDBLPaGervhPFvOz",1.18695e+07,44.4089,1214,0.833333,108,17,90,18,17,0,17,17,57,57,32,14,19,19, 108
"[77]uzRFOgxbraxHtExOKOHEOCOdRAFwNrtdQliFezBnbIjEvQboEfnOOLcviHPGzztSMjFNJNoQMsgri",1.18305e+29,9.7758e+15,1345,0.749535,273583,68523,205060,68523,68523,0,68523,68523,68343,68343,136718,68195,68522,68522, 109
"[101]euccoviPfupCnQJmHMfMKHENSomgkykdhDvANRxyLzkcMzaFRPGxyDovsiPSfRBHvODIPvtthLzNJsARfGkcoRSBksQaRxEFNyFul",1.18305e+29,1.32487e+18,570,0.749549,203413,50945,152468,50945,50945,0,50945,50945,51129,51129,101340,50395,50944,50944, 11
"[99]CJLhEwFBGtAMLNKHDgkeDihEbEnNMIQdeqkeHzFFNxNJpfeGprHoeesPFSFeCOoIQEawGcuCFArLdcGQJzsNHoFAPzLlgehMsaI",1.18305e+29,6.13637e+09,3612,0.753268,1224,302,922,302,302,0,302,302,330,330,445,294,449,298, 110
"[91]NJfgvcnobaCkPQBnBkpCalHRNfpKqxgsAIEsFHRwHtLQRHOtDELxyGbbPvpnjJuhjPqchnSrNfAoorzGijfFNdGPGcH",1.18305e+29,1.39525e+11,935,0.776536,895,200,695,200,200,0,200,200,293,293,403,203,199,199, 111
"[113]eciNrkFDRwcOQnRecJFvcpbfHHSAPvnBoaFRnxKxxiJfFxkgFouDdtePdFbQllQLnmlHvBnyufiRtvxxvGQvrOcLeNcJHcqCdbeCBHcDyGsmMyEfs",5.6598e+07,86.7362,540,0.987654,81,0,80,1,0,0,0,0,55,55,8,8,18,17, 112
"[97]casHzsclffuErjbybgHEcyvcOcSrBhzcMcNJjslxcRCoEsuMcyjOKsuHcyyfdmuRhecrHPGqqQstMLbcmHQlcRqceEcsPIksy",1.18305e+29,3.17243e+12,310,0.749004,2008,504,1504,504,504,0,504,504,527,527,503,503,978,474, 113
"[85]mbabceOFBcHsRKPGCcjNvfzoJckFpRoNCxMpeGHvvPGcaNmcxabqzSzHBRFRwFzOwbMtkAjsaiJrLHjOLHPIw",6.58887e+08,1.99137e+06,1185,0.704545,220,65,155,65,65,0,248,248,339,339,106,103,339,91, 114
"[96]tOBjcNJvFvpcIHFeRKHObQHlbrqFARMErkNbGzyMNeokHIgqcsoKwSNtmQlrCMmgvFLDKGxeSodBBPaRuimFsrQozDhGFkjE",1.18305e+29,2.6988e+08,1197,0.769332,763,176,587,176,176,0,176,176,233,233,355,179,175,175, 115
