"","depth","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","frac"
"43",56,"Low activity",3,0.961152143333333,9.37708166666667,"Low activity",0.06
"44",56,"Mixed bet hedging",3,0.930830386666667,8.50757905980747e+25,"Mixed bet hedging",0.06
"45",57,"Bet-hedged error correction",1,0.82296786,17679276588.4305,"Bet-hedged error correction",0.02
"46",57,"Bet-hedged learning",4,0.9517600175,2.93999619930909e+20,"Bet-hedged learning",0.08
"47",57,"Error correction",38,0.821462437368421,2.38135629320015e+27,"Error correction",0.76
"48",57,"Learning",4,1,1.13010562592515e+27,"Learning",0.08
"49",57,"Low activity",3,0.96884097,40.1723760333333,"Low activity",0.06
"50",58,"Bet-hedged learning",4,0.9119206675,2.56001431789359e+24,"Bet-hedged learning",0.08
"51",58,"Error correction",40,0.81000279575,1.92307953918483e+27,"Error correction",0.8
"52",58,"Learning",5,0.998105038,1.41892349169311e+28,"Learning",0.1
"53",58,"Low activity",1,1,6.1240563,"Low activity",0.02
"54",59,"Bet-hedged learning",2,0.96366723,1.95342976785855e+25,"Bet-hedged learning",0.04
"55",59,"Error correction",38,0.810510073947368,3.10627400612291e+26,"Error correction",0.76
"56",59,"Learning",5,0.999046548,7.72385345576447e+23,"Learning",0.1
"57",59,"Low activity",4,0.945100155,22.03660305,"Low activity",0.08
"58",59,"Mixed bet hedging",1,0.89037967,9.82593315e+17,"Mixed bet hedging",0.02
"59",60,"Bet-hedged learning",2,0.969660015,7.18619236265e+23,"Bet-hedged learning",0.04
"60",60,"Error correction",34,0.819916982352941,5.45371968098935e+24,"Error correction",0.68
"61",60,"Learning",11,0.995047766363636,1.52628564070392e+28,"Learning",0.22
"62",60,"Low activity",3,0.864964256666667,17.0767289666667,"Low activity",0.06
"63",61,"Bet-hedged error correction",1,0.59599093,1.7426722625771e+22,"Bet-hedged error correction",0.02
"64",61,"Bet-hedged learning",2,0.94056246,7.937966892e+16,"Bet-hedged learning",0.04
"65",61,"Error correction",31,0.816410247096774,4.58672741242219e+27,"Error correction",0.62
"66",61,"Learning",8,0.9964377575,8.08202010833127e+27,"Learning",0.16
"67",61,"Low activity",7,0.962040827142857,6.0399725,"Low activity",0.14
"68",61,"Mixed bet hedging",1,0.9156841,3160453007092369920,"Mixed bet hedging",0.02
"69",62,"Bet-hedged error correction",1,0.52103528,563980229700000,"Bet-hedged error correction",0.02
"70",62,"Bet-hedged learning",11,0.945487349090909,1.91509119664458e+27,"Bet-hedged learning",0.22
"71",62,"Error correction",21,0.810594859523809,3.23831927382694e+26,"Error correction",0.42
"72",62,"Learning",9,0.987748254444444,1.51898910897973e+28,"Learning",0.18
"73",62,"Low activity",8,0.948155595,10.3126328375,"Low activity",0.16
"74",63,"Bet-hedged learning",3,0.879172176666667,1.31927240576167e+26,"Bet-hedged learning",0.06
"75",63,"Error correction",24,0.812561198333333,2.31383318248618e+27,"Error correction",0.48
"76",63,"Learning",14,0.996518946428571,8.46055766902497e+27,"Learning",0.28
"77",63,"Low activity",8,0.93201707,5.52589385,"Low activity",0.16
"78",63,"Mixed bet hedging",1,0.90261743,1.47171767452e+28,"Mixed bet hedging",0.02
"79",64,"Bet-hedged learning",3,0.94693184,1.39307856784671e+27,"Bet-hedged learning",0.06
"80",64,"Error correction",31,0.818514825483871,4.90634410992324e+25,"Error correction",0.62
"81",64,"Learning",13,0.998468929230769,5.62850617237187e+27,"Learning",0.26
"82",64,"Low activity",3,0.94974893,5.71125156666667,"Low activity",0.06
"83",65,"Bet-hedged learning",4,0.9572050875,3.88360036656916e+26,"Bet-hedged learning",0.0816326530612245
"84",65,"Error correction",32,0.8092221278125,5.23083441091023e+26,"Error correction",0.653061224489796
"85",65,"Learning",8,1,4.76248637297991e+27,"Learning",0.163265306122449
"86",65,"Low activity",5,0.942768202,5.60573792,"Low activity",0.102040816326531
"87",66,"Bet-hedged error correction",2,0.84036205,31047914200.04,"Bet-hedged error correction",0.04
"88",66,"Bet-hedged learning",4,0.9386108125,20708426596317968,"Bet-hedged learning",0.08
"89",66,"Error correction",25,0.8053938436,2.07764270910499e+26,"Error correction",0.5
"90",66,"Learning",4,0.9852772125,1.05768042168995e+28,"Learning",0.08
"91",66,"Low activity",11,0.942446591818182,9.73789353636364,"Low activity",0.22
"92",66,"Mixed bet hedging",4,0.8839535975,5.10747404296723e+25,"Mixed bet hedging",0.08
"93",67,"Bet-hedged learning",4,0.97697683,6.2796863411692e+20,"Bet-hedged learning",0.08
"94",67,"Error correction",26,0.814471539230769,4.17118459413565e+27,"Error correction",0.52
"95",67,"Learning",10,0.996500799,2.44751324474689e+28,"Learning",0.2
"96",67,"Low activity",8,0.94103548,11.093166125,"Low activity",0.16
"97",67,"Mixed bet hedging",2,0.93867126,3.40180547698e+17,"Mixed bet hedging",0.04
"98",68,"Bet-hedged learning",5,0.94490197,1.0311625602449e+23,"Bet-hedged learning",0.1
"99",68,"Error correction",25,0.8169034076,6.20269242253686e+25,"Error correction",0.5
"100",68,"Learning",14,0.999221016428571,1.95899575674738e+28,"Learning",0.28
"101",68,"Low activity",4,0.9554423575,29.839400825,"Low activity",0.08
"102",68,"Mixed bet hedging",2,0.9167816,9181548009586644,"Mixed bet hedging",0.04
"103",69,"Bet-hedged error correction",1,0.62466894,143168185600000,"Bet-hedged error correction",0.02
"104",69,"Bet-hedged learning",3,0.955250023333333,15421738235666670,"Bet-hedged learning",0.06
"105",69,"Error correction",30,0.811125680333333,1.62371668479353e+27,"Error correction",0.6
"106",69,"Learning",9,1,7.95737189656896e+27,"Learning",0.18
"107",69,"Low activity",6,0.946712906666667,18.3727263333333,"Low activity",0.12
"108",69,"Mixed bet hedging",1,0.92836621,4.92383522449e+18,"Mixed bet hedging",0.02
"109",70,"Bet-hedged learning",5,0.957802964,1.11764396514152e+27,"Bet-hedged learning",0.1
"110",70,"Error correction",29,0.820438502068966,8.69135492177331e+26,"Error correction",0.58
"111",70,"Learning",10,0.993637058,7.34862814209668e+27,"Learning",0.2
"112",70,"Low activity",3,0.99102053,12.5353455666667,"Low activity",0.06
"113",70,"Mixed bet hedging",3,0.92769589,1.61892722168834e+27,"Mixed bet hedging",0.06
"114",71,"Bet-hedged error correction",1,0.86057531,176.668795,"Bet-hedged error correction",0.02
"115",71,"Bet-hedged learning",3,0.960740273333333,10331845206677856256,"Bet-hedged learning",0.06
"116",71,"Error correction",29,0.824067012758621,4.30534911455534e+27,"Error correction",0.58
"117",71,"Learning",8,1,3.45698599912434e+22,"Learning",0.16
"118",71,"Low activity",7,0.926479027142857,19.3727153,"Low activity",0.14
"119",71,"Mixed bet hedging",2,0.885756475,952082725.621237,"Mixed bet hedging",0.04
"120",72,"Bet-hedged learning",4,0.9422622575,2.79263013771467e+20,"Bet-hedged learning",0.08
"121",72,"Error correction",25,0.813972418,2.11807790103586e+26,"Error correction",0.5
"122",72,"Learning",12,0.998866251666667,2.02623631960537e+27,"Learning",0.24
"123",72,"Low activity",8,0.9369742375,11.0024413,"Low activity",0.16
"124",72,"Mixed bet hedging",1,0.86119402,338699810051000,"Mixed bet hedging",0.02
"125",73,"Bet-hedged error correction",1,0.85110749,597480312.443932,"Bet-hedged error correction",0.0204081632653061
"126",73,"Bet-hedged learning",3,0.9431373,1871990220825078,"Bet-hedged learning",0.0612244897959184
"127",73,"Error correction",20,0.8178764725,1.1702800946414e+24,"Error correction",0.408163265306122
"128",73,"Learning",16,0.996248503125,3.67107844022225e+28,"Learning",0.326530612244898
"129",73,"Low activity",7,0.933397288571429,15.8072438,"Low activity",0.142857142857143
"130",73,"Mixed bet hedging",2,0.91130424,7.31509649124784e+27,"Mixed bet hedging",0.0408163265306122
"131",74,"Bet-hedged error correction",1,0.92215571,87.2463579,"Bet-hedged error correction",0.02
"132",74,"Bet-hedged learning",6,0.938242683333333,15643993043613.6,"Bet-hedged learning",0.12
"133",74,"Error correction",29,0.813403556206897,7.24941901502067e+27,"Error correction",0.58
"134",74,"Learning",7,0.999833731428571,2.36243175033132e+27,"Learning",0.14
"135",74,"Low activity",7,0.973689301428571,15.8783417857143,"Low activity",0.14
"136",75,"Bet-hedged error correction",1,0.60101426,9.3031736e+14,"Bet-hedged error correction",0.02
"137",75,"Bet-hedged learning",8,0.96390813,5.49686815519208e+25,"Bet-hedged learning",0.16
"138",75,"Error correction",26,0.815027516538462,1.89817631710458e+27,"Error correction",0.52
"139",75,"Learning",5,1,1.91781664547792e+24,"Learning",0.1
"140",75,"Low activity",8,0.93697793625,14.7698845,"Low activity",0.16
"141",75,"Mixed bet hedging",2,0.87019606,2814067783024.21,"Mixed bet hedging",0.04
"142",76,"Bet-hedged learning",8,0.95170025375,22823838018839097344,"Bet-hedged learning",0.16
"143",76,"Error correction",23,0.81851486826087,3.92464055241229e+27,"Error correction",0.46
"144",76,"Learning",12,0.998530490833333,8.50989600807836e+26,"Learning",0.24
"145",76,"Low activity",6,0.947497208333333,9.2764637,"Low activity",0.12
"146",76,"Mixed bet hedging",1,0.94917126,5.4960528105397e+28,"Mixed bet hedging",0.02
"147",77,"Bet-hedged learning",9,0.957189243333333,8.07237259311769e+20,"Bet-hedged learning",0.18
"148",77,"Error correction",26,0.808243295384615,4.28609074117783e+26,"Error correction",0.52
"149",77,"Learning",6,0.998484456666667,1.81548453880705e+28,"Learning",0.12
"150",77,"Low activity",8,0.93569081875,9.51249215,"Low activity",0.16
"151",77,"Mixed bet hedging",1,0.91870888,203930861.7684,"Mixed bet hedging",0.02
"152",78,"Bet-hedged learning",7,0.939986037142857,1314550765054342,"Bet-hedged learning",0.142857142857143
"153",78,"Error correction",25,0.8149473888,1.09750845428198e+27,"Error correction",0.510204081632653
"154",78,"Learning",8,0.9986704825,1.35665416687899e+27,"Learning",0.163265306122449
"155",78,"Low activity",7,0.96067593,22.9618950714286,"Low activity",0.142857142857143
"156",78,"Mixed bet hedging",2,0.900705545,1.54831638535496e+27,"Mixed bet hedging",0.0408163265306122
"157",79,"Bet-hedged learning",10,0.94188926,2.38097254012879e+20,"Bet-hedged learning",0.2
"158",79,"Error correction",21,0.823093334285714,9.34007507354091e+26,"Error correction",0.42
"159",79,"Learning",12,0.999320426666667,6.77468380967228e+27,"Learning",0.24
"160",79,"Low activity",7,0.96306763,17.5058907,"Low activity",0.14
"161",80,"Bet-hedged error correction",1,0.81637741,9586764.980587,"Bet-hedged error correction",0.02
"162",80,"Bet-hedged learning",6,0.976994608333333,1157607794896673,"Bet-hedged learning",0.12
"163",80,"Error correction",15,0.826718214,7.23077630060604e+24,"Error correction",0.3
"164",80,"Learning",16,1,7.17041637635217e+27,"Learning",0.32
"165",80,"Low activity",10,0.954348254,10.07976678,"Low activity",0.2
"166",80,"Mixed bet hedging",2,0.90261845,6.65578841309423e+27,"Mixed bet hedging",0.04
"167",81,"Bet-hedged learning",8,0.98321393875,3.26825938350518e+21,"Bet-hedged learning",0.16
"168",81,"Error correction",22,0.819006037272727,1.87238242392511e+25,"Error correction",0.44
"169",81,"Learning",12,0.996265383333333,3.50212889698762e+27,"Learning",0.24
"170",81,"Low activity",6,0.942460466666667,19.70063715,"Low activity",0.12
"171",81,"Mixed bet hedging",2,0.873543035,6.57017144199771e+25,"Mixed bet hedging",0.04
"172",82,"Bet-hedged error correction",2,0.809548875,3854388429370129408,"Bet-hedged error correction",0.04
"173",82,"Bet-hedged learning",6,0.968809731666667,145677347560268576,"Bet-hedged learning",0.12
"174",82,"Error correction",27,0.818015314814815,4.40253072300892e+27,"Error correction",0.54
"175",82,"Learning",9,1,7.07534365244922e+25,"Learning",0.18
"176",82,"Low activity",5,1,16.09220256,"Low activity",0.1
"177",82,"Mixed bet hedging",1,0.93183066,15887022.3572,"Mixed bet hedging",0.02
"178",83,"Bet-hedged error correction",1,0.84815706,2.80711893769908e+20,"Bet-hedged error correction",0.02
"179",83,"Bet-hedged learning",6,0.977963966666667,2.97053198066581e+26,"Bet-hedged learning",0.12
"180",83,"Error correction",18,0.817050719444445,7.69077370157348e+26,"Error correction",0.36
"181",83,"Learning",19,0.99990633631579,3.39867861389908e+27,"Learning",0.38
"182",83,"Low activity",5,0.961786376,6.74773604,"Low activity",0.1
"183",83,"Mixed bet hedging",1,0.89063612,1070274.32,"Mixed bet hedging",0.02
"184",84,"Bet-hedged error correction",1,0.8600077,133235438.546874,"Bet-hedged error correction",0.02
"185",84,"Bet-hedged learning",6,0.96485651,9.05992503564146e+27,"Bet-hedged learning",0.12
"186",84,"Error correction",24,0.812026675833333,7.93628818126434e+25,"Error correction",0.48
"187",84,"Learning",8,0.9990988325,6.59526457115399e+27,"Learning",0.16
"188",84,"Low activity",10,0.978981411,18.37768921,"Low activity",0.2
"189",84,"Mixed bet hedging",1,0.92611989,4125363884.29,"Mixed bet hedging",0.02
"190",85,"Bet-hedged learning",8,0.97405879125,256114546548244,"Bet-hedged learning",0.16
"191",85,"Error correction",18,0.819140701666667,8.27268668096029e+24,"Error correction",0.36
"192",85,"Learning",13,0.999805706153846,4.63420261678816e+27,"Learning",0.26
"193",85,"Low activity",9,0.977778145555556,6.3724411,"Low activity",0.18
"194",85,"Mixed bet hedging",2,0.93751695,779501327649471,"Mixed bet hedging",0.04
"195",86,"Bet-hedged learning",10,0.950608807,17424998975146916,"Bet-hedged learning",0.2
"196",86,"Error correction",21,0.822853456190476,5.40814276754791e+27,"Error correction",0.42
"197",86,"Learning",7,0.99765813,2.86217128326409e+27,"Learning",0.14
"198",86,"Low activity",11,0.976809465454546,9.44141450909091,"Low activity",0.22
"199",86,"Mixed bet hedging",1,0.84182149,1.44298594058063e+28,"Mixed bet hedging",0.02
"200",87,"Bet-hedged learning",9,0.991896407777778,2788726541564693504,"Bet-hedged learning",0.18
"201",87,"Error correction",20,0.8260876265,1.36866470369091e+23,"Error correction",0.4
"202",87,"Learning",14,1,7.05187977617459e+26,"Learning",0.28
"203",87,"Low activity",6,1,6.41782766666667,"Low activity",0.12
"204",87,"Mixed bet hedging",1,0.85467392,195840083.7002,"Mixed bet hedging",0.02
"205",88,"Bet-hedged learning",8,0.9802363975,111547861423929392,"Bet-hedged learning",0.16
"206",88,"Error correction",19,0.793888993157895,1.99412417353092e+27,"Error correction",0.38
"207",88,"Learning",14,0.995126305714286,1.07072416642153e+28,"Learning",0.28
"208",88,"Low activity",7,0.976543607142857,6.44413772857143,"Low activity",0.14
"209",88,"Mixed bet hedging",2,0.880489405,6.1051028202927e+26,"Mixed bet hedging",0.04
"210",89,"Bet-hedged learning",9,0.965106023333333,4.36542889537989e+22,"Bet-hedged learning",0.18
"211",89,"Error correction",21,0.813430685238095,9.57648471785834e+26,"Error correction",0.42
"212",89,"Learning",9,0.999862461111111,5.44087593353521e+25,"Learning",0.18
"213",89,"Low activity",9,0.97648558,6.25885311111111,"Low activity",0.18
"214",89,"Mixed bet hedging",2,0.91211011,2.53501148242e+25,"Mixed bet hedging",0.04
"215",90,"Bet-hedged learning",9,0.945788823333333,1080684702028733184,"Bet-hedged learning",0.18
"216",90,"Error correction",22,0.815282599090909,4.4137329872908e+26,"Error correction",0.44
"217",90,"Learning",15,1,1.42330322449134e+28,"Learning",0.3
"218",90,"Low activity",3,0.943363643333333,6.50530606666667,"Low activity",0.06
"219",90,"Mixed bet hedging",1,0.92474021,648896694063369,"Mixed bet hedging",0.02
"220",91,"Bet-hedged error correction",1,0.80410759,2.8068320674761e+23,"Bet-hedged error correction",0.02
"221",91,"Bet-hedged learning",5,0.932050768,76068620568760016,"Bet-hedged learning",0.1
"222",91,"Error correction",19,0.816656482631579,2.18009452101677e+25,"Error correction",0.38
"223",91,"Learning",17,0.996830974705882,7.26659387815502e+26,"Learning",0.34
"224",91,"Low activity",5,0.985374682,6.15385364,"Low activity",0.1
"225",91,"Mixed bet hedging",3,0.892011126666667,3.67080288620099e+22,"Mixed bet hedging",0.06
"226",92,"Bet-hedged error correction",2,0.7265669,4.876326333027e+23,"Bet-hedged error correction",0.04
"227",92,"Bet-hedged learning",5,0.979983106,17119581005071804,"Bet-hedged learning",0.1
"228",92,"Error correction",20,0.813070858,2.66926994202413e+27,"Error correction",0.4
"229",92,"Learning",12,0.999229171666667,9.40359419092038e+26,"Learning",0.24
"230",92,"Low activity",10,0.971899702,18.07327511,"Low activity",0.2
"231",92,"Mixed bet hedging",1,0.92631238,218854033.12,"Mixed bet hedging",0.02
"232",93,"Bet-hedged learning",10,0.961756114,2.13583350445786e+20,"Bet-hedged learning",0.2
"233",93,"Error correction",20,0.821672967,4.02249372603246e+25,"Error correction",0.4
"234",93,"Learning",17,0.999019116470588,3.73972656795216e+23,"Learning",0.34
"235",93,"Low activity",3,0.944958293333333,32.6500138666667,"Low activity",0.06
"236",94,"Bet-hedged learning",5,0.976815686,1.45207908889381e+23,"Bet-hedged learning",0.1
"237",94,"Error correction",18,0.818665817222222,1.32598107783696e+24,"Error correction",0.36
"238",94,"Learning",20,1,5.86602480716574e+27,"Learning",0.4
"239",94,"Low activity",5,0.958337056,14.29453316,"Low activity",0.1
"240",94,"Mixed bet hedging",2,0.92588934,836709065882835,"Mixed bet hedging",0.04
"241",95,"Bet-hedged learning",6,0.934802108333333,3.94100623380739e+23,"Bet-hedged learning",0.12
"242",95,"Error correction",21,0.818979936666667,2.60272717969593e+27,"Error correction",0.42
"243",95,"Learning",18,0.999757107777778,4.85067966534595e+27,"Learning",0.36
"244",95,"Low activity",5,0.982338208,12.88655966,"Low activity",0.1
"245",96,"Bet-hedged learning",11,0.930347954545454,186163117795912096,"Bet-hedged learning",0.22
"246",96,"Error correction",21,0.823761027619048,4.83509175936641e+27,"Error correction",0.42
"247",96,"Learning",17,0.995161051176471,6.8942539412903e+27,"Learning",0.34
"248",96,"Low activity",1,0.94520828,49.25503,"Low activity",0.02
"249",97,"Bet-hedged learning",5,0.929869608,1.32062958545273e+26,"Bet-hedged learning",0.1
"250",97,"Error correction",19,0.815411154210526,4.34161227968678e+26,"Error correction",0.38
"251",97,"Learning",22,0.998057258181818,4.09765853408518e+27,"Learning",0.44
"252",97,"Low activity",3,0.964969196666667,63.4934363666667,"Low activity",0.06
"253",97,"Mixed bet hedging",1,0.92684015,10932726550000,"Mixed bet hedging",0.02
"254",98,"Bet-hedged learning",6,0.903333333333333,1.22857438653515e+27,"Bet-hedged learning",0.12
"255",98,"Error correction",17,0.817284908823529,3.58491830782229e+26,"Error correction",0.34
"256",98,"Learning",26,0.99960337,6.65286192279248e+27,"Learning",0.52
"257",98,"Low activity",1,0.94222108,51.76734,"Low activity",0.02
"258",99,"Bet-hedged learning",3,0.88,6.08629177819264e+22,"Bet-hedged learning",0.06
"259",99,"Error correction",22,0.820381666818182,2.25622953214856e+26,"Error correction",0.44
"260",99,"Learning",22,0.998844920909091,2.95575768589354e+27,"Learning",0.44
"261",99,"Low activity",2,1,6.25106195,"Low activity",0.04
"262",99,"Mixed bet hedging",1,0.92636893,8.1744284869e+28,"Mixed bet hedging",0.02
"263",100,"Bet-hedged learning",7,0.900315914285714,3.52948590304509e+24,"Bet-hedged learning",0.14
"264",100,"Error correction",18,0.818145291666667,1.56575087785716e+27,"Error correction",0.36
"265",100,"Learning",17,0.999995737647059,2.16469450140495e+28,"Learning",0.34
"266",100,"Low activity",5,0.970465562,14.41948252,"Low activity",0.1
"267",100,"Mixed bet hedging",3,0.875167403333333,7.61618604539807e+20,"Mixed bet hedging",0.06
"268",101,"Bet-hedged learning",6,0.990081633333333,317989272807454336,"Bet-hedged learning",0.12
"269",101,"Error correction",24,0.818154335416667,8.66080710996751e+27,"Error correction",0.48
"270",101,"Learning",16,0.99980292375,6.98352721323611e+27,"Learning",0.32
"271",101,"Low activity",4,0.9790337125,46.6748587,"Low activity",0.08
"272",102,"Bet-hedged learning",7,0.966299874285714,1.29850217847154e+27,"Bet-hedged learning",0.14
"273",102,"Error correction",22,0.818119572727273,2.1659903944593e+27,"Error correction",0.44
"274",102,"Learning",19,0.997719861578947,5.65496694592413e+27,"Learning",0.38
"275",102,"Low activity",2,0.99391308,77.8854636,"Low activity",0.04
"276",103,"Bet-hedged learning",6,0.902889476666667,1.53470263560834e+28,"Bet-hedged learning",0.12
"277",103,"Error correction",17,0.804719577647059,7.03341006306963e+27,"Error correction",0.34
"278",103,"Learning",22,0.999512207727273,1.69239634398174e+28,"Learning",0.44
"279",103,"Low activity",2,0.969375,23.99828995,"Low activity",0.04
"280",103,"Mixed bet hedging",3,0.91338395,65888750343470000,"Mixed bet hedging",0.06
"281",104,"Bet-hedged learning",2,0.98727274,8.98270173926305e+22,"Bet-hedged learning",0.04
"282",104,"Error correction",7,0.819423441428571,2.57418817848501e+28,"Error correction",0.14
"283",104,"Learning",40,0.99951120225,1.10990465047399e+28,"Learning",0.8
"284",104,"Low activity",1,1,6.046332,"Low activity",0.02
"285",105,"Bet-hedged learning",5,0.980506596,1028703392010958080,"Bet-hedged learning",0.1
"286",105,"Error correction",7,0.824445831428571,2.96026719836833e+27,"Error correction",0.14
"287",105,"Learning",37,0.998887608108108,8.48578144110168e+27,"Learning",0.74
"288",105,"Low activity",1,0.95630481,144.493644,"Low activity",0.02
"289",106,"Bet-hedged learning",3,0.827596816666667,3.05383592798718e+22,"Bet-hedged learning",0.06
"290",106,"Error correction",8,0.818704815,1.29303530046016e+28,"Error correction",0.16
"291",106,"Learning",39,0.999720133333333,3.95070863611699e+27,"Learning",0.78
"292",107,"Bet-hedged learning",3,0.993533213333333,6657243544854983680,"Bet-hedged learning",0.06
"293",107,"Error correction",8,0.81599311875,1.51785387074136e+28,"Error correction",0.16
"294",107,"Learning",37,0.999735202162162,1.88087396300649e+28,"Learning",0.74
"295",107,"Mixed bet hedging",2,0.92018357,9817216540126109696,"Mixed bet hedging",0.04
"296",108,"Bet-hedged error correction",1,0.69689407,7.249768653236e+23,"Bet-hedged error correction",0.02
"297",108,"Bet-hedged learning",1,0.98220819,60144513503.314,"Bet-hedged learning",0.02
"298",108,"Error correction",10,0.803984629,3.19239834602172e+21,"Error correction",0.2
"299",108,"Learning",36,0.999770961111111,1.02484486134006e+28,"Learning",0.72
"300",108,"Mixed bet hedging",2,0.9152115,1.20656878979957e+26,"Mixed bet hedging",0.04
"301",109,"Bet-hedged learning",1,0.77,9.214554e+21,"Bet-hedged learning",0.02
"302",109,"Error correction",15,0.80733582,6.27206481731694e+27,"Error correction",0.3
"303",109,"Learning",34,0.999750995,9.50133185207938e+27,"Learning",0.68
"304",110,"Bet-hedged error correction",1,0.6838384,1433201600.2,"Bet-hedged error correction",0.0204081632653061
"305",110,"Bet-hedged learning",2,0.859746005,4.85107079372745e+22,"Bet-hedged learning",0.0408163265306122
"306",110,"Error correction",10,0.82207488,5.28484678999788e+27,"Error correction",0.204081632653061
"307",110,"Learning",35,0.999566231142857,1.40123836252421e+28,"Learning",0.714285714285714
"308",110,"Low activity",1,0.95223794,99.571436,"Low activity",0.0204081632653061
"309",111,"Error correction",8,0.82531354875,1.47979082118518e+26,"Error correction",0.16
"310",111,"Learning",40,0.99800780125,1.22298393227922e+28,"Learning",0.8
"311",111,"Low activity",1,1,6.5922339,"Low activity",0.02
"312",111,"Mixed bet hedging",1,0.92323689,9272742648000,"Mixed bet hedging",0.02
"313",112,"Bet-hedged learning",4,0.83125,4.79049514185039e+23,"Bet-hedged learning",0.08
"314",112,"Error correction",12,0.817769881666667,7.68369163417695e+27,"Error correction",0.24
"315",112,"Learning",34,0.997792440294118,1.07709326031121e+28,"Learning",0.68
"316",113,"Bet-hedged learning",4,0.9133690525,1.02097363422858e+27,"Bet-hedged learning",0.08
"317",113,"Error correction",10,0.829127167,1.39055853743177e+28,"Error correction",0.2
"318",113,"Learning",36,0.999872036111111,8.82255145497372e+27,"Learning",0.72
"319",114,"Bet-hedged learning",2,0.87,2.3017367462636e+21,"Bet-hedged learning",0.04
"320",114,"Error correction",12,0.8181449475,2.63596775359978e+28,"Error correction",0.24
"321",114,"Learning",33,0.999426986060606,5.89053107129949e+27,"Learning",0.66
"322",114,"Low activity",2,0.954012625,48.1676255,"Low activity",0.04
