"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",95,0.737374,73,198,52,146,52,52,0,52,52,47,47,51,51,100,48,1
"2",1,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",98,0.759358,73,187,45,142,45,45,0,45,45,53,53,44,44,90,45,1
"3",2,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",96,0.738693,73,199,52,147,52,52,0,52,52,53,53,51,51,95,43,1
"4",3,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",98,0.756614,73,189,46,143,46,46,0,46,46,46,46,45,45,98,52,1
"5",4,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",112,0.790576,73,191,40,151,40,40,0,40,40,50,50,39,39,102,62,1
"6",5,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",112,0.776119,73,201,45,156,45,45,0,45,45,61,61,44,44,96,51,1
"7",6,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",101,0.755102,73,196,48,148,48,48,0,48,48,54,54,47,47,95,47,1
"8",7,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",103,0.762887,73,194,46,148,46,46,0,46,46,50,50,45,45,99,53,1
"9",8,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",104,0.778378,73,185,41,144,41,41,0,41,41,51,51,40,40,94,53,1
"10",9,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",101,0.755102,73,196,48,148,48,48,0,48,48,53,53,47,47,96,48,1
"11",10,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",104,0.761421,73,197,47,150,47,47,0,47,47,55,55,46,46,96,49,1
"12",11,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",102,0.758974,73,195,47,148,47,47,0,47,47,46,46,46,46,103,56,1
"13",12,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",95,0.742268,73,194,50,144,50,50,0,50,50,49,49,49,49,96,46,1
"14",13,"[73]qrxBihyzHpmtBocJpCHhEbnLHqIGKHqnthdBICbjijGqfEbdncbLzstsnGLIstHLGyguHJtvn",96,0.738693,73,199,52,147,52,52,0,52,52,53,53,51,51,95,43,1
