genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[77]CoSPkayiOrGNsJtnHuoJyHRKHqaILHqqByvPKJKmCKClrPwirkkwJIKlDkSACEzMvtGvtASiwQkhk",1.18305e+29,3.47306e+17,3472,0.753354,2907,717,2190,717,717,0,717,717,764,764,1426,709,717,717, 1
"[57]ixbcHRKJQCJuoJHoqLHbMqPccIKHqtGefpKLRCElfySubzhPNPnyArgly",1.18305e+29,2.07011e+18,2718,0.748052,13606,3428,10178,3428,3428,0,3428,3428,3379,3379,3429,3429,6798,3370, 10
"[101]nHmyOCJqKmSMEIjwaHmBdLPBMdPeyluFeDeijeEdoPFpuijDuEKHdipdueArjbnlvBzmeogREofSPSGPIKoMzmnlxxahtiArDammG",5.96046,4.05176,2536,1,7,0,7,0,0,0,0,0,12,12,3,3,0,0, 100
"[87]aDlotlprDbMnwvHGaEopKhbmSaDovGxlnLBwCkErkfcDFlvwDufLLyNmcdMgGatbeggvyHhOQJNLOImSDnrbzSy",1972.15,135.525,2794,0.694118,85,26,59,26,26,0,26,26,37,37,11,11,37,11, 101
"[82]wwuHRKQJqajIHaLqxDCSnGcKjiiDABNjSfOnrnqqprrBCRGAKFBuhrFtSteQLpQwFAhgPbxdtwjdIjKAJb",1.18305e+29,5.88359e+19,3099,0.749467,549508,137670,411838,137670,137670,0,137670,137670,137094,137094,274744,137074,137670,137670, 102
"[96]ElgxEfuvRjOdAcCccjHRbcKlaHOkHcxbBpAQJpFfvccMRPCrEbOzqzqRFIicfLBfkSmGtrecbMCtnfPcccMcIJcqpcpGjrup",1.18305e+29,2.01076e+09,364,0.7884,931,197,734,197,197,0,197,197,279,279,455,258,197,197, 103
"[90]NOHnheRkANimNJShmfGbNFhDnjKMpMDrSxlabklnfFEOFriDHGmFEpEzOKCjuclGFytQMtocILepOoFuGepMoDvGGM",86.7362,36.5271,1804,1,19,0,19,0,0,0,0,0,38,38,6,6,12,10, 104
"[83]MBedQtNgHmucSmbQgQeJhEmcrcRbNJtPGoczDqQcABanyEDKBdqcFGsPLDNfvIKJDHhhcqcfbHbxfgRQSDe",4.90909e+09,1.18695e+07,3049,0.837838,148,24,124,25,23,0,23,23,88,82,23,22,38,20, 105
"[91]CgsGLquKnbxDCqSCtEDvDkbxPQzaKjhktxCEcHwRKQJHqyILHbqqLjtnoJBfyPvQJreEaDevnLkfrGdaRFzByaaKyom",1.18305e+29,4.34133e+17,2425,0.759941,1358,325,1032,326,325,0,325,325,365,365,668,342,325,325, 106
"[108]ujOBwfkwGHvRNJHRKHhqNpIHLBffClyelRzwjIcJrjuCgeyeDaDNCBhLHJcSHNHHproFRlRvGEPNLMRwyDLOMNEJpQKIqFALALJwpdJqSFsO",1.18305e+29,5.77061e+13,2787,0.74649,1282,324,957,325,324,0,324,324,345,345,613,288,324,324, 107
"[77]FDJHRKHQSOqIDaeczhLqDJGIwOlInpuEoByAlnszultJDaARGeafuQkQgQQowhGkIOipuEhvhpqDl",1.18305e+29,2.22276e+17,3374,0.763693,639,151,488,151,151,0,151,151,199,199,290,139,150,150, 108
"[75]cQfmMOzoSOkLOSNMpvmHGQJmSNaBqHaKCNyjFRtJnsgyOQGbawFFGJwSOOAgqamBBkdmRIkDMEf",5.71494e+10,5.76837,2141,1,110,0,110,0,0,0,0,0,320,320,102,102,101,101, 109
"[82]HpImxpbrEOfxQJHobqKDRDnrowAHOqDzccOKnsILHqOPuQmzKIpOoiQRcadMAtKmAaGMjytAbAipcrJMyB",1.18305e+29,2.38667e+16,2724,0.760338,1185,284,901,284,284,0,284,284,336,336,565,281,284,284, 11
"[105]HQSKBNJJHtJuRLHQJHqppbRjKqeoiwIxcKFQiqemekIgaRiFDwPwASRcEdswuGOiAxFpsKCgQmoiKsEjDLBeEfxDkwPaftNtqNAvvhFSH",1.18305e+29,3.07138e+25,2727,1,954,0,954,0,0,0,0,0,381,381,294,294,279,279, 110
"[102]rmSCMoFlQhpspdnjsfAvrAnHRJOycyKIwBIoGoSppaLMmRtHQPQOEnuvehFaPAnhcOeMsjHxlgRpGvjfNMQDNrHQJMHRKMbkHlClOn",1.18305e+29,2.18008e+11,623,0.76584,1089,254,834,255,254,0,254,254,317,317,518,263,254,254, 111
"[107]qCMGhjuHFrLarhgACklikwzJOQbEBKjaKgOsapaBypNAyymfuptjksnvjatsQcQufHAckIcIqxNHLLNpJqbyLsLuKkshEHoDLHbNMqImKFj",1.18305e+29,4.66146e+16,2833,0.752242,5465,1354,4111,1354,1354,0,1354,1354,1400,1400,1354,1354,2711,1357, 112
