genome,merit,merit_given,gen,accuracy,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3, seed
"[103]cakhAokADdlGBCieKrGjEGyhHExBpDafoCAHFtdaGGweqBFEiqssjhaHnoJBtGspwxEghGHjHcmmgFmBdpqtoKihamhGonjjtuvjpnH",2048,16,998,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 1
"[59]GdpuHBveocCKdxBznEtsGfoJHbCztGdnspgiJyFsrvxtmhjkfpyxKeJbmeJ",256,33,3254,1,7,0,7,0,0,0,0,0,9,9,2,2,0,0, 10
"[103]reGbHDEkcAaCAkfbthzGrAgxaqfxDaBHkJptKCnplhxyqeJKaDDnGfhvjeGsAtxbHxBvfocJuKHAypwdglBlGgepcvweDujIJHoJlaA",1024,1,1190,0.909091,11,1,10,1,1,0,1,1,8,8,3,2,0,0, 100
"[89]FbhhjdBdctFyzzspaClAvgHpbjHeyjwfEHFdBwhcaocfJefHcwHmkiohGsrArxchocqbdHvHKekFzgdganwAAswGH",2048,16,680,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 101
"[105]HobwcszcmcCdotoJHHFbEEoqfBcnBhxtnDFpHBDHBznDLnkGnJzCnabbxirFBGGkoDctDplmDrrmEFEFkkkvGAElknfhgvAdGgKAjhyoH",2048,256,503,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 102
"[104]uacexckEyjufmhFkmHkchvECflnaervoDatHFhoyacjzGtKcyxalcpvlFscuftjgHcGgcDCktccgHcBcFwBcjzsxDcittJltjeiEBhdg",2048,17,374,1,10,0,10,0,0,0,0,0,19,19,7,5,0,0, 103
"[96]spkHkCDwJchBpImdKoKkdckqaLCLvBAdpILnELHckFFJbErqvbHFtuBGtyqcdscCAahGoJGHoChczDKzlcJniokEbCJEbKbf",2.68435e+08,128,1005,0.966667,30,1,29,1,0,1,1,0,22,22,6,5,2,2, 104
"[90]cnHBciuApgmoJyHmHcthyobcvdhoKgEkGHicJraoDAnDdivDlyLgwHddFoEiednvHcoLuugzEquAxEaHnbdAuyHpBy",524288,32768,2054,1,18,0,18,0,0,0,0,0,12,12,2,2,4,4, 105
"[103]wfqHFvEJcvcFBcAnzuqKfwuyscHcGoKpqjHqBinJmcbifCagejnHmDweChBewpBEwkcBaLcuhpgsFLwxJduqDdjyFAuvttbIxpfDwlC",2048,16,588,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 106
"[99]lobcJzhActnxnGrmxbnHoqtwmsHrhbjogyKlJGsydyJundjGycqDufsdrEdAukCabKCtEhbpqzydKdstyeetnhvruaFBsgifBAd",2048,17,948,1,10,0,10,0,0,0,0,0,10,10,3,3,0,0, 107
"[106]xmwFEpKsHoJzoCzBKgJJHodbpCnbLttGqKEJqEJCllyAhfJzvjztLBcitqtqxJDvzjnnIaxFsmFFdagEtgIkujiBazdjoorAJDpAcyjIbo",4096,129,2901,1,11,0,11,0,0,0,0,0,12,12,4,4,1,1, 108
"[101]ssBpninHbiEojccyhsetGwoJcBleHEoqnFfFnzwvlAEgBdgBcocKBDHjEzpsiFxyiAbdgwdsHsnyFjzlrAbHkoLxwpGsknlcldsaE",65536,33,845,1,15,0,15,0,0,0,0,0,14,14,2,2,3,3, 109
"[132]kthoJGHoDKqwAeElrwxzAxGlibvitFdAkpFpuFAJidclqmHCytseiyAEGBnGCysjcLmyLhvtkvIyIoGnwrbCqyKurDhIvFmKLBkuJzGJuJzfHymeblkvKuadhzyCmkzaFfsI",2048,16,3581,1,10,0,10,0,0,0,0,0,8,8,2,2,0,0, 11
"[117]GarnsvnkdHgzsnEhoJHGoqlncKBckqcLCbBzqtFLuobjcHeFejukgrjmaCJaLanwcLcJizrmEegmbzwIoJmfDkcKFIjHGievwHimnwqDIHpBoKmDKDedr",1.04858e+06,2048,3924,1,19,0,19,0,0,0,0,0,13,13,2,2,4,4, 110
"[102]yHhoJjfCFfhhnlLioHCeCagtCnGfgGujhHdHqrhDsoHhdlDunnxmzoqKsweJJrfBgAbdaghaexHAHopKsjligstugnhFfuHvflioLF",3.43597e+10,524288,1214,0.972222,36,0,35,1,0,0,0,0,26,25,5,5,5,5, 111
