"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.985507,98,69,1,68,1,1,0,1,1,48,47,0,0,21,21,1
"2",1,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.958904,98,73,3,70,3,3,0,3,3,47,44,0,0,26,26,1
"3",2,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",2489210,0.957746,98,71,3,68,3,3,0,3,3,48,45,0,0,23,23,1
"4",3,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.958904,98,73,3,70,3,3,0,3,3,47,44,0,0,26,26,1
"5",4,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.985507,98,69,1,68,1,1,0,1,1,48,47,0,0,21,21,1
"6",5,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.985507,98,69,1,68,1,1,0,1,1,48,47,0,0,21,21,1
"7",6,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",2489210,0.957746,98,71,3,68,3,3,0,3,3,48,45,0,0,23,23,1
"8",7,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",11869500,0.986486,98,74,1,73,1,1,0,1,1,48,47,0,0,26,26,1
"9",8,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.958904,98,73,3,70,3,3,0,3,3,47,44,0,0,26,26,1
"10",9,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",11869500,0.986486,98,74,1,73,1,1,0,1,1,48,47,0,0,26,26,1
"11",10,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",11869500,0.986486,98,74,1,73,1,1,0,1,1,48,47,0,0,26,26,1
"12",11,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",11869500,0.986486,98,74,1,73,1,1,0,1,1,48,47,0,0,26,26,1
"13",12,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.985507,98,69,1,68,1,1,0,1,1,48,47,0,0,21,21,1
"14",13,"[98]jlyEtHccGgcNamMcRcccLncwccgcpcccjBcQccccavHcePctJDcucccciiccCccbqccwcPItccxccSFcjOkJIcccciAPNccpbf",3889380,0.985507,98,69,1,68,1,1,0,1,1,48,47,0,0,21,21,1
