"","trial_number","genome","merit","genome_length","path_tiles_visited","moves_off_path","map_idx","seed"
"1",0,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"2",1,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"3",2,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"4",3,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"5",4,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"6",5,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"7",6,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"8",7,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"9",8,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"10",9,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"11",10,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"12",11,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"13",12,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"14",13,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"15",14,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"16",15,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"17",16,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"18",17,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"19",18,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"20",19,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"21",20,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"22",21,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"23",22,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"24",23,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"25",24,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"26",25,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"27",26,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"28",27,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"29",28,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"30",29,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"31",30,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"32",31,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"33",32,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"34",33,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"35",34,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"36",35,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"37",36,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"38",37,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"39",38,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"40",39,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"41",40,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"42",41,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"43",42,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"44",43,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"45",44,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"46",45,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"47",46,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"48",47,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"49",48,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"50",49,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"51",50,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"52",51,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"53",52,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"54",53,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"55",54,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"56",55,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"57",56,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"58",57,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"59",58,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"60",59,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"61",60,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"62",61,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"63",62,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"64",63,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"65",64,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"66",65,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"67",66,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"68",67,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"69",68,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"70",69,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"71",70,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"72",71,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"73",72,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"74",73,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"75",74,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"76",75,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"77",76,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"78",77,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"79",78,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"80",79,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"81",80,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"82",81,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"83",82,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"84",83,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"85",84,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"86",85,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"87",86,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"88",87,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"89",88,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"90",89,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"91",90,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"92",91,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"93",92,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"94",93,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"95",94,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"96",95,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",8.50706e+37,88,128,2,1,1
"97",96,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"98",97,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",6.49037e+32,88,111,2,2,1
"99",98,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",1.03846e+34,88,115,2,0,1
"100",99,"[88]mgblmHLttINSccbDLBvwHPcNfebeieeLRKNCRbqPkOBOnGsENcJPIAJlJDueuatDRFkQbqPbKjjeKFwSDIMJRauu",5.31691e+36,88,127,5,3,1
"101",0,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"102",1,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"103",2,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"104",3,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",2.02824e+31,89,105,1,1,2
"105",4,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"106",5,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"107",6,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"108",7,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"109",8,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"110",9,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"111",10,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"112",11,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"113",12,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"114",13,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"115",14,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"116",15,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"117",16,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",2.02824e+31,89,105,1,1,2
"118",17,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"119",18,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"120",19,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"121",20,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"122",21,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"123",22,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",2.02824e+31,89,105,1,1,2
"124",23,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"125",24,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"126",25,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"127",26,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",3.24519e+32,89,109,1,0,2
"128",27,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",8.30767e+34,89,117,1,3,2
"129",28,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",1.62259e+32,89,111,4,2,2
"130",29,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",2.02824e+31,89,105,1,1,2
"131",30,"[89]qygzEbHftOINScbnuLBtwHPcNjebaiaeLRKNCRbqPkOQNuosExcGPInJlJDuguaPDKLkQqMqixvueeDpNxmMJhpru",2.02824e+31,89,105,1,1,2
