genome,merit,merit_given,gen,path_tiles_visited,moves_off_path,map_idx, seed
"[88]qygzSbHutOINSccyuLBwwHPcNjebaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkqqPbKjueKbwNDmMJhxdu",64,0,3,6,0,2, 29
"[89]qygSlHueOImSQvpPLBwHPScjrbMiaeLRKbNCRbqPkOrbucsExPGPIAJJDufSGGDHqSQqfLvbEjuenowKDioHhbBju",2.65846e+36,6.49037e+32,120,122,1,3, 3
"[86]qyAgQFBHfMINqccDPLBwHPckjhbaiadLRKNCRbqPOoREoGvEPoAPIJLJDwsjaksRDJcqPDeSFePCxpAnjJhedu",8.50706e+37,6.49037e+32,140,127,1,3, 30
"[95]fFgzSzHstOINgczyuuLBwwHPcapeNajagLRKNCRbqPkOwOupPsExoGPIkzAJlJDJguaGxKLQLoqPbzjuePtwFRmbRHJhxdz",1.06338e+37,6.49037e+32,59,124,1,1, 31
"[88]lRjzSbHutOIwvScyuLBwwHPcNjeaaiggLRKNCRbqPtOwxuhsExPGPIcJJDuluDGbKLkeIqcbKaHedlwksxDOhScu",4.25353e+37,5.1923e+33,88,126,1,1, 32
"[85]qyDSrbHutOINHacOuLBwHPcBjebaeaeLRKNCRbqPGwQesExfzPIAJlJDgOaEDRkRbbfPsKIuaGzvxxmMJgxjK",2.12676e+37,1.03846e+34,97,125,1,3, 33
"[90]wygzSHhytINaAyuLBwwHqccjebjifeLRKNCRbqPfOwOQGwEgcuPIAJJDvgyupLfKLkMNqhPrhuDueMbeONDAHhbqdH",1.70141e+38,1.03846e+34,89,128,1,1, 34
"[89]yygzSbHutOINSccyLBwwHPcGjebjiaeLRKNCRbqPkRwOuPsExPGPIAJliJDOguEGDKAkoaqHbKOueKbdNGmMJhxdu",2.07692e+34,1.03846e+34,37,115,1,3, 35
"[88]qygzSbHutOzINSccLuLBwwHPyjebaeiaeLRKNCRbqPkwONGsExctPIAJlJDuguqfFnLRQqqPbKuNKbgwDqnJhxdy",3.16913e+29,6.49037e+32,46,99,1,0, 36
"[89]qygzSbHutOINSccyuLBwwHPcNjebaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbtjueKbwNDmMJhxdu",1.62259e+32,5.0706e+30,10,111,4,2, 37
"[90]cigjbbpuOSfSccMzqLBjwHPpPjebaiaeLRKNCRbqPlAwOPGsExcecPIAJlJDuqnaGDwLaQpnPbKgurGPwiyKMJIxdu",1.06338e+37,3.24519e+32,119,124,1,3, 38
"[89]qwgPzSbHuxOISPcyuLckwHMcNjebaiaeLRKNCRbqvkAweiLmEaPGPIJgJDubuakBpLkQMqPbKluBwswfDfmMNbxdk",2.12676e+37,1.03846e+34,105,125,1,3, 39
"[87]qygSbHftOINSccyeLBwHPcNjbbpiaeLRKNCRfqPbOyMoGsEactPIAJJDuwLuGDmrQqqGgkSjuefbuNLmMJepxdu",8.50706e+37,1.03846e+34,71,127,1,1, 4
"[83]DcRtcLHtIzufaNRLBwwHPctmfbaiaeLRKNCRbqPOPuQNExvoGPIAJJDwQtCGDjLkyqlbSEubebHgmPphHtt",8.50706e+37,6.49037e+32,167,127,1,3, 40
"[89]qygzSbHutOINsccyuLBbwHPcxjebaiaeLRKNCRbqPknwOuGsExcGPIxJlJDuguaGDKLkQFqRbKjueKbMFDQMJhxds",8.30767e+34,2.02824e+31,30,117,1,3, 41
"[90]qygzSbHutOINSOcyQuLBwwHPcCjebaiaeLRKNCRbqPkOPOnGsExcGPIAJlJDuguauxKwkQqqibKjueRbpNDmMJhGdL",3.24519e+32,2.02824e+31,33,111,3,2, 42
"[88]qygzSbHutOINSccMuLBwvHPcNjebaiaeLRKNCRbqPkOwcussExRPIaJlJDuKuMGDKBkQqqPbKjuqKbwNCmMJhodu",1.06338e+37,1.01412e+31,24,127,4,3, 43
"[85]qygzSbHutONSsbBALBwwHpFjebaiaeLRKNCRbqPnNcOoGsEPGPIiJlJDkguBmgxLtDqNPjBueSbwLQySJyxMC",4.25353e+37,5.1923e+33,105,126,1,1, 44
"[90]qygvSbHutOIbNchyuLBbtHPPNjebmiaeLRKNCRbqPEQwOnGsExRcPIAJaJDuzuaSDKLkPqHqgbKjuwKbwNdmMJhxBu",8.50706e+37,6.49037e+32,42,127,1,1, 45
"[86]qygzSbHuNNINcFyuLBwrHPcNjeaiaeLRKNCRbqPhpwOnGsExcPIAJlJDuguoPiKPLmnqqPctjteKbwNcmGhxJu",1.29807e+33,3.24519e+32,36,111,1,0, 46
"[83]rnxdwmwguDilSEplwcLBtwHPcwjfbakfcLRKNCRdqoiOaCuuEPIJJDlriFPAstoBczojafBbAsLNywLdmJP",1.06338e+37,3.32307e+35,687,127,4,1, 47
"[88]RqygzwbHutjIGSccEtLBwwHPcNjefaifeLRKNCRbqokpwOeGsENkPIJlJDugSoPDKLzDqqDbSeuhBbwoDCMehxhu",2.07692e+34,1.62259e+32,94,115,1,1, 48
"[79]qylnpSbkuIGcueLBwwHPwRcLOadLRKNCRbqtzfDdNsEeoGPIAJJDuaRGOdcyirdGySqJbbrqtqbhHuu",4.25353e+37,5.1923e+33,212,128,3,1, 49
"[89]qygzSbHutOINSmcyoLBwwHPcNjebaiaeLRKNCRbqPkOwechsExccPIAJlJDRguaGDKLMQqqPbKjufpbwkDmMyhxdu",1.32923e+36,1.62259e+32,24,127,7,3, 5
"[89]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCDmMJhxdu",5.0706e+30,5.0706e+30,17,103,1,2, 50
"[89]qygzSbHutOINSccyuLBwwHPcNjebaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGEKLkQqqPbKjueKbwNDmMJxxdu",1.01412e+31,5.0706e+30,12,104,1,2, 51
"[87]qygzhnHbtAGAvdcyuLBOwHPcvjabdilLRKNCRbqPfOePGsExcodPIJJDucdaGJPuketKPbqjuRKoQNDJMnERLsu",4.25353e+37,5.1923e+33,145,126,1,1, 52
"[87]kQygHsAHrvoIImkeyfLBwygHPcGebRiaeLRKNCRbqRhOQeGLExcaPIJwJDigbHMQAdpviyPbxSSACsNvmQfRxdI",1.06338e+37,6.49037e+32,136,125,2,3, 53
"[84]qfgzbztnzPzrDolLBmwHPyNjebaiaeLRKNCRbqQQpOnGsExcxPIJlJDEswAKBKwRQqmhmsgouDpNaFbJuxdf",4.25353e+37,3.24519e+32,129,127,2,1, 54
"[88]qyzLlHuBOINSccyiLBbwHPcNjebaMaeLRKNCRbqpkOwccGsEQcGPIAJlJDuouJGFKikQpqPbKsueKbaNvmLJrfdA",5.1923e+33,1.62259e+32,60,113,1,3, 55
"[85]AdgzSbHaeIvSccwALcwwHNcSjQbaioeLRKNCRbqPAjwOgvEeMGPIhJJDDpoaRGvyLkvyMKbubvbwkgrJKhxdu",8.50706e+37,1.03846e+34,123,128,2,1, 56
"[84]lygSbHDNGINSacyuLBwwHcNjebaiaeLRKNCRbqPcfwoGsEPcdPIAJJDuEwlaGDyLkSsvbKjeKrwSMBMJhxBu",1.32923e+36,6.49037e+32,74,121,1,3, 57
"[78]flwmHoOIFLxPLBwHPcPjebcjaeLRKNCRbqPkpeGbExcPIJJDjQuaefGDKtumbPmLmjSABpyNpusmMD",2.12676e+37,1.62259e+32,244,128,4,1, 58
"[93]qdNzfbHuIsPwupNkccsuLBwwHPcNjebaiafLOKNCRbqPkOSuPGrENcvPIcJcJDuCuaGpKLvQqIMewxCeKaQEomMAShxLn",1.06338e+37,1.03846e+34,104,124,1,1, 59
"[91]qygzBEbHbctdRSccuyuLBwwHPcNjebbiaeLRKNCRbqPkOwOnGsExcLPIdJMJDQnuaGSKLkQqqPbNjmeKbwNDmMJhxdu",8.11296e+31,5.1923e+33,36,110,4,2, 6
"[88]qygzSbnztOINScfuLBwwHPrNjPbaiaeLRKNCRbqPbuwafovEMoGPIJlJDIlgGuaSMGLkQRbibKlueKbIAxmMJMds",3.32307e+35,3.24519e+32,91,120,2,3, 60
"[88]NKiESgHutyIzSMGyuLBtwHPqPyebaiaeLRKNCRbqPkmanbGsExcPIiJlJDvSxaFOKAOQqqPpFpreGbwcRzMOaxdu",2.12676e+37,6.49037e+32,87,125,1,1, 61
"[92]qQgzSkbPtrOINScveuLBwwHPcOjebaiaeLRKNCRbqQkdeNcGAsExcdoIjJJDuSguaaDKLkbqJLbcjDeKbwKLwAJhrxdu",1.32923e+36,2.59615e+33,70,121,1,1, 62
"[77]iygDSOHOOIdScLybLBwHPcIjebiaeLRKNCRbqFoOQcGEFFPIJJDtiuzaKRIlaoDmnCnSFeFmMCGNL",8.50706e+37,5.1923e+33,179,127,1,3, 63
"[89]qygzSbHutOINSccyuLBwwHPcNjebaiaeLRKNCRbqPkOwONGsExcGPIAJlJDuguRGDKLNQqqHbKjueKbwNDmMJhxdu",6.49037e+32,1.62259e+32,12,111,2,2, 64
"[89]qygrSbHuboIQQoGyuLBLsHPDajebaiaeLRKNCRbqPkPwOoGsEpcGPIlJJDuguaGMKLkQqqsaKtjbvfbmNzmMJhxau",8.30767e+34,5.1923e+33,69,121,5,3, 65
"[85]qygzwbHuOINccyPLBbtHPcfjebaiaeLRKNCRbqPkOwduGEpcGPIAJhJDIgwaDKoOjqkGbMxubjblNDiMOaxdi",2.07692e+34,1.62259e+32,61,115,1,0, 66
"[83]oIgzMDLOlNStyybLBwexHQcNjQLaieLRKNCRbqtbdOnGEnpGPIvJlJDuauaGDKvkcnPoFNsepbMwDMasEGu",4.25353e+37,3.24519e+32,134,127,2,1, 67
"[88]efgzSbHBtOINoccsgLBwwHPcIjbraiaeLRKNCRbqDbOwOoGmExfPIAJLJDuERyLDKDfQqFcKRxrHKbwNFDaphxdu",8.50706e+37,1.03846e+34,95,127,1,1, 68
"[84]ygzSbHcOIMRBfjLBwHPcyjebmiaeLRKNCRbqPBPGdNLtESbbPIbJJDJkuLASLbCCoalftoqdbsJzhmMMSjqi",8.50706e+37,5.1923e+33,148,127,1,1, 69
"[88]QzgzfHutuRQdSnmiMuBwkHQcNbLbbgRaLRKNCRbqPzcMLurEEmoGoIJLJDuaKFGpKeoGaqahsjBebLygDmMJhCdG",8.50706e+37,5.1923e+33,145,127,1,1, 7
"[91]qygzebHutGIbNScgyuLBwwHPcqoebaiaeLRKNCRbqPtOwOPGsExoLPIAJlJDuddgmJeRLkQSAPssjuzKbHIDmMJhxdu",2.07692e+34,1.03846e+34,70,115,1,1, 70
"[84]EyglSOHutoIgGccycLBywHPcajabaiaLRKNCRbqPoocolEoGPIeJlJDuguaOzPLhpqPqKjuqKDwqDHMDxade",5.31691e+36,5.1923e+33,86,127,5,3, 71
"[88]qygzSbHutOINjcyuLBwwHPcNebaiaeLRKNCRbqPkgwOpGsExchPIAJlJDuGuseDKakQqqPbKAueKbwNzmhJhOxuu",2.07692e+34,6.49037e+32,30,115,1,0, 72
"[87]igzjbHuQOINSccyzLBwwHPcNjebaiaeLRKNCRbqPkObOuGLExcGPIAJJDuguaGwNxkQqqdbKxueRbwNDmMJhIlu",2.07692e+34,1.62259e+32,36,115,1,3, 73
"[91]qygkcSmHutOINSbvcsiLBwxHPdnjebaddeLRKNCRbqnkOwOoGsExcPIyJlmJDugpaackLnQqqPyKjueKJwPonlJhvdu",1.32923e+36,6.49037e+32,71,121,1,3, 74
"[87]FegzSbHQxkINSkcmuLBswHpcIfAciaaLRKNCRbqPMMawoGsExcPIAJlJDygeaGDKLrklRPbKjurGfwFMmBylkOu",4.25353e+37,1.03846e+34,125,126,1,3, 75
"[89]qaygzSgxHuFOINncczuLBbsHcNjebaieLRKNCRbqPkORRubsExoGPIAJlJDuguHdhgLcIqqPwyjumKCwBhsiJOalu",2.65846e+36,6.49037e+32,94,122,1,3, 76
"[87]qynFEbHFvOInPGcyLBtHPePjebeiaeLRKNCRbqPkQMydPGExczPIJJxDuSrjhhFDAybazGMtuueCcwrxNMQIvda",4.25353e+37,6.49037e+32,161,126,1,3, 77
"[89]qxgzSBumtOINztiyFLBywHPcORebaiaeLRKNCRbqzFOwyPzsExoGPInJlJDEwRDaGDLkzkQqqxbjuQObpNvMFhxuz",1.06338e+37,5.1923e+33,86,125,2,3, 78
"[86]qygzeuHFuoOIzhEjchuLBhwHPcNpebaieLRKNCRaqPkRwOuExPGPIAJlJDuguyDbLkQqqPQKlwebeCDmMJfxdu",2.12676e+37,1.03846e+34,73,125,1,1, 79
"[88]zygzSbHutOIdSccyuLBwwHRmgaeeahaeLRKNCRbqPvOpvstExoGPIAJJDMguRGcKAkQmqIPiKjumbrNoDcSJmxdi",8.50706e+37,1.03846e+34,59,128,2,1, 8
"[87]ygySbHyzdIcRQujyOLcwiHPcNjBbaiaeLRKNCRbqPxhezMsELoGoIkJlJDuxlptDkgSQSRPbKdgrHDcDmMbKwdu",2.65846e+36,1.03846e+34,152,122,1,1, 80
"[90]PygbbHywvOINQccouLBwwHPcjebfiahLRKNCRbqPOaONGECcbcPIAJbaJDuogaGDtNkQPqkrItycuRKbwHFNMDinNG",8.50706e+37,1.03846e+34,120,127,1,1, 81
"[89]qygzObHutOINjgcyuLBwwHPcNjebaieeLRKNCRbqPkOwONGsExcRPIAJlJDuguFDNLkQqqPlKjueKbwNDmMJFhxdu",4.25353e+37,1.03846e+34,26,127,2,3, 82
"[89]qygzSbHutOINSccyuLBwwHPJNjebaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbKjueKbwNDmMJhxdu",6.71089e+07,2.47588e+27,3,27,1,3, 83
"[91]qpgRqbHutvIRSccwQfLBbwHPcMjeoaibeLRKNCRbqPnOsduesExcPGPIAJlJDKgLaGtiESKqpabftuloIwNDHkJhxid",8.30767e+34,6.49037e+32,82,117,1,3, 84
"[90]qdgzziHANOINSccjuLBwgHPPNjbaiaeLRKNCRbqPkOwfPGusExbPIAJleJDuGfsGoKukrMFRlIsypKywiDmCqEhPey",1.06338e+37,1.03846e+34,120,124,1,1, 85
"[87]qrgvSHuttIAlBuLBkwHPcvjeLaiaeLRKNCRqPkvwOnGsxEecLMPIFJJDnhumGFlLwQeribKqOFeKbzdDzmNIxdu",2.65846e+36,1.03846e+34,104,122,1,1, 86
"[88]ueplSGjIyLOIcGGuLBwsHPcjjebaiaeLRKNCRbqPGOwOofsExshPIAJnJDzNtCxMmLnQIqPbujxgKjwHGaMfxdLK",4.25353e+37,5.1923e+33,98,126,1,1, 87
"[89]wbgzsbHntOINSccyuLBwlHcNjibQiazLRKNCRbqPGElleesEzcNaPIJlJDugzaGDJLxbsqxnrrjuoKPwNDmMJhxdu",8.50706e+37,1.03846e+34,92,127,1,1, 88
"[88]qygMSGovtBISvMfuLBmwHPcRjebaiaeLRKNCRbqPcfvqoGsExlPIAJvJDugubGrokdqqPbKIuzKxwNvMSAJJbdyO",2.12676e+37,2.12676e+37,92,127,3,3, 89
"[88]qygzSwHutOINLckuLBoxHPaNjebaimeLRKNCRbqPfCwOQGExctPIAJuJDtguaGQxAkQqqPbajQgKOtFDmMMKxoKk",1.66153e+35,6.49037e+32,66,118,1,1, 9
"[87]qgzmjebbOONQsbyuLBgwHPcNjeBaBaeLRKNCRbqPsozOpGsErcbPIJJDuguaGDwJNAqqrjJyjDeKmxSvnNJludM",2.65846e+36,5.1923e+33,87,122,1,3, 90
"[87]qAgwSqHutmxNSIDjALBwwHOcNjebCaeLRKNCRbqPhMBfcNsEzPGPIAJJDNgxKEpuLkPdqMRKaFMFFxaDmIuhxdu",1.32923e+36,1.03846e+34,146,121,1,3, 91
"[88]ygzsSblHbOIbSccyuLBwwHPcNebaiaeLRKNCRbqPkucbusExPGPInJJDDuAclGDKLSmqqPbFEwRzKbwNLLMJjFwu",8.50706e+37,6.49037e+32,93,128,2,1, 92
"[91]xyDygzSyHutOINGucyuLcwwHPcNjabaiaeLRKNCRbqPzORQbGbExcaPIAJlJDnguaGDKLBQqqibKjueKbwNDmMbkxdM",2.65846e+36,1.62259e+32,35,128,7,1, 93
"[95]RygzabBHutaDudgzcFFLLBnwwHPcNgebiMLeLRKNCRbqPkOQOuesExPGlPIFJgJDufPofDfIzzQwBPNsKOerOoDhMGhDzma",4.25353e+37,5.1923e+33,131,126,1,1, 94
"[87]hygzobHatOIlNSicyuLBwwHPcNjebMiaeLRKNCRbqPEjNOGsExcPIAJlJDuguyGCLkQLqPCKjueKaNDmMJhxdIR",2.07692e+34,1.03846e+34,47,115,1,3, 95
"[87]dygzSbHutOINScyuLBwwHPpebakaLLRKNCRbqNkOwQaGsExcyPIAJlJDuxuFqkKLkQqqIQbKPueibwRDDMypxou",8.50706e+37,1.03846e+34,48,127,1,1, 96
"[88]qOgzSbHNtOIaSAcuLBwwHPcNjAbakaeLRKNCRbqPkFwOPGsExcaPIeJbJDtguQGvKLkQRqFbijueKbwmLmMJOxdQ",5.31691e+36,6.49037e+32,43,123,1,3, 97
"[90]BygzabHutOINEoOQuLBgwHPcCjebailLRKNCRbqPGOPMitNAEecPIAJlJDuwANjNDKGkQePPbmJGeKzwwqjJPJjEdu",2.12676e+37,1.03846e+34,95,125,1,3, 98
"[90]vygAGrHuAfIMQScDhELBwwHPcRjedaiaeLRKNCRbqPbOeOoGsEPcvPIAJJDpzcaeAKDxRIqreimwEpbwhNmQzJSxcq",8.50706e+37,1.03846e+34,155,127,1,3, 99
