"","trial_number","genome","merit","genome_length","seed"
"7419",33,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7420",34,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7421",35,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7422",36,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7423",37,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7424",38,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7425",39,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7426",40,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7427",41,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7428",42,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7429",43,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7430",44,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7431",45,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7432",46,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7433",47,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7434",48,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7435",49,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7436",50,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7437",51,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7438",52,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7439",53,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7440",54,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7441",55,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7442",56,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7443",57,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7444",58,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7445",59,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7446",60,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7447",61,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7448",62,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7449",63,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7450",64,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7451",65,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7452",66,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7453",67,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7454",68,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7455",69,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7456",70,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7457",71,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7458",72,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7459",73,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7460",74,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7461",75,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7462",76,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7463",77,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7464",78,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7465",79,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7466",80,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7467",81,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7468",82,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7469",83,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7470",84,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7471",85,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7472",86,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7473",87,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7474",88,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7475",89,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7476",90,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7477",91,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7478",92,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7479",93,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7480",94,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",2048,72,75
"7481",95,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7482",96,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7483",97,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7484",98,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7485",99,"[72]tHgGzmGIrHBtsHHzvErHlGKfvftHrupciJHjFHEIeaEGfqynveBGxaHDAzrLdwaxkuqHjEum",0,72,75
"7486",0,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7487",1,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7488",2,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7489",3,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7490",4,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7491",5,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7492",6,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7493",7,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7494",8,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7495",9,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7496",10,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7497",11,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7498",12,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7499",13,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7500",14,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7501",15,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7502",16,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7503",17,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7504",18,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7505",19,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7506",20,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7507",21,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7508",22,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7509",23,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7510",24,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7511",25,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7512",26,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7513",27,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7514",28,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7515",29,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7516",30,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7517",31,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7518",32,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7519",33,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7520",34,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7521",35,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7522",36,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7523",37,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7524",38,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7525",39,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7526",40,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7527",41,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7528",42,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7529",43,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7530",44,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7531",45,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7532",46,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7533",47,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7534",48,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7535",49,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7536",50,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7537",51,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7538",52,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7539",53,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7540",54,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7541",55,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7542",56,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7543",57,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7544",58,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7545",59,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7546",60,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7547",61,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7548",62,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7549",63,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7550",64,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7551",65,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7552",66,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7553",67,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7554",68,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7555",69,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
"7556",70,"[110]oEgmgoDdcGrnLzHvjIibfxrELgDBkoLlsoqlKxcBbhhjtGfbKGlloDKxLEsxydxxsHLoCGtJHysGgroHLCkhemFKetbEymzyAIikeaFwgdFLkJ",256,110,76
