"","trial_number","genome","merit","genome_length","seed"
"1",0,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"2",1,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"3",2,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"4",3,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"5",4,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"6",5,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"7",6,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"8",7,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"9",8,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"10",9,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"11",10,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"12",11,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"13",12,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"14",13,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"15",14,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"16",15,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"17",16,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"18",17,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"19",18,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"20",19,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"21",20,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"22",21,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"23",22,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"24",23,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"25",24,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"26",25,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"27",26,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"28",27,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"29",28,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"30",29,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"31",30,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"32",31,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"33",32,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"34",33,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"35",34,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"36",35,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"37",36,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"38",37,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"39",38,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"40",39,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"41",40,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"42",41,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"43",42,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"44",43,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"45",44,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"46",45,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"47",46,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"48",47,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"49",48,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"50",49,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"51",50,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"52",51,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"53",52,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"54",53,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"55",54,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"56",55,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"57",56,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"58",57,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"59",58,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"60",59,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"61",60,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"62",61,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"63",62,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"64",63,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"65",64,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"66",65,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"67",66,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"68",67,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"69",68,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"70",69,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"71",70,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"72",71,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"73",72,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"74",73,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"75",74,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"76",75,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"77",76,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"78",77,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"79",78,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"80",79,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"81",80,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"82",81,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"83",82,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"84",83,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"85",84,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"86",85,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"87",86,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"88",87,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"89",88,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"90",89,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"91",90,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"92",91,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"93",92,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"94",93,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"95",94,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"96",95,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"97",96,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",262144,101,1
"98",97,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"99",98,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"100",99,"[101]HfuBIlGwAcFzeCcFGFjbgAuildfEcrApBpAdBwhswmEwEyEHctbvpztLxgllgLbBnFfoKCGoeysAfdbhJBnqJAIoHeakccpcLsioA",0,101,1
"101",0,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"102",1,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"103",2,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"104",3,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"105",4,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"106",5,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"107",6,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"108",7,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"109",8,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"110",9,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"111",10,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"112",11,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"113",12,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"114",13,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"115",14,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"116",15,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"117",16,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"118",17,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"119",18,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"120",19,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"121",20,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"122",21,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"123",22,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"124",23,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"125",24,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"126",25,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"127",26,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"128",27,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"129",28,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"130",29,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"131",30,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"132",31,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"133",32,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",4,65,2
"134",33,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"135",34,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"136",35,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"137",36,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"138",37,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"139",38,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"140",39,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",16,65,2
"141",40,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"142",41,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
"143",42,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",32,65,2
"144",43,"[65]mhfhGwysGnmAlzkkvvjbsBLfLEoHfEIFHbzDIhzdAheFJeLeikCdtntKEosJGiHex",8,65,2
