"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"2",1,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"3",2,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"4",3,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"5",4,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"6",5,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"7",6,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"8",7,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"9",8,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"10",9,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1029510000,1,87,92,0,92,0,0,0,0,0,55,55,14,14,23,23,1
"11",10,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"12",11,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"13",12,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"14",13,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"15",14,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"16",15,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"17",16,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1029510000,1,87,92,0,92,0,0,0,0,0,55,55,14,14,23,23,1
"18",17,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",421688000,1,87,88,0,88,0,0,0,0,0,48,48,19,19,21,21,1
"19",18,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
"20",19,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"21",20,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",527110000,1,87,89,0,89,0,0,0,0,0,50,50,17,17,22,22,1
"22",21,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1029510000,1,87,92,0,92,0,0,0,0,0,55,55,14,14,23,23,1
"23",22,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1029510000,1,87,92,0,92,0,0,0,0,0,55,55,14,14,23,23,1
"24",23,"[87]GjfffHdwafndfCICabyafwafndbCJCabyafwafnfaCKBdeHdwaendfCILCabyaeBeaCabyafwaendaCKCabyaeL",1286890000,1,87,93,0,93,0,0,0,0,0,58,58,19,19,16,16,1
