"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"1",0,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",172,0.99422,33,173,1,172,1,1,0,1,1,96,95,77,77,1
"2",1,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",169,0.994118,33,170,1,169,1,1,0,1,1,90,89,80,80,1
"3",2,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",166,0.994012,33,167,1,166,1,1,0,1,1,81,80,86,86,1
"4",3,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",168,0.994083,33,169,1,168,1,1,0,1,1,87,86,82,82,1
"5",4,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",166,0.994012,33,167,1,166,1,1,0,1,1,82,81,85,85,1
"6",5,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",172,0.99422,33,173,1,172,1,1,0,1,1,95,94,78,78,1
"7",6,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",173,0.994253,33,174,1,173,1,1,0,1,1,102,101,72,72,1
"8",7,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",164,0.993939,33,165,1,164,1,1,0,1,1,77,76,88,88,1
"9",8,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",172,0.99422,33,173,1,172,1,1,0,1,1,98,97,75,75,1
"10",9,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",169,0.994118,33,170,1,169,1,1,0,1,1,90,89,80,80,1
"11",10,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",165,0.993976,33,166,1,165,1,1,0,1,1,80,79,86,86,1
"12",11,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",167,0.994048,33,168,1,167,1,1,0,1,1,85,84,83,83,1
"13",12,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",161,0.993827,33,162,1,161,1,1,0,1,1,67,66,95,95,1
"14",13,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",168,0.994083,33,169,1,168,1,1,0,1,1,87,86,82,82,1
"15",14,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",172,0.99422,33,173,1,172,1,1,0,1,1,98,97,75,75,1
"16",15,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",167,0.994048,33,168,1,167,1,1,0,1,1,83,82,85,85,1
"17",16,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",166,0.994012,33,167,1,166,1,1,0,1,1,81,80,86,86,1
"18",17,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",164,0.993939,33,165,1,164,1,1,0,1,1,76,75,89,89,1
"19",18,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",165,0.993976,33,166,1,165,1,1,0,1,1,79,78,87,87,1
"20",19,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",170,0.994152,33,171,1,170,1,1,0,1,1,93,92,78,78,1
"21",20,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",168,0.994083,33,169,1,168,1,1,0,1,1,88,87,81,81,1
"22",21,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",169,0.994118,33,170,1,169,1,1,0,1,1,91,90,79,79,1
"23",22,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",169,0.994118,33,170,1,169,1,1,0,1,1,89,88,81,81,1
"24",23,"[33]GJHglqIHcdKpcJvcGHqxdCBfeeirHtzIq",166,0.994012,33,167,1,166,1,1,0,1,1,83,82,84,84,1
