"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","seed"
"1",0,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"2",1,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"3",2,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"4",3,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"5",4,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"6",5,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"7",6,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"8",7,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"9",8,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"10",9,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"11",10,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"12",11,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"13",12,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"14",13,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"15",14,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"16",15,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"17",16,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"18",17,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"19",18,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"20",19,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"21",20,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"22",21,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"23",22,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"24",23,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"25",24,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"26",25,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"27",26,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"28",27,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"29",28,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"30",29,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",35.5271,1,121,15,0,15,0,0,0,0,0,11,11,2,2,2,2,1
"31",30,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"32",31,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",14.5519,1,121,11,0,11,0,0,0,0,0,8,8,1,1,2,2,1
"33",32,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
"34",33,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0,121,1,7,0,8,0,0,0,0,7,0,0,0,1,0,1
"35",34,"[121]leFDDsmxkoAbrJxbyujnieHHnpJpLoccJdahapLFmicGoCjilKhdaCxBuaeprJoaBKaqJgHuezybpBGkfulkjIpktExCFumIHjDJefldadLHKCdhenGgmbExu",1,0.857143,121,7,53,6,54,0,0,0,0,57,4,3,2,0,0,1
