"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","seed"
"1",0,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"2",1,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",9.31323,0.909091,73,11,0,10,1,0,0,0,0,8,8,3,2,0,0,"True",1
"3",2,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"4",3,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",9.31323,0.909091,73,11,0,10,1,0,0,0,0,8,8,3,2,0,0,"True",1
"5",4,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"6",5,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"7",6,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",9.31323,0.909091,73,11,0,10,1,0,0,0,0,8,8,3,2,0,0,"True",1
"8",7,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"9",8,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"10",9,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"11",10,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"12",11,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"13",12,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"14",13,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",2.44141,0.8,73,5,0,4,1,0,0,0,0,3,3,2,1,0,0,"True",1
"15",14,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"16",15,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",4.76837,0.875,73,8,0,7,1,0,0,0,0,6,6,2,1,0,0,"True",1
"17",16,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",3.8147,0.857143,73,7,0,6,1,0,0,0,0,4,4,3,2,0,0,"True",1
"18",17,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",4.76837,0.875,73,8,0,7,1,0,0,0,0,6,6,2,1,0,0,"True",1
"19",18,"[73]abyopKGGxorhHFogqnhjJCChbkcACEhtBngCjdjaIdislEmnDIBafgxFFwoJLqDvagdfDcJuI",9.31323,0.909091,73,11,0,10,1,0,0,0,0,8,8,3,2,0,0,"True",1
